year,week,week_start,cases_vaxxed,cases_unvaxxed,hosp_vaxxed,hosp_unvaxxed
2021,24,2021-06-13,1.86116831,7.088163335,0,0.253148691
2021,25,2021-06-20,0.381224708,7.83828621,0,0.145153448
2021,26,2021-06-27,0.327544124,12.07549577,0,0.619256194
2021,27,2021-07-04,1.219702875,11.39116865,0,0.802194976
2021,28,2021-07-11,1.447194668,15.35305669,0,0.330173262
2021,29,2021-07-18,4.17445732,30.24106114,0.278297155,0.168944476
2021,30,2021-07-25,5.384946166,53.63614846,0,0.344927
2021,31,2021-08-01,7.858168782,77.26479035,0,1.40481437
2021,32,2021-08-08,13.56955061,98.09897955,0,0.535085343
2021,33,2021-08-15,16.99189936,110.3352366,0,1.451779429
2021,34,2021-08-22,18.46986997,117.4601294,0.243024605,1.111610058
2021,35,2021-08-29,18.97629724,145.6930072,0,1.716278881
2021,36,2021-09-05,22.74664374,179.9846033,0.223006311,0.994390073
2021,37,2021-09-12,41.47790054,335.2672552,0,1.662825816
2021,38,2021-09-19,49.50430199,433.9322691,0.206267925,2.143934136
2021,39,2021-09-26,44.48150443,460.8245476,0,2.200690294
2021,40,2021-10-03,48.51013102,411.8181922,0,3.827725132
2021,41,2021-10-10,36.6306351,307.5293489,0.194843804,2.054761797
2021,42,2021-10-17,33.36550742,230.3928851,0.385728409,1.155430718
2021,43,2021-10-24,39.15688706,278.6976695,0,1.402840618
2021,44,2021-10-31,55.29910381,290.4056726,0.189380492,1.1814714100000001
2021,45,2021-11-07,69.3728496,367.0138616,0.188002302,0.953902175
2021,46,2021-11-14,82.36699542,421.8070266,1.120639394,2.404829114
2021,47,2021-11-21,75.97236821,278.203861,0,1.700809631
2021,48,2021-11-28,99.62889371,428.2700448,0.183817147,4.174650666
2021,49,2021-12-05,113.0259932,529.0378032,0.547150206,2.806423752
2021,50,2021-12-12,131.7709999,453.6187949,0.361218267,2.590213515
2021,51,2021-12-19,243.9697267,363.1068457,0,1.783142353
2021,52,2021-12-26,668.3730817,669.6436023,2.089030843,3.372056254
2022,01,2022-01-02,1398.337352,1489.812649,3.182460646,6.142867997
2022,02,2022-01-09,1567.036549,1837.080271,4.385891596,9.848985284
2022,03,2022-01-16,1302.558596,1159.726526,2.3747770520000002,8.252767695
2022,04,2022-01-23,651.8366789,652.3412754,4.127291144,3.722217476
2022,05,2022-01-30,379.943876,336.5227536,2.788180921,2.894808547
2022,06,2022-02-06,214.3785381,227.7092363,2.58742071,2.77703364
2022,07,2022-02-13,116.1318885,102.2008247,1.690076238,2.151582227
2022,08,2022-02-20,81.83440823,57.40028955,0.509440162,1.62977434
2022,09,2022-02-27,57.48846543,44.80069128,1.181687493,1.278076664
2022,10,2022-03-06,33.68234587,29.51338326,0.671829944,0.998948551
2022,11,2022-03-13,35.68998029,29.54450206,1.254175312,0.901512095
2022,12,2022-03-20,33.77579089,19.92163578,0.79045054,0.338019581
2022,13,2022-03-27,32.66268859,20.56261818,0.333153805,0.624588139
2022,14,2022-04-03,41.42365449,25.12692947,0.33261065,0.285767412
2022,15,2022-04-10,67.8452739,39.24587445,0.782217318,0.628455436
2022,16,2022-04-17,105.9068465,59.00743595,0.614597074,1.319979322
2022,17,2022-04-24,161.0281883,94.93174975,0.994054054,2.468795452
2022,18,2022-05-01,203.203725,120.6686857,0.993126664,1.092598034
2022,19,2022-05-08,198.5379806,122.686675,0.661460138,1.728078359
2022,20,2022-05-15,168.2287966,110.1349184,0.774898091,1.558110554
2022,21,2022-05-22,157.7683617,113.3378093,1.052114472,3.297326077
2022,22,2022-05-29,118.4659727,83.65076526,0.442582865,2.0834209
2022,23,2022-06-05,95.53613341,73.0847553,3.084218597,2.554248606
2022,24,2022-06-12,70.16742358,72.04853946,0.49388659,1.394631263
2022,25,2022-06-19,78.90618534,56.96247445,0.933058027,1.631233962
2022,26,2022-06-26,71.55552916,51.00855242,1.809046038,0.758327972
2022,27,2022-07-03,59.97704025,54.18029927,0.766173262,1.811112823
2022,28,2022-07-10,71.16978803,68.77189246,1.146729547,1.402335047
2022,29,2022-07-17,82.06550228,82.27343325,1.252732965,1.523008633
2022,30,2022-07-24,67.94137767,79.35169445,0.926813348,1.818584495
2022,31,2022-07-31,70.97538149,76.00968286,1.146021626,1.997311489
