week_start,year,week,age,metric,vax_status,metric_type,value
2021-05-02,2021,18,18-49,pop,boosted,count,0
2021-05-02,2021,18,18-49,pop,vaxxed,count,665179
2021-05-02,2021,18,18-49,pop,unvaxxed,count,1629638
2021-05-02,2021,18,18-49,cases,boosted,count,0
2021-05-02,2021,18,18-49,cases,boosted,rate,0
2021-05-02,2021,18,18-49,cases,vaxxed,count,144
2021-05-02,2021,18,18-49,cases,vaxxed,rate,21.6483082
2021-05-02,2021,18,18-49,cases,unvaxxed,count,3934
2021-05-02,2021,18,18-49,cases,unvaxxed,rate,241.4033055
2021-05-02,2021,18,18-49,hosp,boosted,count,0
2021-05-02,2021,18,18-49,hosp,boosted,rate,0
2021-05-02,2021,18,18-49,hosp,vaxxed,count,3
2021-05-02,2021,18,18-49,hosp,vaxxed,rate,0.451006421
2021-05-02,2021,18,18-49,hosp,unvaxxed,count,146
2021-05-02,2021,18,18-49,hosp,unvaxxed,rate,8.959044892
2021-05-02,2021,18,18-49,deaths,boosted,count,0
2021-05-02,2021,18,18-49,deaths,boosted,rate,0
2021-05-02,2021,18,18-49,deaths,vaxxed,count,0
2021-05-02,2021,18,18-49,deaths,vaxxed,rate,0
2021-05-02,2021,18,18-49,deaths,unvaxxed,count,7
2021-05-02,2021,18,18-49,deaths,unvaxxed,rate,0.429543248
2021-05-02,2021,18,50-64,pop,boosted,count,0
2021-05-02,2021,18,50-64,pop,vaxxed,count,499058
2021-05-02,2021,18,50-64,pop,unvaxxed,count,614957
2021-05-02,2021,18,50-64,cases,boosted,count,0
2021-05-02,2021,18,50-64,cases,boosted,rate,0
2021-05-02,2021,18,50-64,cases,vaxxed,count,78
2021-05-02,2021,18,50-64,cases,vaxxed,rate,15.62944588
2021-05-02,2021,18,50-64,cases,unvaxxed,count,1243
2021-05-02,2021,18,50-64,cases,unvaxxed,rate,202.1279537
2021-05-02,2021,18,50-64,hosp,boosted,count,0
2021-05-02,2021,18,50-64,hosp,boosted,rate,0
2021-05-02,2021,18,50-64,hosp,vaxxed,count,5
2021-05-02,2021,18,50-64,hosp,vaxxed,rate,1.001887556
2021-05-02,2021,18,50-64,hosp,unvaxxed,count,119
2021-05-02,2021,18,50-64,hosp,unvaxxed,rate,19.35094649
2021-05-02,2021,18,50-64,deaths,boosted,count,0
2021-05-02,2021,18,50-64,deaths,boosted,rate,0
2021-05-02,2021,18,50-64,deaths,vaxxed,count,2
2021-05-02,2021,18,50-64,deaths,vaxxed,rate,0.400755022
2021-05-02,2021,18,50-64,deaths,unvaxxed,count,9
2021-05-02,2021,18,50-64,deaths,unvaxxed,rate,1.463516961
2021-05-02,2021,18,65+,pop,boosted,count,0
2021-05-02,2021,18,65+,pop,vaxxed,count,709565
2021-05-02,2021,18,65+,pop,unvaxxed,count,149133
2021-05-02,2021,18,65+,cases,boosted,count,0
2021-05-02,2021,18,65+,cases,boosted,rate,0
2021-05-02,2021,18,65+,cases,vaxxed,count,148
2021-05-02,2021,18,65+,cases,vaxxed,rate,20.85784953
2021-05-02,2021,18,65+,cases,unvaxxed,count,443
2021-05-02,2021,18,65+,cases,unvaxxed,rate,297.050284
2021-05-02,2021,18,65+,hosp,boosted,count,0
2021-05-02,2021,18,65+,hosp,boosted,rate,0
2021-05-02,2021,18,65+,hosp,vaxxed,count,36
2021-05-02,2021,18,65+,hosp,vaxxed,rate,5.073530966
2021-05-02,2021,18,65+,hosp,unvaxxed,count,140
2021-05-02,2021,18,65+,hosp,unvaxxed,rate,93.87593624
2021-05-02,2021,18,65+,deaths,boosted,count,0
2021-05-02,2021,18,65+,deaths,boosted,rate,0
2021-05-02,2021,18,65+,deaths,vaxxed,count,9
2021-05-02,2021,18,65+,deaths,vaxxed,rate,1.268382742
2021-05-02,2021,18,65+,deaths,unvaxxed,count,23
2021-05-02,2021,18,65+,deaths,unvaxxed,rate,15.42247524
2021-05-09,2021,19,18-49,pop,boosted,count,0
2021-05-09,2021,19,18-49,pop,vaxxed,count,774170
2021-05-09,2021,19,18-49,pop,unvaxxed,count,1520647
2021-05-09,2021,19,18-49,cases,boosted,count,0
2021-05-09,2021,19,18-49,cases,boosted,rate,0
2021-05-09,2021,19,18-49,cases,vaxxed,count,119
2021-05-09,2021,19,18-49,cases,vaxxed,rate,15.37130088
2021-05-09,2021,19,18-49,cases,unvaxxed,count,2719
2021-05-09,2021,19,18-49,cases,unvaxxed,rate,178.805469
2021-05-09,2021,19,18-49,hosp,boosted,count,0
2021-05-09,2021,19,18-49,hosp,boosted,rate,0
2021-05-09,2021,19,18-49,hosp,vaxxed,count,1
2021-05-09,2021,19,18-49,hosp,vaxxed,rate,0.129170596
2021-05-09,2021,19,18-49,hosp,unvaxxed,count,117
2021-05-09,2021,19,18-49,hosp,unvaxxed,rate,7.694093369
2021-05-09,2021,19,18-49,deaths,boosted,count,0
2021-05-09,2021,19,18-49,deaths,boosted,rate,0
2021-05-09,2021,19,18-49,deaths,vaxxed,count,0
2021-05-09,2021,19,18-49,deaths,vaxxed,rate,0
2021-05-09,2021,19,18-49,deaths,unvaxxed,count,2
2021-05-09,2021,19,18-49,deaths,unvaxxed,rate,0.131522964
2021-05-09,2021,19,50-64,pop,boosted,count,0
2021-05-09,2021,19,50-64,pop,vaxxed,count,561547
2021-05-09,2021,19,50-64,pop,unvaxxed,count,552468
2021-05-09,2021,19,50-64,cases,boosted,count,0
2021-05-09,2021,19,50-64,cases,boosted,rate,0
2021-05-09,2021,19,50-64,cases,vaxxed,count,71
2021-05-09,2021,19,50-64,cases,vaxxed,rate,12.64364336
2021-05-09,2021,19,50-64,cases,unvaxxed,count,831
2021-05-09,2021,19,50-64,cases,unvaxxed,rate,150.4159517
2021-05-09,2021,19,50-64,hosp,boosted,count,0
2021-05-09,2021,19,50-64,hosp,boosted,rate,0
2021-05-09,2021,19,50-64,hosp,vaxxed,count,1
2021-05-09,2021,19,50-64,hosp,vaxxed,rate,0.178079484
2021-05-09,2021,19,50-64,hosp,unvaxxed,count,120
2021-05-09,2021,19,50-64,hosp,unvaxxed,rate,21.72071505
