year,week,week_start,cases_vaxxed,cases_unvaxxed,hosp_vaxxed,hosp_unvaxxed
2021,24,2021-06-13,1.860105349,7.08898984,0,0.253178209
2021,25,2021-06-20,0.380896695,7.840857163,0,0.145201059
2021,26,2021-06-27,0.654505245,11.925702631,0,0.61951702
2021,27,2021-07-04,1.218667854,11.396261284,0,0.802553612
2021,28,2021-07-11,1.44621238,15.359006798,0,0.330301221
2021,29,2021-07-18,4.730560794,29.905055851,0.278268282,0.168955118
2021,30,2021-07-25,5.653759466,53.466313941,0,0.344943961
2021,31,2021-08-01,8.380939346,76.920400169,0,1.404938816
2021,32,2021-08-08,14.079474581,97.752580265,0,0.535141863
2021,33,2021-08-15,17.989944019,109.615890863,0,1.451866104
2021,34,2021-08-22,18.952181715,117.107198405,0.242976689,1.1117772
2021,35,2021-08-29,19.908283921,144.96052974,0,1.716637852
2021,36,2021-09-05,23.186079206,179.632290031,0.222943069,0.994641695
2021,37,2021-09-12,41.249221994,335.602085582,0,1.663455195
2021,38,2021-09-19,50.102707113,433.472523589,0.20618398,2.144841779
2021,39,2021-09-26,45.671002946,459.483653854,0,2.20164664
2021,40,2021-10-03,49.279519466000004,411.102285929,0,3.829445951
2021,41,2021-10-10,36.419450423,307.919542603,0.194756419,2.055842643
2021,42,2021-10-17,34.120367253,229.602358418,0.385540873,1.156104524
2021,43,2021-10-24,40.855774358,276.760868027,0,1.403689948
2021,44,2021-10-31,55.650128485,290.113497224,0.189286151,1.18220659
2021,45,2021-11-07,70.278668309,366.04739065,0.187910878,0.95449124
2021,46,2021-11-14,84.380370003,419.424954312,0.933411173,2.64697332
2021,47,2021-11-21,76.306373597,277.892651552,0,1.701879756
2021,48,2021-11-28,102.340355513,425.086216273,0.367469858,3.931433214
2021,49,2021-12-05,113.830910739,528.717073377,0.546964242,2.807481382
2021,50,2021-12-12,134.311787613,450.199984124,0.361229713,2.589583355
2021,51,2021-12-19,249.769371989,358.139874852,0,1.782486125
2021,52,2021-12-26,690.64964979,651.26151449,2.09073894,3.370319439
2022,01,2022-01-02,1485.38086193,1423.135974398,3.362011966,5.881381191
2022,02,2022-01-09,1817.059361602,1626.952530592,4.741455766,9.322919545
2022,03,2022-01-16,1301.855826565,1159.127376562,2.153177387,8.130341025
2022,04,2022-01-23,653.581997825,650.988874406,4.507709013,3.570878361
2022,05,2022-01-30,382.544586168,334.669282757,2.789906039,2.892467054
2022,06,2022-02-06,215.93868962,225.567104044,2.760814224,2.504937053
2022,07,2022-02-13,117.479368439,101.127349363,1.690658047,2.15002381
2022,08,2022-02-20,82.154489755,57.209532916,0.50987691,1.628803125
2022,09,2022-02-27,58.245238671,44.560427271,1.182703354,1.276527048
2022,10,2022-03-06,39.918748569,24.702036481,0.672419443,0.999043331
2022,11,2022-03-13,36.449161976,28.905472036,1.422202552,0.618458572
2022,12,2022-03-20,34.069410614,19.735892689,0.790828926,0.338073145
2022,13,2022-03-27,32.833476622,20.263176392,0.333459577,0.624195882
2022,14,2022-04-03,41.715072201,24.940135736,0.332905702,0.285332865
2022,15,2022-04-10,71.308375982,36.769852146,0.782588626,0.628067184
2022,16,2022-04-17,107.540418612,57.418148651,0.78079707,1.03154321
2022,17,2022-04-24,163.729857594,92.111061185,1.160754606,2.17957071
2022,18,2022-05-01,208.496996041,116.805767539,0.994007101,1.091809038
2022,19,2022-05-08,205.525944725,115.523260975,0.662055602,1.726888356
2022,20,2022-05-15,173.106246139,106.319412083,0.775235674,1.55694278
2022,21,2022-05-22,160.943840838,109.042393717,1.052349521,3.293650407
2022,22,2022-05-29,121.413091873,80.358138227,0.442618781,2.082423566
2022,23,2022-06-05,97.703660876,71.125127279,3.085362687,2.551497933
2022,24,2022-06-12,82.334101656,57.422303844,0.934908319,0.929056579
2022,25,2022-06-19,81.489215928,54.730398823,0.933394125,1.629380084
2022,26,2022-06-26,73.253891997,49.527994638,1.809290701,0.757635174
2022,27,2022-07-03,64.29273888,50.833363148,0.930668462,1.225681091
2022,28,2022-07-10,76.346872711,63.833807106,1.146387823,1.40295887
2022,29,2022-07-17,88.864651768,75.223010343,1.252012964,1.521812207
2022,30,2022-07-24,73.157555639,73.87799858,0.92699153,1.817131597
2022,31,2022-07-31,74.481605386,72.29399597,1.41716622,1.819754324
2022,32,2022-08-07,67.588021431,75.06006109,0.163700917,1.58803655
2022,33,2022-08-14,65.810427751,66.513870888,0.759599055,0.707969882
2022,34,2022-08-21,55.98391883,52.060364908,1.085161345,1.94820737
2022,35,2022-08-28,45.525630856,49.509049273,0.430292225,1.596448383
2022,36,2022-09-04,39.199266478,52.511800531,0.918634925,2.195535636
2022,37,2022-09-11,77.388475493,100.190812422,0.489116693,1.837317502
2022,38,2022-09-18,78.111574836,90.011198533,1.343415858,3.560628386
2022,39,2022-09-25,45.726180532,54.78603252,1.015603439,1.248172596
2022,40,2022-10-02,33.568834193,36.880986112,1.176556042,1.070050522
2022,41,2022-10-09,27.624490779,31.493230897,0.162724699,1.251059174
2022,42,2022-10-16,28.504206827,23.119723966,0.749575939,0.774723919
2022,43,2022-10-23,32.317713239,31.393210489,1.172678748,0.7753625
2022,44,2022-10-30,36.782910067,45.784895652,0.42317903,0.775976619
2022,45,2022-11-06,36.159716056,44.395864012,0.585237055,1.19120801
2022,46,2022-11-13,36.515987782,44.184166722,0.324869704,0.660155851
2022,47,2022-11-20,30.536975069,39.723161813,0.162374693,0.181304238
2022,48,2022-11-27,25.227254402,43.405692126,0.162322091,0.842862782
2022,49,2022-12-04,34.441358921,46.962812607,0.649131226,1.674063462
2022,50,2022-12-11,34.802235369,40.059008158,0.648893351,0.844332933
2022,51,2022-12-18,35.921030878,34.695240007,0.420063994,0.480906331
2022,52,2022-12-25,19.192110104,18.211690648,0.906152191,0.364488825
2023,01,2023-01-01,15.024709885,21.511256125,0.486348173,1.079517266
2023,02,2023-01-08,23.357388534,32.106786704,1.095159931,0.664234835
2023,03,2023-01-15,32.720091038,36.753711071,0.162050376,0.963839953
2023,04,2023-01-22,36.881313299,54.848726445,0.580496721,2.278714114
2023,05,2023-01-29,49.108790317,45.68001907,0.161974389,1.447360154
2023,06,2023-02-05,45.467705862,55.19496662,0.971621987,1.148485498
2023,07,2023-02-12,39.291065052,40.666097285,0.903373782,1.082491217
2023,08,2023-02-19,28.735844364,21.10864342,1.090481779,0.183252394
2023,09,2023-02-26,20.693341674,21.850308673,1.226435448,0.483340859
