year,week,week_start,age,vax,metric,value
2021,18,2021-05-02,12-17,vaxxed,caserate,0
2021,18,2021-05-02,12-17,unvaxxed,caserate,270.9765514643563
2021,18,2021-05-02,12-17,vaxxed,hosprate,0
2021,18,2021-05-02,12-17,unvaxxed,hosprate,2.589697711648931
2021,18,2021-05-02,12-17,vaxxed,deathrate,0
2021,18,2021-05-02,12-17,unvaxxed,deathrate,0
2021,18,2021-05-02,18-49,vaxxed,caserate,21.788338397104575
2021,18,2021-05-02,18-49,unvaxxed,caserate,240.77169347449956
2021,18,2021-05-02,18-49,vaxxed,hosprate,0.45392371660634523
2021,18,2021-05-02,18-49,unvaxxed,hosprate,9.241618127770574
2021,18,2021-05-02,18-49,vaxxed,deathrate,0
2021,18,2021-05-02,18-49,unvaxxed,deathrate,0.42841938340658287
2021,18,2021-05-02,50-64,vaxxed,caserate,15.67678489240299
2021,18,2021-05-02,50-64,unvaxxed,caserate,201.63383425471724
2021,18,2021-05-02,50-64,vaxxed,hosprate,1.0049221084873712
2021,18,2021-05-02,50-64,unvaxxed,hosprate,19.62807236107867
2021,18,2021-05-02,50-64,vaxxed,deathrate,0.4019688433949485
2021,18,2021-05-02,50-64,unvaxxed,deathrate,1.4599392665265125
2021,18,2021-05-02,65+,vaxxed,caserate,20.7613233379719
2021,18,2021-05-02,65+,unvaxxed,caserate,303.770039908389
2021,18,2021-05-02,65+,vaxxed,hosprate,4.208376352291601
2021,18,2021-05-02,65+,unvaxxed,hosprate,93.94242769175912
2021,18,2021-05-02,65+,vaxxed,deathrate,1.122233693944427
2021,18,2021-05-02,65+,unvaxxed,deathrate,15.08564532276424
2021,19,2021-05-09,12-17,vaxxed,caserate,0
2021,19,2021-05-09,12-17,unvaxxed,caserate,170.1232915989678
2021,19,2021-05-09,12-17,vaxxed,hosprate,0
2021,19,2021-05-09,12-17,unvaxxed,hosprate,1.1946860365096053
2021,19,2021-05-09,12-17,vaxxed,deathrate,0
2021,19,2021-05-09,12-17,unvaxxed,deathrate,0
2021,19,2021-05-09,18-49,vaxxed,caserate,15.466135012860287
2021,19,2021-05-09,18-49,unvaxxed,caserate,178.05235893152852
2021,19,2021-05-09,18-49,vaxxed,hosprate,0.129967521116473
2021,19,2021-05-09,18-49,unvaxxed,hosprate,7.342365316764062
2021,19,2021-05-09,18-49,vaxxed,deathrate,0
2021,19,2021-05-09,18-49,unvaxxed,deathrate,0.13111366637078684
2021,19,2021-05-09,50-64,vaxxed,caserate,12.679545036493872
2021,19,2021-05-09,50-64,unvaxxed,caserate,149.9842976728068
2021,19,2021-05-09,50-64,vaxxed,hosprate,0.17858514135906864
2021,19,2021-05-09,50-64,unvaxxed,hosprate,21.477895815961507
2021,19,2021-05-09,50-64,vaxxed,deathrate,0
2021,19,2021-05-09,50-64,unvaxxed,deathrate,0.902432597309307
2021,19,2021-05-09,65+,vaxxed,caserate,16.45077899276995
2021,19,2021-05-09,65+,unvaxxed,caserate,249.02459210215181
2021,19,2021-05-09,65+,vaxxed,hosprate,4.700222569362843
