year,week,week_start,cases_vaxxed,cases_unvaxxed,hosp_vaxxed,hosp_unvaxxed
2021,24,2021-06-13,1.860459534,7.088714317,0,0.253168368
2021,25,2021-06-20,0.380934881,7.840557547,0,0.14519551
2021,26,2021-06-27,0.654603907,11.924852019,0,0.619472832
2021,27,2021-07-04,1.218863314,11.395298548,0,0.802485813
2021,28,2021-07-11,1.446469299,15.357449315,0,0.330267727
2021,29,2021-07-18,4.731484805,29.901510327,0.278322636,0.168935087
2021,30,2021-07-25,5.654894706,53.459438701,0,0.344899605
2021,31,2021-08-01,8.382672726,76.90973624,0,1.404744041
2021,32,2021-08-08,14.082399866,97.738432731,0,0.535064413
2021,33,2021-08-15,17.744070264,109.779459509,0,1.451629217
2021,34,2021-08-22,18.957333741,117.082932512,0.24304274,1.111546828
2021,35,2021-08-29,19.914012246,144.92657986,0,1.716235814
2021,36,2021-09-05,23.193110102,179.583714082,0.223010674,0.994372725
2021,37,2021-09-12,41.261921107,335.50110799,0,1.662954686
2021,38,2021-09-19,50.118797998,433.327801056,0.206250198,2.144125686
2021,39,2021-09-26,45.686122057,459.537402266,0,2.200849628
2021,40,2021-10-03,49.296781661,410.937843391,0,3.827914158
2021,41,2021-10-10,36.43283329,307.786936965,0.194827986,2.054957294
2021,42,2021-10-17,34.133066103,229.49994465,0.385684363,1.155588845
2021,43,2021-10-24,40.680189136,276.866966689,0,1.403042061
2021,44,2021-10-31,55.671621714,289.737330053,0.189359258,1.181636746
2021,45,2021-11-07,70.306773518,365.861667264,0.187986025,0.954006955
2021,46,2021-11-14,84.413893912,419.210355848,0.933782012,2.6456189980000002
2021,47,2021-11-21,76.336450512,277.748996448,0,1.700999978
2021,48,2021-11-28,102.19533,425.116586829,0.367609101,3.929442744
2021,49,2021-12-05,113.714962536,528.804574776,0.547180848,2.806137802
2021,50,2021-12-12,134.569661976,449.786258245,0.361375722,2.588490418
2021,51,2021-12-19,249.288962099,358.120427991,0,1.781643919
