year,week,week_start,cases_vaxxed,cases_unvaxxed,hosp_vaxxed,hosp_unvaxxed
2021,24,2021-06-13,1.860358325,7.088793035,0,0.25317118
2021,25,2021-06-20,0.380912605,7.84073232,0,0.145198747
2021,26,2021-06-27,0.654552223,11.925297563,0,0.619495977
2021,27,2021-07-04,1.218798153,11.395619442,0,0.802508411
2021,28,2021-07-11,1.446368356,15.358061145,0,0.330280885
2021,29,2021-07-18,4.73105163,29.903172187,0.278297155,0.168944476
2021,30,2021-07-25,5.654427199,53.462269468,0,0.344917868
2021,31,2021-08-01,8.3820467,76.913586762,0,1.40481437
2021,32,2021-08-08,14.081292859,97.74378537,0,0.535093716
2021,33,2021-08-15,17.992310273,109.605420883,0,1.451727429
2021,34,2021-08-22,18.95521198,117.092923132,0.243015538,1.111641675
2021,35,2021-08-29,19.911659142,144.940521636,0,1.716400914
2021,36,2021-09-05,23.19027455,179.603297997,0.222983409,0.994481163
2021,37,2021-09-12,41.256917493,335.540879787,0,1.663151821
2021,38,2021-09-19,50.111771129,433.39097788,0.20622128,2.144438287
2021,39,2021-09-26,45.67926682,459.392708281,0,2.201210869
2021,40,2021-10-03,49.288894961,411.012942794,0,3.828613714
2021,41,2021-10-10,36.426296243,307.851683586,0.194793028,2.055389579
2021,42,2021-10-17,34.126859802,229.549976324,0.385614235,1.155840767
2021,43,2021-10-24,40.672863546,276.92803569,0,1.403351532
2021,44,2021-10-31,55.85100737,289.80191773400003,0.189325449,1.181900154
2021,45,2021-11-07,70.293732225,365.947804157,0.187951156,0.954231562
2021,46,2021-11-14,84.397992655,419.312096808,0.933606113,2.646261081
2021,47,2021-11-21,76.322184277,277.817103028,0,1.701417079
2021,48,2021-11-28,102.360979003,424.971710617,0.36754391,3.930374202
2021,49,2021-12-05,113.868172524,528.626220945,0.547086745,2.806721259
2021,50,2021-12-12,134.534190832,449.857746179,0.361312723,2.588967896
2021,51,2021-12-19,249.853571869,358.056669207,0,1.782006596
2021,52,2021-12-26,690.201063342,651.495912894,2.091481631,3.369313418
2022,01,2022-01-02,1485.895111151,1422.772346043,3.363143678,5.879536946
2022,02,2022-01-09,1816.987022919,1627.565383841,4.742990593,9.320103892
2022,03,2022-01-16,1302.084265629,1158.706693332,2.153778944,8.127907653
2022,04,2022-01-23,653.808373277,650.816185827,4.509129078,3.569813015
2022,05,2022-01-30,382.676504333,334.581887997,2.790616565,2.891576054
2022,06,2022-02-06,215.846678345,225.773952475,2.761619461,2.504101813
2022,07,2022-02-13,117.522936348,101.097516266,1.691196891,2.149344203
2022,08,2022-02-20,82.185534167,57.192511709,0.50999477,1.628309016
2022,09,2022-02-27,58.267429857,44.54621937,1.182988284,1.276046908
2022,10,2022-03-06,39.933630098,24.694423541,0.67258062,0.998801832
2022,11,2022-03-13,36.462336936,28.896140733,1.422653988,0.618261973
2022,12,2022-03-20,34.08182137,19.729181838,0.791071694,0.337989131
2022,13,2022-03-27,32.845778026,20.256396635,0.333538853,0.623991477
2022,14,2022-04-03,41.730654657,24.931703924,0.332987146,0.285213283
2022,15,2022-04-10,71.335459593,36.757553766,0.782835013,0.627856699
2022,16,2022-04-17,107.58200928,57.398070185,0.781043595,1.0311351
2022,17,2022-04-24,164.355133983,91.735623481,1.161037503,2.178809501
2022,18,2022-05-01,208.576615781,116.765371749,0.994249134,1.091422161
2022,19,2022-05-08,205.770075878,115.194661084,0.662216658,1.726276482
2022,20,2022-05-15,173.170687672,106.281815388,0.775485209,1.556378289
2022,21,2022-05-22,160.727908761,109.175500794,1.052736688,3.292324833
2022,22,2022-05-29,121.572564607,80.444832513,0.442792596,2.081685115
2022,23,2022-06-05,97.46387709,71.271942439,3.086392961,2.550437917
2022,24,2022-06-12,82.366860312,57.399997908,0.935213204,0.928685944
2022,25,2022-06-19,81.521496037,54.535552217,0.933699238,1.628666333
2022,26,2022-06-26,73.282558936,49.509005584,1.809945809,0.757316339
2022,27,2022-07-03,64.044939103,50.98913461,0.930969029,1.225178597
2022,28,2022-07-10,76.212974063,64.101278085,1.146873795,1.402515809
2022,29,2022-07-17,88.899682866,75.194019983,1.252588776,1.521160475
2022,30,2022-07-24,72.914810087,74.024778185,0.927300339,1.816329585
2022,31,2022-07-31,74.512180233,72.265370577,1.41760291,1.818950039
2022,32,2022-08-07,67.615466765,75.029504644,0.163745008,1.587374548
2022,33,2022-08-14,65.837693029,66.486077202,0.759871574,0.707732724
2022,34,2022-08-21,56.006355506,52.038685611,1.085521641,1.947413958
2022,35,2022-08-28,45.543730993,49.488608504,0.430471569,1.595764759
2022,36,2022-09-04,39.214689128,52.489817143,0.918951125,2.194695634
2022,37,2022-09-11,77.419715528,100.146520683,0.489254896,1.836436964
2022,38,2022-09-18,78.141533917,89.971301346,1.343913164,3.55895511
2022,39,2022-09-25,45.744168822,54.761486511,1.016006921,1.247593009
2022,40,2022-10-02,33.581858674,36.864382948,1.177008587,1.069524869
2022,41,2022-10-09,27.635436257,31.478924333,0.162771751,1.250464267
2022,42,2022-10-16,28.515709113,23.109295807,0.74985417,0.774345125
