year,week,week_start,metric,vax,value
2021,18,2021-05-02,cases,vax,18.79822548045089
2021,18,2021-05-02,cases,unvax,238.0584047057229
2021,18,2021-05-02,hosp,vax,1.116906332494886
2021,18,2021-05-02,hosp,unvax,21.501652040992994
2021,18,2021-05-02,deaths,vax,0.25512410572062566
2021,18,2021-05-02,deaths,unvax,2.498226078839226
2021,19,2021-05-09,cases,vax,13.873460482011136
2021,19,2021-05-09,cases,unvax,175.88249046963946
2021,19,2021-05-09,hosp,vax,0.8448346027488505
2021,19,2021-05-09,hosp,unvax,16.785092201149297
2021,19,2021-05-09,deaths,vax,0.10820753294734713
2021,19,2021-05-09,deaths,unvax,2.1125998985286154
2021,20,2021-05-16,cases,vax,12.13197620883285
2021,20,2021-05-16,cases,unvax,135.99546662448103
2021,20,2021-05-16,hosp,vax,1.1765937913162725
2021,20,2021-05-16,hosp,unvax,16.36829733053936
2021,20,2021-05-16,deaths,vax,0.06411799778178737
2021,20,2021-05-16,deaths,unvax,2.250199983706469
2021,21,2021-05-23,cases,vax,6.981424998712228
2021,21,2021-05-23,cases,unvax,79.31214664954035
2021,21,2021-05-23,hosp,vax,0.5055927002953956
2021,21,2021-05-23,hosp,unvax,9.50128137671333
2021,21,2021-05-23,deaths,vax,0.04224328718222869
2021,21,2021-05-23,deaths,unvax,1.3151395425711012
2021,22,2021-05-30,cases,vax,4.691344873008587
2021,22,2021-05-30,cases,unvax,56.49990758622967
2021,22,2021-05-30,hosp,vax,0.6146257097151164
2021,22,2021-05-30,hosp,unvax,8.203544862140147
2021,22,2021-05-30,deaths,vax,0.11102268854233946
2021,22,2021-05-30,deaths,unvax,0.9626852540517759
2021,23,2021-06-06,cases,vax,3.7788955693619113
2021,23,2021-06-06,cases,unvax,40.858022538703096
2021,23,2021-06-06,hosp,vax,0.5851050489285564
2021,23,2021-06-06,hosp,unvax,5.316472963512851
2021,23,2021-06-06,deaths,vax,0.02074616825368976
2021,23,2021-06-06,deaths,unvax,0.6611496535943366
2021,24,2021-06-13,cases,vax,4.882302373566236
2021,24,2021-06-13,cases,unvax,31.941596283103745
2021,24,2021-06-13,hosp,vax,0.6493481988533046
2021,24,2021-06-13,hosp,unvax,4.560268940293637
2021,24,2021-06-13,deaths,vax,0.06739893097666377
2021,24,2021-06-13,deaths,unvax,0.22650314076897127
2021,25,2021-06-20,cases,vax,3.64142299191362
2021,25,2021-06-20,cases,unvax,27.674113160218507
2021,25,2021-06-20,hosp,vax,0.3984684122254939
2021,25,2021-06-20,hosp,unvax,4.343629432271281
2021,25,2021-06-20,deaths,vax,0.06775837579395103
2021,25,2021-06-20,deaths,unvax,0.35797843053161876
2021,26,2021-06-27,cases,vax,5.323625974206214
2021,26,2021-06-27,cases,unvax,29.105709253244093
2021,26,2021-06-27,hosp,vax,0.44857682932427323
2021,26,2021-06-27,hosp,unvax,3.904462488811701
2021,26,2021-06-27,deaths,vax,0.020477939759352366
2021,26,2021-06-27,deaths,unvax,0.31402569158143767
2021,27,2021-07-04,cases,vax,7.074559567642421
2021,27,2021-07-04,cases,unvax,38.56876625020747
2021,27,2021-07-04,hosp,vax,0.4666292517327736
2021,27,2021-07-04,hosp,unvax,5.00482159998198
2021,27,2021-07-04,deaths,vax,0.02042790784357978
