year,week,week_start,metric,vax,value
2021,39,2021-09-26,hosp,vax,5.8145989374526765
2021,39,2021-09-26,hosp,unvax,54.29363785472537
2021,39,2021-09-26,deaths,vax,1.182283360084079
2021,39,2021-09-26,deaths,unvax,11.596052682324666
2021,40,2021-10-03,cases,vax,205.7616573230922
2021,40,2021-10-03,cases,unvax,744.1733164118932
2021,40,2021-10-03,hosp,vax,5.464202331193227
2021,40,2021-10-03,hosp,unvax,58.70896299712914
2021,40,2021-10-03,deaths,vax,1.1858090231035583
2021,40,2021-10-03,deaths,unvax,14.369199867776624
2021,41,2021-10-10,cases,vax,172.13696359490962
2021,41,2021-10-10,cases,unvax,631.9671109280048
2021,41,2021-10-10,hosp,vax,4.964391931742603
2021,41,2021-10-10,hosp,unvax,55.15401855979496
2021,41,2021-10-10,deaths,vax,1.3506652336975171
2021,41,2021-10-10,deaths,unvax,11.994269426603807
2021,42,2021-10-17,cases,vax,159.15787418183214
2021,42,2021-10-17,cases,unvax,559.6767852460073
2021,42,2021-10-17,hosp,vax,4.727826402664423
2021,42,2021-10-17,hosp,unvax,49.42469405826474
2021,42,2021-10-17,deaths,vax,1.4174085240049
2021,42,2021-10-17,deaths,unvax,12.983261737815102
2021,43,2021-10-24,cases,vax,203.84443109260457
2021,43,2021-10-24,cases,unvax,676.0907689233579
2021,43,2021-10-24,hosp,vax,6.135672968423543
2021,43,2021-10-24,hosp,unvax,59.805680786624755
2021,43,2021-10-24,deaths,vax,1.6870606430487283
2021,43,2021-10-24,deaths,unvax,11.880421851059165
2021,44,2021-10-31,cases,vax,275.2505134133115
2021,44,2021-10-31,cases,unvax,857.98346769359
2021,44,2021-10-31,hosp,vax,7.348043447311447
2021,44,2021-10-31,hosp,unvax,75.51939234878307
2021,44,2021-10-31,deaths,vax,1.7625914824990392
2021,44,2021-10-31,deaths,unvax,18.916898924392672
2021,45,2021-11-07,cases,vax,326.1503842751186
2021,45,2021-11-07,cases,unvax,1018.4144421558372
2021,45,2021-11-07,hosp,vax,9.1430143326709
2021,45,2021-11-07,hosp,unvax,90.96801038941443
2021,45,2021-11-07,deaths,vax,2.1422686671689974
2021,45,2021-11-07,deaths,unvax,23.42144093589295
2021,46,2021-11-14,cases,vax,338.9214986060921
2021,46,2021-11-14,cases,unvax,1046.6974065901816
2021,46,2021-11-14,hosp,vax,7.847529628884388
2021,46,2021-11-14,hosp,unvax,96.07541469274396
2021,46,2021-11-14,deaths,vax,1.6416457093793713
2021,46,2021-11-14,deaths,unvax,26.533574438916606
2021,47,2021-11-21,cases,vax,292.14964113638655
2021,47,2021-11-21,cases,unvax,923.2282801529748
2021,47,2021-11-21,hosp,vax,9.060771102753746
2021,47,2021-11-21,hosp,unvax,99.08292641250851
2021,47,2021-11-21,deaths,vax,2.2013320757564196
2021,47,2021-11-21,deaths,unvax,25.59760604681859
2021,48,2021-11-28,cases,vax,401.7295707656684
2021,48,2021-11-28,cases,unvax,1226.9328337803177
2021,48,2021-11-28,hosp,vax,9.246685535897269
2021,48,2021-11-28,hosp,unvax,114.79593808197954
2021,48,2021-11-28,deaths,vax,1.8016396041149096
2021,48,2021-11-28,deaths,unvax,28.11289102963161
2021,49,2021-12-05,cases,vax,264.7738437966708
2021,49,2021-12-05,cases,unvax,906.0540438707494
2021,49,2021-12-05,hosp,vax,6.703494075645541
2021,49,2021-12-05,hosp,unvax,105.3560894336779
2021,49,2021-12-05,deaths,vax,1.3288955972635084
2021,49,2021-12-05,deaths,unvax,26.885684188435928
2021,50,2021-12-12,cases,vax,265.02643410197
2021,50,2021-12-12,cases,unvax,803.3410874996387
2021,50,2021-12-12,hosp,vax,5.844098934436219
2021,50,2021-12-12,hosp,unvax,89.7779593882069
2021,50,2021-12-12,deaths,vax,0.9854567867563712
2021,50,2021-12-12,deaths,unvax,21.301225058135227
2021,51,2021-12-19,cases,vax,378.78456528535014
2021,51,2021-12-19,cases,unvax,741.4441946984979
2021,51,2021-12-19,hosp,vax,5.302753376471022
2021,51,2021-12-19,hosp,unvax,74.05064143487483
2021,51,2021-12-19,deaths,vax,0.8309197875992138
2021,51,2021-12-19,deaths,unvax,20.06222733334329
2021,52,2021-12-26,cases,vax,943.728778960258
2021,52,2021-12-26,cases,unvax,1340.085517141469
2021,52,2021-12-26,hosp,vax,9.727157076916706
2021,52,2021-12-26,hosp,unvax,74.1944827143881
2021,52,2021-12-26,deaths,vax,1.1674053579034118
2021,52,2021-12-26,deaths,unvax,16.897575919240985
2022,01,2022-01-02,cases,vax,1687.6584725541695
2022,01,2022-01-02,cases,unvax,2365.1849013711267
2022,01,2022-01-02,hosp,vax,17.26438823674867
2022,01,2022-01-02,hosp,unvax,99.320079842648
2022,01,2022-01-02,deaths,vax,2.209850700159332
2022,01,2022-01-02,deaths,unvax,19.678735961363625
2022,02,2022-01-09,cases,vax,1481.7592583336966
2022,02,2022-01-09,cases,unvax,2652.5006138252743
2022,02,2022-01-09,hosp,vax,17.99976391037029
2022,02,2022-01-09,hosp,unvax,101.79733944627394
2022,02,2022-01-09,deaths,vax,2.3610835318395638
2022,02,2022-01-09,deaths,unvax,19.089304944146296
2022,03,2022-01-16,cases,vax,1234.8714392319216
2022,03,2022-01-16,cases,unvax,1691.6138772799711
2022,03,2022-01-16,hosp,vax,18.9859848120455
2022,03,2022-01-16,hosp,unvax,88.71074984367976
2022,03,2022-01-16,deaths,vax,1.9611907315267025
2022,03,2022-01-16,deaths,unvax,14.0258972378173
2022,04,2022-01-23,cases,vax,711.4977625686605
2022,04,2022-01-23,cases,unvax,1089.5455486889805
2022,04,2022-01-23,hosp,vax,15.672858061097793
2022,04,2022-01-23,hosp,unvax,79.7898007572898
2022,04,2022-01-23,deaths,vax,1.7664224568611901
2022,04,2022-01-23,deaths,unvax,15.06892949102939
2022,05,2022-01-30,cases,vax,404.6005033427228
2022,05,2022-01-30,cases,unvax,668.792542958255
2022,05,2022-01-30,hosp,vax,10.286873880920966
2022,05,2022-01-30,hosp,unvax,54.54023118760728
2022,05,2022-01-30,deaths,vax,1.0465992936727995
2022,05,2022-01-30,deaths,unvax,9.376578508621442
2022,06,2022-02-06,cases,vax,244.4201723100504
2022,06,2022-02-06,cases,unvax,407.8047501489438
2022,06,2022-02-06,hosp,vax,8.867466961604377
2022,06,2022-02-06,hosp,unvax,35.17173337735931
2022,06,2022-02-06,deaths,vax,0.6813991459650499
2022,06,2022-02-06,deaths,unvax,4.571909389147485
2022,07,2022-02-13,cases,vax,149.07361720892123
2022,07,2022-02-13,cases,unvax,234.41929746362842
2022,07,2022-02-13,hosp,vax,5.136111800721426
2022,07,2022-02-13,hosp,unvax,26.45844797603616
2022,07,2022-02-13,deaths,vax,0.38730453615229077
2022,07,2022-02-13,deaths,unvax,2.954163586680819
