year,week,week_start,cases_vaxxed,cases_unvaxxed,hosp_vaxxed,hosp_unvaxxed
2021,24,2021-06-13,1.859422658,6.836324078,0,0.253183832
2021,25,2021-06-20,0.380823526,7.551008101,0,0.14520522
2021,26,2021-06-27,0.654392526,11.771783026,0,0.619538064
2021,27,2021-07-04,1.218439897,11.236858136,0,0.80258469
2021,28,2021-07-11,1.445964724,14.865008667,0,0.330313185
2021,29,2021-07-18,4.729896884,29.231726643,0.278254697,0.168960126
2021,30,2021-07-25,5.652991769,52.781017895,0,0.344953095
2021,31,2021-08-01,8.379976667,75.345647923,0,1.404971284
2021,32,2021-08-08,14.077735799,95.620242556,0,0.535154424
2021,33,2021-08-15,17.987775499,106.358505297,0,1.451900777
2021,34,2021-08-22,18.949960137,114.152664868,0.24296892,1.111804309
2021,35,2021-08-29,19.906034409,139.25121872,0,1.71668812
2021,36,2021-09-05,23.18369874,174.675084982,0.222935439,0.994672071
2021,37,2021-09-12,41.245759956,325.856033946,0,1.663508297
2021,38,2021-09-19,50.30434167,423.002594399,0.206175589,2.144932586
2021,39,2021-09-26,45.666972873,449.839849808,0,2.201752952
2021,40,2021-10-03,49.274620057999996,404.840963978,0,3.829654067
2021,41,2021-10-10,36.416184007,302.926018532,0.194748101,2.055945641
2021,42,2021-10-17,34.116761348,225.237715705,0.385524574,1.156163153
2021,43,2021-10-24,40.851498201,267.67121762,0,1.403754769
2021,44,2021-10-31,55.64458454,283.528425895,0.189279865,1.182255635
2021,45,2021-11-07,70.271717911,357.263218891,0.187903908,0.954536199
2021,46,2021-11-14,84.371734135,405.281023061,0.933372958,2.64711302
2021,47,2021-11-21,76.298625656,266.744427879,0,1.701970506
2021,48,2021-11-28,102.329634582,413.595580234,0.367453571,3.931666273
2021,49,2021-12-05,113.800381614,486.256156395,0.546940185,2.80763334
2021,50,2021-12-12,134.293537764,422.020242701,0.361212544,2.589708933
2021,51,2021-12-19,249.738697578,330.303469036,0,1.782580614
2021,52,2021-12-26,690.385904729,589.240902232,2.09058341,3.370514103
2022,01,2022-01-02,1485.246248352,1289.924446687,3.361762631,5.881736793
2022,02,2022-01-09,1816.819996235,1477.04617913,4.741149435,9.323451787
2022,03,2022-01-16,1301.868808381,1062.664655339,2.153068108,8.130773711
2022,04,2022-01-23,653.873420293,602.080387989,4.50743112,3.571083221
2022,05,2022-01-30,382.31976306400003,305.74979673,2.789763895,2.892644506
2022,06,2022-02-06,215.907538423,205.708885733,2.760655214,2.505105009
2022,07,2022-02-13,117.463402027,92.090968638,1.690563383,2.150154867
2022,08,2022-02-20,82.144466002,52.26021755,0.509852204,1.628889375
2022,09,2022-02-27,58.237829652,40.983701339,1.182650767,1.276612986
2022,10,2022-03-06,39.913555306,22.978497591,0.672384738,0.999067793
2022,11,2022-03-13,36.277520631,27.00008825,1.422134345,0.618491341
2022,12,2022-03-20,34.065619686,18.664955946,0.790790881,0.338081549
2022,13,2022-03-27,32.829793031,18.223592607,0.333442508,0.624229223
2022,14,2022-04-03,41.710251228,23.294616277,0.332888689,0.285357864
2022,15,2022-04-10,71.133975984,35.292328654,0.782551325,0.628100918
2022,16,2022-04-17,107.69292526,53.248163962,0.78075993,1.031623256
2022,17,2022-04-24,163.709658733,86.104920218,1.16069551,2.179698066
2022,18,2022-05-01,208.19043077,104.300718723,0.993956542,1.091872935
2022,19,2022-05-08,205.665201953,108.690241575,0.662021959,1.726986713
2022,20,2022-05-15,173.362233569,99.301572679,0.775199029,1.557037062
2022,21,2022-05-22,160.92234495,101.898500612,1.052301593,3.293898893
2022,22,2022-05-29,121.394774326,74.875762274,0.442599088,2.082531737
2022,23,2022-06-05,97.688872182,64.240993325,3.085217492,2.55169206
2022,24,2022-06-12,82.321733797,53.542587521,0.934863791,0.929117303
2022,25,2022-06-19,81.476974332,52.06371971,0.933349733,1.629514567
2022,26,2022-06-26,73.24290461,45.341648825,1.809207717,0.75769183
2022,27,2022-07-03,64.283164469,48.332585883,0.930624312,1.22576857
2022,28,2022-07-10,76.171237066,59.402843322,1.146338472,1.402995051
2022,29,2022-07-17,88.851138725,70.78757844,1.251961188,1.521926458
2022,30,2022-07-24,73.146025396,70.37329748,0.926943996,1.817283102
