year,week,week_start,cases_vaxxed,cases_unvaxxed,hosp_vaxxed,hosp_unvaxxed
2021,24,2021-06-13,1.860257126,7.088871756,0,0.253173991
2021,25,2021-06-20,0.380925333,7.840632449,0,0.145196897
2021,26,2021-06-27,0.654566318,11.925176048,0,0.619489665
2021,27,2021-07-04,1.218814443,11.395539217,0,0.802502762
2021,28,2021-07-11,1.446386708,15.3579499,0,0.330278492
2021,29,2021-07-18,4.731109382,29.902950595,0.278300552,0.168943224
2021,30,2021-07-25,5.654427199,53.462269468,0,0.344917868
2021,31,2021-08-01,8.381998549,76.913882972,0,1.40481978
2021,32,2021-08-08,14.081213793,97.744167724,0,0.535095809
2021,33,2021-08-15,17.992211667,109.605857092,0,1.451733207
2021,34,2021-08-22,18.954706868,117.095302103,0.243009062,1.11166426
2021,35,2021-08-29,19.911045381,144.944159062,0,1.716443989
2021,36,2021-09-05,23.18948072,179.608782259,0.222975776,0.99451153
2021,37,2021-09-12,41.255378163,335.55311916,0,1.663212487
2021,38,2021-09-19,50.109958064,433.407284567,0.206213819,2.144518974
2021,39,2021-09-26,45.677452542,459.412668859,0,2.201306511
2021,40,2021-10-03,49.286337654,411.037305252,0,3.828840652
2021,41,2021-10-10,36.424428946,307.870187624,0.194783042,2.055513122
2021,42,2021-10-17,34.125272507,229.562778629,0.3855963,1.15590523
2021,43,2021-10-24,40.670989982,276.94366232,0,1.403430721
2021,44,2021-10-31,55.848224675,289.819947342,0.189316016,1.181973684
2021,45,2021-11-07,70.290255363,365.970780846,0.187941859,0.954291475
2021,46,2021-11-14,84.393845487,419.338646051,0.933560238,2.646428633
2021,47,2021-11-21,76.318773576,277.833394333,0,1.701516851
2021,48,2021-11-28,102.356441122,424.996896568,0.367527616,3.930607136
2021,49,2021-12-05,113.853608196,528.646599422,0.54706049,2.806885348
2021,50,2021-12-12,134.339903626,450.131579742,0.361295546,2.589109635
2021,51,2021-12-19,249.825505255,358.078511453,0,1.78212261
2021,52,2021-12-26,690.119983925,651.536742887,2.091225986,3.369542408
2022,01,2022-01-02,1485.723596396,1422.865147358,3.362777036,5.879946906
2022,02,2022-01-09,1816.697074875,1627.299514379,4.74252167,9.320783263
2022,03,2022-01-16,1301.935620241,1158.787578502,2.153620154,8.128505297
2022,04,2022-01-23,653.734515003,650.862216339,4.508699383,3.570077863
2022,05,2022-01-30,382.633026999,334.605750655,2.790434145,2.89179732
2022,06,2022-02-06,215.823505891,225.790379672,2.761409318,2.504305954
2022,07,2022-02-13,117.510432161,101.105283067,1.691049814,2.149516468
2022,08,2022-02-20,82.176418556,57.197089517,0.509966251,1.628440654
2022,09,2022-02-27,58.260944455,44.550013241,1.182918135,1.276167299
2022,10,2022-03-06,39.929277464,24.696496543,0.672540939,0.998875186
2022,11,2022-03-13,36.458551487,28.898633954,1.422529301,0.618314829
2022,12,2022-03-20,34.078240781,19.730941854,0.791005278,0.338014331
2022,13,2022-03-27,32.842250518,20.258200239,0.333519335,0.624046361
2022,14,2022-04-03,41.726221721,24.933917438,0.332967693,0.285241831
2022,15,2022-04-10,71.327707123,36.760803033,0.782768829,0.627912258
2022,16,2022-04-17,107.569775527,57.403343876,0.780976319,1.031235608
2022,17,2022-04-24,164.337155158,91.744032365,1.160969933,2.179009782
2022,18,2022-05-01,208.552661762,116.776389033,0.994191325,1.091525935
2022,19,2022-05-08,205.580730468,115.493796152,0.66217819,1.726443082
2022,20,2022-05-15,173.15135595,106.29208037,0.775414843,1.55652953
2022,21,2022-05-22,160.70937584,109.186453182,1.052623479,3.292668788
2022,22,2022-05-29,121.558767779,80.452890156,0.442741335,2.081890948
2022,23,2022-06-05,97.453216761,71.279135425,3.086107928,2.550705537
2022,24,2022-06-12,82.357566977,57.405812922,0.935132099,0.92878109
2022,25,2022-06-19,81.512191062,54.541089299,0.933617068,1.628840826
2022,26,2022-06-26,73.274454772,49.514004422,1.809764943,0.757395894
2022,27,2022-07-03,64.03757608,50.994197753,0.930889858,1.225301974
2022,28,2022-07-10,76.204329567,64.10766675,1.146731764,1.40265141
2022,29,2022-07-17,88.88975859,75.201509043,1.252416016,1.521314577
2022,30,2022-07-24,72.90704114,74.032162653,0.927221994,1.816514254
2022,31,2022-07-31,74.503677981,72.272594547,1.417496592,1.819135239
2022,32,2022-08-07,67.607685227,75.037617218,0.163734424,1.587547779
