year,week,week_start,age,metric,vax_status,metric_type,value
443,18,NA,18-49,pop,boosted,count,0
443,18,NA,18-49,pop,vaxxed,count,662665
443,18,NA,18-49,pop,unvaxxed,count,1632152
443,18,NA,18-49,cases,boosted,count,0
443,18,NA,18-49,cases,boosted,rate,0
443,18,NA,18-49,cases,vaxxed,count,144
443,18,NA,18-49,cases,vaxxed,rate,21.730436947779044
443,18,NA,18-49,cases,unvaxxed,count,3934
443,18,NA,18-49,cases,unvaxxed,rate,241.03147255892833
443,18,NA,18-49,hosp,boosted,count,0
443,18,NA,18-49,hosp,boosted,rate,0
443,18,NA,18-49,hosp,vaxxed,count,3
443,18,NA,18-49,hosp,vaxxed,rate,0.45271743641206336
443,18,NA,18-49,hosp,unvaxxed,count,146
443,18,NA,18-49,hosp,unvaxxed,rate,8.945245295781275
443,18,NA,18-49,deaths,boosted,count,0
443,18,NA,18-49,deaths,boosted,rate,0
443,18,NA,18-49,deaths,vaxxed,count,0
443,18,NA,18-49,deaths,vaxxed,rate,0
443,18,NA,18-49,deaths,unvaxxed,count,7
443,18,NA,18-49,deaths,unvaxxed,rate,0.4288816237703351
443,18,NA,50-64,pop,boosted,count,0
443,18,NA,50-64,pop,vaxxed,count,497816
443,18,NA,50-64,pop,unvaxxed,count,616199
443,18,NA,50-64,cases,boosted,count,0
443,18,NA,50-64,cases,boosted,rate,0
443,18,NA,50-64,cases,vaxxed,count,78
443,18,NA,50-64,cases,vaxxed,rate,15.66843974480531
443,18,NA,50-64,cases,unvaxxed,count,1243
443,18,NA,50-64,cases,unvaxxed,rate,201.72054806969825
443,18,NA,50-64,hosp,boosted,count,0
443,18,NA,50-64,hosp,boosted,rate,0
443,18,NA,50-64,hosp,vaxxed,count,5
443,18,NA,50-64,hosp,vaxxed,rate,1.0043871631285455
443,18,NA,50-64,hosp,unvaxxed,count,119
443,18,NA,50-64,hosp,unvaxxed,rate,19.31194305735647
443,18,NA,50-64,deaths,boosted,count,0
443,18,NA,50-64,deaths,boosted,rate,0
443,18,NA,50-64,deaths,vaxxed,count,2
443,18,NA,50-64,deaths,vaxxed,rate,0.4017548652514182
443,18,NA,50-64,deaths,unvaxxed,count,9
443,18,NA,50-64,deaths,unvaxxed,rate,1.4605671219849432
443,18,NA,65+,pop,boosted,count,0
443,18,NA,65+,pop,vaxxed,count,710190
443,18,NA,65+,pop,unvaxxed,count,148508
443,18,NA,65+,cases,boosted,count,0
443,18,NA,65+,cases,boosted,rate,0
443,18,NA,65+,cases,vaxxed,count,148
443,18,NA,65+,cases,vaxxed,rate,20.8394936566271
443,18,NA,65+,cases,unvaxxed,count,443
443,18,NA,65+,cases,unvaxxed,rate,298.30042825975704
443,18,NA,65+,hosp,boosted,count,0
443,18,NA,65+,hosp,boosted,rate,0
443,18,NA,65+,hosp,vaxxed,count,36
443,18,NA,65+,hosp,vaxxed,rate,5.06906602458497
443,18,NA,65+,hosp,unvaxxed,count,140
443,18,NA,65+,hosp,unvaxxed,rate,94.27101570285775
443,18,NA,65+,deaths,boosted,count,0
443,18,NA,65+,deaths,boosted,rate,0
443,18,NA,65+,deaths,vaxxed,count,9
443,18,NA,65+,deaths,vaxxed,rate,1.2672665061462425
443,18,NA,65+,deaths,unvaxxed,count,22
443,18,NA,65+,deaths,unvaxxed,rate,14.814016753306218
443,25,NA,18-49,pop,boosted,count,0
443,25,NA,18-49,pop,vaxxed,count,771416
443,25,NA,18-49,pop,unvaxxed,count,1523401
443,25,NA,18-49,cases,boosted,count,0
443,25,NA,18-49,cases,boosted,rate,0
443,25,NA,18-49,cases,vaxxed,count,119
443,25,NA,18-49,cases,vaxxed,rate,15.426177315482178
443,25,NA,18-49,cases,unvaxxed,count,2719
443,25,NA,18-49,cases,unvaxxed,rate,178.48222496900027
443,25,NA,18-49,hosp,boosted,count,0
443,25,NA,18-49,hosp,boosted,rate,0
443,25,NA,18-49,hosp,vaxxed,count,1
443,25,NA,18-49,hosp,vaxxed,rate,0.12963174214690906
443,25,NA,18-49,hosp,unvaxxed,count,118
443,25,NA,18-49,hosp,unvaxxed,rate,7.745826607702108
443,25,NA,18-49,deaths,boosted,count,0
443,25,NA,18-49,deaths,boosted,rate,0
443,25,NA,18-49,deaths,vaxxed,count,0
443,25,NA,18-49,deaths,vaxxed,rate,0
443,25,NA,18-49,deaths,unvaxxed,count,2
443,25,NA,18-49,deaths,unvaxxed,rate,0.1312851967407137
443,25,NA,50-64,pop,boosted,count,0
443,25,NA,50-64,pop,vaxxed,count,560262
443,25,NA,50-64,pop,unvaxxed,count,553753
443,25,NA,50-64,cases,boosted,count,0
443,25,NA,50-64,cases,boosted,rate,0
443,25,NA,50-64,cases,vaxxed,count,71
443,25,NA,50-64,cases,vaxxed,rate,12.672642442285932
443,25,NA,50-64,cases,unvaxxed,count,831
443,25,NA,50-64,cases,unvaxxed,rate,150.0669070867336
443,25,NA,50-64,hosp,boosted,count,0
443,25,NA,50-64,hosp,boosted,rate,0
443,25,NA,50-64,hosp,vaxxed,count,1
443,25,NA,50-64,hosp,vaxxed,rate,0.17848792172233705
443,25,NA,50-64,hosp,unvaxxed,count,120
443,25,NA,50-64,hosp,unvaxxed,rate,21.670311492669114
443,25,NA,50-64,deaths,boosted,count,0
443,25,NA,50-64,deaths,boosted,rate,0
443,25,NA,50-64,deaths,vaxxed,count,0
443,25,NA,50-64,deaths,vaxxed,rate,0
443,25,NA,50-64,deaths,unvaxxed,count,5
443,25,NA,50-64,deaths,unvaxxed,rate,0.9029296455278797
443,25,NA,65+,pop,boosted,count,0
443,25,NA,65+,pop,vaxxed,count,720653
443,25,NA,65+,pop,unvaxxed,count,138045
443,25,NA,65+,cases,boosted,count,0
443,25,NA,65+,cases,boosted,rate,0
443,25,NA,65+,cases,vaxxed,count,119
443,25,NA,65+,cases,vaxxed,rate,16.512801584118847
443,25,NA,65+,cases,unvaxxed,count,336
443,25,NA,65+,cases,unvaxxed,rate,243.39889166576117
443,25,NA,65+,hosp,boosted,count,0
443,25,NA,65+,hosp,boosted,rate,0
443,25,NA,65+,hosp,vaxxed,count,36
443,25,NA,65+,hosp,vaxxed,rate,4.995469386792257
443,25,NA,65+,hosp,unvaxxed,count,92
443,25,NA,65+,hosp,unvaxxed,rate,66.64493462276793
443,25,NA,65+,deaths,boosted,count,0
443,25,NA,65+,deaths,boosted,rate,0
443,25,NA,65+,deaths,vaxxed,count,5
443,25,NA,65+,deaths,vaxxed,rate,0.6938151926100355
443,25,NA,65+,deaths,unvaxxed,count,19
443,25,NA,65+,deaths,unvaxxed,rate,13.763627802528159
443,32,NA,18-49,pop,boosted,count,0
443,32,NA,18-49,pop,vaxxed,count,878478
443,32,NA,18-49,pop,unvaxxed,count,1416339
443,32,NA,18-49,cases,boosted,count,0
443,32,NA,18-49,cases,boosted,rate,0
443,32,NA,18-49,cases,vaxxed,count,116
443,32,NA,18-49,cases,vaxxed,rate,13.20465623498824
443,32,NA,18-49,cases,unvaxxed,count,1842
443,32,NA,18-49,cases,unvaxxed,rate,130.05361004674728
443,32,NA,18-49,hosp,boosted,count,0
443,32,NA,18-49,hosp,boosted,rate,0
443,32,NA,18-49,hosp,vaxxed,count,8
443,32,NA,18-49,hosp,vaxxed,rate,0.9106659472405684
443,32,NA,18-49,hosp,unvaxxed,count,112
443,32,NA,18-49,hosp,unvaxxed,rate,7.907711360062809
443,32,NA,18-49,deaths,boosted,count,0
443,32,NA,18-49,deaths,boosted,rate,0
443,32,NA,18-49,deaths,vaxxed,count,0
443,32,NA,18-49,deaths,vaxxed,rate,0
443,32,NA,18-49,deaths,unvaxxed,count,2
443,32,NA,18-49,deaths,unvaxxed,rate,0.14120913142969305
443,32,NA,50-64,pop,boosted,count,0
443,32,NA,50-64,pop,vaxxed,count,618549
443,32,NA,50-64,pop,unvaxxed,count,495466
443,32,NA,50-64,cases,boosted,count,0
443,32,NA,50-64,cases,boosted,rate,0
443,32,NA,50-64,cases,vaxxed,count,62
443,32,NA,50-64,cases,vaxxed,rate,10.023458125386995
443,32,NA,50-64,cases,unvaxxed,count,608
443,32,NA,50-64,cases,unvaxxed,rate,122.7127593013446
443,32,NA,50-64,hosp,boosted,count,0
443,32,NA,50-64,hosp,boosted,rate,0
443,32,NA,50-64,hosp,vaxxed,count,6
443,32,NA,50-64,hosp,vaxxed,rate,0.9700120766503543
443,32,NA,50-64,hosp,unvaxxed,count,76
443,32,NA,50-64,hosp,unvaxxed,rate,15.339094912668076
443,32,NA,50-64,deaths,boosted,count,0
443,32,NA,50-64,deaths,boosted,rate,0
443,32,NA,50-64,deaths,vaxxed,count,0
443,32,NA,50-64,deaths,vaxxed,rate,0
443,32,NA,50-64,deaths,unvaxxed,count,5
443,32,NA,50-64,deaths,unvaxxed,rate,1.0091509810965837
443,32,NA,65+,pop,boosted,count,0
443,32,NA,65+,pop,vaxxed,count,729476
443,32,NA,65+,pop,unvaxxed,count,129222
443,32,NA,65+,cases,boosted,count,0
443,32,NA,65+,cases,boosted,rate,0
443,32,NA,65+,cases,vaxxed,count,83
443,32,NA,65+,cases,vaxxed,rate,11.378030257335402
443,32,NA,65+,cases,unvaxxed,count,281
443,32,NA,65+,cases,unvaxxed,rate,217.45523208122455
443,32,NA,65+,hosp,boosted,count,0
443,32,NA,65+,hosp,boosted,rate,0
443,32,NA,65+,hosp,vaxxed,count,28
443,32,NA,65+,hosp,vaxxed,rate,3.8383716530770036
443,32,NA,65+,hosp,unvaxxed,count,92
443,32,NA,65+,hosp,unvaxxed,rate,71.19530730061445
443,32,NA,65+,deaths,boosted,count,0
443,32,NA,65+,deaths,boosted,rate,0
443,32,NA,65+,deaths,vaxxed,count,4
443,32,NA,65+,deaths,vaxxed,rate,0.548338807582429
443,32,NA,65+,deaths,unvaxxed,count,19
443,32,NA,65+,deaths,unvaxxed,rate,14.703378681648637
443,39,NA,18-49,pop,boosted,count,0
443,39,NA,18-49,pop,vaxxed,count,991144
443,39,NA,18-49,pop,unvaxxed,count,1303673
443,39,NA,18-49,cases,boosted,count,0
443,39,NA,18-49,cases,boosted,rate,0
443,39,NA,18-49,cases,vaxxed,count,73
443,39,NA,18-49,cases,vaxxed,rate,7.365226445400467
443,39,NA,18-49,cases,unvaxxed,count,1031
443,39,NA,18-49,cases,unvaxxed,rate,79.08424888756613
443,39,NA,18-49,hosp,boosted,count,0
443,39,NA,18-49,hosp,boosted,rate,0
443,39,NA,18-49,hosp,vaxxed,count,3
443,39,NA,18-49,hosp,vaxxed,rate,0.30268053885207397
443,39,NA,18-49,hosp,unvaxxed,count,74
443,39,NA,18-49,hosp,unvaxxed,rate,5.67627004624626
443,39,NA,18-49,deaths,boosted,count,0
443,39,NA,18-49,deaths,boosted,rate,0
443,39,NA,18-49,deaths,vaxxed,count,0
443,39,NA,18-49,deaths,vaxxed,rate,0
443,39,NA,18-49,deaths,unvaxxed,count,2
443,39,NA,18-49,deaths,unvaxxed,rate,0.15341270395260162
443,39,NA,50-64,pop,boosted,count,0
443,39,NA,50-64,pop,vaxxed,count,665991
443,39,NA,50-64,pop,unvaxxed,count,448024
443,39,NA,50-64,cases,boosted,count,0
443,39,NA,50-64,cases,boosted,rate,0
443,39,NA,50-64,cases,vaxxed,count,45
443,39,NA,50-64,cases,vaxxed,rate,6.756848065514398
443,39,NA,50-64,cases,unvaxxed,count,372
443,39,NA,50-64,cases,unvaxxed,rate,83.0312661821688
443,39,NA,50-64,hosp,boosted,count,0
443,39,NA,50-64,hosp,boosted,rate,0
443,39,NA,50-64,hosp,vaxxed,count,6
443,39,NA,50-64,hosp,vaxxed,rate,0.9009130754019199
443,39,NA,50-64,hosp,unvaxxed,count,66
443,39,NA,50-64,hosp,unvaxxed,rate,14.731353677481565
443,39,NA,50-64,deaths,boosted,count,0
443,39,NA,50-64,deaths,boosted,rate,0
443,39,NA,50-64,deaths,vaxxed,count,0
443,39,NA,50-64,deaths,vaxxed,rate,0
443,39,NA,50-64,deaths,unvaxxed,count,6
443,39,NA,50-64,deaths,unvaxxed,rate,1.3392139706801423
443,39,NA,65+,pop,boosted,count,0
443,39,NA,65+,pop,vaxxed,count,737907
443,39,NA,65+,pop,unvaxxed,count,120791
443,39,NA,65+,cases,boosted,count,0
443,39,NA,65+,cases,boosted,rate,0
443,39,NA,65+,cases,vaxxed,count,70
443,39,NA,65+,cases,vaxxed,rate,9.486290277772131
443,39,NA,65+,cases,unvaxxed,count,142
443,39,NA,65+,cases,unvaxxed,rate,117.55842736627729
443,39,NA,65+,hosp,boosted,count,0
443,39,NA,65+,hosp,boosted,rate,0
443,39,NA,65+,hosp,vaxxed,count,17
443,39,NA,65+,hosp,vaxxed,rate,2.303813353173232
443,39,NA,65+,hosp,unvaxxed,count,37
443,39,NA,65+,hosp,unvaxxed,rate,30.63142121515676
443,39,NA,65+,deaths,boosted,count,0
443,39,NA,65+,deaths,boosted,rate,0
443,39,NA,65+,deaths,vaxxed,count,2
443,39,NA,65+,deaths,vaxxed,rate,0.27103686507920377
443,39,NA,65+,deaths,unvaxxed,count,8
443,39,NA,65+,deaths,unvaxxed,rate,6.623009992466327
443,46,NA,18-49,pop,boosted,count,0
443,46,NA,18-49,pop,vaxxed,count,1084681
443,46,NA,18-49,pop,unvaxxed,count,1210136
443,46,NA,18-49,cases,boosted,count,0
443,46,NA,18-49,cases,boosted,rate,0
443,46,NA,18-49,cases,vaxxed,count,51
443,46,NA,18-49,cases,vaxxed,rate,4.70184321473318
443,46,NA,18-49,cases,unvaxxed,count,677
443,46,NA,18-49,cases,unvaxxed,rate,55.94412528839734
443,46,NA,18-49,hosp,boosted,count,0
443,46,NA,18-49,hosp,boosted,rate,0
443,46,NA,18-49,hosp,vaxxed,count,3
443,46,NA,18-49,hosp,vaxxed,rate,0.2765790126313635
443,46,NA,18-49,hosp,unvaxxed,count,56
443,46,NA,18-49,hosp,unvaxxed,rate,4.627579048966397
443,46,NA,18-49,deaths,boosted,count,0
443,46,NA,18-49,deaths,boosted,rate,0
443,46,NA,18-49,deaths,vaxxed,count,0
443,46,NA,18-49,deaths,vaxxed,rate,0
443,46,NA,18-49,deaths,unvaxxed,count,2
443,46,NA,18-49,deaths,unvaxxed,rate,0.16527068032022846
443,46,NA,50-64,pop,boosted,count,0
443,46,NA,50-64,pop,vaxxed,count,701780
443,46,NA,50-64,pop,unvaxxed,count,412235
443,46,NA,50-64,cases,boosted,count,0
443,46,NA,50-64,cases,boosted,rate,0
443,46,NA,50-64,cases,vaxxed,count,27
443,46,NA,50-64,cases,vaxxed,rate,3.847359571375645
443,46,NA,50-64,cases,unvaxxed,count,221
443,46,NA,50-64,cases,unvaxxed,rate,53.610198066636755
443,46,NA,50-64,hosp,boosted,count,0
443,46,NA,50-64,hosp,boosted,rate,0
443,46,NA,50-64,hosp,vaxxed,count,6
443,46,NA,50-64,hosp,vaxxed,rate,0.8549687936390322
443,46,NA,50-64,hosp,unvaxxed,count,43
443,46,NA,50-64,hosp,unvaxxed,rate,10.430943515227964
443,46,NA,50-64,deaths,boosted,count,0
443,46,NA,50-64,deaths,boosted,rate,0
443,46,NA,50-64,deaths,vaxxed,count,1
443,46,NA,50-64,deaths,vaxxed,rate,0.14249479893983868
443,46,NA,50-64,deaths,unvaxxed,count,1
443,46,NA,50-64,deaths,unvaxxed,rate,0.24258008174948756
443,46,NA,65+,pop,boosted,count,0
443,46,NA,65+,pop,vaxxed,count,745567
443,46,NA,65+,pop,unvaxxed,count,113131
443,46,NA,65+,cases,boosted,count,0
443,46,NA,65+,cases,boosted,rate,0
443,46,NA,65+,cases,vaxxed,count,51
443,46,NA,65+,cases,vaxxed,rate,6.840431510514817
443,46,NA,65+,cases,unvaxxed,count,106
443,46,NA,65+,cases,unvaxxed,rate,93.69668791047548
443,46,NA,65+,hosp,boosted,count,0
443,46,NA,65+,hosp,boosted,rate,0
443,46,NA,65+,hosp,vaxxed,count,17
443,46,NA,65+,hosp,vaxxed,rate,2.2801438368382723
443,46,NA,65+,hosp,unvaxxed,count,36
443,46,NA,65+,hosp,unvaxxed,rate,31.821516648840728
443,46,NA,65+,deaths,boosted,count,0
443,46,NA,65+,deaths,boosted,rate,0
443,46,NA,65+,deaths,vaxxed,count,4
443,46,NA,65+,deaths,vaxxed,rate,0.5365044321972405
443,46,NA,65+,deaths,unvaxxed,count,7
443,46,NA,65+,deaths,unvaxxed,rate,6.187517126163474
443,53,NA,18-49,pop,boosted,count,0
443,53,NA,18-49,pop,vaxxed,count,1138270
443,53,NA,18-49,pop,unvaxxed,count,1156547
443,53,NA,18-49,cases,boosted,count,0
443,53,NA,18-49,cases,boosted,rate,0
443,53,NA,18-49,cases,vaxxed,count,42
443,53,NA,18-49,cases,vaxxed,rate,3.6898099747862982
443,53,NA,18-49,cases,unvaxxed,count,492
443,53,NA,18-49,cases,unvaxxed,rate,42.54042421103509
443,53,NA,18-49,hosp,boosted,count,0
443,53,NA,18-49,hosp,boosted,rate,0
443,53,NA,18-49,hosp,vaxxed,count,7
443,53,NA,18-49,hosp,vaxxed,rate,0.6149683291310497
443,53,NA,18-49,hosp,unvaxxed,count,42
443,53,NA,18-49,hosp,unvaxxed,rate,3.631499627771288
443,53,NA,18-49,deaths,boosted,count,0
443,53,NA,18-49,deaths,boosted,rate,0
443,53,NA,18-49,deaths,vaxxed,count,0
443,53,NA,18-49,deaths,vaxxed,rate,0
443,53,NA,18-49,deaths,unvaxxed,count,0
443,53,NA,18-49,deaths,unvaxxed,rate,0
443,53,NA,50-64,pop,boosted,count,0
443,53,NA,50-64,pop,vaxxed,count,722672
443,53,NA,50-64,pop,unvaxxed,count,391343
443,53,NA,50-64,cases,boosted,count,0
443,53,NA,50-64,cases,boosted,rate,0
443,53,NA,50-64,cases,vaxxed,count,25
443,53,NA,50-64,cases,vaxxed,rate,3.4593840635862465
443,53,NA,50-64,cases,unvaxxed,count,148
443,53,NA,50-64,cases,unvaxxed,rate,37.818486596157335
443,53,NA,50-64,hosp,boosted,count,0
443,53,NA,50-64,hosp,boosted,rate,0
443,53,NA,50-64,hosp,vaxxed,count,5
443,53,NA,50-64,hosp,vaxxed,rate,0.6918768127172493
443,53,NA,50-64,hosp,unvaxxed,count,30
443,53,NA,50-64,hosp,unvaxxed,rate,7.665909445167028
443,53,NA,50-64,deaths,boosted,count,0
443,53,NA,50-64,deaths,boosted,rate,0
443,53,NA,50-64,deaths,vaxxed,count,0
443,53,NA,50-64,deaths,vaxxed,rate,0
443,53,NA,50-64,deaths,unvaxxed,count,1
443,53,NA,50-64,deaths,unvaxxed,rate,0.25553031483890093
443,53,NA,65+,pop,boosted,count,0
443,53,NA,65+,pop,vaxxed,count,750921
443,53,NA,65+,pop,unvaxxed,count,107777
443,53,NA,65+,cases,boosted,count,0
443,53,NA,65+,cases,boosted,rate,0
443,53,NA,65+,cases,vaxxed,count,39
443,53,NA,65+,cases,vaxxed,rate,5.193622231899227
443,53,NA,65+,cases,unvaxxed,count,74
443,53,NA,65+,cases,unvaxxed,rate,68.6602893010568
443,53,NA,65+,hosp,boosted,count,0
443,53,NA,65+,hosp,boosted,rate,0
443,53,NA,65+,hosp,vaxxed,count,16
443,53,NA,65+,hosp,vaxxed,rate,2.130716813086863
443,53,NA,65+,hosp,unvaxxed,count,24
443,53,NA,65+,hosp,unvaxxed,rate,22.268201935477887
443,53,NA,65+,deaths,boosted,count,0
443,53,NA,65+,deaths,boosted,rate,0
443,53,NA,65+,deaths,vaxxed,count,1
443,53,NA,65+,deaths,vaxxed,rate,0.13316980081792892
443,53,NA,65+,deaths,unvaxxed,count,5
443,53,NA,65+,deaths,unvaxxed,rate,4.639208736557893
443,60,NA,18-49,pop,boosted,count,0
443,60,NA,18-49,pop,vaxxed,count,1170646
443,60,NA,18-49,pop,unvaxxed,count,1124171
443,60,NA,18-49,cases,boosted,count,0
443,60,NA,18-49,cases,boosted,rate,0
443,60,NA,18-49,cases,vaxxed,count,59
443,60,NA,18-49,cases,vaxxed,rate,5.039952299841285
443,60,NA,18-49,cases,unvaxxed,count,355
443,60,NA,18-49,cases,unvaxxed,rate,31.578825641294785
443,60,NA,18-49,hosp,boosted,count,0
443,60,NA,18-49,hosp,boosted,rate,0
443,60,NA,18-49,hosp,vaxxed,count,13
443,60,NA,18-49,hosp,vaxxed,rate,1.1104979643718085
443,60,NA,18-49,hosp,unvaxxed,count,34
443,60,NA,18-49,hosp,unvaxxed,rate,3.024450906490205
443,60,NA,18-49,deaths,boosted,count,0
443,60,NA,18-49,deaths,boosted,rate,0
443,60,NA,18-49,deaths,vaxxed,count,0
443,60,NA,18-49,deaths,vaxxed,rate,0
443,60,NA,18-49,deaths,unvaxxed,count,2
443,60,NA,18-49,deaths,unvaxxed,rate,0.17790887685236498
443,60,NA,50-64,pop,boosted,count,0
443,60,NA,50-64,pop,vaxxed,count,735130
443,60,NA,50-64,pop,unvaxxed,count,378885
443,60,NA,50-64,cases,boosted,count,0
443,60,NA,50-64,cases,boosted,rate,0
443,60,NA,50-64,cases,vaxxed,count,30
443,60,NA,50-64,cases,vaxxed,rate,4.080910859303796
