year,week,week_start,cases_boosted,cases_vaxxed,cases_unvaxxed,hosp_boosted,hosp_vaxxed,hosp_unvaxxed,deaths_boosted,deaths_vaxxed,deaths_unvaxxed
2021,18,2021-05-02,0,20.829700605,236.439599603,0,1.652117605,23.173399917,0,0.302481582,2.918020932
2021,19,2021-05-09,0,15.937854614,178.12372238,0,1.16694052,18.773365907,0,0.145424317,2.336452841
2021,20,2021-05-16,0,12.87129236,138.302178295,0,1.688341933,18.300541338,0,0.095778257,2.484797106
2021,21,2021-05-23,0,8.087401568,83.476530295,0,0.803307615,11.0356252,0,0.047340226,1.467084099
2021,22,2021-05-30,0,5.239323948,58.790296899,0,0.790260359,9.418877703,0,0.122499702,1.056876688
2021,23,2021-06-06,0,4.23280464,43.956198449,0,0.918647075,6.933370342,0,0.023262006,0.723336073
2021,24,2021-06-13,0,5.044803224,33.797578798,0,1.133377317,5.089187984,0,0.07378834,0.250640087
2021,25,2021-06-20,0,4.385125775,28.399977764,0,0.791431272,5.499393686,0,0.074790389,0.397034451
2021,26,2021-06-27,0,6.045676643,29.378209475,0,0.930951261,4.909032478,0,0.022969194,0.346399896
2021,27,2021-07-04,0,8.030720052,39.86096196,0,0.938642869,5.371528893,0,0.022914573,0.616794514
2021,28,2021-07-11,0,15.208863673,65.29350743,0,1.075530532,11.086728283,0,0.068618313,1.88075199
2021,29,2021-07-18,0,27.140103586,105.23548711,0,1.411244151,13.179080652,0,0.114171527,0.840261369
2021,30,2021-07-25,0,47.844060751,167.327844698,0,1.933440271,16.202464734,0,0.344940608,1.946435098
2021,31,2021-08-01,0,71.530370633,235.126621564,0,2.342362606,23.784794679,0,0.230904563,2.730899576
2021,32,2021-08-08,0,89.40413575,299.067743422,0,3.13346306,29.427873479,0,0.547864269,3.994449961
2021,33,2021-08-15,0,113.8714407,374.000209117,0,3.933302649,34.871793682,0,0.652113344,5.223116359
2021,34,2021-08-22,0,117.295375577,381.949515916,0,4.380245031,33.514246107,0,0.924356454,5.451739302
2021,35,2021-08-29,0,138.45453494,443.842418027,0,4.490389252,38.289408409,0,0.656999719,7.30436786
2021,36,2021-09-05,0,136.299272618,458.600323504,0,4.636966268,42.365291186,0,0.797710255,8.498203683
2021,37,2021-09-12,0,161.128085771,496.271715936,0,5.910616784,48.121960563,0,1.159232312,10.130416697
2021,38,2021-09-19,0,166.151302375,530.394554739,0,5.709122007,46.642175965,0,1.206209316,8.861932825
2021,39,2021-09-26,0,216.107184912,650.224093237,0,7.005201477,51.542042653,0,1.30723027,10.785195216
2021,40,2021-10-03,0,221.642956395,682.731754607,0,6.602762148,55.7184039,0,1.448089555,13.706162606
2021,41,2021-10-10,42.244074054,190.874092522,588.82049472,5.511677407,6.176996113,52.342952805,0.357679331,1.679291419,11.367815489
2021,42,2021-10-17,40.810455502,180.590390751,532.776239654,3.505251544,6.242998221,46.79913036,0.862928052,1.892153735,11.529401071
2021,43,2021-10-24,63.110409038,236.147682074,637.207520213,4.981859173,8.275275466,55.034095322,0.460915944,2.264609163,11.174905756
2021,44,2021-10-31,101.418081064,320.598313281,824.31473756,4.402645403,10.31436581,69.424814793,0.516245055,2.673529094,17.543158485
2021,45,2021-11-07,80.717618498,394.99370853,974.089481331,1.930111118,14.082909726,85.265955223,0.385352225,3.766319212,21.218672664
