year,week,week_start,cases_boosted,cases_vaxxed,cases_unvaxxed,hosp_boosted,hosp_vaxxed,hosp_unvaxxed,deaths_boosted,deaths_vaxxed,deaths_unvaxxed
2021,18,2021-05-02,0,20.803117162,238.542773465,0,1.640951476,23.847323803,0,0.299933782,3.033848596
2021,19,2021-05-09,0,15.836982309,179.994613309,0,1.156402018,19.2838048,0,0.143808344,2.446790004
2021,20,2021-05-16,0,12.860406478,140.061061119,0,1.681338618,18.891614667,0,0.094715871,2.610113463
2021,21,2021-05-23,0,8.074921366,84.48630193,0,0.79897045,11.312471309,0,0.046815603,1.53481912
2021,22,2021-05-30,0,5.28599409,59.545993019,0,0.785443808,9.706939592,0,0.121435387,1.11632953
2021,23,2021-06-06,0,4.22569654,44.60645908,0,0.914731919,7.146323103,0,0.023003982,0.769943826
2021,24,2021-06-13,0,5.091179327,34.313089763,0,1.131353709,5.265876271,0,0.073251107,0.260371591
2021,25,2021-06-20,0,4.378476844,28.798967877,0,0.787958142,5.655157162,0,0.074614783,0.418112848
2021,26,2021-06-27,0,6.035854335,29.670180842,0,0.926635012,5.016936321,0,0.022714347,0.368619296
2021,27,2021-07-04,0,7.972361962,40.363219228,0,0.935248219,5.586126218,0,0.022660296,0.651231877
2021,28,2021-07-11,0,15.200063998,66.297249224,0,1.068508101,11.566586524,0,0.067856626,2.009794369
2021,29,2021-07-18,0,27.125249602,106.538620041,0,1.403466063,13.586133739,0,0.112903596,0.888716587
2021,30,2021-07-25,0,47.740909366,169.532320551,0,1.920090141,16.799399646,0,0.341725987,2.069823779
2021,31,2021-08-01,0,71.479493241,238.088569301,0,2.327498451,24.701851816,0,0.228605383,2.895664386
2021,32,2021-08-08,0,89.318626078,302.566118646,0,3.110027657,30.515305235,0,0.54238917,4.266704452
2021,33,2021-08-15,0,113.678849159,379.208929507,0,3.905131658,36.253996029,0,0.64713049,5.3847606710000004
2021,34,2021-08-22,0,117.186123559,387.012508279,0,4.349613849,34.881961278,0,0.915663043,5.860970317
2021,35,2021-08-29,0,138.392045876,449.695270937,0,4.434804508,40.077321928,0,0.650299121,7.797370973
2021,36,2021-09-05,0,136.242983756,466.029440091,0,4.607620257,44.369748939,0,0.789634959,9.126051209
2021,37,2021-09-12,0,161.17001421,503.744077999,0,5.842532219,50.571210843,0,1.148651915,10.889675945
2021,38,2021-09-19,0,166.057412068,538.86778582,0,5.669468234,48.985944328,0,1.194325106,9.441352348
2021,39,2021-09-26,0,215.935683754,660.894178175,0,6.957120646,54.130937493,0,1.293939462,11.570582903
2021,40,2021-10-03,0,221.653889328,694.969104762,0,6.576986409,58.540016391,0,1.410336712,14.744027377
2021,41,2021-10-10,42.030966163,190.719468827,600.691571576,5.511571872,6.177628627,55.137693366,0.354599164,1.66336861,12.230909956
2021,42,2021-10-17,40.79378647,180.390067793,542.096608368,3.500280842,6.192300263,49.353333129,0.85920066,1.871614908,12.398668579
2021,43,2021-10-24,63.115297388,235.870999159,649.336105641,4.971965122,8.207553741,58.1746146,0.457131797,2.239538423,12.009211506
2021,44,2021-10-31,100.63120727,320.252400102,840.239937903,4.393647909,10.217465396,73.584600723,0.514149666,2.643027306,18.776123986
2021,45,2021-11-07,81.498531151,394.480379816,992.69032166,2.514625792,13.962832152,90.051190426,0.382176635,3.65872668,22.874042229
2021,46,2021-11-14,98.556054237,420.981161473,1004.697085043,2.346962991,13.018783421,94.219788124,0.690752649,3.177493517,25.666955998
2021,47,2021-11-21,100.827812355,374.377609335,909.982807119,4.726171542,16.511092109,97.229460617,0.794818602,4.696035532,25.05867327
2021,48,2021-11-28,118.945070101,544.586552777,1205.798105467,2.600175683,19.073140058,112.856514518,0.507969174,4.598161635,26.606368172
2021,49,2021-12-05,86.50862266,368.683125361,890.645690394,3.541172503,14.178526576,102.22980666,0.427797817,4.000696094,26.253374033
2021,50,2021-12-12,113.552247176,372.676391725,785.751585897,3.257319354,13.261433473,86.842191515,0.532795698,2.438940269,21.106740885
2021,51,2021-12-19,237.969077667,493.112598099,725.069171725,1.684060153,13.899169522,71.910021124,0.292933951,2.479739649,19.320159489
2021,52,2021-12-26,647.162532985,1222.27000896,1325.658545623,5.452429257,20.95172275,72.922278152,0.721709445,3.594441917,16.833617844
2022,01,2022-01-02,1289.169053623,2130.148348362,2226.20293694,10.266829585,38.693178442,97.229840313,1.696056837,6.386484991,20.817298196
2022,02,2022-01-09,1239.947542468,1994.4385752,2174.449680178,11.164243279,41.553987412,90.755523462,1.700733711,8.965390952,19.153528415
2022,03,2022-01-16,1018.654513344,1485.826866786,1688.079027816,13.2982894,42.718782138,85.988559242,1.353000338,7.453506683,14.708522804
