year,week,week_start,cases_vaxxed,cases_unvaxxed,hosp_vaxxed,hosp_unvaxxed
2021,24,2021-06-13,1.859397383,6.836343059,0,0.253183832
2021,25,2021-06-20,0.380833068,7.550935959,0,0.14520522
2021,26,2021-06-27,0.654401918,11.771703049,0,0.619538064
2021,27,2021-07-04,1.218448036,11.236818576,0,0.80258469
2021,28,2021-07-11,1.445955553,14.865062513,0,0.330313185
2021,29,2021-07-18,4.729868022,29.231834969,0.278254697,0.168960126
2021,30,2021-07-25,5.652925022,52.781417227,0,0.344953095
2021,31,2021-08-01,8.379880411,75.346228365,0,1.404971284
2021,32,2021-08-08,14.077656773,95.620616668,0,0.535154424
2021,33,2021-08-15,17.987676942,106.358928662,0,1.451900777
2021,34,2021-08-22,18.949960137,114.152664868,0.24296892,1.111804309
2021,35,2021-08-29,19.906136648,139.250636162,0,1.71668812
2021,36,2021-09-05,23.184038777,174.672798599,0.222935439,0.994672071
2021,37,2021-09-12,41.246721575,325.848603607,0,1.663508297
2021,38,2021-09-19,50.305024031,422.996624592,0.206175589,2.144932586
2021,39,2021-09-26,45.667577339,449.833333098,0,2.201752952
2021,40,2021-10-03,49.275259056,404.834963281,0,3.829654067
2021,41,2021-10-10,36.416650602,302.921465399,0.194748101,2.055945641
2021,42,2021-10-17,34.117194017,225.234288785,0.385524574,1.156163153
2021,43,2021-10-24,40.852182326,267.665723548,0,1.403754769
2021,44,2021-10-31,55.645508454,283.522544356,0.189279865,1.182255635
2021,45,2021-11-07,70.272876215,357.255739406,0.187903908,0.954536199
2021,46,2021-11-14,84.373115755,405.272466736,0.933372958,2.64711302
2021,47,2021-11-21,76.29986522,266.738738029,0,1.701970506
2021,48,2021-11-28,102.33128381,413.586663942,0.367453571,3.931666273
2021,49,2021-12-05,113.797702298,486.253534536,0.546940185,2.80763334
2021,50,2021-12-12,134.292268375,422.018001395,0.361212544,2.589708933
2021,51,2021-12-19,249.916156701,330.047774491,0,1.782580614
2021,52,2021-12-26,690.39326398,589.235057526,2.09058341,3.370514103
2022,01,2022-01-02,1484.725761578,1290.688260556,3.361762631,5.881736793
2022,02,2022-01-09,1816.39596047,1477.181384065,4.741149435,9.323451787
2022,03,2022-01-16,1301.876359529,1062.660144974,2.153068108,8.130773711
2022,04,2022-01-23,653.878149739,602.076012938,4.50743112,3.571083221
2022,05,2022-01-30,382.324084246,305.747164624,2.789763895,2.892644506
2022,06,2022-02-06,215.909904718,205.707142447,2.760655214,2.505105009
2022,07,2022-02-13,117.464795948,92.089855336,1.690563383,2.150154867
2022,08,2022-02-20,82.144573669,52.260074239,0.509852204,1.628889375
2022,09,2022-02-27,58.23745037,40.98369479,1.182650767,1.276612986
2022,10,2022-03-06,39.913298466,22.978517654,0.672384738,0.999067793
2022,11,2022-03-13,36.277238638,27.000045189,1.422134345,0.618491341
2022,12,2022-03-20,34.06533657,18.664889337,0.790790881,0.338081549
2022,13,2022-03-27,32.829527804,18.223558094,0.333442508,0.624229223
2022,14,2022-04-03,41.709924554,23.294578782,0.332888689,0.285357864
2022,15,2022-04-10,71.133353917,35.292302843,0.782551325,0.628100918
2022,16,2022-04-17,107.691936755,53.248041785,0.78075993,1.031623256
2022,17,2022-04-24,163.708355487,86.104753012,1.16069551,2.179698066
2022,18,2022-05-01,208.188838831,104.300601702,0.993956542,1.091872935
2022,19,2022-05-08,205.66307952,108.690313653,0.662021959,1.726986713
2022,20,2022-05-15,173.360646024,99.301604213,0.775199029,1.557037062
2022,21,2022-05-22,160.920750268,101.898453308,1.052301593,3.293898893
2022,22,2022-05-29,121.393643156,74.875773469,0.442599088,2.082531737
2022,23,2022-06-05,97.687088914,64.241413165,3.085217492,2.55169206
2022,24,2022-06-12,82.320231736,53.543052115,0.934863791,0.929117303
2022,25,2022-06-19,81.310973714,52.355369779,0.933349733,1.629514567
2022,26,2022-06-26,73.241191265,45.342214679,1.809207717,0.75769183
2022,27,2022-07-03,64.281570959,48.333243997,0.930624312,1.22576857
2022,28,2022-07-10,76.60571785,58.93600607,1.146338472,1.402995051
2022,29,2022-07-17,88.848542399,70.788786749,1.251961188,1.521926458
2022,30,2022-07-24,73.144201271,70.374244085,0.926943996,1.817283102
2022,31,2022-07-31,74.63199997,67.08263229,1.417092327,1.819906246
2022,32,2022-08-07,67.575784573000007,69.722870103,0.163692102,1.588142399
2022,33,2022-08-14,65.797815731,62.521932966,0.75955893,0.707990612
2022,34,2022-08-21,55.973732756,50.183397262,1.085105241,1.948323056
2022,35,2022-08-28,45.517256591,46.564416752,0.430273696,1.596556321
2022,36,2022-09-04,39.191728036,47.315595263,0.918588455,2.195633732
2022,37,2022-09-11,77.373440841,93.62387963,0.489088712,1.83747942
2022,38,2022-09-18,78.096416835,82.95981234,1.343348375,3.560943357
2022,39,2022-09-25,46.042887183,53.075931083,1.015555902,1.24827919
2022,40,2022-10-02,33.88779342,34.983924446,1.176498764,1.070153194
2022,41,2022-10-09,27.619005329,29.8358835,0.162714827,1.251167378
2022,42,2022-10-16,28.498639919,21.989960355,0.749536285,0.774794579
2022,43,2022-10-23,32.307325496,30.144231563,1.172619268,0.775433265
2022,44,2022-10-30,36.757556996,42.713041903,0.423159192,0.776047479
2022,45,2022-11-06,36.11793296,41.051548194,0.585207409,1.191340285
2022,46,2022-11-13,36.451300347,40.737303771,0.324850031,0.660198601
2022,47,2022-11-20,30.465350202,37.349519564,0.162364864,0.181309072
2022,48,2022-11-27,25.480757658,41.631069765,0.162311113,0.842916227
2022,49,2022-12-04,34.329718196,44.195765555,0.649087333,1.674254563
2022,50,2022-12-11,34.680178111,37.807792517,0.648847182,0.844390312
2022,51,2022-12-18,35.778713447,32.974760025,0.420041456,0.480950987
2022,52,2022-12-25,19.109545697,16.365801961,0.906095092,0.364499815
2023,01,2023-01-01,14.958266049,19.809503141,0.486310134,1.079652233
2023,02,2023-01-08,23.241868526,30.542576783,1.095101805,0.66428905
2023,03,2023-01-15,32.550119474,33.878825195,0.162037706,0.963937429
2023,04,2023-01-22,36.679654321,51.421753864,0.580460514,2.279022475
2023,05,2023-01-29,48.996699456,42.087554349,0.161961732,1.447506644
2023,06,2023-02-05,45.374452543,51.261159196,0.971546077,1.148588792
2023,07,2023-02-12,39.325361395,36.017952224,0.903312376,1.082626865
2023,08,2023-02-19,28.554551855,19.309391532,1.09042408,0.183257949
2023,09,2023-02-26,20.726495769,18.596638578,1.226348841,0.483389852
2023,10,2023-03-05,16.665469796,22.922267654,0.417078819,0.183412406
2023,11,2023-03-12,14.470784303,15.757313874,0.416905837,0.300203853
2023,12,2023-03-19,16.875043168,14.238115835,0.740154271,0.600704329
2023,13,2023-03-26,15.556169179,18.674329343,0.994768354,1.268631881
2023,14,2023-04-02,10.611642548,11.190494517,0.48504614,0.183728927
2023,15,2023-04-09,8.954179411,8.894996072,0.254528788,0.484421906
