year,week,week_start,cases_boosted,cases_vaxxed,cases_unvaxxed,hosp_boosted,hosp_vaxxed,hosp_unvaxxed,deaths_boosted,deaths_vaxxed,deaths_unvaxxed
2021,18,2021-05-02,0,20.77598686,240.2215304,0,1.397754902,24.58812642,0,0.274263132,3.220712308
2021,19,2021-05-09,0,15.88649889,181.2664042,0,1.150151407,19.62179874,0,0.142838986,2.52010786
2021,20,2021-05-16,0,12.81838838,141.232771,0,1.677372877,19.28812148,0,0.09407494,2.694388205
2021,21,2021-05-23,0,8.125260559,85.46765841,0,0.773176713,11.63350818,0,0.04649949,1.580582105
2021,22,2021-05-30,0,5.084561149,60.38814734,0,0.759591319,10.0455069,0,0.120796037,1.156760876
2021,23,2021-06-06,0,4.112256205,45.15632309,0,0.912476784,7.291698724,0,0.022848431,0.801879703
2021,24,2021-06-13,0,5.251077515,34.43270485,0,1.185226808,5.280060538,0,0.07292854,0.267048084
2021,25,2021-06-20,0,4.294010729,29.02687399,0,0.78594954,5.762097962,0,0.074521923,0.432634091
2021,26,2021-06-27,0,6.030923065,29.86862093,0,0.924119536,5.091123331,0,0.022560763,0.383998044
2021,27,2021-07-04,0,7.891980537,40.78231963,0,0.93329203,5.734612197,0,0.022507172,0.675086599
2021,28,2021-07-11,0,15.20137546,67.09739148,0,1.041873508,12.06794198,0,0.044932142,2.268296809
2021,29,2021-07-18,0,26.93288357,108.0725838,0,1.425542668,13.97727594,0,0.112140369,0.922386204
2021,30,2021-07-25,0,47.24697048,171.46856,0,1.841073534,17.45015622,0,0.317407235,2.328985752
2021,31,2021-08-01,0,71.37193122,240.8946606,0,2.225649782,25.75403358,0,0.227221587,3.010620116
2021,32,2021-08-08,0,88.6316867,306.1009209,0,3.162499436,31.09067268,0,0.539100316,4.457257432
2021,33,2021-08-15,0,113.442805,382.5371222,0,3.86607046,37.40018304,0,0.599571032,5.967105305
2021,34,2021-08-22,0,116.7709172,391.1119842,0,4.309137304,36.02207523,0,0.884780712,6.148458598
2021,35,2021-08-29,0,138.0675616,454.0979595,0,4.416912342,41.28959939,0,0.646271533,8.144406802
2021,36,2021-09-05,0,136.7685513,469.7979556,0,4.590241954,45.78115029,0,0.784776052,9.568881284
2021,37,2021-09-12,0,161.1421865,509.7436434,0,5.698388301,52.96540566,0,1.119692698,11.42718828
2021,38,2021-09-19,0,164.8232372,546.394943,0,5.623086898,50.51956515,0,1.187156081,9.85200869
2021,39,2021-09-26,0,216.4299673,667.5047875,0,6.767063731,56.898837,0,1.285899478,12.12853134
2021,40,2021-10-03,0,222.8329445,700.1317993,0,6.47971506,60.94084538,0,1.332303299,15.28153081
2021,41,2021-10-10,39.8766283,190.906923,607.5287196,5.702195989,6.010730533,57.18568745,0.352996539,1.628565229,12.64245834
2021,42,2021-10-17,40.86858367,181.518105,547.9720723,3.503108598,6.055567032,51.73060111,0.857764661,1.779081154,13.50387287
2021,43,2021-10-24,63.25328952,235.3737861,659.7039904,4.973953484,7.997995085,61.40020727,0.455144884,2.166330644,12.95632954
2021,44,2021-10-31,99.09713533,321.0262553,849.0359528,4.394371615,9.920007197,77.43561498,0.513372751,2.508535005,20.35636706
2021,45,2021-11-07,80.94343386,392.8531326,1009.257092,2.51189863,13.70282121,94.62954394,0.380580434,3.521819472,24.76912006
2021,46,2021-11-14,97.9647887,419.5436341,1020.237481,2.343442322,12.83935562,98.41416613,0.689754516,3.109002314,27.25208471
2021,47,2021-11-21,100.4193858,373.645254,924.9940955,4.318039456,16.1408438,102.5937778,0.792057452,4.524856226,26.7378192
2021,48,2021-11-28,120.022981,544.003202,1221.346281,2.560732,18.78540169,118.047141,0.505345906,4.262241333,28.84705097
2021,49,2021-12-05,86.87433727,368.5447195,903.8356577,3.572239384,13.83976159,107.056255,0.427136667,3.926744766,27.76958546
2021,50,2021-12-12,113.7394939,372.3155119,798.8457781,3.197883885,12.74930885,91.73306211,0.530612375,2.254698861,22.47141558
2021,51,2021-12-19,239.0177039,493.3772913,732.4259244,1.601459803,13.74500258,75.00763791,0.263947836,2.503974933,20.61835928
2021,52,2021-12-26,648.4805078,1227.440435,1326.608938,5.300630754,20.59614226,76.35505521,0.6909755,3.558442399,17.73316486
2022,01,2022-01-02,1292.946646,2133.468051,2234.914809,10.20108805,38.42462091,101.4361419,1.690247029,6.254573048,22.19566102
2022,02,2022-01-09,1241.002784,1991.854881,2196.343134,11.24746844,40.91852265,95.24429634,1.694155076,8.864039803,20.13782713
2022,03,2022-01-16,1017.626606,1481.978395,1709.504865,13.11490561,42.11443595,90.96878452,1.294544308,7.17152044,15.93441513
2022,04,2022-01-23,634.0294853,865.7049088,1105.741557,10.48780033,35.99398257,80.9674237,1.390503433,6.103318296,17.8691352
2022,05,2022-01-30,382.5541307,479.0241585,682.5289424,8.062059817,22.38267901,54.90365349,0.983170918,3.883972327,11.31475163
2022,06,2022-02-06,246.6495605,283.0920672,417.6519414,6.892882628,19.29006796,36.11355518,0.725075708,1.839077441,6.663557321
2022,07,2022-02-13,154.320631,169.0455455,239.6824447,4.331996037,10.50925475,26.60566356,0.475047794,1.256399486,3.368634604
2022,08,2022-02-20,96.45337274,93.904607,135.89701,3.996381589,7.531642762,17.48503185,0.333478249,1.040264729,1.602522298
2022,09,2022-02-27,77.05103105,65.95649415,104.76822,3.120321283,6.68154942,14.26517645,0.277249724,0.982126744,1.452179563
