year,week,week_start,cases_vaxxed,cases_unvaxxed,hosp_vaxxed,hosp_unvaxxed
2021,24,2021-06-13,1.862815765,7.086884601,0,0.253103021
2021,25,2021-06-20,0.381521361,7.835966312,0,0.145110487
2021,26,2021-06-27,0.327784297,12.07131525,0,0.619041808
2021,27,2021-07-04,1.220600771,11.38676139,0,0.801884605
2021,28,2021-07-11,1.448307089,15.34633362,0,0.33002868
2021,29,2021-07-18,4.177746644,30.22661375,0.278516443,0.168863764
2021,30,2021-07-25,5.389114919,53.60958548,0,0.344756177
2021,31,2021-08-01,7.864267775,77.22464044,0,1.404084372
2021,32,2021-08-08,13.58007355,98.04605258,0,0.53479665
2021,33,2021-08-15,17.00475959,110.2746702,0,1.450982503
2021,34,2021-08-22,18.48454947,117.3890603,0.243217756,1.110937479
2021,35,2021-08-29,18.99103115,145.601057,0,1.715195697
2021,36,2021-09-05,22.76390059,179.8630053,0.223175496,0.993718261
2021,37,2021-09-12,41.51062663,335.0091682,0,1.661545782
2021,38,2021-09-19,49.54419625,433.569395,0.206434151,2.142141279
2021,39,2021-09-26,44.51864571,460.4045698,0,2.19868467
2021,40,2021-10-03,48.55128578,411.419994,0,3.824024001
2021,41,2021-10-10,36.66118387,307.2293758,0.195006297,2.052757522
2021,42,2021-10-17,33.39403979,230.1572631,0.386058264,1.154249063
2021,43,2021-10-24,39.19333605,278.3807745,0,1.401245509
2021,44,2021-10-31,55.35290074,290.053939,0.189564729,1.180040435
2021,45,2021-11-07,69.44299896,366.5441814,0.188192409,0.952681433
2021,46,2021-11-14,82.45244397,421.2449372,1.121801959,2.401624499
2021,47,2021-11-21,76.05117869,277.8263434,0,1.698501663
2021,48,2021-11-28,99.73383226,427.6688913,0.184010761,3.92356781
2021,49,2021-12-05,113.1961471,528.597771,0.547746142,2.802740903
2021,50,2021-12-12,131.9466227,453.1879855,0.361625068,2.587276831
2021,51,2021-12-19,244.2910205,362.7278971,0,1.780921735
2021,52,2021-12-26,669.2984015,668.9330775,2.09196041,3.367487476
2022,01,2022-01-02,1400.284644,1488.116869,3.186868775,6.134015631
2022,02,2022-01-09,1569.244972,1834.888052,4.391886574,9.835284033
2022,03,2022-01-16,1304.441393,1158.333878,2.377975491,8.240936155
2022,04,2022-01-23,652.7928729,651.5328374,4.132929131,3.717000169
2022,05,2022-01-30,380.5171799,336.0974652,2.791713458,2.890314625
2022,06,2022-02-06,214.7232139,227.4112762,2.59098718,2.772414456
2022,07,2022-02-13,116.3157249,102.0576022,1.692514389,2.148266798
2022,08,2022-02-20,81.96433163,57.31943346,0.510068936,1.627403473
2022,09,2022-02-27,57.58114965,44.73335371,1.183159308,1.275637548
2022,10,2022-03-06,33.73579491,29.47082626,0.672669921,0.997971235
2022,11,2022-03-13,35.74622174,29.49891211,1.256041089,0.899983761
2022,12,2022-03-20,33.66229836,19.88863652,0.791582633,0.337673405
2022,13,2022-03-27,32.71454482,20.52982376,0.333569353,0.623630538
2022,14,2022-04-03,41.48894139,24.91738173,0.333024843,0.285157989
2022,15,2022-04-10,67.95383724,39.18577954,0.783337474,0.62748098
2022,16,2022-04-17,106.0776087,58.9106704,0.61550564,1.317336271
2022,17,2022-04-24,161.2827235,94.77785825,0.995287237,2.464612863
2022,18,2022-05-01,203.5248224,120.4790114,0.994357545,1.09080262
2022,19,2022-05-08,198.8491639,122.4906045,0.662274368,1.725290897
2022,20,2022-05-15,168.487501,109.9587965,0.775998718,1.555501725
2022,21,2022-05-22,158.013933,113.1509939,1.053700536,3.290993993
2022,22,2022-05-29,118.4840616,83.51450153,0.443274275,2.080215414
2022,23,2022-06-05,95.68210961,72.38289984,3.808088723,2.896330561
2022,24,2022-06-12,69.67095829,72.21325243,0.494498985,1.39214746
2022,25,2022-06-19,78.31173714,57.04621681,0.769692902,1.627844677
