year,week,week_start,age,metric,vax_status,metric_type,value
2021,18,2021-05-02,18-49,pop,boosted,count,0
2021,18,2021-05-02,18-49,pop,vaxxed,count,662901
2021,18,2021-05-02,18-49,pop,unvaxxed,count,1631916
2021,18,2021-05-02,18-49,cases,boosted,count,0
2021,18,2021-05-02,18-49,cases,boosted,rate,0
2021,18,2021-05-02,18-49,cases,vaxxed,count,144
2021,18,2021-05-02,18-49,cases,vaxxed,rate,21.72270067476139
2021,18,2021-05-02,18-49,cases,unvaxxed,count,3934
2021,18,2021-05-02,18-49,cases,unvaxxed,rate,241.0663293944051
2021,18,2021-05-02,18-49,hosp,boosted,count,0
2021,18,2021-05-02,18-49,hosp,boosted,rate,0
2021,18,2021-05-02,18-49,hosp,vaxxed,count,3
2021,18,2021-05-02,18-49,hosp,vaxxed,rate,0.45255626405752897
2021,18,2021-05-02,18-49,hosp,unvaxxed,count,146
2021,18,2021-05-02,18-49,hosp,unvaxxed,rate,8.946538914993173
2021,18,2021-05-02,18-49,deaths,boosted,count,0
2021,18,2021-05-02,18-49,deaths,boosted,rate,0
2021,18,2021-05-02,18-49,deaths,vaxxed,count,0
2021,18,2021-05-02,18-49,deaths,vaxxed,rate,0
2021,18,2021-05-02,18-49,deaths,unvaxxed,count,7
2021,18,2021-05-02,18-49,deaths,unvaxxed,rate,0.42894364660926176
2021,18,2021-05-02,50-64,pop,boosted,count,0
2021,18,2021-05-02,50-64,pop,vaxxed,count,497828
2021,18,2021-05-02,50-64,pop,unvaxxed,count,616187
2021,18,2021-05-02,50-64,cases,boosted,count,0
2021,18,2021-05-02,50-64,cases,boosted,rate,0
2021,18,2021-05-02,50-64,cases,vaxxed,count,78
2021,18,2021-05-02,50-64,cases,vaxxed,rate,15.66806206159557
2021,18,2021-05-02,50-64,cases,unvaxxed,count,1243
2021,18,2021-05-02,50-64,cases,unvaxxed,rate,201.72447649820592
2021,18,2021-05-02,50-64,hosp,boosted,count,0
2021,18,2021-05-02,50-64,hosp,boosted,rate,0
2021,18,2021-05-02,50-64,hosp,vaxxed,count,5
2021,18,2021-05-02,50-64,hosp,vaxxed,rate,1.0043629526663826
