year,week,week_start,cases_vaxxed,cases_unvaxxed,hosp_vaxxed,hosp_unvaxxed
2021,24,2021-06-13,1.859094134,7.089777166,0,0.253206327
2021,25,2021-06-20,0.380810804,7.841531381,0,0.145213544
2021,26,2021-06-27,0.654430095,11.926350798,0,0.619550691
2021,27,2021-07-04,1.218570147,11.396742712,0,0.802587515
2021,28,2021-07-11,1.446148165,15.359396218,0,0.330309596
2021,29,2021-07-18,4.730445318,29.905499101,0.278261489,0.168957622
2021,30,2021-07-25,5.653826233,53.465909466,0,0.344941351
2021,31,2021-08-01,8.381083767,76.919511395,0,1.404922583
2021,32,2021-08-08,14.080106972,97.749520992,0,0.535125115
2021,33,2021-08-15,17.741153079,109.792567191,0,1.451802541
2021,34,2021-08-22,18.953797736,117.099584493,0.242997407,1.111704916
2021,35,2021-08-29,19.910840802,144.945371578,0,1.716458348
2021,36,2021-09-05,23.188686944,179.614266855,0.222968144,0.994541898
2021,37,2021-09-12,41.254608542,335.559239181,0,1.663242821
2021,38,2021-09-19,49.903744245,433.621736465,0.206213819,2.144518974
2021,39,2021-09-26,45.67825887,459.623923677,0,2.201264002
2021,40,2021-10-03,49.090890326,411.246280313,0,3.828689357
2021,41,2021-10-10,36.426607478,307.848599796,0.194794692,2.05536899
2021,42,2021-10-17,34.127292727,229.546485034,0.385619127,1.155823187
2021,43,2021-10-24,40.482419738,277.157662511,0,1.403329937
2021,44,2021-10-31,55.662144159,289.798913017,0.189327021,1.1818879
2021,45,2021-11-07,70.106937,366.178698801,0.187954255,0.954211593
2021,46,2021-11-14,84.399375136,419.303247808,0.933621406,2.646205236
2021,47,2021-11-21,76.322184277,277.817103028,0,1.701417079
2021,48,2021-11-28,102.172677314,425.242559514,0.367527616,3.930607136
2021,49,2021-12-05,113.090077341,528.645718726,0.547025487,2.807213304
2021,50,2021-12-12,134.341852231,450.018073121,0.361120999,2.591199585
2021,51,2021-12-19,247.804358569,358.969811134,0,1.783988274
2021,52,2021-12-26,688.576913889,652.083168655,2.085771708,3.373799176
2022,01,2022-01-02,1479.713295357,1427.583234434,3.532779283,5.630109147
2022,02,2022-01-09,1809.975118283,1631.822015665,4.733072184,9.334629232
2022,03,2022-01-16,1298.414840045,1160.570993197,2.150183995,8.141694096
2022,04,2022-01-23,652.327488114,651.639792684,4.499326275,3.576196913
2022,05,2022-01-30,381.513961854,335.425993902,2.786135037,2.897091882
2022,06,2022-02-06,215.315357049,226.166295257,2.756617239,2.509103821
2022,07,2022-02-13,116.909425901,101.444313337,1.687750018,2.153630848
2022,08,2022-02-20,81.992591738,57.304317551,0.509180367,1.631571539
2022,09,2022-02-27,58.131906957,44.637773248,1.181084058,1.279239269
2022,10,2022-03-06,39.249138461,25.076904943,0.671483663,1.000246448
2022,11,2022-03-13,36.673092853,28.789407175,1.419772573,0.619552447
2022,12,2022-03-20,34.006698236,19.773977258,0.789519305,0.338476991
2022,13,2022-03-27,32.774207973,20.300195154,0.332981067,0.625296638
2022,14,2022-04-03,41.640503857,24.984633626,0.33243605,0.286025546
2022,15,2022-04-10,70.730089444,37.292978248,0.781314305,0.629183002
2022,16,2022-04-17,107.676602015,56.951274451,0.779529485,1.033878941
2022,17,2022-04-24,163.767278227,91.706764041,1.159093783,2.183673724
2022,18,2022-05-01,207.233636097,117.939040265,0.992582583,1.09387147
2022,19,2022-05-08,205.164416753,115.735339478,0.661098101,1.73010829
2022,20,2022-05-15,172.528918494,106.687677675,0.773989261,1.559932398
2022,21,2022-05-22,160.110902482,109.882108535,1.050584031,3.300924058
2022,22,2022-05-29,121.320163753,80.911122865,0.441864906,2.085996416
2022,23,2022-06-05,97.381370607,71.545758027,3.080654561,2.55699745
2022,24,2022-06-12,82.204634623,57.525968552,0.933544074,0.930823027
2022,25,2022-06-19,81.092171533,54.81841395,0.932074723,1.63297667
2022,26,2022-06-26,72.873045813,49.786143516,1.806702558,0.759176733
2022,27,2022-07-03,63.381740265,51.73387757,0.929395847,1.520596685
2022,28,2022-07-10,76.51345149,63.76173982,1.144777252,1.404276143
2022,29,2022-07-17,88.308329345,75.80914156,1.250247806,1.52477313
2022,30,2022-07-24,72.791999722,74.166203492,0.925813497,1.82070342
2022,31,2022-07-31,73.359018491,73.635965794,1.415430059,1.823264604
2022,32,2022-08-07,67.348331058,75.283237799,0.1635072,1.590417564
2022,33,2022-08-14,65.906781112,66.309725719,0.758785001,0.708403161
2022,34,2022-08-21,56.095798124,51.831366874,1.084048258,1.950521905
2022,35,2022-08-28,45.487050574,49.565678063,0.429944387,1.598495601
2022,36,2022-09-04,38.903422052,52.74770196,0.917816651,2.197193665
2022,37,2022-09-11,77.663910795,99.716074186,0.488620504,1.840132575
2022,38,2022-09-18,77.631277777,90.592273213,1.342440983,3.565710762
2022,39,2022-09-25,45.699597571,54.850546348,1.015028264,1.2498499
2022,40,2022-10-02,33.387331338,37.398697345,1.175877807,1.071682424
2022,41,2022-10-09,27.610210651,31.527347094,0.162563996,1.252677996
2022,42,2022-10-16,28.914657411,23.384887497,0.749109809,0.775788752
2022,43,2022-10-23,32.727008095,31.719902301,1.172118564,0.776399792
2022,44,2022-10-30,36.871768134,46.123779941,0.423076934,0.776990574
2022,45,2022-11-06,36.312686171,44.13409815,0.584997813,1.1932811
2022,46,2022-11-13,36.671234536,44.220415114,0.324562148,0.66059153
2022,47,2022-11-20,31.116331434,39.744870727,0.162222761,0.181248668
