zip,people_complete,filed_date,report_date
56009,894,10/22/2022,2022-10-27
55381,1020,10/22/2022,2022-10-27
55552,5,10/22/2022,2022-10-27
56572,3629,10/22/2022,2022-10-27
55306,11735,10/22/2022,2022-10-27
56326,690,10/22/2022,2022-10-27
56315,781,10/22/2022,2022-10-27
55438,13453,10/22/2022,2022-10-27
55335,888,10/22/2022,2022-10-27
56473,1779,10/22/2022,2022-10-27
56742,461,10/22/2022,2022-10-27
55750,1212,10/22/2022,2022-10-27
56520,2005,10/22/2022,2022-10-27
55087,199,10/22/2022,2022-10-27
55082,27355,10/22/2022,2022-10-27
56671,3001,10/22/2022,2022-10-27
56545,371,10/22/2022,2022-10-27
56396,NA,10/22/2022,2022-10-27
56248,399,10/22/2022,2022-10-27
56145,271,10/22/2022,2022-10-27
55165,5,10/22/2022,2022-10-27
55088,997,10/22/2022,2022-10-27
56176,557,10/22/2022,2022-10-27
55785,114,10/22/2022,2022-10-27
56722,201,10/22/2022,2022-10-27
55702,314,10/22/2022,2022-10-27
56521,386,10/22/2022,2022-10-27
55991,809,10/22/2022,2022-10-27
55430,15891,10/22/2022,2022-10-27
56455,755,10/22/2022,2022-10-27
56358,1343,10/22/2022,2022-10-27
55378,23491,10/22/2022,2022-10-27
56374,5407,10/22/2022,2022-10-27
55354,1482,10/22/2022,2022-10-27
55459,5,10/22/2022,2022-10-27
56479,2533,10/22/2022,2022-10-27
56433,874,10/22/2022,2022-10-27
55413,10364,10/22/2022,2022-10-27
56726,727,10/22/2022,2022-10-27
55706,1178,10/22/2022,2022-10-27
56723,507,10/22/2022,2022-10-27
55703,390,10/22/2022,2022-10-27
55120,3985,10/22/2022,2022-10-27
56541,26,10/22/2022,2022-10-27
56139,223,10/22/2022,2022-10-27
55614,1490,10/22/2022,2022-10-27
56634,610,10/22/2022,2022-10-27
55119,29986,10/22/2022,2022-10-27
56631,5,10/22/2022,2022-10-27
56524,438,10/22/2022,2022-10-27
56229,906,10/22/2022,2022-10-27
55018,606,10/22/2022,2022-10-27
56735,407,10/22/2022,2022-10-27
56014,390,10/22/2022,2022-10-27
55416,26913,10/22/2022,2022-10-27
56436,5,10/22/2022,2022-10-27
56037,893,10/22/2022,2022-10-27
55017,324,10/22/2022,2022-10-27
55590,5,10/22/2022,2022-10-27
56363,85,10/22/2022,2022-10-27
55343,19189,10/22/2022,2022-10-27
55968,66,10/22/2022,2022-10-27
56537,9961,10/22/2022,2022-10-27
56681,153,10/22/2022,2022-10-27
56052,387,10/22/2022,2022-10-27
55072,1592,10/22/2022,2022-10-27
56452,1354,10/22/2022,2022-10-27
55472,7,10/22/2022,2022-10-27
56281,274,10/22/2022,2022-10-27
56230,404,10/22/2022,2022-10-27
55962,439,10/22/2022,2022-10-27
55967,550,10/22/2022,2022-10-27
56235,313,10/22/2022,2022-10-27
56538,50,10/22/2022,2022-10-27
56161,205,10/22/2022,2022-10-27
55792,5635,10/22/2022,2022-10-27
56667,360,10/22/2022,2022-10-27
56158,181,10/22/2022,2022-10-27
56655,1014,10/22/2022,2022-10-27
56142,523,10/22/2022,2022-10-27
55012,1115,10/22/2022,2022-10-27
56032,126,10/22/2022,2022-10-27
56187,9426,10/22/2022,2022-10-27
55079,4746,10/22/2022,2022-10-27
56754,263,10/22/2022,2022-10-27
55963,3826,10/22/2022,2022-10-27
56231,197,10/22/2022,2022-10-27
55348,14,10/22/2022,2022-10-27
55445,9924,10/22/2022,2022-10-27
56368,2401,10/22/2022,2022-10-27
56465,1264,10/22/2022,2022-10-27
56448,308,10/22/2022,2022-10-27
55468,5,10/22/2022,2022-10-27
56345,7654,10/22/2022,2022-10-27
55365,5,10/22/2022,2022-10-27
55076,15783,10/22/2022,2022-10-27
56056,45,10/22/2022,2022-10-27
56685,87,10/22/2022,2022-10-27
55303,30875,10/22/2022,2022-10-27
56323,249,10/22/2022,2022-10-27
55732,765,10/22/2022,2022-10-27
56033,173,10/22/2022,2022-10-27
55013,4288,10/22/2022,2022-10-27
56222,977,10/22/2022,2022-10-27
55970,556,10/22/2022,2022-10-27
55903,409,10/22/2022,2022-10-27
56251,458,10/22/2022,2022-10-27
56482,3174,10/22/2022,2022-10-27
55030,555,10/22/2022,2022-10-27
56010,566,10/22/2022,2022-10-27
56121,281,10/22/2022,2022-10-27
55101,5677,10/22/2022,2022-10-27
55005,2464,10/22/2022,2022-10-27
56025,259,10/22/2022,2022-10-27
55708,612,10/22/2022,2022-10-27
56728,888,10/22/2022,2022-10-27
56020,66,10/22/2022,2022-10-27
55945,784,10/22/2022,2022-10-27
56019,404,10/22/2022,2022-10-27
56714,532,10/22/2022,2022-10-27
55734,3588,10/22/2022,2022-10-27
56727,379,10/22/2022,2022-10-27
55707,2081,10/22/2022,2022-10-27
56316,659,10/22/2022,2022-10-27
55336,4603,10/22/2022,2022-10-27
55975,2586,10/22/2022,2022-10-27
56227,127,10/22/2022,2022-10-27
55350,10915,10/22/2022,2022-10-27
56591,194,10/22/2022,2022-10-27
55810,6296,10/22/2022,2022-10-27
56342,1508,10/22/2022,2022-10-27
55362,10860,10/22/2022,2022-10-27
55956,1177,10/22/2022,2022-10-27
56525,44,10/22/2022,2022-10-27
56228,427,10/22/2022,2022-10-27
56243,689,10/22/2022,2022-10-27
55784,61,10/22/2022,2022-10-27
56177,5,10/22/2022,2022-10-27
55089,1081,10/22/2022,2022-10-27
56172,1795,10/22/2022,2022-10-27
55781,517,10/22/2022,2022-10-27
56652,213,10/22/2022,2022-10-27
56081,3634,10/22/2022,2022-10-27
56310,2667,10/22/2022,2022-10-27
55330,25181,10/22/2022,2022-10-27
55769,1228,10/22/2022,2022-10-27
56044,1151,10/22/2022,2022-10-27
55957,374,10/22/2022,2022-10-27
55458,196,10/22/2022,2022-10-27
55355,5209,10/22/2022,2022-10-27
56375,381,10/22/2022,2022-10-27
55047,1831,10/22/2022,2022-10-27
55766,19,10/22/2022,2022-10-27
55804,12228,10/22/2022,2022-10-27
56288,2893,10/22/2022,2022-10-27
55376,11563,10/22/2022,2022-10-27
56356,134,10/22/2022,2022-10-27
56585,579,10/22/2022,2022-10-27
56002,146,10/22/2022,2022-10-27
55331,15909,10/22/2022,2022-10-27
56311,370,10/22/2022,2022-10-27
56568,80,10/22/2022,2022-10-27
56265,4287,10/22/2022,2022-10-27
55720,11617,10/22/2022,2022-10-27
55951,791,10/22/2022,2022-10-27
56116,224,10/22/2022,2022-10-27
56601,18764,10/22/2022,2022-10-27
55710,788,10/22/2022,2022-10-27
55115,6812,10/22/2022,2022-10-27
55024,23113,10/22/2022,2022-10-27
55733,3639,10/22/2022,2022-10-27
56713,469,10/22/2022,2022-10-27
55987,21409,10/22/2022,2022-10-27
55426,19967,10/22/2022,2022-10-27
55125,34892,10/22/2022,2022-10-27
55440,188,10/22/2022,2022-10-27
55317,17602,10/22/2022,2022-10-27
56514,2216,10/22/2022,2022-10-27
56219,448,10/22/2022,2022-10-27
56553,125,10/22/2022,2022-10-27
55573,5,10/22/2022,2022-10-27
56143,2435,10/22/2022,2022-10-27
56662,394,10/22/2022,2022-10-27
56570,581,10/22/2022,2022-10-27
55383,5,10/22/2022,2022-10-27
55420,16867,10/22/2022,2022-10-27
55981,2819,10/22/2022,2022-10-27
Unknown/missing,6232,10/22/2022,2022-10-27
56641,199,10/15/2022,2022-10-20
56515,1813,10/15/2022,2022-10-20
56218,272,10/15/2022,2022-10-20
55077,10220,10/15/2022,2022-10-20
56684,179,10/15/2022,2022-10-20
56057,2359,10/15/2022,2022-10-20
55757,481,10/15/2022,2022-10-20
55752,224,10/15/2022,2022-10-20
56446,619,10/15/2022,2022-10-20
56295,137,10/15/2022,2022-10-20
56320,4724,10/15/2022,2022-10-20
56401,15679,10/15/2022,2022-10-20
55421,21207,10/15/2022,2022-10-20
56547,1516,10/15/2022,2022-10-20
55918,565,10/15/2022,2022-10-20
55555,12,10/15/2022,2022-10-20
56575,375,10/15/2022,2022-10-20
55386,7259,10/15/2022,2022-10-20
56278,1685,10/15/2022,2022-10-20
55402,658,10/15/2022,2022-10-20
55102,14924,10/15/2022,2022-10-20
56122,263,10/15/2022,2022-10-20
56111,189,10/15/2022,2022-10-20
55432,21991,10/15/2022,2022-10-20
56128,968,10/15/2022,2022-10-20
55108,11458,10/15/2022,2022-10-20
55605,398,10/15/2022,2022-10-20
56003,10933,10/15/2022,2022-10-20
56029,383,10/15/2022,2022-10-20
55009,5137,10/15/2022,2022-10-20
56724,75,10/15/2022,2022-10-20
55704,496,10/15/2022,2022-10-20
56118,186,10/15/2022,2022-10-20
55379,33583,10/15/2022,2022-10-20
56287,39,10/15/2022,2022-10-20
56359,1903,10/15/2022,2022-10-20
55474,10,10/15/2022,2022-10-20
55407,28906,10/15/2022,2022-10-20
55616,4820,10/15/2022,2022-10-20
56636,2748,10/15/2022,2022-10-20
56117,203,10/15/2022,2022-10-20
55979,441,10/15/2022,2022-10-20
56080,405,10/15/2022,2022-10-20
56653,636,10/15/2022,2022-10-20
56540,1015,10/15/2022,2022-10-20
56393,5,10/15/2022,2022-10-20
56260,419,10/15/2022,2022-10-20
55932,1259,10/15/2022,2022-10-20
55319,2892,10/15/2022,2022-10-20
56434,61,10/15/2022,2022-10-20
55414,19189,10/15/2022,2022-10-20
56339,561,10/15/2022,2022-10-20
55171,5,10/15/2022,2022-10-20
56151,448,10/15/2022,2022-10-20
56637,137,10/15/2022,2022-10-20
55767,2907,10/15/2022,2022-10-20
55070,3963,10/15/2022,2022-10-20
56050,906,10/15/2022,2022-10-20
56683,356,10/15/2022,2022-10-20
55042,10089,10/15/2022,2022-10-20
56062,1835,10/15/2022,2022-10-20
55744,12001,10/15/2022,2022-10-20
56069,2539,10/15/2022,2022-10-20
55049,1483,10/15/2022,2022-10-20
55410,18375,10/15/2022,2022-10-20
55318,21506,10/15/2022,2022-10-20
55415,4199,10/15/2022,2022-10-20
56435,1192,10/15/2022,2022-10-20
56338,780,10/15/2022,2022-10-20
56389,34,10/15/2022,2022-10-20
55905,161,10/15/2022,2022-10-20
56257,245,10/15/2022,2022-10-20
56484,2338,10/15/2022,2022-10-20
56657,249,10/15/2022,2022-10-20
56084,5,10/15/2022,2022-10-20
55312,793,10/15/2022,2022-10-20
56332,719,10/15/2022,2022-10-20
56566,306,10/15/2022,2022-10-20
55395,1475,10/15/2022,2022-10-20
55939,1096,10/15/2022,2022-10-20
55612,480,10/15/2022,2022-10-20
55961,240,10/15/2022,2022-10-20
55322,2163,10/15/2022,2022-10-20
56302,219,10/15/2022,2022-10-20
55110,28319,10/15/2022,2022-10-20
55301,7072,10/15/2022,2022-10-20
56321,360,10/15/2022,2022-10-20
55014,19471,10/15/2022,2022-10-20
56034,320,10/15/2022,2022-10-20
55719,2991,10/15/2022,2022-10-20
56031,6698,10/15/2022,2022-10-20
55011,5809,10/15/2022,2022-10-20
55816,181,10/15/2022,2022-10-20
56344,32,10/15/2022,2022-10-20
56449,763,10/15/2022,2022-10-20
55364,10545,10/15/2022,2022-10-20
55725,99,10/15/2022,2022-10-20
55106,39247,10/15/2022,2022-10-20
55103,8638,10/15/2022,2022-10-20
56123,283,10/15/2022,2022-10-20
55964,2827,10/15/2022,2022-10-20
56236,193,10/15/2022,2022-10-20
55382,1939,10/15/2022,2022-10-20
56571,1213,10/15/2022,2022-10-20
55902,22512,10/15/2022,2022-10-20
55947,5643,10/15/2022,2022-10-20
56518,146,10/15/2022,2022-10-20
56215,2576,10/15/2022,2022-10-20
55304,31688,10/15/2022,2022-10-20
56324,558,10/15/2022,2022-10-20
55409,9982,10/15/2022,2022-10-20
55480,7,10/15/2022,2022-10-20
56273,2707,10/15/2022,2022-10-20
55921,2636,10/15/2022,2022-10-20
55107,10145,10/15/2022,2022-10-20
56127,187,10/15/2022,2022-10-20
55753,529,10/15/2022,2022-10-20
55760,1737,10/15/2022,2022-10-20
56740,6,10/15/2022,2022-10-20
56340,814,10/15/2022,2022-10-20
56593,9,10/15/2022,2022-10-20
55812,6094,10/15/2022,2022-10-20
55360,1801,10/15/2022,2022-10-20
55054,1367,10/15/2022,2022-10-20
56074,1209,10/15/2022,2022-10-20
56071,7888,10/15/2022,2022-10-20
55051,5038,10/15/2022,2022-10-20
56325,86,10/15/2022,2022-10-20
55408,24793,10/15/2022,2022-10-20
55305,16818,10/15/2022,2022-10-20
55155,7,10/15/2022,2022-10-20
55786,135,10/15/2022,2022-10-20
56175,1709,10/15/2022,2022-10-20
56678,509,10/15/2022,2022-10-20
56147,83,10/15/2022,2022-10-20
56276,133,10/15/2022,2022-10-20
55388,3432,10/15/2022,2022-10-20
55485,NA,10/15/2022,2022-10-20
55924,700,10/15/2022,2022-10-20
56510,1464,10/15/2022,2022-10-20
56523,221,10/15/2022,2022-10-20
55357,2116,10/15/2022,2022-10-20
56377,13244,10/15/2022,2022-10-20
55121,7065,10/15/2022,2022-10-20
56101,3648,10/15/2022,2022-10-20
56212,211,10/15/2022,2022-10-20
55940,1594,10/15/2022,2022-10-20
56431,5348,10/15/2022,2022-10-20
55411,16761,10/15/2022,2022-10-20
55020,2468,10/15/2022,2022-10-20
56721,6166,10/15/2022,2022-10-20
55046,3228,10/15/2022,2022-10-20
55738,281,10/15/2022,2022-10-20
55722,662,10/15/2022,2022-10-20
55613,146,10/15/2022,2022-10-20
56633,2930,10/15/2022,2022-10-20
56619,429,10/15/2022,2022-10-20
56114,152,10/15/2022,2022-10-20
55933,134,10/15/2022,2022-10-20
55936,1133,10/15/2022,2022-10-20
56264,1115,10/15/2022,2022-10-20
56569,722,10/15/2022,2022-10-20
56208,1162,10/15/2022,2022-10-20
55026,337,10/15/2022,2022-10-20
56006,5,10/15/2022,2022-10-20
55390,1616,10/15/2022,2022-10-20
56563,101,10/15/2022,2022-10-20
56152,687,10/15/2022,2022-10-20
56063,2048,10/15/2022,2022-10-20
55043,2380,10/15/2022,2022-10-20
55442,10395,10/15/2022,2022-10-20
55470,9,10/15/2022,2022-10-20
56450,710,10/15/2022,2022-10-20
56283,3785,10/15/2022,2022-10-20
55060,18407,10/15/2022,2022-10-20
55741,1862,10/15/2022,2022-10-20
56761,194,10/15/2022,2022-10-20
56007,12973,10/15/2022,2022-10-20
55027,1687,10/15/2022,2022-10-20
56168,476,10/15/2022,2022-10-20
56660,115,10/15/2022,2022-10-20
55436,12265,10/15/2022,2022-10-20
56659,80,10/15/2022,2022-10-20
55952,1425,10/15/2022,2022-10-20
56517,110,10/15/2022,2022-10-20
55447,16441,10/15/2022,2022-10-20
56467,1354,10/15/2022,2022-10-20
56223,693,10/15/2022,2022-10-20
55971,1996,10/15/2022,2022-10-20
56502,283,10/15/2022,2022-10-20
56297,379,10/15/2022,2022-10-20
55369,28629,10/15/2022,2022-10-20
56349,409,10/15/2022,2022-10-20
56444,1791,10/15/2022,2022-10-20
55730,6,10/15/2022,2022-10-20
56710,216,10/15/2022,2022-10-20
55982,240,10/15/2022,2022-10-20
55423,28265,10/15/2022,2022-10-20
55756,260,10/15/2022,2022-10-20
55001,2223,10/15/2022,2022-10-20
56021,703,10/15/2022,2022-10-20
55032,1818,10/15/2022,2022-10-20
56511,1113,10/15/2022,2022-10-20
55129,25181,10/15/2022,2022-10-20
56296,1183,10/15/2022,2022-10-20
55368,1305,10/15/2022,2022-10-20
56574,153,10/15/2022,2022-10-20
55387,10128,10/15/2022,2022-10-20
55554,5,10/15/2022,2022-10-20
56279,572,10/15/2022,2022-10-20
55607,90,10/15/2022,2022-10-20
56627,152,10/15/2022,2022-10-20
56716,4798,10/15/2022,2022-10-20
55736,802,10/15/2022,2022-10-20
56557,1497,10/15/2022,2022-10-20
56384,131,10/15/2022,2022-10-20
56091,184,10/15/2022,2022-10-20
56341,26,10/15/2022,2022-10-20
56592,168,10/15/2022,2022-10-20
55361,22,10/15/2022,2022-10-20
56372,5,10/15/2022,2022-10-20
55352,5880,10/15/2022,2022-10-20
55405,11424,10/15/2022,2022-10-20
55308,4496,10/15/2022,2022-10-20
56425,5306,10/15/2022,2022-10-20
56328,51,10/15/2022,2022-10-20
56183,718,10/15/2022,2022-10-20
56750,1466,10/15/2022,2022-10-20
56443,813,10/15/2022,2022-10-20
56082,8744,10/15/2022,2022-10-20
56651,257,10/15/2022,2022-10-20
55783,1437,10/15/2022,2022-10-20
56170,259,10/15/2022,2022-10-20
55150,164,10/15/2022,2022-10-20
55019,1585,10/15/2022,2022-10-20
56734,226,10/15/2022,2022-10-20
56039,431,10/15/2022,2022-10-20
56644,309,10/15/2022,2022-10-20
55169,5,10/15/2022,2022-10-20
56097,1964,10/15/2022,2022-10-20
56149,543,10/15/2022,2022-10-20
56153,102,10/15/2022,2022-10-20
55955,1958,10/15/2022,2022-10-20
56207,148,10/15/2022,2022-10-20
55068,23188,10/15/2022,2022-10-20
56048,2350,10/15/2022,2022-10-20
55765,427,10/15/2022,2022-10-20
56533,170,10/15/2022,2022-10-20
56536,264,10/15/2022,2022-10-20
55969,722,10/15/2022,2022-10-20
55479,8,10/15/2022,2022-10-20
56587,970,10/15/2022,2022-10-20
56459,25,10/15/2022,2022-10-20
55806,5739,10/15/2022,2022-10-20
56354,773,10/15/2022,2022-10-20
55374,10767,10/15/2022,2022-10-20
55412,14350,10/15/2022,2022-10-20
55333,399,10/15/2022,2022-10-20
56313,26,10/15/2022,2022-10-20
55723,1533,10/15/2022,2022-10-20
56731,59,10/15/2022,2022-10-20
55711,400,10/15/2022,2022-10-20
55310,856,10/15/2022,2022-10-20
56330,688,10/15/2022,2022-10-20
56201,13855,10/15/2022,2022-10-20
55953,500,10/15/2022,2022-10-20
56630,1243,10/15/2022,2022-10-20
55807,6631,10/15/2022,2022-10-20
55478,8,10/15/2022,2022-10-20
56458,210,10/15/2022,2022-10-20
56586,966,10/15/2022,2022-10-20
55375,2922,10/15/2022,2022-10-20
56355,287,10/15/2022,2022-10-20
56085,3124,10/15/2022,2022-10-20
55117,31260,10/15/2022,2022-10-20
56137,557,10/15/2022,2022-10-20
56132,309,10/15/2022,2022-10-20
55112,33295,10/15/2022,2022-10-20
56399,5,10/15/2022,2022-10-20
55393,5,10/15/2022,2022-10-20
56560,25842,10/15/2022,2022-10-20
56282,701,10/15/2022,2022-10-20
55366,144,10/15/2022,2022-10-20
55418,24948,10/15/2022,2022-10-20
56438,1268,10/15/2022,2022-10-20
56335,98,10/15/2022,2022-10-20
55315,4785,10/15/2022,2022-10-20
56472,4541,10/15/2022,2022-10-20
56353,3936,10/15/2022,2022-10-20
55373,3445,10/15/2022,2022-10-20
56580,651,10/15/2022,2022-10-20
55742,142,10/15/2022,2022-10-20
56762,1321,10/15/2022,2022-10-20
55161,5,10/15/2022,2022-10-20
56141,160,10/15/2022,2022-10-20
56252,636,10/15/2022,2022-10-20
56481,794,10/15/2022,2022-10-20
56729,60,10/15/2022,2022-10-20
56024,2205,10/15/2022,2022-10-20
55709,2294,10/15/2022,2022-10-20
56670,1600,10/15/2022,2022-10-20
55083,16,10/15/2022,2022-10-20
56090,306,10/15/2022,2022-10-20
55105,22044,10/15/2022,2022-10-20
56628,958,10/15/2022,2022-10-20
56125,39,10/15/2022,2022-10-20
56686,432,10/15/2022,2022-10-20
55075,13792,10/15/2022,2022-10-20
56758,181,10/15/2022,2022-10-20
56055,2496,10/15/2022,2022-10-20
56214,337,10/15/2022,2022-10-20
56519,155,10/15/2022,2022-10-20
55946,1812,10/15/2022,2022-10-20
55974,1286,10/15/2022,2022-10-20
56226,109,10/15/2022,2022-10-20
55056,7493,10/15/2022,2022-10-20
55188,5,10/15/2022,2022-10-20
55302,3996,10/15/2022,2022-10-20
55307,1683,10/15/2022,2022-10-20
56327,436,10/15/2022,2022-10-20
56013,2545,10/15/2022,2022-10-20
55033,19324,10/15/2022,2022-10-20
55992,3265,10/15/2022,2022-10-20
55433,22023,10/15/2022,2022-10-20
55926,476,10/15/2022,2022-10-20
55487,13,10/15/2022,2022-10-20
55559,NA,10/15/2022,2022-10-20
56579,564,10/15/2022,2022-10-20
56274,88,10/15/2022,2022-10-20
56120,579,10/15/2022,2022-10-20
55057,17072,10/15/2022,2022-10-20
56098,951,10/15/2022,2022-10-20
56146,26,10/15/2022,2022-10-20
55166,5,10/15/2022,2022-10-20
55123,22378,10/15/2022,2022-10-20
55602,151,10/15/2022,2022-10-20
56165,187,10/15/2022,2022-10-20
55145,5,10/15/2022,2022-10-20
56668,154,10/15/2022,2022-10-20
56270,721,10/15/2022,2022-10-20
55483,5,10/15/2022,2022-10-20
55922,313,10/15/2022,2022-10-20
55927,2380,10/15/2022,2022-10-20
56578,480,10/15/2022,2022-10-20
56285,472,10/15/2022,2022-10-20
56588,304,10/15/2022,2022-10-20
56456,5,10/15/2022,2022-10-20
55037,2223,10/15/2022,2022-10-20
56017,1111,10/15/2022,2022-10-20
55342,967,10/15/2022,2022-10-20
55591,5,10/15/2022,2022-10-20
56362,2951,10/15/2022,2022-10-20
56367,3638,10/15/2022,2022-10-20
55347,25985,10/15/2022,2022-10-20
56072,1259,10/15/2022,2022-10-20
55052,1041,10/15/2022,2022-10-20
56263,239,10/15/2022,2022-10-20
55931,200,10/15/2022,2022-10-20
56542,1353,10/15/2022,2022-10-20
55071,3687,10/15/2022,2022-10-20
56051,368,10/15/2022,2022-10-20
55793,340,10/15/2022,2022-10-20
56160,119,10/15/2022,2022-10-20
55392,6,10/15/2022,2022-10-20
56561,98,10/15/2022,2022-10-20
55615,252,10/15/2022,2022-10-20
56138,318,10/15/2022,2022-10-20
55118,22400,10/15/2022,2022-10-20
55041,5008,10/15/2022,2022-10-20
56209,1137,10/15/2022,2022-10-20
55124,41859,10/15/2022,2022-10-20
55746,9653,10/15/2022,2022-10-20
56763,2452,10/15/2022,2022-10-20
56437,449,10/15/2022,2022-10-20
55417,21180,10/15/2022,2022-10-20
56331,876,10/15/2022,2022-10-20
55311,29541,10/15/2022,2022-10-20
56303,15638,10/15/2022,2022-10-20
55323,42,10/15/2022,2022-10-20
56319,665,10/15/2022,2022-10-20
55434,21308,10/15/2022,2022-10-20
55339,520,10/15/2022,2022-10-20
55397,1584,10/15/2022,2022-10-20
55950,96,10/15/2022,2022-10-20
55747,5,10/15/2022,2022-10-20
55113,32510,10/15/2022,2022-10-20
56178,943,10/15/2022,2022-10-20
56244,651,10/15/2022,2022-10-20
56549,2974,10/15/2022,2022-10-20
55396,1170,10/15/2022,2022-10-20
56565,40,10/15/2022,2022-10-20
55919,635,10/15/2022,2022-10-20
56546,166,10/15/2022,2022-10-20
55589,5,10/15/2022,2022-10-20
56477,981,10/15/2022,2022-10-20
55370,393,10/15/2022,2022-10-20
55802,2160,10/15/2022,2022-10-20
56583,104,10/15/2022,2022-10-20
56350,238,10/15/2022,2022-10-20
56573,4219,10/15/2022,2022-10-20
55380,5,10/15/2022,2022-10-20
55488,8,10/15/2022,2022-10-20
55929,785,10/15/2022,2022-10-20
55385,622,10/15/2022,2022-10-20
56576,502,10/15/2022,2022-10-20
56741,16,10/15/2022,2022-10-20
55910,841,10/15/2022,2022-10-20
55923,3137,10/15/2022,2022-10-20
56271,620,10/15/2022,2022-10-20
56093,6839,10/15/2022,2022-10-20
55751,780,10/15/2022,2022-10-20
56626,238,10/15/2022,2022-10-20
55606,232,10/15/2022,2022-10-20
56119,584,10/15/2022,2022-10-20
56181,531,10/15/2022,2022-10-20
55772,207,10/15/2022,2022-10-20
56073,11047,10/15/2022,2022-10-20
55053,569,10/15/2022,2022-10-20
56715,154,10/15/2022,2022-10-20
55735,803,10/15/2022,2022-10-20
55038,17293,10/15/2022,2022-10-20
55401,9231,10/15/2022,2022-10-20
56329,3246,10/15/2022,2022-10-20
55309,10203,10/15/2022,2022-10-20
55404,18154,10/15/2022,2022-10-20
55988,7,10/15/2022,2022-10-20
56304,9228,10/15/2022,2022-10-20
55429,19169,10/15/2022,2022-10-20
55324,675,10/15/2022,2022-10-20
56646,138,10/15/2022,2022-10-20
56180,746,10/15/2022,2022-10-20
55603,308,10/15/2022,2022-10-20
56623,1608,10/15/2022,2022-10-20
56531,991,10/15/2022,2022-10-20
55942,5,10/15/2022,2022-10-20
56210,17,10/15/2022,2022-10-20
56554,1602,10/15/2022,2022-10-20
55574,5,10/15/2022,2022-10-20
56387,4189,10/15/2022,2022-10-20
56647,303,10/15/2022,2022-10-20
55749,232,10/15/2022,2022-10-20
55044,45467,10/15/2022,2022-10-20
56733,265,10/15/2022,2022-10-20
55713,513,10/15/2022,2022-10-20
56388,5,10/15/2022,2022-10-20
55904,20683,10/15/2022,2022-10-20
56256,1524,10/15/2022,2022-10-20
56186,159,10/15/2022,2022-10-20
56058,3631,10/15/2022,2022-10-20
55078,8,10/15/2022,2022-10-20
56755,49,10/15/2022,2022-10-20
55775,750,10/15/2022,2022-10-20
56293,625,10/15/2022,2022-10-20
55460,5,10/15/2022,2022-10-20
56440,554,10/15/2022,2022-10-20
55377,26,10/15/2022,2022-10-20
56357,389,10/15/2022,2022-10-20
55805,6043,10/15/2022,2022-10-20
56584,764,10/15/2022,2022-10-20
56289,384,10/15/2022,2022-10-20
55398,8004,10/15/2022,2022-10-20
56266,806,10/15/2022,2022-10-20
55934,2243,10/15/2022,2022-10-20
55443,27343,10/15/2022,2022-10-20
56381,1367,10/15/2022,2022-10-20
55572,5,10/15/2022,2022-10-20
56552,242,10/15/2022,2022-10-20
55917,2008,10/15/2022,2022-10-20
56245,241,10/15/2022,2022-10-20
56548,425,10/15/2022,2022-10-20
55170,5,10/15/2022,2022-10-20
56150,1367,10/15/2022,2022-10-20
56453,299,10/15/2022,2022-10-20
56280,249,10/15/2022,2022-10-20
55473,5,10/15/2022,2022-10-20
56136,759,10/15/2022,2022-10-20
55116,20474,10/15/2022,2022-10-20
56661,424,10/15/2022,2022-10-20
55092,6281,10/15/2022,2022-10-20
56042,374,10/15/2022,2022-10-20
55803,13614,10/15/2022,2022-10-20
55371,7772,10/15/2022,2022-10-20
55025,15804,10/15/2022,2022-10-20
55338,586,10/15/2022,2022-10-20
56318,525,10/15/2022,2022-10-20
55435,11381,10/15/2022,2022-10-20
55314,754,10/15/2022,2022-10-20
55419,23332,10/15/2022,2022-10-20
56334,3485,10/15/2022,2022-10-20
55006,1653,10/15/2022,2022-10-20
56026,1041,10/15/2022,2022-10-20
56088,953,10/15/2022,2022-10-20
56156,3461,10/15/2022,2022-10-20
56317,19,10/15/2022,2022-10-20
55337,32833,10/15/2022,2022-10-20
55063,4786,10/15/2022,2022-10-20
56043,285,10/15/2022,2022-10-20
56501,10008,10/15/2022,2022-10-20
55973,150,10/15/2022,2022-10-20
56221,418,10/15/2022,2022-10-20
56529,2868,10/15/2022,2022-10-20
55976,5336,10/15/2022,2022-10-20
56224,126,10/15/2022,2022-10-20
55130,10945,10/15/2022,2022-10-20
56110,936,10/15/2022,2022-10-20
55085,249,10/15/2022,2022-10-20
56676,763,10/15/2022,2022-10-20
55177,5,10/15/2022,2022-10-20
56089,91,10/15/2022,2022-10-20
56157,394,10/15/2022,2022-10-20
56011,5297,10/15/2022,2022-10-20
55031,1059,10/15/2022,2022-10-20
56023,240,10/15/2022,2022-10-20
55003,2412,10/15/2022,2022-10-20
56174,192,10/15/2022,2022-10-20
56679,47,10/15/2022,2022-10-20
55787,272,10/15/2022,2022-10-20
55065,634,10/15/2022,2022-10-20
55768,1620,10/15/2022,2022-10-20
56748,320,10/15/2022,2022-10-20
56045,414,10/15/2022,2022-10-20
56379,9904,10/15/2022,2022-10-20
55454,4458,10/15/2022,2022-10-20
56474,1921,10/15/2022,2022-10-20
55359,4330,10/15/2022,2022-10-20
56294,33,10/15/2022,2022-10-20
56447,603,10/15/2022,2022-10-20
55467,5,10/15/2022,2022-10-20
56649,5251,10/15/2022,2022-10-20
55164,5,10/15/2022,2022-10-20
56144,477,10/15/2022,2022-10-20
