zip,people_complete,filed_date,report_date
55944,5263,12/24/2022,2022-12-29
56522,254,12/24/2022,2022-12-29
56527,379,12/24/2022,2022-12-29
55080,1306,12/24/2022,2022-12-29
56673,295,12/24/2022,2022-12-29
55403,12268,12/24/2022,2022-12-29
55431,15220,12/24/2022,2022-12-29
55990,548,12/24/2022,2022-12-29
56083,391,12/24/2022,2022-12-29
56650,317,12/24/2022,2022-12-29
56720,13,12/24/2022,2022-12-29
56046,49,12/24/2022,2022-12-29
55066,12751,12/24/2022,2022-12-29
56075,51,12/24/2022,2022-12-29
55758,74,12/24/2022,2022-12-29
55055,2659,12/24/2022,2022-12-29
55601,103,12/24/2022,2022-12-29
56621,1887,12/24/2022,2022-12-29
55808,3918,12/24/2022,2022-12-29
56284,965,12/24/2022,2022-12-29
56589,1052,12/24/2022,2022-12-29
56744,276,12/24/2022,2022-12-29
55069,2719,12/24/2022,2022-12-29
55764,228,12/24/2022,2022-12-29
56167,343,12/24/2022,2022-12-29
56556,459,12/24/2022,2022-12-29
55909,926,12/24/2022,2022-12-29
55576,5,12/24/2022,2022-12-29
56385,436,12/24/2022,2022-12-29
56277,1716,12/24/2022,2022-12-29
55389,1257,12/24/2022,2022-12-29
55925,668,12/24/2022,2022-12-29
55484,5,12/24/2022,2022-12-29
56543,138,12/24/2022,2022-12-29
55906,15787,12/24/2022,2022-12-29
55579,NA,12/24/2022,2022-12-29
55448,19139,12/24/2022,2022-12-29
55345,18212,12/24/2022,2022-12-29
56468,2935,12/24/2022,2022-12-29
56442,1860,12/24/2022,2022-12-29
56291,230,12/24/2022,2022-12-29
56737,403,12/24/2022,2022-12-29
55717,216,12/24/2022,2022-12-29
55712,258,12/24/2022,2022-12-29
56732,522,12/24/2022,2022-12-29
56680,92,12/24/2022,2022-12-29
55073,2268,12/24/2022,2022-12-29
56550,233,12/24/2022,2022-12-29
56035,282,12/24/2022,2022-12-29
56738,698,12/24/2022,2022-12-29
55718,2243,12/24/2022,2022-12-29
55424,9095,12/24/2022,2022-12-29
56309,751,12/24/2022,2022-12-29
55329,945,12/24/2022,2022-12-29
55985,952,12/24/2022,2022-12-29
56535,650,12/24/2022,2022-12-29
56134,178,12/24/2022,2022-12-29
56639,217,12/24/2022,2022-12-29
55114,3564,12/24/2022,2022-12-29
55126,22134,12/24/2022,2022-12-29
55949,1309,12/24/2022,2022-12-29
56516,156,12/24/2022,2022-12-29
56237,251,12/24/2022,2022-12-29
55965,1547,12/24/2022,2022-12-29
56551,1193,12/24/2022,2022-12-29
56382,622,12/24/2022,2022-12-29
55313,13258,12/24/2022,2022-12-29
56333,35,12/24/2022,2022-12-29
56336,807,12/24/2022,2022-12-29
55316,17256,12/24/2022,2022-12-29
56140,15,12/24/2022,2022-12-29
55983,826,12/24/2022,2022-12-29
55422,22106,12/24/2022,2022-12-29
56756,366,12/24/2022,2022-12-29
56688,50,12/24/2022,2022-12-29
56185,296,12/24/2022,2022-12-29
56041,615,12/24/2022,2022-12-29
56131,1349,12/24/2022,2022-12-29
55111,105,12/24/2022,2022-12-29
56078,248,12/24/2022,2022-12-29
55074,1161,12/24/2022,2022-12-29
56687,5,12/24/2022,2022-12-29
56054,482,12/24/2022,2022-12-29
56759,165,12/24/2022,2022-12-29
55779,2621,12/24/2022,2022-12-29
56398,5,12/24/2022,2022-12-29
56155,193,12/24/2022,2022-12-29
55175,6,12/24/2022,2022-12-29
56658,5,12/24/2022,2022-12-29
56220,1591,12/24/2022,2022-12-29
55972,3448,12/24/2022,2022-12-29
56577,6,12/24/2022,2022-12-29
55384,1200,12/24/2022,2022-12-29
56397,5,12/24/2022,2022-12-29
56544,2523,12/24/2022,2022-12-29
56249,155,12/24/2022,2022-12-29
55067,12,12/24/2022,2022-12-29
56047,26,12/24/2022,2022-12-29
56352,2980,12/24/2022,2022-12-29
55372,24210,12/24/2022,2022-12-29
56581,121,12/24/2022,2022-12-29
56113,134,12/24/2022,2022-12-29
55133,5,12/24/2022,2022-12-29
56022,39,12/24/2022,2022-12-29
55002,5,12/24/2022,2022-12-29
56371,49,12/24/2022,2022-12-29
55912,18843,12/24/2022,2022-12-29
56240,495,12/24/2022,2022-12-29
55021,18483,12/24/2022,2022-12-29
56001,30500,12/24/2022,2022-12-29
55439,8248,12/24/2022,2022-12-29
56314,455,12/24/2022,2022-12-29
55334,1589,12/24/2022,2022-12-29
55109,25791,12/24/2022,2022-12-29
56129,377,12/24/2022,2022-12-29
55604,3008,12/24/2022,2022-12-29
56173,92,12/24/2022,2022-12-29
55780,201,12/24/2022,2022-12-29
55954,844,12/24/2022,2022-12-29
56115,707,12/24/2022,2022-12-29
56241,2182,12/24/2022,2022-12-29
55327,4065,12/24/2022,2022-12-29
56307,2309,12/24/2022,2022-12-29
55406,28188,12/24/2022,2022-12-29
56262,486,12/24/2022,2022-12-29
56312,974,12/24/2022,2022-12-29
55332,1020,12/24/2022,2022-12-29
55328,5895,12/24/2022,2022-12-29
56308,15524,12/24/2022,2022-12-29
55425,7462,12/24/2022,2022-12-29
55771,790,12/24/2022,2022-12-29
56751,3248,12/24/2022,2022-12-29
55941,642,12/24/2022,2022-12-29
56065,1452,12/24/2022,2022-12-29
55045,4672,12/24/2022,2022-12-29
55748,740,12/24/2022,2022-12-29
55040,6259,12/24/2022,2022-12-29
56060,237,12/24/2022,2022-12-29
56164,3011,12/24/2022,2022-12-29
55797,997,12/24/2022,2022-12-29
56669,195,12/24/2022,2022-12-29
55144,15,12/24/2022,2022-12-29
56096,1730,12/24/2022,2022-12-29
56255,157,12/24/2022,2022-12-29
56267,4053,12/24/2022,2022-12-29
55935,603,12/24/2022,2022-12-29
55399,5,12/24/2022,2022-12-29
56666,733,12/24/2022,2022-12-29
55798,342,12/24/2022,2022-12-29
55777,5,12/24/2022,2022-12-29
56757,462,12/24/2022,2022-12-29
55346,14017,12/24/2022,2022-12-29
55595,5,12/24/2022,2022-12-29
55320,2605,12/24/2022,2022-12-29
56461,1577,12/24/2022,2022-12-29
55441,13596,12/24/2022,2022-12-29
55444,12534,12/24/2022,2022-12-29
55349,1983,12/24/2022,2022-12-29
56369,295,12/24/2022,2022-12-29
56464,1724,12/24/2022,2022-12-29
56711,64,12/24/2022,2022-12-29
55731,4094,12/24/2022,2022-12-29
56036,1007,12/24/2022,2022-12-29
55016,28880,12/24/2022,2022-12-29
55127,14882,12/24/2022,2022-12-29
55090,328,12/24/2022,2022-12-29
56663,104,12/24/2022,2022-12-29
55104,31241,12/24/2022,2022-12-29
56629,28,12/24/2022,2022-12-29
55609,298,12/24/2022,2022-12-29
55128,21210,12/24/2022,2022-12-29
55437,15465,12/24/2022,2022-12-29
55029,48,12/24/2022,2022-12-29
55724,538,12/24/2022,2022-12-29
56009,898,12/24/2022,2022-12-29
55381,1018,12/24/2022,2022-12-29
55552,NA,12/24/2022,2022-12-29
56572,3656,12/24/2022,2022-12-29
55306,11833,12/24/2022,2022-12-29
56326,684,12/24/2022,2022-12-29
56315,784,12/24/2022,2022-12-29
55438,13570,12/24/2022,2022-12-29
55335,891,12/24/2022,2022-12-29
56473,1780,12/24/2022,2022-12-29
56742,457,12/24/2022,2022-12-29
55750,1212,12/24/2022,2022-12-29
56520,1999,12/24/2022,2022-12-29
55087,196,12/24/2022,2022-12-29
55082,27404,12/24/2022,2022-12-29
56671,3005,12/24/2022,2022-12-29
56545,372,12/24/2022,2022-12-29
56396,NA,12/24/2022,2022-12-29
56248,403,12/24/2022,2022-12-29
56145,273,12/24/2022,2022-12-29
55165,5,12/24/2022,2022-12-29
55088,1002,12/24/2022,2022-12-29
56176,545,12/24/2022,2022-12-29
55785,113,12/24/2022,2022-12-29
56722,200,12/24/2022,2022-12-29
55702,318,12/24/2022,2022-12-29
56521,383,12/24/2022,2022-12-29
55991,805,12/24/2022,2022-12-29
55430,15967,12/24/2022,2022-12-29
56455,752,12/24/2022,2022-12-29
56358,1348,12/24/2022,2022-12-29
55378,23687,12/24/2022,2022-12-29
56374,5473,12/24/2022,2022-12-29
55354,1483,12/24/2022,2022-12-29
55459,7,12/24/2022,2022-12-29
56479,2532,12/24/2022,2022-12-29
56433,874,12/24/2022,2022-12-29
55413,10349,12/24/2022,2022-12-29
56726,725,12/24/2022,2022-12-29
55706,1176,12/24/2022,2022-12-29
56723,513,12/24/2022,2022-12-29
55703,384,12/24/2022,2022-12-29
55120,4061,12/24/2022,2022-12-29
56541,29,12/24/2022,2022-12-29
56139,222,12/24/2022,2022-12-29
55614,1504,12/24/2022,2022-12-29
56634,609,12/24/2022,2022-12-29
55119,30164,12/24/2022,2022-12-29
56631,5,12/24/2022,2022-12-29
56524,439,12/24/2022,2022-12-29
56229,919,12/24/2022,2022-12-29
55018,610,12/24/2022,2022-12-29
56735,407,12/24/2022,2022-12-29
56014,390,12/24/2022,2022-12-29
55416,27226,12/24/2022,2022-12-29
56436,5,12/24/2022,2022-12-29
56037,893,12/24/2022,2022-12-29
55017,322,12/24/2022,2022-12-29
55590,5,12/24/2022,2022-12-29
56363,83,12/24/2022,2022-12-29
55343,19303,12/24/2022,2022-12-29
55968,67,12/24/2022,2022-12-29
56537,9963,12/24/2022,2022-12-29
56681,152,12/24/2022,2022-12-29
56052,391,12/24/2022,2022-12-29
55072,1589,12/24/2022,2022-12-29
56452,1356,12/24/2022,2022-12-29
55472,7,12/24/2022,2022-12-29
56281,275,12/24/2022,2022-12-29
56230,403,12/24/2022,2022-12-29
55962,444,12/24/2022,2022-12-29
55967,550,12/24/2022,2022-12-29
56235,311,12/24/2022,2022-12-29
56538,53,12/24/2022,2022-12-29
56161,203,12/24/2022,2022-12-29
55792,5609,12/24/2022,2022-12-29
56667,366,12/24/2022,2022-12-29
56158,183,12/24/2022,2022-12-29
56655,1024,12/24/2022,2022-12-29
56142,522,12/24/2022,2022-12-29
55012,1108,12/24/2022,2022-12-29
56032,130,12/24/2022,2022-12-29
56187,9433,12/24/2022,2022-12-29
55079,4753,12/24/2022,2022-12-29
56754,265,12/24/2022,2022-12-29
55963,3831,12/24/2022,2022-12-29
56231,199,12/24/2022,2022-12-29
55348,13,12/24/2022,2022-12-29
55445,10044,12/24/2022,2022-12-29
56368,2412,12/24/2022,2022-12-29
56465,1271,12/24/2022,2022-12-29
56448,307,12/24/2022,2022-12-29
55468,5,12/24/2022,2022-12-29
56345,7686,12/24/2022,2022-12-29
55365,5,12/24/2022,2022-12-29
55076,15805,12/24/2022,2022-12-29
56056,49,12/24/2022,2022-12-29
56685,86,12/24/2022,2022-12-29
55303,31005,12/24/2022,2022-12-29
56323,248,12/24/2022,2022-12-29
55732,761,12/24/2022,2022-12-29
56033,172,12/24/2022,2022-12-29
55013,4275,12/24/2022,2022-12-29
56222,975,12/24/2022,2022-12-29
55970,558,12/24/2022,2022-12-29
55903,419,12/24/2022,2022-12-29
56251,461,12/24/2022,2022-12-29
56482,3154,12/24/2022,2022-12-29
55030,558,12/24/2022,2022-12-29
56010,573,12/24/2022,2022-12-29
56121,277,12/24/2022,2022-12-29
55101,5725,12/24/2022,2022-12-29
55005,2451,12/24/2022,2022-12-29
56025,259,12/24/2022,2022-12-29
55708,613,12/24/2022,2022-12-29
56728,880,12/24/2022,2022-12-29
56020,68,12/24/2022,2022-12-29
55945,775,12/24/2022,2022-12-29
56019,401,12/24/2022,2022-12-29
56714,527,12/24/2022,2022-12-29
55734,3597,12/24/2022,2022-12-29
56727,380,12/24/2022,2022-12-29
55707,2081,12/24/2022,2022-12-29
56316,666,12/24/2022,2022-12-29
55336,4621,12/24/2022,2022-12-29
55975,2581,12/24/2022,2022-12-29
56227,130,12/24/2022,2022-12-29
55350,10952,12/24/2022,2022-12-29
56591,192,12/24/2022,2022-12-29
55810,6273,12/24/2022,2022-12-29
56342,1527,12/24/2022,2022-12-29
55362,10959,12/24/2022,2022-12-29
55956,1181,12/24/2022,2022-12-29
56525,44,12/24/2022,2022-12-29
56228,422,12/24/2022,2022-12-29
56243,683,12/24/2022,2022-12-29
55784,60,12/24/2022,2022-12-29
56177,5,12/24/2022,2022-12-29
55089,1075,12/24/2022,2022-12-29
56172,1790,12/24/2022,2022-12-29
55781,517,12/24/2022,2022-12-29
56652,213,12/24/2022,2022-12-29
56081,3636,12/24/2022,2022-12-29
56310,2673,12/24/2022,2022-12-29
55330,25371,12/24/2022,2022-12-29
55769,1222,12/24/2022,2022-12-29
56044,1149,12/24/2022,2022-12-29
55957,367,12/24/2022,2022-12-29
56478,5,12/24/2022,2022-12-29
55458,191,12/24/2022,2022-12-29
55355,5221,12/24/2022,2022-12-29
56375,379,12/24/2022,2022-12-29
55047,1836,12/24/2022,2022-12-29
55766,17,12/24/2022,2022-12-29
55804,12311,12/24/2022,2022-12-29
56288,2891,12/24/2022,2022-12-29
55376,11680,12/24/2022,2022-12-29
56356,138,12/24/2022,2022-12-29
56585,581,12/24/2022,2022-12-29
56002,146,12/24/2022,2022-12-29
55331,16076,12/24/2022,2022-12-29
56311,369,12/24/2022,2022-12-29
56568,82,12/24/2022,2022-12-29
56265,4256,12/24/2022,2022-12-29
55720,11674,12/24/2022,2022-12-29
55951,795,12/24/2022,2022-12-29
56116,223,12/24/2022,2022-12-29
56601,18851,12/24/2022,2022-12-29
55710,794,12/24/2022,2022-12-29
55115,6873,12/24/2022,2022-12-29
55024,23156,12/24/2022,2022-12-29
55733,3661,12/24/2022,2022-12-29
56713,468,12/24/2022,2022-12-29
55987,21404,12/24/2022,2022-12-29
55426,20099,12/24/2022,2022-12-29
55125,35124,12/24/2022,2022-12-29
55440,195,12/24/2022,2022-12-29
55317,17807,12/24/2022,2022-12-29
56514,2230,12/24/2022,2022-12-29
56219,449,12/24/2022,2022-12-29
56553,122,12/24/2022,2022-12-29
56143,2425,12/24/2022,2022-12-29
56662,397,12/24/2022,2022-12-29
56570,579,12/24/2022,2022-12-29
55383,5,12/24/2022,2022-12-29
55420,16982,12/24/2022,2022-12-29
55981,2826,12/24/2022,2022-12-29
Unknown/missing,5892,12/24/2022,2022-12-29
56641,199,12/17/2022,2022-12-22
56515,1821,12/17/2022,2022-12-22
56218,272,12/17/2022,2022-12-22
55077,10307,12/17/2022,2022-12-22
56684,177,12/17/2022,2022-12-22
56057,2354,12/17/2022,2022-12-22
55757,484,12/17/2022,2022-12-22
55752,224,12/17/2022,2022-12-22
56446,614,12/17/2022,2022-12-22
56295,139,12/17/2022,2022-12-22
56320,4763,12/17/2022,2022-12-22
56401,15700,12/17/2022,2022-12-22
55421,21268,12/17/2022,2022-12-22
56547,1523,12/17/2022,2022-12-22
55918,576,12/17/2022,2022-12-22
55555,14,12/17/2022,2022-12-22
56575,371,12/17/2022,2022-12-22
55386,7324,12/17/2022,2022-12-22
56278,1677,12/17/2022,2022-12-22
55402,668,12/17/2022,2022-12-22
55102,14949,12/17/2022,2022-12-22
56122,263,12/17/2022,2022-12-22
56111,190,12/17/2022,2022-12-22
55432,22122,12/17/2022,2022-12-22
56128,967,12/17/2022,2022-12-22
55108,12207,12/17/2022,2022-12-22
55605,398,12/17/2022,2022-12-22
56003,10943,12/17/2022,2022-12-22
56029,386,12/17/2022,2022-12-22
55009,5149,12/17/2022,2022-12-22
56724,76,12/17/2022,2022-12-22
55704,503,12/17/2022,2022-12-22
56118,187,12/17/2022,2022-12-22
55379,33782,12/17/2022,2022-12-22
56287,42,12/17/2022,2022-12-22
56359,1896,12/17/2022,2022-12-22
55474,8,12/17/2022,2022-12-22
55407,28968,12/17/2022,2022-12-22
55616,4834,12/17/2022,2022-12-22
56636,2741,12/17/2022,2022-12-22
56117,204,12/17/2022,2022-12-22
55979,444,12/17/2022,2022-12-22
56080,403,12/17/2022,2022-12-22
56653,629,12/17/2022,2022-12-22
56540,1018,12/17/2022,2022-12-22
56260,412,12/17/2022,2022-12-22
55932,1266,12/17/2022,2022-12-22
55319,2906,12/17/2022,2022-12-22
56434,60,12/17/2022,2022-12-22
55414,19035,12/17/2022,2022-12-22
56339,571,12/17/2022,2022-12-22
55171,5,12/17/2022,2022-12-22
56151,448,12/17/2022,2022-12-22
56637,137,12/17/2022,2022-12-22
55767,2870,12/17/2022,2022-12-22
55070,4012,12/17/2022,2022-12-22
56050,914,12/17/2022,2022-12-22
56683,358,12/17/2022,2022-12-22
55042,10218,12/17/2022,2022-12-22
56062,1839,12/17/2022,2022-12-22
55744,11999,12/17/2022,2022-12-22
56069,2570,12/17/2022,2022-12-22
55049,1493,12/17/2022,2022-12-22
55410,18552,12/17/2022,2022-12-22
55318,21708,12/17/2022,2022-12-22
55415,4197,12/17/2022,2022-12-22
56435,1185,12/17/2022,2022-12-22
56338,779,12/17/2022,2022-12-22
56389,36,12/17/2022,2022-12-22
55905,164,12/17/2022,2022-12-22
56257,250,12/17/2022,2022-12-22
56484,2333,12/17/2022,2022-12-22
56657,247,12/17/2022,2022-12-22
56084,5,12/17/2022,2022-12-22
55312,791,12/17/2022,2022-12-22
56332,722,12/17/2022,2022-12-22
56566,309,12/17/2022,2022-12-22
55395,1485,12/17/2022,2022-12-22
55939,1094,12/17/2022,2022-12-22
55612,479,12/17/2022,2022-12-22
55961,241,12/17/2022,2022-12-22
55322,2176,12/17/2022,2022-12-22
56302,214,12/17/2022,2022-12-22
55110,28474,12/17/2022,2022-12-22
55301,7121,12/17/2022,2022-12-22
56321,387,12/17/2022,2022-12-22
55014,19554,12/17/2022,2022-12-22
56034,326,12/17/2022,2022-12-22
55719,3005,12/17/2022,2022-12-22
56031,6724,12/17/2022,2022-12-22
55011,5818,12/17/2022,2022-12-22
55816,165,12/17/2022,2022-12-22
56344,30,12/17/2022,2022-12-22
56449,769,12/17/2022,2022-12-22
55364,10582,12/17/2022,2022-12-22
55725,94,12/17/2022,2022-12-22
55106,39351,12/17/2022,2022-12-22
55103,8647,12/17/2022,2022-12-22
56123,284,12/17/2022,2022-12-22
55964,2824,12/17/2022,2022-12-22
56236,193,12/17/2022,2022-12-22
55382,1929,12/17/2022,2022-12-22
56571,1222,12/17/2022,2022-12-22
55902,22762,12/17/2022,2022-12-22
55947,5675,12/17/2022,2022-12-22
56518,144,12/17/2022,2022-12-22
56215,2548,12/17/2022,2022-12-22
55304,31896,12/17/2022,2022-12-22
56324,565,12/17/2022,2022-12-22
55409,10071,12/17/2022,2022-12-22
55480,7,12/17/2022,2022-12-22
56273,2711,12/17/2022,2022-12-22
55921,2659,12/17/2022,2022-12-22
55107,10159,12/17/2022,2022-12-22
56127,186,12/17/2022,2022-12-22
55753,531,12/17/2022,2022-12-22
55760,1728,12/17/2022,2022-12-22
56740,6,12/17/2022,2022-12-22
56340,813,12/17/2022,2022-12-22
56593,9,12/17/2022,2022-12-22
55812,6053,12/17/2022,2022-12-22
55360,1806,12/17/2022,2022-12-22
55054,1372,12/17/2022,2022-12-22
56074,1212,12/17/2022,2022-12-22
56071,7890,12/17/2022,2022-12-22
55051,5050,12/17/2022,2022-12-22
56325,87,12/17/2022,2022-12-22
55408,24770,12/17/2022,2022-12-22
55305,16855,12/17/2022,2022-12-22
55155,9,12/17/2022,2022-12-22
55786,132,12/17/2022,2022-12-22
56175,1698,12/17/2022,2022-12-22
56678,509,12/17/2022,2022-12-22
56147,80,12/17/2022,2022-12-22
56276,133,12/17/2022,2022-12-22
55388,3439,12/17/2022,2022-12-22
55485,NA,12/17/2022,2022-12-22
55924,709,12/17/2022,2022-12-22
56510,1460,12/17/2022,2022-12-22
56523,226,12/17/2022,2022-12-22
55357,2104,12/17/2022,2022-12-22
56377,13302,12/17/2022,2022-12-22
55121,7131,12/17/2022,2022-12-22
56101,3677,12/17/2022,2022-12-22
56212,209,12/17/2022,2022-12-22
55940,1617,12/17/2022,2022-12-22
56431,5375,12/17/2022,2022-12-22
55411,16819,12/17/2022,2022-12-22
55020,2471,12/17/2022,2022-12-22
56721,6196,12/17/2022,2022-12-22
55046,3240,12/17/2022,2022-12-22
55738,285,12/17/2022,2022-12-22
55722,662,12/17/2022,2022-12-22
55613,149,12/17/2022,2022-12-22
56633,2943,12/17/2022,2022-12-22
56619,423,12/17/2022,2022-12-22
56114,154,12/17/2022,2022-12-22
55933,133,12/17/2022,2022-12-22
55936,1134,12/17/2022,2022-12-22
56264,1113,12/17/2022,2022-12-22
56569,726,12/17/2022,2022-12-22
56208,1165,12/17/2022,2022-12-22
55026,338,12/17/2022,2022-12-22
56006,5,12/17/2022,2022-12-22
55390,1626,12/17/2022,2022-12-22
56563,100,12/17/2022,2022-12-22
56152,678,12/17/2022,2022-12-22
56063,2042,12/17/2022,2022-12-22
55043,2370,12/17/2022,2022-12-22
55442,10376,12/17/2022,2022-12-22
55470,9,12/17/2022,2022-12-22
56450,719,12/17/2022,2022-12-22
56283,3807,12/17/2022,2022-12-22
55060,18444,12/17/2022,2022-12-22
55741,1858,12/17/2022,2022-12-22
56761,195,12/17/2022,2022-12-22
56007,12975,12/17/2022,2022-12-22
55027,1693,12/17/2022,2022-12-22
56168,472,12/17/2022,2022-12-22
56660,116,12/17/2022,2022-12-22
55436,12340,12/17/2022,2022-12-22
56659,82,12/17/2022,2022-12-22
55952,1436,12/17/2022,2022-12-22
56517,110,12/17/2022,2022-12-22
55447,16520,12/17/2022,2022-12-22
56467,1362,12/17/2022,2022-12-22
56223,677,12/17/2022,2022-12-22
55971,2011,12/17/2022,2022-12-22
56502,286,12/17/2022,2022-12-22
56297,383,12/17/2022,2022-12-22
55369,28899,12/17/2022,2022-12-22
56349,413,12/17/2022,2022-12-22
56444,1805,12/17/2022,2022-12-22
55730,7,12/17/2022,2022-12-22
56710,220,12/17/2022,2022-12-22
55982,237,12/17/2022,2022-12-22
55423,28335,12/17/2022,2022-12-22
55756,261,12/17/2022,2022-12-22
55001,2231,12/17/2022,2022-12-22
56021,707,12/17/2022,2022-12-22
55032,1828,12/17/2022,2022-12-22
56511,1112,12/17/2022,2022-12-22
55129,25508,12/17/2022,2022-12-22
56296,1191,12/17/2022,2022-12-22
55368,1307,12/17/2022,2022-12-22
56574,155,12/17/2022,2022-12-22
55387,10162,12/17/2022,2022-12-22
55554,5,12/17/2022,2022-12-22
56279,571,12/17/2022,2022-12-22
55607,90,12/17/2022,2022-12-22
56627,155,12/17/2022,2022-12-22
56716,4787,12/17/2022,2022-12-22
55736,806,12/17/2022,2022-12-22
56557,1501,12/17/2022,2022-12-22
56384,133,12/17/2022,2022-12-22
56091,188,12/17/2022,2022-12-22
56341,30,12/17/2022,2022-12-22
56592,170,12/17/2022,2022-12-22
55361,19,12/17/2022,2022-12-22
56372,5,12/17/2022,2022-12-22
55352,5931,12/17/2022,2022-12-22
55405,11416,12/17/2022,2022-12-22
55308,4515,12/17/2022,2022-12-22
56425,5294,12/17/2022,2022-12-22
56328,51,12/17/2022,2022-12-22
56183,730,12/17/2022,2022-12-22
56750,1461,12/17/2022,2022-12-22
56443,818,12/17/2022,2022-12-22
56082,8683,12/17/2022,2022-12-22
56651,259,12/17/2022,2022-12-22
55783,1442,12/17/2022,2022-12-22
56170,260,12/17/2022,2022-12-22
55150,164,12/17/2022,2022-12-22
55019,1600,12/17/2022,2022-12-22
56734,227,12/17/2022,2022-12-22
56039,428,12/17/2022,2022-12-22
56644,311,12/17/2022,2022-12-22
55169,5,12/17/2022,2022-12-22
56097,1962,12/17/2022,2022-12-22
56149,536,12/17/2022,2022-12-22
56153,103,12/17/2022,2022-12-22
55955,1949,12/17/2022,2022-12-22
56207,144,12/17/2022,2022-12-22
55068,23440,12/17/2022,2022-12-22
56048,2358,12/17/2022,2022-12-22
55765,424,12/17/2022,2022-12-22
56533,173,12/17/2022,2022-12-22
56536,260,12/17/2022,2022-12-22
55969,719,12/17/2022,2022-12-22
55479,8,12/17/2022,2022-12-22
56587,978,12/17/2022,2022-12-22
56459,25,12/17/2022,2022-12-22
55806,5772,12/17/2022,2022-12-22
56354,777,12/17/2022,2022-12-22
55374,10886,12/17/2022,2022-12-22
55412,14388,12/17/2022,2022-12-22
55333,405,12/17/2022,2022-12-22
56313,22,12/17/2022,2022-12-22
55723,1545,12/17/2022,2022-12-22
56731,57,12/17/2022,2022-12-22
55711,407,12/17/2022,2022-12-22
55310,845,12/17/2022,2022-12-22
56330,681,12/17/2022,2022-12-22
56201,13889,12/17/2022,2022-12-22
55953,496,12/17/2022,2022-12-22
56630,1241,12/17/2022,2022-12-22
55807,6626,12/17/2022,2022-12-22
55478,7,12/17/2022,2022-12-22
56458,213,12/17/2022,2022-12-22
56586,976,12/17/2022,2022-12-22
55375,2932,12/17/2022,2022-12-22
56355,293,12/17/2022,2022-12-22
56085,3118,12/17/2022,2022-12-22
55117,31407,12/17/2022,2022-12-22
56137,554,12/17/2022,2022-12-22
56132,305,12/17/2022,2022-12-22
55112,33511,12/17/2022,2022-12-22
56399,5,12/17/2022,2022-12-22
55393,5,12/17/2022,2022-12-22
56560,26313,12/17/2022,2022-12-22
56282,708,12/17/2022,2022-12-22
55366,141,12/17/2022,2022-12-22
55418,25073,12/17/2022,2022-12-22
56438,1261,12/17/2022,2022-12-22
56335,97,12/17/2022,2022-12-22
55315,4849,12/17/2022,2022-12-22
56472,4543,12/17/2022,2022-12-22
56353,3916,12/17/2022,2022-12-22
55373,3463,12/17/2022,2022-12-22
56580,656,12/17/2022,2022-12-22
55742,142,12/17/2022,2022-12-22
56762,1318,12/17/2022,2022-12-22
55161,5,12/17/2022,2022-12-22
56141,160,12/17/2022,2022-12-22
56252,639,12/17/2022,2022-12-22
56481,789,12/17/2022,2022-12-22
56729,59,12/17/2022,2022-12-22
56024,2222,12/17/2022,2022-12-22
55709,2284,12/17/2022,2022-12-22
56670,1615,12/17/2022,2022-12-22
55083,16,12/17/2022,2022-12-22
56090,308,12/17/2022,2022-12-22
55105,22340,12/17/2022,2022-12-22
56628,967,12/17/2022,2022-12-22
56125,36,12/17/2022,2022-12-22
56686,429,12/17/2022,2022-12-22
55075,13848,12/17/2022,2022-12-22
56758,179,12/17/2022,2022-12-22
56055,2484,12/17/2022,2022-12-22
56214,340,12/17/2022,2022-12-22
56519,155,12/17/2022,2022-12-22
55946,1791,12/17/2022,2022-12-22
55974,1292,12/17/2022,2022-12-22
56226,111,12/17/2022,2022-12-22
55056,7526,12/17/2022,2022-12-22
55188,5,12/17/2022,2022-12-22
55302,4013,12/17/2022,2022-12-22
55307,1680,12/17/2022,2022-12-22
56327,434,12/17/2022,2022-12-22
56013,2551,12/17/2022,2022-12-22
55033,19351,12/17/2022,2022-12-22
55992,3289,12/17/2022,2022-12-22
55433,22028,12/17/2022,2022-12-22
55926,474,12/17/2022,2022-12-22
55487,12,12/17/2022,2022-12-22
55559,NA,12/17/2022,2022-12-22
56579,559,12/17/2022,2022-12-22
56274,85,12/17/2022,2022-12-22
56120,579,12/17/2022,2022-12-22
55057,17098,12/17/2022,2022-12-22
56098,932,12/17/2022,2022-12-22
56146,26,12/17/2022,2022-12-22
55166,5,12/17/2022,2022-12-22
55123,22547,12/17/2022,2022-12-22
55602,148,12/17/2022,2022-12-22
56165,190,12/17/2022,2022-12-22
55145,5,12/17/2022,2022-12-22
56668,156,12/17/2022,2022-12-22
56270,716,12/17/2022,2022-12-22
55483,5,12/17/2022,2022-12-22
55922,314,12/17/2022,2022-12-22
55927,2376,12/17/2022,2022-12-22
56578,471,12/17/2022,2022-12-22
56285,467,12/17/2022,2022-12-22
56588,303,12/17/2022,2022-12-22
56456,5,12/17/2022,2022-12-22
55037,2227,12/17/2022,2022-12-22
56017,1110,12/17/2022,2022-12-22
55342,966,12/17/2022,2022-12-22
55591,5,12/17/2022,2022-12-22
56362,2952,12/17/2022,2022-12-22
56367,3616,12/17/2022,2022-12-22
55347,26264,12/17/2022,2022-12-22
56072,1273,12/17/2022,2022-12-22
55052,1031,12/17/2022,2022-12-22
56263,239,12/17/2022,2022-12-22
