date,day,new_hosp,new_icu,new_deaths,new_cases,new_nonicu,cases_complete,deaths_complete
2023-02-23,Thursday,48.57142857142857,7.285714285714286,6.142857142857143,564.8571428571429,41.285714285714285,TRUE,TRUE
2023-02-24,Friday,49,6.428571428571429,6.571428571428571,563.4285714285714,42.57142857142857,TRUE,TRUE
2023-02-25,Saturday,50.285714285714285,6.571428571428571,6.285714285714286,564.2857142857143,43.714285714285715,TRUE,TRUE
2023-02-26,Sunday,48.857142857142854,5.571428571428571,6.571428571428571,553.2857142857143,43.285714285714285,TRUE,TRUE
2023-02-27,Monday,47,5.428571428571429,6.571428571428571,560.1428571428571,41.57142857142857,TRUE,TRUE
2023-02-28,Tuesday,48.57142857142857,5.285714285714286,7.142857142857143,541.2857142857143,43.285714285714285,TRUE,TRUE
2023-03-01,Wednesday,47.285714285714285,5.285714285714286,7,526.7142857142857,42,TRUE,TRUE
2023-03-02,Thursday,47.57142857142857,5.857142857142857,7.428571428571429,545.2857142857143,41.714285714285715,TRUE,TRUE
2023-03-03,Friday,49,7.571428571428571,7.428571428571429,515.8571428571429,41.42857142857143,TRUE,TRUE
2023-03-04,Saturday,49.42857142857143,8,7.285714285714286,506.85714285714283,41.42857142857143,TRUE,TRUE
2023-03-05,Sunday,49.714285714285715,9.285714285714286,7.857142857142857,501,40.42857142857143,TRUE,TRUE
2023-03-06,Monday,47.857142857142854,9.428571428571429,7.571428571428571,466.57142857142856,38.42857142857143,TRUE,TRUE
2023-03-07,Tuesday,46.142857142857146,8.857142857142858,7.428571428571429,448.57142857142856,37.285714285714285,TRUE,TRUE
2023-03-08,Wednesday,45.42857142857143,8.428571428571429,7.142857142857143,449.57142857142856,37,TRUE,TRUE
2023-03-09,Thursday,45.714285714285715,8,6.428571428571429,439.42857142857144,37.714285714285715,TRUE,TRUE
2023-03-10,Friday,42.57142857142857,6.571428571428571,6,428.57142857142856,36,TRUE,TRUE
2023-03-11,Saturday,41.714285714285715,5.857142857142857,6.571428571428571,419.42857142857144,35.857142857142854,TRUE,TRUE
2023-03-12,Sunday,40.285714285714285,4.714285714285714,6.428571428571429,412.42857142857144,35.57142857142857,TRUE,TRUE
2023-03-13,Monday,40.142857142857146,4.428571428571429,7,410.7142857142857,35.714285714285715,TRUE,TRUE
2023-03-14,Tuesday,40.57142857142857,4.571428571428571,6.714285714285714,410.85714285714283,36,TRUE,TRUE
2023-03-15,Wednesday,40.57142857142857,5,5.857142857142857,396.2857142857143,35.57142857142857,TRUE,TRUE
2023-03-16,Thursday,38.57142857142857,4.571428571428571,5.857142857142857,389.14285714285717,34,TRUE,TRUE
2023-03-17,Friday,36.42857142857143,4.285714285714286,6.428571428571429,375.7142857142857,32.142857142857146,TRUE,TRUE
2023-03-18,Saturday,34.42857142857143,4,6.285714285714286,369.14285714285717,30.428571428571427,TRUE,TRUE
2023-03-19,Sunday,34.57142857142857,3.7142857142857144,6.142857142857143,363.7142857142857,30.857142857142858,TRUE,TRUE
2023-03-20,Monday,34.57142857142857,4.285714285714286,5.428571428571429,350.2857142857143,30.285714285714285,TRUE,TRUE
2023-03-21,Tuesday,32.714285714285715,4.714285714285714,5.571428571428571,337.57142857142856,28,TRUE,TRUE
2023-03-22,Wednesday,32.42857142857143,4.285714285714286,5.714285714285714,333,28.142857142857142,TRUE,TRUE
2023-03-23,Thursday,31.714285714285715,4.571428571428571,5.714285714285714,326.85714285714283,27.142857142857142,TRUE,TRUE
2023-03-24,Friday,31.857142857142858,4.857142857142857,6,327.42857142857144,27,TRUE,TRUE
2023-03-25,Saturday,33,5.142857142857143,5.285714285714286,325,27.857142857142858,TRUE,TRUE
2023-03-26,Sunday,32.142857142857146,5.285714285714286,5.142857142857143,329,26.857142857142858,TRUE,TRUE
2023-03-27,Monday,30.857142857142858,5,5.285714285714286,323.42857142857144,25.857142857142858,TRUE,TRUE
2023-03-28,Tuesday,30.142857142857142,4.285714285714286,4.857142857142857,318.85714285714283,25.857142857142858,TRUE,TRUE
2023-03-29,Wednesday,31.142857142857142,4.571428571428571,4.857142857142857,311.85714285714283,26.571428571428573,TRUE,TRUE
2023-03-30,Thursday,32.57142857142857,4.428571428571429,4.714285714285714,304.42857142857144,28.142857142857142,TRUE,TRUE
2023-03-31,Friday,33.857142857142854,4.428571428571429,3.5714285714285716,299.57142857142856,29.428571428571427,TRUE,TRUE
2023-04-01,Saturday,33.42857142857143,4.285714285714286,3.857142857142857,298.14285714285717,29.142857142857142,TRUE,TRUE
2023-04-02,Sunday,34.142857142857146,4.142857142857143,4,291.42857142857144,30,TRUE,TRUE
