date,reinfections_confirmed,reinfections_probable,total_reinfections,report_date,new_reinfections,newly_reported_reinf
2020-06-29,1,0,1,2021-11-01,1,1
2020-06-30,0,0,1,2021-11-01,0,0
2020-07-01,0,0,1,2021-11-01,0,0
2020-07-02,0,0,1,2021-11-01,0,0
2020-07-03,0,0,1,2021-11-01,0,0
2020-07-04,0,0,1,2021-11-01,0,0
2020-07-05,0,0,1,2021-11-01,0,0
2020-07-06,0,0,1,2021-11-01,0,0
2020-07-07,0,0,1,2021-11-01,0,0
2020-07-08,1,0,2,2021-11-01,1,1
2020-07-09,0,0,2,2021-11-01,0,0
2020-07-10,2,0,4,2021-11-01,2,2
2020-07-11,0,0,4,2021-11-01,0,0
2020-07-12,0,0,4,2021-11-01,0,0
2020-07-13,0,0,4,2021-11-01,0,0
2020-07-14,1,0,5,2021-11-01,1,1
2020-07-15,1,0,6,2021-11-01,1,1
2020-07-16,0,0,6,2021-11-01,0,0
2020-07-17,1,0,7,2021-11-01,1,1
2020-07-18,1,0,8,2021-11-01,1,1
2020-07-19,0,0,8,2021-11-01,0,0
2020-07-20,0,0,8,2021-11-01,0,0
2020-07-21,1,0,9,2021-11-01,1,1
2020-07-22,2,0,11,2021-11-01,2,2
2020-07-23,1,0,12,2021-11-01,1,1
2020-07-24,0,0,12,2021-11-01,0,0
2020-07-25,2,0,14,2021-11-01,2,2
2020-07-26,0,0,14,2021-11-01,0,0
2020-07-27,2,0,16,2021-11-01,2,2
2020-07-28,2,0,18,2021-11-01,2,2
2020-07-29,0,0,18,2021-11-01,0,0
2020-07-30,2,0,20,2021-11-01,2,2
2020-07-31,0,0,20,2021-11-01,0,0
2020-08-01,2,0,22,2021-11-01,2,2
2020-08-02,0,0,22,2021-11-01,0,0
2020-08-03,3,0,25,2021-11-01,3,3
2020-08-04,2,0,27,2021-11-01,2,2
2020-08-05,5,0,32,2021-11-01,5,5
2020-08-06,1,0,33,2021-11-01,1,1
2020-08-07,2,0,35,2021-11-01,2,2
2020-08-08,1,0,36,2021-11-01,1,1
2020-08-09,1,0,37,2021-11-01,1,1
2020-08-10,2,0,39,2021-11-01,2,2
2020-08-11,1,0,40,2021-11-01,1,1
2020-08-12,7,0,47,2021-11-01,7,7
2020-08-13,4,0,51,2021-11-01,4,4
2020-08-14,1,0,52,2021-11-01,1,1
2020-08-15,0,0,52,2021-11-01,0,0
2020-08-16,1,0,53,2021-11-01,1,1
2020-08-17,7,0,60,2021-11-01,7,7
2020-08-18,2,0,62,2021-11-01,2,2
2020-08-19,5,0,67,2021-11-01,5,5
2020-08-20,4,0,71,2021-11-01,4,4
2020-08-21,8,0,79,2021-11-01,8,8
2020-08-22,5,0,84,2021-11-01,5,5
2020-08-23,1,0,85,2021-11-01,1,1
2020-08-24,3,0,88,2021-11-01,3,3
2020-08-25,3,0,91,2021-11-01,3,3
2020-08-26,1,0,92,2021-11-01,1,1
2020-08-27,2,0,94,2021-11-01,2,2
2020-08-28,4,0,98,2021-11-01,4,4
2020-08-29,2,0,100,2021-11-01,2,2
2020-08-30,0,0,100,2021-11-01,0,0
2020-08-31,3,0,103,2021-11-01,3,3
2020-09-01,3,0,106,2021-11-01,3,3
2020-09-02,5,0,111,2021-11-01,5,5
2020-09-03,6,0,117,2021-11-01,6,6
2020-09-04,3,0,120,2021-11-01,3,3
2020-09-05,0,0,120,2021-11-01,0,0
2020-09-06,0,0,120,2021-11-01,0,0
2020-09-07,1,0,121,2021-11-01,1,1
2020-09-08,2,0,123,2021-11-01,2,2
2020-09-09,7,0,130,2021-11-01,7,7
2020-09-10,1,0,131,2021-11-01,1,1
2020-09-11,4,0,135,2021-11-01,4,4
2020-09-12,1,0,136,2021-11-01,1,1
2020-09-13,0,0,136,2021-11-01,0,0
2020-09-14,1,0,137,2021-11-01,1,1
2020-09-15,5,0,142,2021-11-01,5,5
2020-09-16,3,0,145,2021-11-01,3,3
2020-09-17,4,0,149,2021-11-01,4,4
2020-09-18,6,0,155,2021-11-01,6,6
2020-09-19,3,0,158,2021-11-01,3,3
2020-09-20,1,0,159,2021-11-01,1,1
2020-09-21,2,1,162,2021-11-01,3,3
2020-09-22,3,0,165,2021-11-01,3,3
2020-09-23,7,0,172,2021-11-01,7,7
2020-09-24,2,0,174,2021-11-01,2,2
2020-09-25,6,0,180,2021-11-01,6,6
2020-09-26,3,0,183,2021-11-01,3,3
2020-09-27,0,0,183,2021-11-01,0,0
2020-09-28,7,2,192,2021-11-01,9,9
2020-09-29,8,0,200,2021-11-01,8,8
2020-09-30,7,0,207,2021-11-01,7,7
2020-10-01,5,0,212,2021-11-01,5,5
2020-10-02,4,0,216,2021-11-01,4,4
2020-10-03,2,0,218,2021-11-01,2,2
2020-10-04,3,0,221,2021-11-01,3,3
2020-10-05,2,1,224,2021-11-01,3,3
2020-10-06,6,0,230,2021-11-01,6,6
2020-10-07,6,0,236,2021-11-01,6,6
2020-10-08,6,0,242,2021-11-01,6,6
2020-10-09,4,0,246,2021-11-01,4,4
2020-10-10,1,0,247,2021-11-01,1,1
2020-10-11,4,0,251,2021-11-01,4,4
2020-10-12,4,0,255,2021-11-01,4,4
2020-10-13,4,0,259,2021-11-01,4,4
2020-10-14,6,0,265,2021-11-01,6,6
2020-10-15,9,0,274,2021-11-01,9,9
2020-10-16,10,0,284,2021-11-01,10,10
2020-10-17,5,0,289,2021-11-01,5,5
2020-10-18,1,0,290,2021-11-01,1,1
2020-10-19,10,0,300,2021-11-01,10,10
2020-10-20,8,0,308,2021-11-01,8,8
2020-10-21,5,0,313,2021-11-01,5,5
2020-10-22,9,0,322,2021-11-01,9,9
2020-10-23,10,0,332,2021-11-01,10,10
2020-10-24,4,0,336,2021-11-01,4,4
2020-10-25,1,0,337,2021-11-01,1,1
2020-10-26,7,1,345,2021-11-01,8,8
2020-10-27,10,0,355,2021-11-01,10,10
2020-10-28,8,0,363,2021-11-01,8,8
2020-10-29,7,0,370,2021-11-01,7,7
2020-10-30,7,0,377,2021-11-01,7,7
2020-10-31,2,0,379,2021-11-01,2,2
2020-11-01,1,0,380,2021-11-01,1,1
2020-11-02,14,0,394,2021-11-01,14,14
2020-11-03,14,0,408,2021-11-01,14,14
2020-11-04,9,0,417,2021-11-01,9,9
2020-11-05,13,0,430,2021-11-01,13,13
2020-11-06,16,1,447,2021-11-01,17,17
2020-11-07,13,0,460,2021-11-01,13,13
2020-11-08,6,0,466,2021-11-01,6,6
2020-11-09,23,0,489,2021-11-01,23,23
2020-11-10,22,0,511,2021-11-01,22,22
2020-11-11,8,0,519,2021-11-01,8,8
2020-11-12,15,0,534,2021-11-01,15,15
2020-11-13,14,0,548,2021-11-01,14,14
2020-11-14,7,0,555,2021-11-01,7,7
2020-11-15,4,0,559,2021-11-01,4,4
2020-11-16,10,1,570,2021-11-01,11,11
2020-11-17,14,0,584,2021-11-01,14,14
2020-11-18,11,1,596,2021-11-01,12,12
2020-11-19,9,0,605,2021-11-01,9,9
2020-11-20,11,1,617,2021-11-01,12,12
2020-11-21,3,0,620,2021-11-01,3,3
2020-11-22,6,0,626,2021-11-01,6,6
2020-11-23,18,0,644,2021-11-01,18,18
2020-11-24,19,1,664,2021-11-01,20,20
2020-11-25,11,0,675,2021-11-01,11,11
2020-11-26,3,0,678,2021-11-01,3,3
2020-11-27,9,0,687,2021-11-01,9,9
2020-11-28,7,0,694,2021-11-01,7,7
2020-11-29,12,0,706,2021-11-01,12,12
2020-11-30,17,0,723,2021-11-01,17,17
2020-12-01,24,2,749,2021-11-01,26,26
2020-12-02,13,0,762,2021-11-01,13,13
2020-12-03,7,1,770,2021-11-01,8,8
2020-12-04,10,0,780,2021-11-01,10,10
2020-12-05,9,0,789,2021-11-01,9,9
2020-12-06,4,0,793,2021-11-01,4,4
2020-12-07,13,0,806,2021-11-01,13,13
2020-12-08,15,1,822,2021-11-01,16,16
2020-12-09,11,0,833,2021-11-01,11,11
2020-12-10,8,0,841,2021-11-01,8,8
2020-12-11,17,1,859,2021-11-01,18,18
2020-12-12,2,0,861,2021-11-01,2,2
2020-12-13,5,0,866,2021-11-01,5,5
2020-12-14,12,1,879,2021-11-01,13,13
2020-12-15,12,0,891,2021-11-01,12,12
2020-12-16,7,0,898,2021-11-01,7,7
2020-12-17,5,0,903,2021-11-01,5,5
2020-12-18,13,1,917,2021-11-01,14,14
2020-12-19,2,0,919,2021-11-01,2,2
2020-12-20,3,0,922,2021-11-01,3,3
2020-12-21,24,0,946,2021-11-01,24,24
2020-12-22,15,0,961,2021-11-01,15,15
2020-12-23,5,0,966,2021-11-01,5,5
2020-12-24,6,0,972,2021-11-01,6,6
2020-12-25,1,0,973,2021-11-01,1,1
2020-12-26,7,0,980,2021-11-01,7,7
2020-12-27,3,0,983,2021-11-01,3,3
2020-12-28,18,2,1003,2021-11-01,20,20
2020-12-29,11,0,1014,2021-11-01,11,11
2020-12-30,11,0,1025,2021-11-01,11,11
2020-12-31,15,1,1041,2021-11-01,16,16
2021-01-01,6,0,1047,2021-11-01,6,6
2021-01-02,5,0,1052,2021-11-01,5,5
2021-01-03,6,0,1058,2021-11-01,6,6
2021-01-04,20,1,1079,2021-11-01,21,21
2021-01-05,9,0,1088,2021-11-01,9,9
2021-01-06,13,0,1101,2021-11-01,13,13
2021-01-07,6,1,1108,2021-11-01,7,7
2021-01-08,11,1,1120,2021-11-01,12,12
2021-01-09,2,0,1122,2021-11-01,2,2
2021-01-10,2,0,1124,2021-11-01,2,2
2021-01-11,20,0,1144,2021-11-01,20,20
2021-01-12,8,1,1153,2021-11-01,9,9
2021-01-13,7,1,1161,2021-11-01,8,8
2021-01-14,12,0,1173,2021-11-01,12,12
2021-01-15,14,0,1187,2021-11-01,14,14
2021-01-16,2,0,1189,2021-11-01,2,2
2021-01-17,5,0,1194,2021-11-01,5,5
2021-01-18,9,1,1204,2021-11-01,10,10
2021-01-19,7,0,1211,2021-11-01,7,7
2021-01-20,8,1,1220,2021-11-01,9,9
2021-01-21,13,0,1233,2021-11-01,13,13
2021-01-22,15,1,1249,2021-11-01,16,16
2021-01-23,7,0,1256,2021-11-01,7,7
2021-01-24,3,0,1259,2021-11-01,3,3
2021-01-25,16,0,1275,2021-11-01,16,16
2021-01-26,12,1,1288,2021-11-01,13,13
2021-01-27,7,1,1296,2021-11-01,8,8
2021-01-28,14,0,1310,2021-11-01,14,14
2021-01-29,9,0,1319,2021-11-01,9,9
2021-01-30,3,1,1323,2021-11-01,4,4
2021-01-31,8,0,1331,2021-11-01,8,8
2021-02-01,13,2,1346,2021-11-01,15,15
2021-02-02,14,0,1360,2021-11-01,14,14
2021-02-03,18,2,1380,2021-11-01,20,20
2021-02-04,15,0,1395,2021-11-01,15,15
2021-02-05,25,0,1420,2021-11-01,25,25
2021-02-06,5,0,1425,2021-11-01,5,5
2021-02-07,3,0,1428,2021-11-01,3,3
2021-02-08,23,0,1451,2021-11-01,23,23
2021-02-09,13,0,1464,2021-11-01,13,13
2021-02-10,7,0,1471,2021-11-01,7,7
2021-02-11,17,1,1489,2021-11-01,18,18
2021-02-12,13,0,1502,2021-11-01,13,13
2021-02-13,12,0,1514,2021-11-01,12,12
2021-02-14,5,2,1521,2021-11-01,7,7
2021-02-15,20,0,1541,2021-11-01,20,20
2021-02-16,21,2,1564,2021-11-01,23,23
2021-02-17,16,3,1583,2021-11-01,19,19
2021-02-18,23,1,1607,2021-11-01,24,24
2021-02-19,25,2,1634,2021-11-01,27,27
2021-02-20,9,0,1643,2021-11-01,9,9
2021-02-21,7,1,1651,2021-11-01,8,8
2021-02-22,30,1,1682,2021-11-01,31,31
2021-02-23,27,1,1710,2021-11-01,28,28
2021-02-24,19,0,1729,2021-11-01,19,19
2021-02-25,18,0,1747,2021-11-01,18,18
2021-02-26,28,1,1776,2021-11-01,29,29
2021-02-27,13,0,1789,2021-11-01,13,13
2021-02-28,10,0,1799,2021-11-01,10,10
2021-03-01,26,2,1827,2021-11-01,28,28
2021-03-02,12,2,1841,2021-11-01,14,14
2021-03-03,20,1,1862,2021-11-01,21,21
2021-03-04,23,0,1885,2021-11-01,23,23
2021-03-05,15,0,1900,2021-11-01,15,15
2021-03-06,12,0,1912,2021-11-01,12,12
2021-03-07,12,0,1924,2021-11-01,12,12
2021-03-08,33,0,1957,2021-11-01,33,33
2021-03-09,31,0,1988,2021-11-01,31,31
2021-03-10,16,3,2007,2021-11-01,19,19
2021-03-11,27,3,2037,2021-11-01,30,30
2021-03-12,32,2,2071,2021-11-01,34,34
2021-03-13,9,0,2080,2021-11-01,9,9
2021-03-14,11,0,2091,2021-11-01,11,11
2021-03-15,31,2,2124,2021-11-01,33,33
2021-03-16,24,1,2149,2021-11-01,25,25
2021-03-17,25,3,2177,2021-11-01,28,28
2021-03-18,28,1,2206,2021-11-01,29,29
2021-03-19,26,0,2232,2021-11-01,26,26
2021-03-20,6,1,2239,2021-11-01,7,7
2021-03-21,13,2,2254,2021-11-01,15,15
2021-03-22,29,3,2286,2021-11-01,32,32
2021-03-23,38,2,2326,2021-11-01,40,40
2021-03-24,24,1,2351,2021-11-01,25,25
2021-03-25,25,2,2378,2021-11-01,27,27
2021-03-26,34,1,2413,2021-11-01,35,35
2021-03-27,16,0,2429,2021-11-01,16,16
2021-03-28,13,1,2443,2021-11-01,14,14
2021-03-29,37,3,2483,2021-11-01,40,40
2021-03-30,45,4,2532,2021-11-01,49,49
2021-03-31,30,3,2565,2021-11-01,33,33
2021-04-01,17,5,2587,2021-11-01,22,22
2021-04-02,33,1,2621,2021-11-01,34,34
2021-04-03,17,1,2639,2021-11-01,18,18
2021-04-04,6,1,2646,2021-11-01,7,7
2021-04-05,34,0,2680,2021-11-01,34,34
2021-04-06,41,3,2724,2021-11-01,44,44
2021-04-07,36,4,2764,2021-11-01,40,40
2021-04-08,29,3,2796,2021-11-01,32,32
2021-04-09,40,5,2841,2021-11-01,45,45
2021-04-10,17,3,2861,2021-11-01,20,20
2021-04-11,13,0,2874,2021-11-01,13,13
2021-04-12,43,2,2919,2021-11-01,45,45
2021-04-13,39,2,2960,2021-11-01,41,41
2021-04-14,32,3,2995,2021-11-01,35,35
2021-04-15,27,3,3025,2021-11-01,30,30
2021-04-16,29,1,3055,2021-11-01,30,30
2021-04-17,12,0,3067,2021-11-01,12,12
2021-04-18,12,0,3079,2021-11-01,12,12
2021-04-19,42,2,3123,2021-11-01,44,44
2021-04-20,31,1,3155,2021-11-01,32,32
2021-04-21,31,4,3190,2021-11-01,35,35
2021-04-22,22,2,3214,2021-11-01,24,24
2021-04-23,26,2,3242,2021-11-01,28,28
2021-04-24,13,0,3255,2021-11-01,13,13
2021-04-25,16,1,3272,2021-11-01,17,17
2021-04-26,30,1,3303,2021-11-01,31,31
2021-04-27,34,0,3337,2021-11-01,34,34
2021-04-28,25,2,3364,2021-11-01,27,27
2021-04-29,27,1,3392,2021-11-01,28,28
2021-04-30,29,0,3421,2021-11-01,29,29
2021-05-01,8,5,3434,2021-11-01,13,13
2021-05-02,15,2,3451,2021-11-01,17,17
2021-05-03,31,2,3484,2021-11-01,33,33
2021-05-04,25,0,3509,2021-11-01,25,25
2021-05-05,19,2,3530,2021-11-01,21,21
2021-05-06,15,5,3550,2021-11-01,20,20
2021-05-07,24,1,3575,2021-11-01,25,25
2021-05-08,6,0,3581,2021-11-01,6,6
2021-05-09,9,0,3590,2021-11-01,9,9
2021-05-10,22,2,3614,2021-11-01,24,24
2021-05-11,20,1,3635,2021-11-01,21,21
2021-05-12,18,2,3655,2021-11-01,20,20
2021-05-13,26,1,3682,2021-11-01,27,27
2021-05-14,14,1,3697,2021-11-01,15,15
2021-05-15,5,0,3702,2021-11-01,5,5
2021-05-16,4,1,3707,2021-11-01,5,5
2021-05-17,19,1,3727,2021-11-01,20,20
2021-05-18,17,2,3746,2021-11-01,19,19
2021-05-19,8,0,3754,2021-11-01,8,8
2021-05-20,10,0,3764,2021-11-01,10,10
2021-05-21,13,0,3777,2021-11-01,13,13
2021-05-22,15,0,3792,2021-11-01,15,15
2021-05-23,5,0,3797,2021-11-01,5,5
2021-05-24,18,0,3815,2021-11-01,18,18
2021-05-25,15,0,3830,2021-11-01,15,15
2021-05-26,7,1,3838,2021-11-01,8,8
2021-05-27,7,0,3845,2021-11-01,7,7
2021-05-28,14,0,3859,2021-11-01,14,14
2021-05-29,5,0,3864,2021-11-01,5,5
2021-05-30,7,0,3871,2021-11-01,7,7
2021-05-31,6,0,3877,2021-11-01,6,6
2021-06-01,14,0,3891,2021-11-01,14,14
2021-06-02,11,1,3903,2021-11-01,12,12
2021-06-03,12,0,3915,2021-11-01,12,12
2021-06-04,20,0,3935,2021-11-01,20,20
2021-06-05,3,1,3939,2021-11-01,4,4
2021-06-06,6,0,3945,2021-11-01,6,6
2021-06-07,11,1,3957,2021-11-01,12,12
2021-06-08,11,1,3969,2021-11-01,12,12
2021-06-09,11,0,3980,2021-11-01,11,11
2021-06-10,9,0,3989,2021-11-01,9,9
2021-06-11,8,1,3998,2021-11-01,9,9
2021-06-12,6,0,4004,2021-11-01,6,6
2021-06-13,1,0,4005,2021-11-01,1,1
2021-06-14,12,0,4017,2021-11-01,12,12
2021-06-15,13,1,4031,2021-11-01,14,14
2021-06-16,15,0,4046,2021-11-01,15,15
2021-06-17,7,0,4053,2021-11-01,7,7
2021-06-18,9,0,4062,2021-11-01,9,9
2021-06-19,11,2,4075,2021-11-01,13,13
2021-06-20,9,0,4084,2021-11-01,9,9
2021-06-21,9,1,4094,2021-11-01,10,10
2021-06-22,10,0,4104,2021-11-01,10,10
2021-06-23,12,0,4116,2021-11-01,12,12
2021-06-24,8,2,4126,2021-11-01,10,10
2021-06-25,19,1,4146,2021-11-01,20,20
2021-06-26,5,0,4151,2021-11-01,5,5
2021-06-27,7,0,4158,2021-11-01,7,7
2021-06-28,8,3,4169,2021-11-01,11,11
2021-06-29,10,0,4179,2021-11-01,10,10
2021-06-30,12,0,4191,2021-11-01,12,12
2021-07-01,11,0,4202,2021-11-01,11,11
2021-07-02,7,0,4209,2021-11-01,7,7
2021-07-03,5,0,4214,2021-11-01,5,5
2021-07-04,6,1,4221,2021-11-01,7,7
2021-07-05,12,1,4234,2021-11-01,13,13
2021-07-06,12,1,4247,2021-11-01,13,13
2021-07-07,5,2,4254,2021-11-01,7,7
2021-07-08,11,0,4265,2021-11-01,11,11
2021-07-09,13,0,4278,2021-11-01,13,13
2021-07-10,10,1,4289,2021-11-01,11,11
2021-07-11,9,0,4298,2021-11-01,9,9
2021-07-12,12,0,4310,2021-11-01,12,12
2021-07-13,12,3,4325,2021-11-01,15,15
2021-07-14,14,3,4342,2021-11-01,17,17
2021-07-15,11,0,4353,2021-11-01,11,11
2021-07-16,18,1,4372,2021-11-01,19,19
2021-07-17,7,0,4379,2021-11-01,7,7
2021-07-18,5,1,4385,2021-11-01,6,6
2021-07-19,9,0,4394,2021-11-01,9,9
2021-07-20,11,2,4407,2021-11-01,13,13
2021-07-21,18,2,4427,2021-11-01,20,20
2021-07-22,11,2,4440,2021-11-01,13,13
2021-07-23,21,0,4461,2021-11-01,21,21
2021-07-24,9,0,4470,2021-11-01,9,9
2021-07-25,7,1,4478,2021-11-01,8,8
2021-07-26,28,0,4506,2021-11-01,28,28
2021-07-27,23,1,4530,2021-11-01,24,24
2021-07-28,24,3,4557,2021-11-01,27,27
2021-07-29,21,2,4580,2021-11-01,23,23
2021-07-30,32,1,4613,2021-11-01,33,33
2021-07-31,9,0,4622,2021-11-01,9,9
2021-08-01,14,4,4640,2021-11-01,18,18
2021-08-02,25,5,4670,2021-11-01,30,30
2021-08-03,20,2,4692,2021-11-01,22,22
2021-08-04,30,4,4726,2021-11-01,34,34
2021-08-05,32,3,4761,2021-11-01,35,35
2021-08-06,26,2,4789,2021-11-01,28,28
2021-08-07,9,1,4799,2021-11-01,10,10
2021-08-08,14,2,4815,2021-11-01,16,16
2021-08-09,36,2,4853,2021-11-01,38,38
2021-08-10,29,7,4889,2021-11-01,36,36
2021-08-11,31,4,4924,2021-11-01,35,35
2021-08-12,28,2,4954,2021-11-01,30,30
2021-08-13,34,1,4989,2021-11-01,35,35
2021-08-14,13,1,5003,2021-11-01,14,14
2021-08-15,12,1,5016,2021-11-01,13,13
2021-08-16,43,6,5065,2021-11-01,49,49
2021-08-17,27,6,5098,2021-11-01,33,33
2021-08-18,37,2,5137,2021-11-01,39,39
2021-08-19,40,4,5181,2021-11-01,44,44
2021-08-20,31,4,5216,2021-11-01,35,35
2021-08-21,13,1,5230,2021-11-01,14,14
2021-08-22,20,2,5252,2021-11-01,22,22
2021-08-23,46,5,5303,2021-11-01,51,51
2021-08-24,30,3,5336,2021-11-01,33,33
2021-08-25,33,6,5375,2021-11-01,39,39
2021-08-26,35,3,5413,2021-11-01,38,38
2021-08-27,31,3,5447,2021-11-01,34,34
2021-08-28,19,1,5467,2021-11-01,20,20
2021-08-29,20,4,5491,2021-11-01,24,24
2021-08-30,46,4,5541,2021-11-01,50,50
2021-08-31,45,9,5595,2021-11-01,54,54
2021-09-01,41,6,5642,2021-11-01,47,47
2021-09-02,44,9,5695,2021-11-01,53,53
2021-09-03,41,5,5741,2021-11-01,46,46
2021-09-04,22,3,5766,2021-11-01,25,25
2021-09-05,18,2,5786,2021-11-01,20,20
2021-09-06,17,3,5806,2021-11-01,20,20
2021-09-07,74,10,5890,2021-11-01,84,84
2021-09-08,40,11,5941,2021-11-01,51,51
2021-09-09,48,3,5992,2021-11-01,51,51
2021-09-10,40,4,6036,2021-11-01,44,44
2021-09-11,24,1,6061,2021-11-01,25,25
2021-09-12,11,0,6072,2021-11-01,11,11
2021-09-13,52,14,6138,2021-11-01,66,66
2021-09-14,47,7,6192,2021-11-01,54,54
2021-09-15,53,6,6251,2021-11-01,59,59
2021-09-16,45,8,6304,2021-11-01,53,53
2021-09-17,38,9,6351,2021-11-01,47,47
2021-09-18,23,0,6374,2021-11-01,23,23
2021-09-19,17,4,6395,2021-11-01,21,21
2021-09-20,62,11,6468,2021-11-01,73,73
2021-09-21,54,3,6525,2021-11-01,57,57
2021-09-22,45,6,6576,2021-11-01,51,51
2021-09-23,49,10,6635,2021-11-01,59,59
2021-09-24,42,5,6682,2021-11-01,47,47
2021-09-25,19,4,6705,2021-11-01,23,23
2021-09-26,25,2,6732,2021-11-01,27,27
2021-09-27,67,13,6812,2021-11-01,80,80
2021-09-28,49,7,6868,2021-11-01,56,56
2021-09-29,61,12,6941,2021-11-01,73,73
2021-09-30,47,8,6996,2021-11-01,55,55
2021-10-01,30,7,7033,2021-11-01,37,37
2021-10-02,21,1,7055,2021-11-01,22,22
2021-10-03,22,10,7087,2021-11-01,32,32
2021-10-04,68,9,7164,2021-11-01,77,77
2021-10-05,49,7,7220,2021-11-01,56,56
2021-10-06,60,10,7290,2021-11-01,70,70
2021-10-07,44,7,7341,2021-11-01,51,51
2021-10-08,47,11,7399,2021-11-01,58,58
2021-10-09,23,2,7424,2021-11-01,25,25
2021-10-10,19,0,7443,2021-11-01,19,19
2021-10-11,46,13,7502,2021-11-01,59,59
2021-10-12,56,9,7567,2021-11-01,65,65
2021-10-13,50,9,7626,2021-11-01,59,59
2021-10-14,40,10,7676,2021-11-01,50,50
2021-10-15,36,6,7718,2021-11-01,42,42
2021-10-16,19,6,7743,2021-11-01,25,25
2021-10-17,12,5,7760,2021-11-01,17,17
2021-10-18,52,10,7822,2021-11-01,62,62
2021-10-19,44,4,7870,2021-11-01,48,48
2021-10-20,30,5,7905,2021-11-01,35,35
2021-10-21,41,8,7954,2021-11-01,49,49
2021-10-22,38,9,8001,2021-11-01,47,47
2021-10-23,16,2,8019,2021-11-01,18,18
2021-10-24,18,8,8045,2021-11-01,26,26
2021-10-25,30,7,8082,2021-11-01,37,37
2021-10-26,39,8,8129,2021-11-01,47,47
2021-10-27,38,9,8176,2021-11-01,47,47
2021-10-28,8,0,8184,2021-11-01,8,8
2020-06-29,1,0,1,2021-11-02,1,0
2020-06-30,0,0,1,2021-11-02,0,0
2020-07-01,0,0,1,2021-11-02,0,0
2020-07-02,0,0,1,2021-11-02,0,0
2020-07-03,0,0,1,2021-11-02,0,0
2020-07-04,0,0,1,2021-11-02,0,0
2020-07-05,0,0,1,2021-11-02,0,0
2020-07-06,0,0,1,2021-11-02,0,0
2020-07-07,0,0,1,2021-11-02,0,0
2020-07-08,1,0,2,2021-11-02,1,0
2020-07-09,0,0,2,2021-11-02,0,0
2020-07-10,2,0,4,2021-11-02,2,0
2020-07-11,0,0,4,2021-11-02,0,0
2020-07-12,0,0,4,2021-11-02,0,0
2020-07-13,0,0,4,2021-11-02,0,0
2020-07-14,1,0,5,2021-11-02,1,0
2020-07-15,1,0,6,2021-11-02,1,0
2020-07-16,0,0,6,2021-11-02,0,0
2020-07-17,1,0,7,2021-11-02,1,0
2020-07-18,1,0,8,2021-11-02,1,0
2020-07-19,0,0,8,2021-11-02,0,0
2020-07-20,0,0,8,2021-11-02,0,0
2020-07-21,1,0,9,2021-11-02,1,0
2020-07-22,2,0,11,2021-11-02,2,0
2020-07-23,1,0,12,2021-11-02,1,0
2020-07-24,0,0,12,2021-11-02,0,0
2020-07-25,2,0,14,2021-11-02,2,0
2020-07-26,0,0,14,2021-11-02,0,0
2020-07-27,2,0,16,2021-11-02,2,0
2020-07-28,2,0,18,2021-11-02,2,0
2020-07-29,0,0,18,2021-11-02,0,0
2020-07-30,2,0,20,2021-11-02,2,0
2020-07-31,0,0,20,2021-11-02,0,0
2020-08-01,2,0,22,2021-11-02,2,0
2020-08-02,0,0,22,2021-11-02,0,0
2020-08-03,3,0,25,2021-11-02,3,0
2020-08-04,2,0,27,2021-11-02,2,0
2020-08-05,5,0,32,2021-11-02,5,0
2020-08-06,1,0,33,2021-11-02,1,0
2020-08-07,2,0,35,2021-11-02,2,0
2020-08-08,1,0,36,2021-11-02,1,0
2020-08-09,1,0,37,2021-11-02,1,0
2020-08-10,2,0,39,2021-11-02,2,0
2020-08-11,1,0,40,2021-11-02,1,0
2020-08-12,7,0,47,2021-11-02,7,0
2020-08-13,4,0,51,2021-11-02,4,0
2020-08-14,1,0,52,2021-11-02,1,0
2020-08-15,0,0,52,2021-11-02,0,0
2020-08-16,1,0,53,2021-11-02,1,0
2020-08-17,7,0,60,2021-11-02,7,0
2020-08-18,2,0,62,2021-11-02,2,0
2020-08-19,5,0,67,2021-11-02,5,0
2020-08-20,4,0,71,2021-11-02,4,0
2020-08-21,8,0,79,2021-11-02,8,0
2020-08-22,5,0,84,2021-11-02,5,0
2020-08-23,1,0,85,2021-11-02,1,0
2020-08-24,3,0,88,2021-11-02,3,0
2020-08-25,3,0,91,2021-11-02,3,0
2020-08-26,1,0,92,2021-11-02,1,0
2020-08-27,2,0,94,2021-11-02,2,0
2020-08-28,4,0,98,2021-11-02,4,0
2020-08-29,2,0,100,2021-11-02,2,0
2020-08-30,0,0,100,2021-11-02,0,0
2020-08-31,3,0,103,2021-11-02,3,0
2020-09-01,3,0,106,2021-11-02,3,0
2020-09-02,5,0,111,2021-11-02,5,0
2020-09-03,6,0,117,2021-11-02,6,0
2020-09-04,3,0,120,2021-11-02,3,0
2020-09-05,0,0,120,2021-11-02,0,0
2020-09-06,0,0,120,2021-11-02,0,0
2020-09-07,1,0,121,2021-11-02,1,0
2020-09-08,2,0,123,2021-11-02,2,0
2020-09-09,7,0,130,2021-11-02,7,0
2020-09-10,1,0,131,2021-11-02,1,0
2020-09-11,4,0,135,2021-11-02,4,0
2020-09-12,1,0,136,2021-11-02,1,0
2020-09-13,0,0,136,2021-11-02,0,0
2020-09-14,1,0,137,2021-11-02,1,0
2020-09-15,5,0,142,2021-11-02,5,0
2020-09-16,3,0,145,2021-11-02,3,0
2020-09-17,4,0,149,2021-11-02,4,0
