year,week,age_group,new_cases,mmwr_startdate,mmwr_enddate,pop_size,F3,F5,F6,new_cases_percap,outcome,report_date
2021,17,Total,10965,2021-04-25,2021-05-01,5562663,NA,NA,NA,197.118,case,2023-06-01
2021,18,0-4,310,2021-05-02,2021-05-08,351664,NA,NA,NA,88.152,case,2023-06-01
2021,18,12-17,1151,2021-05-02,2021-05-08,433734,NA,NA,NA,265.37,case,2023-06-01
2021,18,18-49,4079,2021-05-02,2021-05-08,2294817,NA,NA,NA,177.748,case,2023-06-01
2021,18,5-11,773,2021-05-02,2021-05-08,509735,NA,NA,NA,151.647,case,2023-06-01
2021,18,50-64,1321,2021-05-02,2021-05-08,1114015,NA,NA,NA,118.58,case,2023-06-01
2021,18,65-74,384,2021-05-02,2021-05-08,490739,NA,NA,NA,78.249,case,2023-06-01
2021,18,75-84,154,2021-05-02,2021-05-08,252053,NA,NA,NA,61.098,case,2023-06-01
2021,18,85+,53,2021-05-02,2021-05-08,115906,NA,NA,NA,45.727,case,2023-06-01
2021,18,Total,8225,2021-05-02,2021-05-08,5562663,NA,NA,NA,147.861,case,2023-06-01
2021,19,0-4,255,2021-05-09,2021-05-15,351664,NA,NA,NA,72.512,case,2023-06-01
2021,19,12-17,711,2021-05-09,2021-05-15,433734,NA,NA,NA,163.925,case,2023-06-01
2021,19,18-49,2838,2021-05-09,2021-05-15,2294817,NA,NA,NA,123.67,case,2023-06-01
2021,19,5-11,549,2021-05-09,2021-05-15,509735,NA,NA,NA,107.703,case,2023-06-01
2021,19,50-64,903,2021-05-09,2021-05-15,1114015,NA,NA,NA,81.058,case,2023-06-01
2021,19,65-74,294,2021-05-09,2021-05-15,490739,NA,NA,NA,59.91,case,2023-06-01
2021,19,75-84,117,2021-05-09,2021-05-15,252053,NA,NA,NA,46.419,case,2023-06-01
2021,19,85+,44,2021-05-09,2021-05-15,115906,NA,NA,NA,37.962,case,2023-06-01
2021,19,Total,5711,2021-05-09,2021-05-15,5562663,NA,NA,NA,102.667,case,2023-06-01
2021,20,0-4,188,2021-05-16,2021-05-22,351664,NA,NA,NA,53.46,case,2023-06-01
2021,20,12-17,529,2021-05-16,2021-05-22,433734,NA,NA,NA,121.964,case,2023-06-01
2021,20,18-49,1958,2021-05-16,2021-05-22,2294817,NA,NA,NA,85.323,case,2023-06-01
2021,20,5-11,357,2021-05-16,2021-05-22,509735,NA,NA,NA,70.036,case,2023-06-01
2021,20,50-64,671,2021-05-16,2021-05-22,1114015,NA,NA,NA,60.233,case,2023-06-01
2021,20,65-74,206,2021-05-16,2021-05-22,490739,NA,NA,NA,41.978,case,2023-06-01
2021,20,75-84,104,2021-05-16,2021-05-22,252053,NA,NA,NA,41.261,case,2023-06-01
2021,20,85+,54,2021-05-16,2021-05-22,115906,NA,NA,NA,46.589,case,2023-06-01
2021,20,Total,4067,2021-05-16,2021-05-22,5562663,NA,NA,NA,73.112,case,2023-06-01
2021,21,0-4,86,2021-05-23,2021-05-29,351664,NA,NA,NA,24.455,case,2023-06-01
2021,21,12-17,213,2021-05-23,2021-05-29,433734,NA,NA,NA,49.108,case,2023-06-01
2021,21,18-49,1105,2021-05-23,2021-05-29,2294817,NA,NA,NA,48.152,case,2023-06-01
2021,21,5-11,199,2021-05-23,2021-05-29,509735,NA,NA,NA,39.04,case,2023-06-01
2021,21,50-64,417,2021-05-23,2021-05-29,1114015,NA,NA,NA,37.432,case,2023-06-01
2021,21,65-74,142,2021-05-23,2021-05-29,490739,NA,NA,NA,28.936,case,2023-06-01
2021,21,75-84,44,2021-05-23,2021-05-29,252053,NA,NA,NA,17.457,case,2023-06-01
2021,21,85+,27,2021-05-23,2021-05-29,115906,NA,NA,NA,23.295,case,2023-06-01
2021,21,Total,2233,2021-05-23,2021-05-29,5562663,NA,NA,NA,40.143,case,2023-06-01
2021,22,0-4,73,2021-05-30,2021-06-05,351664,NA,NA,NA,20.758,case,2023-06-01
2021,22,12-17,145,2021-05-30,2021-06-05,433734,NA,NA,NA,33.431,case,2023-06-01
2021,22,18-49,728,2021-05-30,2021-06-05,2294817,NA,NA,NA,31.724,case,2023-06-01
2021,22,5-11,113,2021-05-30,2021-06-05,509735,NA,NA,NA,22.168,case,2023-06-01
2021,22,50-64,248,2021-05-30,2021-06-05,1114015,NA,NA,NA,22.262,case,2023-06-01
2021,22,65-74,88,2021-05-30,2021-06-05,490739,NA,NA,NA,17.932,case,2023-06-01
2021,22,75-84,45,2021-05-30,2021-06-05,252053,NA,NA,NA,17.853,case,2023-06-01
2021,22,85+,24,2021-05-30,2021-06-05,115906,NA,NA,NA,20.706,case,2023-06-01
2021,22,Total,1464,2021-05-30,2021-06-05,5562663,NA,NA,NA,26.318,case,2023-06-01
2021,23,0-4,60,2021-06-06,2021-06-12,351664,NA,NA,NA,17.062,case,2023-06-01
2021,23,12-17,69,2021-06-06,2021-06-12,433734,NA,NA,NA,15.908,case,2023-06-01
2021,23,18-49,534,2021-06-06,2021-06-12,2294817,NA,NA,NA,23.27,case,2023-06-01
2021,23,5-11,67,2021-06-06,2021-06-12,509735,NA,NA,NA,13.144,case,2023-06-01
2021,23,50-64,173,2021-06-06,2021-06-12,1114015,NA,NA,NA,15.529,case,2023-06-01
2021,23,65-74,66,2021-06-06,2021-06-12,490739,NA,NA,NA,13.449,case,2023-06-01
2021,23,75-84,39,2021-06-06,2021-06-12,252053,NA,NA,NA,15.473,case,2023-06-01
2021,23,85+,8,2021-06-06,2021-06-12,115906,NA,NA,NA,6.902,case,2023-06-01
2021,23,Total,1016,2021-06-06,2021-06-12,5562663,NA,NA,NA,18.265,case,2023-06-01
2021,24,0-4,58,2021-06-13,2021-06-19,351664,NA,NA,NA,16.493,case,2023-06-01
2021,24,12-17,59,2021-06-13,2021-06-19,433734,NA,NA,NA,13.603,case,2023-06-01
2021,24,18-49,414,2021-06-13,2021-06-19,2294817,NA,NA,NA,18.041,case,2023-06-01
2021,24,5-11,62,2021-06-13,2021-06-19,509735,NA,NA,NA,12.163,case,2023-06-01
2021,24,50-64,137,2021-06-13,2021-06-19,1114015,NA,NA,NA,12.298,case,2023-06-01
2021,24,65-74,61,2021-06-13,2021-06-19,490739,NA,NA,NA,12.43,case,2023-06-01
2021,24,75-84,36,2021-06-13,2021-06-19,252053,NA,NA,NA,14.283,case,2023-06-01
2021,24,85+,6,2021-06-13,2021-06-19,115906,NA,NA,NA,5.177,case,2023-06-01
2021,24,Total,833,2021-06-13,2021-06-19,5562663,NA,NA,NA,14.975,case,2023-06-01
2021,25,0-4,50,2021-06-20,2021-06-26,351664,NA,NA,NA,14.218,case,2023-06-01
2021,25,12-17,55,2021-06-20,2021-06-26,433734,NA,NA,NA,12.681,case,2023-06-01
2021,25,18-49,359,2021-06-20,2021-06-26,2294817,NA,NA,NA,15.644,case,2023-06-01
2021,25,5-11,41,2021-06-20,2021-06-26,509735,NA,NA,NA,8.043,case,2023-06-01
2021,25,50-64,122,2021-06-20,2021-06-26,1114015,NA,NA,NA,10.951,case,2023-06-01
2021,25,65-74,43,2021-06-20,2021-06-26,490739,NA,NA,NA,8.762,case,2023-06-01
2021,25,75-84,28,2021-06-20,2021-06-26,252053,NA,NA,NA,11.109,case,2023-06-01
2021,25,85+,7,2021-06-20,2021-06-26,115906,NA,NA,NA,6.039,case,2023-06-01
2021,25,Total,705,2021-06-20,2021-06-26,5562663,NA,NA,NA,12.674,case,2023-06-01
2021,26,0-4,47,2021-06-27,2021-07-03,351664,NA,NA,NA,13.365,case,2023-06-01
2021,26,12-17,79,2021-06-27,2021-07-03,433734,NA,NA,NA,18.214,case,2023-06-01
2021,26,18-49,421,2021-06-27,2021-07-03,2294817,NA,NA,NA,18.346,case,2023-06-01
2021,26,5-11,40,2021-06-27,2021-07-03,509735,NA,NA,NA,7.847,case,2023-06-01
2021,26,50-64,118,2021-06-27,2021-07-03,1114015,NA,NA,NA,10.592,case,2023-06-01
2021,26,65-74,49,2021-06-27,2021-07-03,490739,NA,NA,NA,9.985,case,2023-06-01
2021,26,75-84,27,2021-06-27,2021-07-03,252053,NA,NA,NA,10.712,case,2023-06-01
2021,26,85+,10,2021-06-27,2021-07-03,115906,NA,NA,NA,8.628,case,2023-06-01
2021,26,Total,791,2021-06-27,2021-07-03,5562663,NA,NA,NA,14.22,case,2023-06-01
2021,27,0-4,56,2021-07-04,2021-07-10,351664,NA,NA,NA,15.924,case,2023-06-01
2021,27,12-17,75,2021-07-04,2021-07-10,433734,NA,NA,NA,17.292,case,2023-06-01
2021,27,18-49,548,2021-07-04,2021-07-10,2294817,NA,NA,NA,23.88,case,2023-06-01
2021,27,5-11,75,2021-07-04,2021-07-10,509735,NA,NA,NA,14.714,case,2023-06-01
2021,27,50-64,189,2021-07-04,2021-07-10,1114015,NA,NA,NA,16.966,case,2023-06-01
2021,27,65-74,63,2021-07-04,2021-07-10,490739,NA,NA,NA,12.838,case,2023-06-01
2021,27,75-84,24,2021-07-04,2021-07-10,252053,NA,NA,NA,9.522,case,2023-06-01
2021,27,85+,8,2021-07-04,2021-07-10,115906,NA,NA,NA,6.902,case,2023-06-01
2021,27,Total,1038,2021-07-04,2021-07-10,5562663,NA,NA,NA,18.66,case,2023-06-01
2021,28,0-4,69,2021-07-11,2021-07-17,351664,NA,NA,NA,19.621,case,2023-06-01
2021,28,12-17,98,2021-07-11,2021-07-17,433734,NA,NA,NA,22.594,case,2023-06-01
2021,28,18-49,874,2021-07-11,2021-07-17,2294817,NA,NA,NA,38.086,case,2023-06-01
2021,28,5-11,120,2021-07-11,2021-07-17,509735,NA,NA,NA,23.542,case,2023-06-01
2021,28,50-64,294,2021-07-11,2021-07-17,1114015,NA,NA,NA,26.391,case,2023-06-01
2021,28,65-74,103,2021-07-11,2021-07-17,490739,NA,NA,NA,20.989,case,2023-06-01
2021,28,75-84,54,2021-07-11,2021-07-17,252053,NA,NA,NA,21.424,case,2023-06-01
2021,28,85+,23,2021-07-11,2021-07-17,115906,NA,NA,NA,19.844,case,2023-06-01
2021,28,Total,1635,2021-07-11,2021-07-17,5562663,NA,NA,NA,29.392,case,2023-06-01
2021,29,0-4,119,2021-07-18,2021-07-24,351664,NA,NA,NA,33.839,case,2023-06-01
2021,29,12-17,194,2021-07-18,2021-07-24,433734,NA,NA,NA,44.728,case,2023-06-01
2021,29,18-49,1547,2021-07-18,2021-07-24,2294817,NA,NA,NA,67.413,case,2023-06-01
2021,29,5-11,189,2021-07-18,2021-07-24,509735,NA,NA,NA,37.078,case,2023-06-01
2021,29,50-64,441,2021-07-18,2021-07-24,1114015,NA,NA,NA,39.587,case,2023-06-01
2021,29,65-74,161,2021-07-18,2021-07-24,490739,NA,NA,NA,32.808,case,2023-06-01
2021,29,75-84,89,2021-07-18,2021-07-24,252053,NA,NA,NA,35.31,case,2023-06-01
2021,29,85+,25,2021-07-18,2021-07-24,115906,NA,NA,NA,21.569,case,2023-06-01
2021,29,Total,2765,2021-07-18,2021-07-24,5562663,NA,NA,NA,49.706,case,2023-06-01
2021,30,0-4,158,2021-07-25,2021-07-31,351664,NA,NA,NA,44.929,case,2023-06-01
2021,30,12-17,331,2021-07-25,2021-07-31,433734,NA,NA,NA,76.314,case,2023-06-01
2021,30,18-49,2575,2021-07-25,2021-07-31,2294817,NA,NA,NA,112.209,case,2023-06-01
2021,30,5-11,342,2021-07-25,2021-07-31,509735,NA,NA,NA,67.094,case,2023-06-01
2021,30,50-64,677,2021-07-25,2021-07-31,1114015,NA,NA,NA,60.771,case,2023-06-01
2021,30,65-74,280,2021-07-25,2021-07-31,490739,NA,NA,NA,57.057,case,2023-06-01
2021,30,75-84,134,2021-07-25,2021-07-31,252053,NA,NA,NA,53.163,case,2023-06-01
2021,30,85+,61,2021-07-25,2021-07-31,115906,NA,NA,NA,52.629,case,2023-06-01
2021,30,Total,4558,2021-07-25,2021-07-31,5562663,NA,NA,NA,81.939,case,2023-06-01
2021,31,0-4,270,2021-08-01,2021-08-07,351664,NA,NA,NA,76.778,case,2023-06-01
2021,31,12-17,470,2021-08-01,2021-08-07,433734,NA,NA,NA,108.361,case,2023-06-01
2021,31,18-49,3582,2021-08-01,2021-08-07,2294817,NA,NA,NA,156.091,case,2023-06-01
2021,31,5-11,519,2021-08-01,2021-08-07,509735,NA,NA,NA,101.818,case,2023-06-01
2021,31,50-64,1014,2021-08-01,2021-08-07,1114015,NA,NA,NA,91.022,case,2023-06-01
2021,31,65-74,429,2021-08-01,2021-08-07,490739,NA,NA,NA,87.419,case,2023-06-01
2021,31,75-84,210,2021-08-01,2021-08-07,252053,NA,NA,NA,83.316,case,2023-06-01
2021,31,85+,82,2021-08-01,2021-08-07,115906,NA,NA,NA,70.747,case,2023-06-01
2021,31,Total,6576,2021-08-01,2021-08-07,5562663,NA,NA,NA,118.217,case,2023-06-01
2021,32,0-4,355,2021-08-08,2021-08-14,351664,NA,NA,NA,100.949,case,2023-06-01
2021,32,12-17,603,2021-08-08,2021-08-14,433734,NA,NA,NA,139.025,case,2023-06-01
2021,32,18-49,4483,2021-08-08,2021-08-14,2294817,NA,NA,NA,195.353,case,2023-06-01
2021,32,5-11,756,2021-08-08,2021-08-14,509735,NA,NA,NA,148.312,case,2023-06-01
2021,32,50-64,1406,2021-08-08,2021-08-14,1114015,NA,NA,NA,126.21,case,2023-06-01
2021,32,65-74,504,2021-08-08,2021-08-14,490739,NA,NA,NA,102.702,case,2023-06-01
2021,32,75-84,270,2021-08-08,2021-08-14,252053,NA,NA,NA,107.12,case,2023-06-01
2021,32,85+,90,2021-08-08,2021-08-14,115906,NA,NA,NA,77.649,case,2023-06-01
2021,32,Total,8467,2021-08-08,2021-08-14,5562663,NA,NA,NA,152.211,case,2023-06-01
2021,33,0-4,421,2021-08-15,2021-08-21,351664,NA,NA,NA,119.717,case,2023-06-01
2021,33,12-17,676,2021-08-15,2021-08-21,433734,NA,NA,NA,155.856,case,2023-06-01
2021,33,18-49,5399,2021-08-15,2021-08-21,2294817,NA,NA,NA,235.269,case,2023-06-01
2021,33,5-11,880,2021-08-15,2021-08-21,509735,NA,NA,NA,172.639,case,2023-06-01
2021,33,50-64,1816,2021-08-15,2021-08-21,1114015,NA,NA,NA,163.014,case,2023-06-01
2021,33,65-74,741,2021-08-15,2021-08-21,490739,NA,NA,NA,150.997,case,2023-06-01
2021,33,75-84,379,2021-08-15,2021-08-21,252053,NA,NA,NA,150.365,case,2023-06-01
2021,33,85+,134,2021-08-15,2021-08-21,115906,NA,NA,NA,115.611,case,2023-06-01
2021,33,Total,10446,2021-08-15,2021-08-21,5562663,NA,NA,NA,187.788,case,2023-06-01
2021,34,0-4,497,2021-08-22,2021-08-28,351664,NA,NA,NA,141.328,case,2023-06-01
2021,34,12-17,710,2021-08-22,2021-08-28,433734,NA,NA,NA,163.695,case,2023-06-01
2021,34,18-49,5571,2021-08-22,2021-08-28,2294817,NA,NA,NA,242.764,case,2023-06-01
2021,34,5-11,1012,2021-08-22,2021-08-28,509735,NA,NA,NA,198.535,case,2023-06-01
2021,34,50-64,1819,2021-08-22,2021-08-28,1114015,NA,NA,NA,163.283,case,2023-06-01
2021,34,65-74,784,2021-08-22,2021-08-28,490739,NA,NA,NA,159.759,case,2023-06-01
2021,34,75-84,376,2021-08-22,2021-08-28,252053,NA,NA,NA,149.175,case,2023-06-01
2021,34,85+,140,2021-08-22,2021-08-28,115906,NA,NA,NA,120.788,case,2023-06-01
2021,34,Total,10909,2021-08-22,2021-08-28,5562663,NA,NA,NA,196.111,case,2023-06-01
2021,35,0-4,554,2021-08-29,2021-09-04,351664,NA,NA,NA,157.537,case,2023-06-01
2021,35,12-17,845,2021-08-29,2021-09-04,433734,NA,NA,NA,194.82,case,2023-06-01
2021,35,18-49,6498,2021-08-29,2021-09-04,2294817,NA,NA,NA,283.16,case,2023-06-01
2021,35,5-11,1088,2021-08-29,2021-09-04,509735,NA,NA,NA,213.444,case,2023-06-01
2021,35,50-64,2062,2021-08-29,2021-09-04,1114015,NA,NA,NA,185.096,case,2023-06-01
2021,35,65-74,822,2021-08-29,2021-09-04,490739,NA,NA,NA,167.502,case,2023-06-01
2021,35,75-84,461,2021-08-29,2021-09-04,252053,NA,NA,NA,182.898,case,2023-06-01
2021,35,85+,177,2021-08-29,2021-09-04,115906,NA,NA,NA,152.71,case,2023-06-01
2021,35,Total,12507,2021-08-29,2021-09-04,5562663,NA,NA,NA,224.838,case,2023-06-01
2021,36,0-4,583,2021-09-05,2021-09-11,351664,NA,NA,NA,165.783,case,2023-06-01
2021,36,12-17,1007,2021-09-05,2021-09-11,433734,NA,NA,NA,232.17,case,2023-06-01
2021,36,18-49,6445,2021-09-05,2021-09-11,2294817,NA,NA,NA,280.85,case,2023-06-01
2021,36,5-11,1240,2021-09-05,2021-09-11,509735,NA,NA,NA,243.264,case,2023-06-01
2021,36,50-64,2057,2021-09-05,2021-09-11,1114015,NA,NA,NA,184.647,case,2023-06-01
2021,36,65-74,863,2021-09-05,2021-09-11,490739,NA,NA,NA,175.857,case,2023-06-01
2021,36,75-84,465,2021-09-05,2021-09-11,252053,NA,NA,NA,184.485,case,2023-06-01
2021,36,85+,183,2021-09-05,2021-09-11,115906,NA,NA,NA,157.887,case,2023-06-01
2021,36,Total,12843,2021-09-05,2021-09-11,5562663,NA,NA,NA,230.879,case,2023-06-01
2021,37,0-4,721,2021-09-12,2021-09-18,351664,NA,NA,NA,205.025,case,2023-06-01
2021,37,12-17,1808,2021-09-12,2021-09-18,433734,NA,NA,NA,416.845,case,2023-06-01
2021,37,18-49,7089,2021-09-12,2021-09-18,2294817,NA,NA,NA,308.914,case,2023-06-01
2021,37,5-11,2083,2021-09-12,2021-09-18,509735,NA,NA,NA,408.644,case,2023-06-01
2021,37,50-64,2323,2021-09-12,2021-09-18,1114015,NA,NA,NA,208.525,case,2023-06-01
2021,37,65-74,982,2021-09-12,2021-09-18,490739,NA,NA,NA,200.106,case,2023-06-01
2021,37,75-84,509,2021-09-12,2021-09-18,252053,NA,NA,NA,201.942,case,2023-06-01
2021,37,85+,213,2021-09-12,2021-09-18,115906,NA,NA,NA,183.77,case,2023-06-01
2021,37,Total,15728,2021-09-12,2021-09-18,5562663,NA,NA,NA,282.742,case,2023-06-01
2021,38,0-4,718,2021-09-19,2021-09-25,351664,NA,NA,NA,204.172,case,2023-06-01
2021,38,12-17,2264,2021-09-19,2021-09-25,433734,NA,NA,NA,521.979,case,2023-06-01
2021,38,18-49,7317,2021-09-19,2021-09-25,2294817,NA,NA,NA,318.849,case,2023-06-01
2021,38,5-11,2459,2021-09-19,2021-09-25,509735,NA,NA,NA,482.408,case,2023-06-01
2021,38,50-64,2478,2021-09-19,2021-09-25,1114015,NA,NA,NA,222.439,case,2023-06-01
2021,38,65-74,1100,2021-09-19,2021-09-25,490739,NA,NA,NA,224.152,case,2023-06-01
2021,38,75-84,566,2021-09-19,2021-09-25,252053,NA,NA,NA,224.556,case,2023-06-01
2021,38,85+,235,2021-09-19,2021-09-25,115906,NA,NA,NA,202.751,case,2023-06-01
2021,38,Total,17137,2021-09-19,2021-09-25,5562663,NA,NA,NA,308.072,case,2023-06-01
2021,39,0-4,913,2021-09-26,2021-10-02,351664,NA,NA,NA,259.623,case,2023-06-01
2021,39,12-17,2314,2021-09-26,2021-10-02,433734,NA,NA,NA,533.507,case,2023-06-01
2021,39,18-49,9077,2021-09-26,2021-10-02,2294817,NA,NA,NA,395.544,case,2023-06-01
2021,39,5-11,2874,2021-09-26,2021-10-02,509735,NA,NA,NA,563.822,case,2023-06-01
2021,39,50-64,3079,2021-09-26,2021-10-02,1114015,NA,NA,NA,276.388,case,2023-06-01
2021,39,65-74,1455,2021-09-26,2021-10-02,490739,NA,NA,NA,296.492,case,2023-06-01
2021,39,75-84,729,2021-09-26,2021-10-02,252053,NA,NA,NA,289.225,case,2023-06-01
2021,39,85+,270,2021-09-26,2021-10-02,115906,NA,NA,NA,232.947,case,2023-06-01
2021,39,Total,20711,2021-09-26,2021-10-02,5562663,NA,NA,NA,372.322,case,2023-06-01
2021,40,0-4,850,2021-10-03,2021-10-09,351664,NA,NA,NA,241.708,case,2023-06-01
2021,40,12-17,2075,2021-10-03,2021-10-09,433734,NA,NA,NA,478.404,case,2023-06-01
2021,40,18-49,9022,2021-10-03,2021-10-09,2294817,NA,NA,NA,393.147,case,2023-06-01
2021,40,5-11,2485,2021-10-03,2021-10-09,509735,NA,NA,NA,487.508,case,2023-06-01
2021,40,50-64,3383,2021-10-03,2021-10-09,1114015,NA,NA,NA,303.676,case,2023-06-01
2021,40,65-74,1505,2021-10-03,2021-10-09,490739,NA,NA,NA,306.68,case,2023-06-01
2021,40,75-84,818,2021-10-03,2021-10-09,252053,NA,NA,NA,324.535,case,2023-06-01
2021,40,85+,284,2021-10-03,2021-10-09,115906,NA,NA,NA,245.026,case,2023-06-01
2021,40,Total,20422,2021-10-03,2021-10-09,5562663,NA,NA,NA,367.126,case,2023-06-01
2021,41,0-4,752,2021-10-10,2021-10-16,351664,NA,NA,NA,213.84,case,2023-06-01
2021,41,12-17,1534,2021-10-10,2021-10-16,433734,NA,NA,NA,353.673,case,2023-06-01
2021,41,18-49,7577,2021-10-10,2021-10-16,2294817,NA,NA,NA,330.179,case,2023-06-01
2021,41,5-11,2168,2021-10-10,2021-10-16,509735,NA,NA,NA,425.319,case,2023-06-01
2021,41,50-64,2935,2021-10-10,2021-10-16,1114015,NA,NA,NA,263.461,case,2023-06-01
2021,41,65-74,1308,2021-10-10,2021-10-16,490739,NA,NA,NA,266.537,case,2023-06-01
2021,41,75-84,633,2021-10-10,2021-10-16,252053,NA,NA,NA,251.138,case,2023-06-01
2021,41,85+,261,2021-10-10,2021-10-16,115906,NA,NA,NA,225.182,case,2023-06-01
2021,41,Total,17168,2021-10-10,2021-10-16,5562663,NA,NA,NA,308.629,case,2023-06-01
2021,42,0-4,770,2021-10-17,2021-10-23,351664,NA,NA,NA,218.959,case,2023-06-01
2021,42,12-17,1170,2021-10-17,2021-10-23,433734,NA,NA,NA,269.751,case,2023-06-01
2021,42,18-49,7006,2021-10-17,2021-10-23,2294817,NA,NA,NA,305.297,case,2023-06-01
2021,42,5-11,1872,2021-10-17,2021-10-23,509735,NA,NA,NA,367.25,case,2023-06-01
2021,42,50-64,2740,2021-10-17,2021-10-23,1114015,NA,NA,NA,245.957,case,2023-06-01
2021,42,65-74,1116,2021-10-17,2021-10-23,490739,NA,NA,NA,227.412,case,2023-06-01
2021,42,75-84,547,2021-10-17,2021-10-23,252053,NA,NA,NA,217.018,case,2023-06-01
2021,42,85+,267,2021-10-17,2021-10-23,115906,NA,NA,NA,230.359,case,2023-06-01
2021,42,Total,15488,2021-10-17,2021-10-23,5562663,NA,NA,NA,278.428,case,2023-06-01
2021,43,0-4,794,2021-10-24,2021-10-30,351664,NA,NA,NA,225.784,case,2023-06-01
2021,43,12-17,1397,2021-10-24,2021-10-30,433734,NA,NA,NA,322.087,case,2023-06-01
2021,43,18-49,8447,2021-10-24,2021-10-30,2294817,NA,NA,NA,368.09,case,2023-06-01
2021,43,5-11,2266,2021-10-24,2021-10-30,509735,NA,NA,NA,444.545,case,2023-06-01
2021,43,50-64,3361,2021-10-24,2021-10-30,1114015,NA,NA,NA,301.702,case,2023-06-01
2021,43,65-74,1419,2021-10-24,2021-10-30,490739,NA,NA,NA,289.156,case,2023-06-01
2021,43,75-84,696,2021-10-24,2021-10-30,252053,NA,NA,NA,276.132,case,2023-06-01
2021,43,85+,332,2021-10-24,2021-10-30,115906,NA,NA,NA,286.439,case,2023-06-01
2021,43,Total,18712,2021-10-24,2021-10-30,5562663,NA,NA,NA,336.386,case,2023-06-01
2021,44,0-4,1150,2021-10-31,2021-11-06,351664,NA,NA,NA,327.017,case,2023-06-01
2021,44,12-17,1521,2021-10-31,2021-11-06,433734,NA,NA,NA,350.676,case,2023-06-01
2021,44,18-49,11575,2021-10-31,2021-11-06,2294817,NA,NA,NA,504.398,case,2023-06-01
2021,44,5-11,3200,2021-10-31,2021-11-06,509735,NA,NA,NA,627.777,case,2023-06-01
2021,44,50-64,4322,2021-10-31,2021-11-06,1114015,NA,NA,NA,387.966,case,2023-06-01
2021,44,65-74,1558,2021-10-31,2021-11-06,490739,NA,NA,NA,317.48,case,2023-06-01
2021,44,75-84,737,2021-10-31,2021-11-06,252053,NA,NA,NA,292.399,case,2023-06-01
2021,44,85+,405,2021-10-31,2021-11-06,115906,NA,NA,NA,349.421,case,2023-06-01
2021,44,Total,24468,2021-10-31,2021-11-06,5562663,NA,NA,NA,439.861,case,2023-06-01
2021,45,0-4,1473,2021-11-07,2021-11-13,351664,NA,NA,NA,418.866,case,2023-06-01
2021,45,12-17,1908,2021-11-07,2021-11-13,433734,NA,NA,NA,439.901,case,2023-06-01
2021,45,18-49,13712,2021-11-07,2021-11-13,2294817,NA,NA,NA,597.52,case,2023-06-01
2021,45,5-11,3875,2021-11-07,2021-11-13,509735,NA,NA,NA,760.199,case,2023-06-01
2021,45,50-64,4970,2021-11-07,2021-11-13,1114015,NA,NA,NA,446.134,case,2023-06-01
2021,45,65-74,1744,2021-11-07,2021-11-13,490739,NA,NA,NA,355.382,case,2023-06-01
2021,45,75-84,874,2021-11-07,2021-11-13,252053,NA,NA,NA,346.752,case,2023-06-01
2021,45,85+,442,2021-11-07,2021-11-13,115906,NA,NA,NA,381.344,case,2023-06-01
2021,45,Total,28998,2021-11-07,2021-11-13,5562663,NA,NA,NA,521.297,case,2023-06-01
2021,46,0-4,1610,2021-11-14,2021-11-20,351664,NA,NA,NA,457.823,case,2023-06-01
2021,46,12-17,2195,2021-11-14,2021-11-20,433734,NA,NA,NA,506.071,case,2023-06-01
2021,46,18-49,13855,2021-11-14,2021-11-20,2294817,NA,NA,NA,603.752,case,2023-06-01
2021,46,5-11,4354,2021-11-14,2021-11-20,509735,NA,NA,NA,854.169,case,2023-06-01
2021,46,50-64,5261,2021-11-14,2021-11-20,1114015,NA,NA,NA,472.256,case,2023-06-01
2021,46,65-74,1746,2021-11-14,2021-11-20,490739,NA,NA,NA,355.79,case,2023-06-01
2021,46,75-84,818,2021-11-14,2021-11-20,252053,NA,NA,NA,324.535,case,2023-06-01
2021,46,85+,348,2021-11-14,2021-11-20,115906,NA,NA,NA,300.243,case,2023-06-01
2021,46,Total,30187,2021-11-14,2021-11-20,5562663,NA,NA,NA,542.672,case,2023-06-01
2021,47,0-4,1428,2021-11-21,2021-11-27,351664,NA,NA,NA,406.069,case,2023-06-01
2021,47,12-17,1555,2021-11-21,2021-11-27,433734,NA,NA,NA,358.515,case,2023-06-01
2021,47,18-49,12162,2021-11-21,2021-11-27,2294817,NA,NA,NA,529.977,case,2023-06-01
2021,47,5-11,3190,2021-11-21,2021-11-27,509735,NA,NA,NA,625.815,case,2023-06-01
2021,47,50-64,4526,2021-11-21,2021-11-27,1114015,NA,NA,NA,406.278,case,2023-06-01
2021,47,65-74,1563,2021-11-21,2021-11-27,490739,NA,NA,NA,318.499,case,2023-06-01
2021,47,75-84,682,2021-11-21,2021-11-27,252053,NA,NA,NA,270.578,case,2023-06-01
2021,47,85+,332,2021-11-21,2021-11-27,115906,NA,NA,NA,286.439,case,2023-06-01
2021,47,Total,25438,2021-11-21,2021-11-27,5562663,NA,NA,NA,457.299,case,2023-06-01
2021,48,0-4,1769,2021-11-28,2021-12-04,351664,NA,NA,NA,503.037,case,2023-06-01
2021,48,12-17,2287,2021-11-28,2021-12-04,433734,NA,NA,NA,527.282,case,2023-06-01
2021,48,18-49,17091,2021-11-28,2021-12-04,2294817,NA,NA,NA,744.765,case,2023-06-01
2021,48,5-11,3544,2021-11-28,2021-12-04,509735,NA,NA,NA,695.263,case,2023-06-01
