year,week,age_group,new_cases,mmwr_startdate,mmwr_enddate,pop_size,F3,F5,F6,new_cases_percap,outcome,report_date
2020,40,5-11,256,2020-09-27,2020-10-03,509735,NA,NA,NA,50.222,case,2023-06-01
2020,40,50-64,1468,2020-09-27,2020-10-03,1114015,NA,NA,NA,131.776,case,2023-06-01
2020,40,65-74,559,2020-09-27,2020-10-03,490739,NA,NA,NA,113.91,case,2023-06-01
2020,40,75-84,277,2020-09-27,2020-10-03,252053,NA,NA,NA,109.898,case,2023-06-01
2020,40,85+,159,2020-09-27,2020-10-03,115906,NA,NA,NA,137.18,case,2023-06-01
2020,40,Total,7298,2020-09-27,2020-10-03,5562663,NA,NA,NA,131.196,case,2023-06-01
2020,41,0-4,168,2020-10-04,2020-10-10,351664,NA,NA,NA,47.773,case,2023-06-01
2020,41,12-17,567,2020-10-04,2020-10-10,433734,NA,NA,NA,130.725,case,2023-06-01
2020,41,18-49,5175,2020-10-04,2020-10-10,2294817,NA,NA,NA,225.508,case,2023-06-01
2020,41,5-11,355,2020-10-04,2020-10-10,509735,NA,NA,NA,69.644,case,2023-06-01
2020,41,50-64,1943,2020-10-04,2020-10-10,1114015,NA,NA,NA,174.414,case,2023-06-01
2020,41,65-74,782,2020-10-04,2020-10-10,490739,NA,NA,NA,159.352,case,2023-06-01
2020,41,75-84,376,2020-10-04,2020-10-10,252053,NA,NA,NA,149.175,case,2023-06-01
2020,41,85+,305,2020-10-04,2020-10-10,115906,NA,NA,NA,263.144,case,2023-06-01
2020,41,Total,9671,2020-10-04,2020-10-10,5562663,NA,NA,NA,173.856,case,2023-06-01
2020,42,0-4,189,2020-10-11,2020-10-17,351664,NA,NA,NA,53.744,case,2023-06-01
2020,42,12-17,598,2020-10-11,2020-10-17,433734,NA,NA,NA,137.873,case,2023-06-01
2020,42,18-49,5731,2020-10-11,2020-10-17,2294817,NA,NA,NA,249.737,case,2023-06-01
2020,42,5-11,384,2020-10-11,2020-10-17,509735,NA,NA,NA,75.333,case,2023-06-01
2020,42,50-64,2329,2020-10-11,2020-10-17,1114015,NA,NA,NA,209.064,case,2023-06-01
2020,42,65-74,841,2020-10-11,2020-10-17,490739,NA,NA,NA,171.374,case,2023-06-01
2020,42,75-84,439,2020-10-11,2020-10-17,252053,NA,NA,NA,174.17,case,2023-06-01
2020,42,85+,256,2020-10-11,2020-10-17,115906,NA,NA,NA,220.869,case,2023-06-01
2020,42,Total,10767,2020-10-11,2020-10-17,5562663,NA,NA,NA,193.558,case,2023-06-01
2020,43,0-4,263,2020-10-18,2020-10-24,351664,NA,NA,NA,74.787,case,2023-06-01
2020,43,12-17,832,2020-10-18,2020-10-24,433734,NA,NA,NA,191.823,case,2023-06-01
2020,43,18-49,7377,2020-10-18,2020-10-24,2294817,NA,NA,NA,321.464,case,2023-06-01
2020,43,5-11,513,2020-10-18,2020-10-24,509735,NA,NA,NA,100.641,case,2023-06-01
2020,43,50-64,2943,2020-10-18,2020-10-24,1114015,NA,NA,NA,264.18,case,2023-06-01
2020,43,65-74,1052,2020-10-18,2020-10-24,490739,NA,NA,NA,214.371,case,2023-06-01
2020,43,75-84,557,2020-10-18,2020-10-24,252053,NA,NA,NA,220.985,case,2023-06-01
2020,43,85+,364,2020-10-18,2020-10-24,115906,NA,NA,NA,314.048,case,2023-06-01
2020,43,Total,13901,2020-10-18,2020-10-24,5562663,NA,NA,NA,249.898,case,2023-06-01
2020,44,0-4,346,2020-10-25,2020-10-31,351664,NA,NA,NA,98.389,case,2023-06-01
2020,44,12-17,1293,2020-10-25,2020-10-31,433734,NA,NA,NA,298.109,case,2023-06-01
2020,44,18-49,12358,2020-10-25,2020-10-31,2294817,NA,NA,NA,538.518,case,2023-06-01
2020,44,5-11,779,2020-10-25,2020-10-31,509735,NA,NA,NA,152.825,case,2023-06-01
2020,44,50-64,4897,2020-10-25,2020-10-31,1114015,NA,NA,NA,439.581,case,2023-06-01
2020,44,65-74,1606,2020-10-25,2020-10-31,490739,NA,NA,NA,327.262,case,2023-06-01
2020,44,75-84,878,2020-10-25,2020-10-31,252053,NA,NA,NA,348.339,case,2023-06-01
2020,44,85+,581,2020-10-25,2020-10-31,115906,NA,NA,NA,501.268,case,2023-06-01
2020,44,Total,22738,2020-10-25,2020-10-31,5562663,NA,NA,NA,408.761,case,2023-06-01
2020,45,0-4,692,2020-11-01,2020-11-07,351664,NA,NA,NA,196.779,case,2023-06-01
2020,45,12-17,2677,2020-11-01,2020-11-07,433734,NA,NA,NA,617.199,case,2023-06-01
2020,45,18-49,22204,2020-11-01,2020-11-07,2294817,NA,NA,NA,967.572,case,2023-06-01
2020,45,5-11,1578,2020-11-01,2020-11-07,509735,NA,NA,NA,309.573,case,2023-06-01
2020,45,50-64,8059,2020-11-01,2020-11-07,1114015,NA,NA,NA,723.419,case,2023-06-01
2020,45,65-74,2647,2020-11-01,2020-11-07,490739,NA,NA,NA,539.391,case,2023-06-01
2020,45,75-84,1374,2020-11-01,2020-11-07,252053,NA,NA,NA,545.123,case,2023-06-01
2020,45,85+,898,2020-11-01,2020-11-07,115906,NA,NA,NA,774.766,case,2023-06-01
2020,45,Total,40129,2020-11-01,2020-11-07,5562663,NA,NA,NA,721.399,case,2023-06-01
2020,46,0-4,839,2020-11-08,2020-11-14,351664,NA,NA,NA,238.58,case,2023-06-01
2020,46,12-17,3305,2020-11-08,2020-11-14,433734,NA,NA,NA,761.988,case,2023-06-01
2020,46,18-49,25602,2020-11-08,2020-11-14,2294817,NA,NA,NA,1115.645,case,2023-06-01
2020,46,5-11,1990,2020-11-08,2020-11-14,509735,NA,NA,NA,390.399,case,2023-06-01
2020,46,50-64,10584,2020-11-08,2020-11-14,1114015,NA,NA,NA,950.077,case,2023-06-01
2020,46,65-74,3511,2020-11-08,2020-11-14,490739,NA,NA,NA,715.452,case,2023-06-01
2020,46,75-84,1814,2020-11-08,2020-11-14,252053,NA,NA,NA,719.69,case,2023-06-01
2020,46,85+,1040,2020-11-08,2020-11-14,115906,NA,NA,NA,897.279,case,2023-06-01
2020,46,Total,48685,2020-11-08,2020-11-14,5562663,NA,NA,NA,875.21,case,2023-06-01
2020,47,0-4,908,2020-11-15,2020-11-21,351664,NA,NA,NA,258.201,case,2023-06-01
2020,47,12-17,3036,2020-11-15,2020-11-21,433734,NA,NA,NA,699.968,case,2023-06-01
2020,47,18-49,22962,2020-11-15,2020-11-21,2294817,NA,NA,NA,1000.603,case,2023-06-01
2020,47,5-11,1943,2020-11-15,2020-11-21,509735,NA,NA,NA,381.178,case,2023-06-01
2020,47,50-64,10132,2020-11-15,2020-11-21,1114015,NA,NA,NA,909.503,case,2023-06-01
2020,47,65-74,3857,2020-11-15,2020-11-21,490739,NA,NA,NA,785.958,case,2023-06-01
2020,47,75-84,1835,2020-11-15,2020-11-21,252053,NA,NA,NA,728.021,case,2023-06-01
2020,47,85+,1030,2020-11-15,2020-11-21,115906,NA,NA,NA,888.651,case,2023-06-01
2020,47,Total,45703,2020-11-15,2020-11-21,5562663,NA,NA,NA,821.603,case,2023-06-01
2020,48,0-4,729,2020-11-22,2020-11-28,351664,NA,NA,NA,207.3,case,2023-06-01
2020,48,12-17,2365,2020-11-22,2020-11-28,433734,NA,NA,NA,545.265,case,2023-06-01
2020,48,18-49,17222,2020-11-22,2020-11-28,2294817,NA,NA,NA,750.474,case,2023-06-01
2020,48,5-11,1584,2020-11-22,2020-11-28,509735,NA,NA,NA,310.75,case,2023-06-01
2020,48,50-64,7463,2020-11-22,2020-11-28,1114015,NA,NA,NA,669.919,case,2023-06-01
2020,48,65-74,2787,2020-11-22,2020-11-28,490739,NA,NA,NA,567.919,case,2023-06-01
2020,48,75-84,1512,2020-11-22,2020-11-28,252053,NA,NA,NA,599.874,case,2023-06-01
2020,48,85+,1088,2020-11-22,2020-11-28,115906,NA,NA,NA,938.692,case,2023-06-01
2020,48,Total,34750,2020-11-22,2020-11-28,5562663,NA,NA,NA,624.701,case,2023-06-01
2020,49,0-4,790,2020-11-29,2020-12-05,351664,NA,NA,NA,224.646,case,2023-06-01
2020,49,12-17,2418,2020-11-29,2020-12-05,433734,NA,NA,NA,557.485,case,2023-06-01
2020,49,18-49,17951,2020-11-29,2020-12-05,2294817,NA,NA,NA,782.241,case,2023-06-01
2020,49,5-11,1782,2020-11-29,2020-12-05,509735,NA,NA,NA,349.593,case,2023-06-01
2020,49,50-64,7162,2020-11-29,2020-12-05,1114015,NA,NA,NA,642.9,case,2023-06-01
2020,49,65-74,2525,2020-11-29,2020-12-05,490739,NA,NA,NA,514.53,case,2023-06-01
2020,49,75-84,1377,2020-11-29,2020-12-05,252053,NA,NA,NA,546.314,case,2023-06-01
2020,49,85+,1057,2020-11-29,2020-12-05,115906,NA,NA,NA,911.946,case,2023-06-01
2020,49,Total,35062,2020-11-29,2020-12-05,5562663,NA,NA,NA,630.31,case,2023-06-01
2020,50,0-4,576,2020-12-06,2020-12-12,351664,NA,NA,NA,163.793,case,2023-06-01
2020,50,12-17,1503,2020-12-06,2020-12-12,433734,NA,NA,NA,346.526,case,2023-06-01
2020,50,18-49,11296,2020-12-06,2020-12-12,2294817,NA,NA,NA,492.24,case,2023-06-01
2020,50,5-11,1169,2020-12-06,2020-12-12,509735,NA,NA,NA,229.335,case,2023-06-01
2020,50,50-64,4617,2020-12-06,2020-12-12,1114015,NA,NA,NA,414.447,case,2023-06-01
2020,50,65-74,1648,2020-12-06,2020-12-12,490739,NA,NA,NA,335.82,case,2023-06-01
2020,50,75-84,1078,2020-12-06,2020-12-12,252053,NA,NA,NA,427.688,case,2023-06-01
2020,50,85+,843,2020-12-06,2020-12-12,115906,NA,NA,NA,727.314,case,2023-06-01
2020,50,Total,22730,2020-12-06,2020-12-12,5562663,NA,NA,NA,408.617,case,2023-06-01
2020,51,0-4,435,2020-12-13,2020-12-19,351664,NA,NA,NA,123.698,case,2023-06-01
2020,51,12-17,966,2020-12-13,2020-12-19,433734,NA,NA,NA,222.717,case,2023-06-01
2020,51,18-49,8064,2020-12-13,2020-12-19,2294817,NA,NA,NA,351.401,case,2023-06-01
2020,51,5-11,787,2020-12-13,2020-12-19,509735,NA,NA,NA,154.394,case,2023-06-01
2020,51,50-64,3260,2020-12-13,2020-12-19,1114015,NA,NA,NA,292.635,case,2023-06-01
2020,51,65-74,1239,2020-12-13,2020-12-19,490739,NA,NA,NA,252.476,case,2023-06-01
2020,51,75-84,684,2020-12-13,2020-12-19,252053,NA,NA,NA,271.371,case,2023-06-01
2020,51,85+,528,2020-12-13,2020-12-19,115906,NA,NA,NA,455.542,case,2023-06-01
2020,51,Total,15963,2020-12-13,2020-12-19,5562663,NA,NA,NA,286.967,case,2023-06-01
2020,52,0-4,291,2020-12-20,2020-12-26,351664,NA,NA,NA,82.749,case,2023-06-01
2020,52,12-17,551,2020-12-20,2020-12-26,433734,NA,NA,NA,127.036,case,2023-06-01
2020,52,18-49,5051,2020-12-20,2020-12-26,2294817,NA,NA,NA,220.105,case,2023-06-01
2020,52,5-11,442,2020-12-20,2020-12-26,509735,NA,NA,NA,86.712,case,2023-06-01
2020,52,50-64,2055,2020-12-20,2020-12-26,1114015,NA,NA,NA,184.468,case,2023-06-01
2020,52,65-74,806,2020-12-20,2020-12-26,490739,NA,NA,NA,164.242,case,2023-06-01
2020,52,75-84,461,2020-12-20,2020-12-26,252053,NA,NA,NA,182.898,case,2023-06-01
2020,52,85+,369,2020-12-20,2020-12-26,115906,NA,NA,NA,318.361,case,2023-06-01
2020,52,Total,10026,2020-12-20,2020-12-26,5562663,NA,NA,NA,180.237,case,2023-06-01
2020,53,0-4,350,2020-12-27,2021-01-02,351664,NA,NA,NA,99.527,case,2023-06-01
2020,53,12-17,778,2020-12-27,2021-01-02,433734,NA,NA,NA,179.373,case,2023-06-01
2020,53,18-49,6652,2020-12-27,2021-01-02,2294817,NA,NA,NA,289.871,case,2023-06-01
2020,53,5-11,576,2020-12-27,2021-01-02,509735,NA,NA,NA,113,case,2023-06-01
2020,53,50-64,2494,2020-12-27,2021-01-02,1114015,NA,NA,NA,223.875,case,2023-06-01
2020,53,65-74,1024,2020-12-27,2021-01-02,490739,NA,NA,NA,208.665,case,2023-06-01
2020,53,75-84,533,2020-12-27,2021-01-02,252053,NA,NA,NA,211.463,case,2023-06-01
2020,53,85+,381,2020-12-27,2021-01-02,115906,NA,NA,NA,328.715,case,2023-06-01
2020,53,Total,12788,2020-12-27,2021-01-02,5562663,NA,NA,NA,229.89,case,2023-06-01
2021,1,0-4,302,2021-01-03,2021-01-09,351664,NA,NA,NA,85.877,case,2023-06-01
2021,1,12-17,979,2021-01-03,2021-01-09,433734,NA,NA,NA,225.714,case,2023-06-01
2021,1,18-49,6919,2021-01-03,2021-01-09,2294817,NA,NA,NA,301.506,case,2023-06-01
2021,1,5-11,698,2021-01-03,2021-01-09,509735,NA,NA,NA,136.934,case,2023-06-01
2021,1,50-64,2471,2021-01-03,2021-01-09,1114015,NA,NA,NA,221.81,case,2023-06-01
2021,1,65-74,913,2021-01-03,2021-01-09,490739,NA,NA,NA,186.046,case,2023-06-01
2021,1,75-84,477,2021-01-03,2021-01-09,252053,NA,NA,NA,189.246,case,2023-06-01
2021,1,85+,319,2021-01-03,2021-01-09,115906,NA,NA,NA,275.223,case,2023-06-01
2021,1,Total,13078,2021-01-03,2021-01-09,5562663,NA,NA,NA,235.103,case,2023-06-01
2021,2,0-4,291,2021-01-10,2021-01-16,351664,NA,NA,NA,82.749,case,2023-06-01
2021,2,12-17,660,2021-01-10,2021-01-16,433734,NA,NA,NA,152.167,case,2023-06-01
2021,2,18-49,4579,2021-01-10,2021-01-16,2294817,NA,NA,NA,199.537,case,2023-06-01
2021,2,5-11,467,2021-01-10,2021-01-16,509735,NA,NA,NA,91.616,case,2023-06-01
2021,2,50-64,1789,2021-01-10,2021-01-16,1114015,NA,NA,NA,160.59,case,2023-06-01
2021,2,65-74,685,2021-01-10,2021-01-16,490739,NA,NA,NA,139.585,case,2023-06-01
2021,2,75-84,311,2021-01-10,2021-01-16,252053,NA,NA,NA,123.387,case,2023-06-01
2021,2,85+,240,2021-01-10,2021-01-16,115906,NA,NA,NA,207.064,case,2023-06-01
2021,2,Total,9022,2021-01-10,2021-01-16,5562663,NA,NA,NA,162.189,case,2023-06-01
2021,3,0-4,252,2021-01-17,2021-01-23,351664,NA,NA,NA,71.659,case,2023-06-01
2021,3,12-17,568,2021-01-17,2021-01-23,433734,NA,NA,NA,130.956,case,2023-06-01
2021,3,18-49,4044,2021-01-17,2021-01-23,2294817,NA,NA,NA,176.223,case,2023-06-01
2021,3,5-11,429,2021-01-17,2021-01-23,509735,NA,NA,NA,84.161,case,2023-06-01
2021,3,50-64,1614,2021-01-17,2021-01-23,1114015,NA,NA,NA,144.881,case,2023-06-01
2021,3,65-74,567,2021-01-17,2021-01-23,490739,NA,NA,NA,115.54,case,2023-06-01
2021,3,75-84,284,2021-01-17,2021-01-23,252053,NA,NA,NA,112.675,case,2023-06-01
2021,3,85+,191,2021-01-17,2021-01-23,115906,NA,NA,NA,164.789,case,2023-06-01
2021,3,Total,7949,2021-01-17,2021-01-23,5562663,NA,NA,NA,142.899,case,2023-06-01
2021,4,0-4,169,2021-01-24,2021-01-30,351664,NA,NA,NA,48.057,case,2023-06-01
2021,4,12-17,478,2021-01-24,2021-01-30,433734,NA,NA,NA,110.206,case,2023-06-01
2021,4,18-49,3448,2021-01-24,2021-01-30,2294817,NA,NA,NA,150.252,case,2023-06-01
2021,4,5-11,391,2021-01-24,2021-01-30,509735,NA,NA,NA,76.707,case,2023-06-01
2021,4,50-64,1258,2021-01-24,2021-01-30,1114015,NA,NA,NA,112.925,case,2023-06-01
2021,4,65-74,476,2021-01-24,2021-01-30,490739,NA,NA,NA,96.997,case,2023-06-01
2021,4,75-84,226,2021-01-24,2021-01-30,252053,NA,NA,NA,89.664,case,2023-06-01
2021,4,85+,142,2021-01-24,2021-01-30,115906,NA,NA,NA,122.513,case,2023-06-01
2021,4,Total,6588,2021-01-24,2021-01-30,5562663,NA,NA,NA,118.432,case,2023-06-01
2021,5,0-4,186,2021-01-31,2021-02-06,351664,NA,NA,NA,52.891,case,2023-06-01
2021,5,12-17,507,2021-01-31,2021-02-06,433734,NA,NA,NA,116.892,case,2023-06-01
2021,5,18-49,3137,2021-01-31,2021-02-06,2294817,NA,NA,NA,136.699,case,2023-06-01
2021,5,5-11,378,2021-01-31,2021-02-06,509735,NA,NA,NA,74.156,case,2023-06-01
2021,5,50-64,1233,2021-01-31,2021-02-06,1114015,NA,NA,NA,110.681,case,2023-06-01
2021,5,65-74,462,2021-01-31,2021-02-06,490739,NA,NA,NA,94.144,case,2023-06-01
2021,5,75-84,215,2021-01-31,2021-02-06,252053,NA,NA,NA,85.3,case,2023-06-01
2021,5,85+,123,2021-01-31,2021-02-06,115906,NA,NA,NA,106.12,case,2023-06-01
2021,5,Total,6241,2021-01-31,2021-02-06,5562663,NA,NA,NA,112.194,case,2023-06-01
2021,6,0-4,175,2021-02-07,2021-02-13,351664,NA,NA,NA,49.763,case,2023-06-01
2021,6,12-17,499,2021-02-07,2021-02-13,433734,NA,NA,NA,115.047,case,2023-06-01
2021,6,18-49,2668,2021-02-07,2021-02-13,2294817,NA,NA,NA,116.262,case,2023-06-01
2021,6,5-11,374,2021-02-07,2021-02-13,509735,NA,NA,NA,73.371,case,2023-06-01
2021,6,50-64,1103,2021-02-07,2021-02-13,1114015,NA,NA,NA,99.011,case,2023-06-01
2021,6,65-74,394,2021-02-07,2021-02-13,490739,NA,NA,NA,80.287,case,2023-06-01
2021,6,75-84,183,2021-02-07,2021-02-13,252053,NA,NA,NA,72.604,case,2023-06-01
2021,6,85+,72,2021-02-07,2021-02-13,115906,NA,NA,NA,62.119,case,2023-06-01
2021,6,Total,5468,2021-02-07,2021-02-13,5562663,NA,NA,NA,98.298,case,2023-06-01
2021,7,0-4,161,2021-02-14,2021-02-20,351664,NA,NA,NA,45.782,case,2023-06-01
2021,7,12-17,585,2021-02-14,2021-02-20,433734,NA,NA,NA,134.875,case,2023-06-01
2021,7,18-49,2548,2021-02-14,2021-02-20,2294817,NA,NA,NA,111.033,case,2023-06-01
2021,7,5-11,350,2021-02-14,2021-02-20,509735,NA,NA,NA,68.663,case,2023-06-01
2021,7,50-64,1020,2021-02-14,2021-02-20,1114015,NA,NA,NA,91.561,case,2023-06-01
2021,7,65-74,332,2021-02-14,2021-02-20,490739,NA,NA,NA,67.653,case,2023-06-01
2021,7,75-84,134,2021-02-14,2021-02-20,252053,NA,NA,NA,53.163,case,2023-06-01
2021,7,85+,67,2021-02-14,2021-02-20,115906,NA,NA,NA,57.805,case,2023-06-01
2021,7,Total,5197,2021-02-14,2021-02-20,5562663,NA,NA,NA,93.426,case,2023-06-01
2021,8,0-4,154,2021-02-21,2021-02-27,351664,NA,NA,NA,43.792,case,2023-06-01
2021,8,12-17,614,2021-02-21,2021-02-27,433734,NA,NA,NA,141.561,case,2023-06-01
2021,8,18-49,2838,2021-02-21,2021-02-27,2294817,NA,NA,NA,123.67,case,2023-06-01
2021,8,5-11,350,2021-02-21,2021-02-27,509735,NA,NA,NA,68.663,case,2023-06-01
2021,8,50-64,1022,2021-02-21,2021-02-27,1114015,NA,NA,NA,91.74,case,2023-06-01
2021,8,65-74,314,2021-02-21,2021-02-27,490739,NA,NA,NA,63.985,case,2023-06-01
2021,8,75-84,122,2021-02-21,2021-02-27,252053,NA,NA,NA,48.403,case,2023-06-01
2021,8,85+,49,2021-02-21,2021-02-27,115906,NA,NA,NA,42.276,case,2023-06-01
2021,8,Total,5463,2021-02-21,2021-02-27,5562663,NA,NA,NA,98.208,case,2023-06-01
2021,9,0-4,178,2021-02-28,2021-03-06,351664,NA,NA,NA,50.616,case,2023-06-01
2021,9,12-17,667,2021-02-28,2021-03-06,433734,NA,NA,NA,153.781,case,2023-06-01
2021,9,18-49,2759,2021-02-28,2021-03-06,2294817,NA,NA,NA,120.227,case,2023-06-01
2021,9,5-11,357,2021-02-28,2021-03-06,509735,NA,NA,NA,70.036,case,2023-06-01
2021,9,50-64,1221,2021-02-28,2021-03-06,1114015,NA,NA,NA,109.604,case,2023-06-01
2021,9,65-74,320,2021-02-28,2021-03-06,490739,NA,NA,NA,65.208,case,2023-06-01
2021,9,75-84,107,2021-02-28,2021-03-06,252053,NA,NA,NA,42.451,case,2023-06-01
2021,9,85+,31,2021-02-28,2021-03-06,115906,NA,NA,NA,26.746,case,2023-06-01
2021,9,Total,5640,2021-02-28,2021-03-06,5562663,NA,NA,NA,101.39,case,2023-06-01
2021,10,0-4,181,2021-03-07,2021-03-13,351664,NA,NA,NA,51.47,case,2023-06-01
2021,10,12-17,830,2021-03-07,2021-03-13,433734,NA,NA,NA,191.362,case,2023-06-01
2021,10,18-49,3380,2021-03-07,2021-03-13,2294817,NA,NA,NA,147.288,case,2023-06-01
2021,10,5-11,487,2021-03-07,2021-03-13,509735,NA,NA,NA,95.54,case,2023-06-01
2021,10,50-64,1498,2021-03-07,2021-03-13,1114015,NA,NA,NA,134.469,case,2023-06-01
2021,10,65-74,380,2021-03-07,2021-03-13,490739,NA,NA,NA,77.434,case,2023-06-01
2021,10,75-84,134,2021-03-07,2021-03-13,252053,NA,NA,NA,53.163,case,2023-06-01
2021,10,85+,52,2021-03-07,2021-03-13,115906,NA,NA,NA,44.864,case,2023-06-01
2021,10,Total,6942,2021-03-07,2021-03-13,5562663,NA,NA,NA,124.796,case,2023-06-01
2021,11,0-4,246,2021-03-14,2021-03-20,351664,NA,NA,NA,69.953,case,2023-06-01
2021,11,12-17,970,2021-03-14,2021-03-20,433734,NA,NA,NA,223.639,case,2023-06-01
2021,11,18-49,4245,2021-03-14,2021-03-20,2294817,NA,NA,NA,184.982,case,2023-06-01
2021,11,5-11,610,2021-03-14,2021-03-20,509735,NA,NA,NA,119.67,case,2023-06-01
2021,11,50-64,1751,2021-03-14,2021-03-20,1114015,NA,NA,NA,157.179,case,2023-06-01
2021,11,65-74,410,2021-03-14,2021-03-20,490739,NA,NA,NA,83.547,case,2023-06-01
2021,11,75-84,145,2021-03-14,2021-03-20,252053,NA,NA,NA,57.528,case,2023-06-01
2021,11,85+,45,2021-03-14,2021-03-20,115906,NA,NA,NA,38.825,case,2023-06-01
2021,11,Total,8422,2021-03-14,2021-03-20,5562663,NA,NA,NA,151.402,case,2023-06-01
2021,12,0-4,308,2021-03-21,2021-03-27,351664,NA,NA,NA,87.584,case,2023-06-01
2021,12,12-17,1111,2021-03-21,2021-03-27,433734,NA,NA,NA,256.148,case,2023-06-01
2021,12,18-49,5838,2021-03-21,2021-03-27,2294817,NA,NA,NA,254.399,case,2023-06-01
2021,12,5-11,765,2021-03-21,2021-03-27,509735,NA,NA,NA,150.078,case,2023-06-01
2021,12,50-64,2277,2021-03-21,2021-03-27,1114015,NA,NA,NA,204.396,case,2023-06-01
2021,12,65-74,445,2021-03-21,2021-03-27,490739,NA,NA,NA,90.68,case,2023-06-01
2021,12,75-84,158,2021-03-21,2021-03-27,252053,NA,NA,NA,62.685,case,2023-06-01
2021,12,85+,62,2021-03-21,2021-03-27,115906,NA,NA,NA,53.492,case,2023-06-01
2021,12,Total,10964,2021-03-21,2021-03-27,5562663,NA,NA,NA,197.1,case,2023-06-01
2021,13,0-4,407,2021-03-28,2021-04-03,351664,NA,NA,NA,115.735,case,2023-06-01
2021,13,12-17,1273,2021-03-28,2021-04-03,433734,NA,NA,NA,293.498,case,2023-06-01
2021,13,18-49,7456,2021-03-28,2021-04-03,2294817,NA,NA,NA,324.906,case,2023-06-01
2021,13,5-11,923,2021-03-28,2021-04-03,509735,NA,NA,NA,181.074,case,2023-06-01
2021,13,50-64,2877,2021-03-28,2021-04-03,1114015,NA,NA,NA,258.255,case,2023-06-01
2021,13,65-74,507,2021-03-28,2021-04-03,490739,NA,NA,NA,103.314,case,2023-06-01
2021,13,75-84,191,2021-03-28,2021-04-03,252053,NA,NA,NA,75.778,case,2023-06-01
2021,13,85+,61,2021-03-28,2021-04-03,115906,NA,NA,NA,52.629,case,2023-06-01
2021,13,Total,13695,2021-03-28,2021-04-03,5562663,NA,NA,NA,246.195,case,2023-06-01
2021,14,0-4,434,2021-04-04,2021-04-10,351664,NA,NA,NA,123.413,case,2023-06-01
2021,14,12-17,1543,2021-04-04,2021-04-10,433734,NA,NA,NA,355.748,case,2023-06-01
2021,14,18-49,7859,2021-04-04,2021-04-10,2294817,NA,NA,NA,342.467,case,2023-06-01
2021,14,5-11,1044,2021-04-04,2021-04-10,509735,NA,NA,NA,204.812,case,2023-06-01
2021,14,50-64,2913,2021-04-04,2021-04-10,1114015,NA,NA,NA,261.487,case,2023-06-01
2021,14,65-74,571,2021-04-04,2021-04-10,490739,NA,NA,NA,116.355,case,2023-06-01
2021,14,75-84,207,2021-04-04,2021-04-10,252053,NA,NA,NA,82.126,case,2023-06-01
2021,14,85+,56,2021-04-04,2021-04-10,115906,NA,NA,NA,48.315,case,2023-06-01
2021,14,Total,14627,2021-04-04,2021-04-10,5562663,NA,NA,NA,262.95,case,2023-06-01
2021,15,0-4,438,2021-04-11,2021-04-17,351664,NA,NA,NA,124.551,case,2023-06-01
2021,15,12-17,1558,2021-04-11,2021-04-17,433734,NA,NA,NA,359.206,case,2023-06-01
2021,15,18-49,7270,2021-04-11,2021-04-17,2294817,NA,NA,NA,316.801,case,2023-06-01
2021,15,5-11,1101,2021-04-11,2021-04-17,509735,NA,NA,NA,215.995,case,2023-06-01
2021,15,50-64,2547,2021-04-11,2021-04-17,1114015,NA,NA,NA,228.632,case,2023-06-01
2021,15,65-74,518,2021-04-11,2021-04-17,490739,NA,NA,NA,105.555,case,2023-06-01
2021,15,75-84,210,2021-04-11,2021-04-17,252053,NA,NA,NA,83.316,case,2023-06-01
2021,15,85+,76,2021-04-11,2021-04-17,115906,NA,NA,NA,65.57,case,2023-06-01
2021,15,Total,13718,2021-04-11,2021-04-17,5562663,NA,NA,NA,246.609,case,2023-06-01
2021,16,0-4,429,2021-04-18,2021-04-24,351664,NA,NA,NA,121.991,case,2023-06-01
2021,16,12-17,1512,2021-04-18,2021-04-24,433734,NA,NA,NA,348.601,case,2023-06-01
2021,16,18-49,5989,2021-04-18,2021-04-24,2294817,NA,NA,NA,260.979,case,2023-06-01
2021,16,5-11,985,2021-04-18,2021-04-24,509735,NA,NA,NA,193.238,case,2023-06-01
2021,16,50-64,1959,2021-04-18,2021-04-24,1114015,NA,NA,NA,175.85,case,2023-06-01
2021,16,65-74,441,2021-04-18,2021-04-24,490739,NA,NA,NA,89.864,case,2023-06-01
2021,16,75-84,188,2021-04-18,2021-04-24,252053,NA,NA,NA,74.587,case,2023-06-01
2021,16,85+,76,2021-04-18,2021-04-24,115906,NA,NA,NA,65.57,case,2023-06-01
2021,16,Total,11579,2021-04-18,2021-04-24,5562663,NA,NA,NA,208.156,case,2023-06-01
2021,17,0-4,494,2021-04-25,2021-05-01,351664,NA,NA,NA,140.475,case,2023-06-01
2021,17,12-17,1397,2021-04-25,2021-05-01,433734,NA,NA,NA,322.087,case,2023-06-01
2021,17,18-49,5618,2021-04-25,2021-05-01,2294817,NA,NA,NA,244.813,case,2023-06-01
2021,17,5-11,1082,2021-04-25,2021-05-01,509735,NA,NA,NA,212.267,case,2023-06-01
2021,17,50-64,1717,2021-04-25,2021-05-01,1114015,NA,NA,NA,154.127,case,2023-06-01
2021,17,65-74,422,2021-04-25,2021-05-01,490739,NA,NA,NA,85.993,case,2023-06-01
2021,17,75-84,172,2021-04-25,2021-05-01,252053,NA,NA,NA,68.24,case,2023-06-01
2021,17,85+,63,2021-04-25,2021-05-01,115906,NA,NA,NA,54.354,case,2023-06-01
