date,day,cases_removed,total_tests,total_antigen_tests,total_positives_reinfections,total_antigen_positives,total_positives,total_recovered,total_deaths,total_ltc_deaths,total_hosp,total_icu,total_vax_onedose,total_vax_complete,total_vax_boosted,total_vax_doses,total_booster_doses,key_events
2021-11-05,Friday,24,13868886,1619494,815008,76231,806462,781378,8828,4795,42072,8486,3481580,3331636,NA,7077652,504299,NA
2021-11-08,Monday,22,13913703,1632247,819239,77351,810602,784990,8862,4803,42154,8517,3487879,3324363,NA,7095570,523905,NA
2021-11-09,Tuesday,8,14013747,1655683,826404,78759,817543,794269,8882,4809,42328,8548,3499399,3339949,NA,7169595,576004,NA
2021-11-10,Wednesday,12,14053909,1670085,831669,79770,822635,797121,8925,4825,42626,8602,3505911,3307336,NA,7195503,591263,"About 2,000 cases delayed from Tuesday"
2021-11-11,Thursday,5,14099993,1683224,836787,81220,827658,798603,8968,4829,42831,8626,3512944,3309462,NA,7232883,616621,NA
2021-11-12,Friday,11,14156963,1696571,841625,81861,832610,800241,8996,4835,42995,8656,3522489,3311952,NA,7271619,642185,NA
2021-11-15,Monday,4,14207860,1709119,846887,82903,837765,804583,8996,4835,43193,8680,3530246,3314412,NA,7306683,665218,NA
2021-11-16,Tuesday,9,14308895,1730476,857791,84422,848421,816736,9047,4843,43418,8714,3548912,3330128,NA,7394003,715287,NA
2021-11-17,Wednesday,13,14348804,1743232,861235,85285,851802,820787,9093,4850,43827,8775,3562569,3331979,NA,7430246,734409,NA
2021-11-18,Thursday,7,14402065,1761562,866055,86749,856524,822882,9125,4860,44033,8814,3571831,3333518,NA,7468829,760272,NA
2021-11-19,Friday,14,14457686,1772922,871203,87493,861717,825017,9155,4873,44224,8846,3583889,3335953,NA,7512682,786726,NA
2021-11-22,Monday,4,14509356,1785884,875917,88593,866287,830928,9192,4884,44380,8865,3593942,3338219,NA,7557141,816163,NA
2021-11-23,Tuesday,4,14620604,1811983,887368,90512,877442,845128,9229,4894,44577,8898,3616166,3343252,NA,7653250,881369,NA
2021-11-24,Wednesday,28,14665039,1829058,891099,91569,881102,849419,9282,4901,45014,8985,3625001,3345451,NA,7691197,904686,NA
2021-11-25,Thursday,1,14719856,1843237,895229,92683,885156,851607,9338,4913,45214,9025,3631472,3346984,NA,7728861,932115,NA
2021-11-29,Monday,1,14823912,1869639,899739,93514,889628,859647,9382,4926,45431,9062,NA,NA,NA,NA,NA,NA
2021-11-30,Tuesday,1,14896979,1884372,912370,95602,902032,874593,9382,4926,45680,9081,3647141,3358839,NA,7825008,1093281,NA
2021-12-01,Wednesday,8,14947240,1908246,915942,96723,905515,879025,9482,4945,46177,9182,3651596,3365496,NA,7857144,1114287,NA
2021-12-02,Thursday,6,15004118,1926664,921249,98222,910721,881400,9554,4963,46416,9224,3655679,3373236,NA,7894561,1139911,NA
2021-12-03,Friday,3,15063685,1942451,926931,99548,916317,883597,9616,4984,46623,9263,3660988,3381610,NA,7938605,1170449,NA
2021-12-06,Monday,28,15120408,1955828,933025,100701,922278,889177,9654,4993,46863,9296,3667362,3392658,NA,7996585,1211323,NA
2021-12-07,Tuesday,25,15224743,1977871,945445,103075,934423,899486,9699,5001,47053,9316,3676498,3411323,NA,8080760,1267488,NA
2021-12-08,Wednesday,95,15256667,1984689,948490,103815,937408,902903,9774,5017,47551,9386,3679928,3418018,NA,8113096,1285957,NA
2021-12-09,Thursday,12,15314720,2007934,952232,104662,941057,905872,9814,5028,47746,9421,3683815,3424923,NA,8147096,1312766,NA
2021-12-10,Friday,7,15369673,2021473,956779,105401,945486,908526,9872,5036,47956,9457,3689184,3435045,NA,8194196,1344376,NA
2021-12-13,Monday,9,15402096,2026286,960425,106003,949046,915474,9918,5047,48169,9492,3692432,3441368,NA,8221069,1361606,NA
2021-12-14,Tuesday,17,15502740,2047104,969450,107451,957867,931834,9964,5056,48362,9518,3701044,3459000,NA,8303611,1418056,NA
2021-12-15,Wednesday,14,15541387,2061634,971667,108079,959989,936224,10018,5074,48754,9583,3704899,3466342,NA,8337504,1440325,NA
2021-12-16,Thursday,25,15586980,2072871,975447,108999,963676,938466,10057,5078,48963,9620,3707937,3471539,NA,8369482,1463736,NA
2021-12-17,Friday,18,15636086,2084872,979283,109658,967380,940628,10111,5094,49154,9662,3712276,3477940,NA,8407069,1490524,NA
2021-12-20,Monday,16,15686988,2097426,982664,110300,970556,945423,10156,5100,49334,9693,3716459,3482276,NA,8439859,1514732,NA
2021-12-21,Tuesday,13,15773963,2115757,990047,111781,977707,957082,10197,5107,49502,9728,3725062,3490578,NA,8505668,1563729,NA
2021-12-22,Wednesday,3,15813793,2128993,992851,112458,980400,959776,10254,5113,49812,9785,3728896,3494441,NA,8533113,1583367,NA
2021-12-23,Thursday,5,15882328,2145535,996224,113400,983636,961306,10306,5125,49984,9815,3731976,3498164,NA,8564704,1607817,NA
2021-12-24,Friday,18,15925106,2158971,1000361,114065,987599,963896,10359,5133,50127,9837,3736914,3502064,NA,8697292,1631643,NA
2021-12-28,Tuesday,9,16037019,2194996,1010225,116725,996843,977944,10399,5138,50345,9873,3742782,3508034,NA,8639736,1662395,NA
2021-12-29,Wednesday,5,16117480,2210065,1015435,117154,1001676,980822,10468,5145,50706,9933,3746193,3511708,NA,8662707,1678258,NA
2021-12-30,Thursday,3,16168942,2224964,1022212,118945,1007990,982689,10516,5153,50908,9970,3749205,3514952,NA,8685646,1694920,NA
2021-12-31,Friday,6,16223715,2243220,1028986,121256,1014285,985275,10564,5158,51024,10001,3754519,3519232,NA,8711845,1712538,NA
2022-01-04,Tuesday,20,16310438,2279353,1045170,126654,1028549,1003411,10600,5168,51145,10017,3761946,3526903,NA,8765099,1749899,NA
2022-01-05,Wednesday,9,16343174,2298374,1049310,128778,1032397,1005213,10671,5183,51323,10053,3764738,3530683,NA,8783387,1751574,NA
2022-01-06,Thursday,10,16458153,2302190,1056236,130181,1038731,1005849,10733,5193,51557,10099,3767666,3533681,NA,8802024,1774036,NA
2022-01-07,Friday,4,16582622,2339018,1064065,130711,1045846,1009237,10766,5197,51895,10130,3771106,3536755,NA,8825025,1790296,NA
2022-01-10,Monday,1,16671212,2358097,1075028,132969,1055638,1017409,10810,5201,52162,10163,3775306,3541401,NA,8849903,1806548,NA
2022-01-11,Tuesday,21,16812103,2385896,1104494,136855,1082396,1048033,10838,5203,52562,10186,3784898,3550974,NA,8909051,1846438,NA
2022-01-12,Wednesday,15,16882192,2405421,1115198,138930,1092035,1052376,10887,5211,52953,10216,3788080,3553874,NA,8926273,1858010,NA
2022-01-13,Thursday,11,16954490,2429187,1126697,140753,1102367,1054656,10939,5219,53219,10260,3791088,3556416,NA,8945012,1870878,NA
2022-01-14,Friday,11,16989663,2451430,1138246,142643,1110693,1059870,10971,5228,53478,10300,3795237,3559835,NA,8967160,1885895,NA
2022-01-17,Monday,9,17112898,2470711,1148888,144395,1120308,1073545,11000,5234,53836,10335,3799301,3563082,NA,8989222,1900456,NA
2022-01-19,Wednesday,10,17330816,2526576,1193504,155054,1160558,1135053,11037,5245,54514,10400,3810423,3570777,NA,9048375,1940815,NA
2022-01-20,Thursday,15,17400668,2548855,1204929,157607,1170795,1142344,11115,5265,54810,10432,3813784,3573445,NA,9066009,1952260,NA
2022-01-21,Friday,23,17486321,2570366,1216734,159948,1179775,1148516,11151,5273,55091,10475,3816297,3575871,NA,9081646,1962781,NA
2022-01-24,Monday,12,17563384,2588983,1229444,162348,1191214,1165441,11193,5282,55332,10518,3820570,3579423,NA,9102645,1962781,NA
2022-01-25,Tuesday,13,17698075,2617620,1264935,168033,1223000,1211499,11230,5292,55642,10548,3825849,3583371,NA,9129939,1993618,NA
2022-01-26,Wednesday,7,17751532,2637096,1280500,170496,1236933,1222393,11282,5306,55977,10585,3828368,3585745,NA,9142578,2001267,NA
2022-01-27,Thursday,16,17807434,2655408,1295117,173231,1250023,1228712,11339,5320,56324,10623,3830360,3587482,NA,9154901,2009665,NA
2022-01-28,Friday,17,17860571,2668371,1309665,175642,1263193,1234940,11382,5336,56621,10653,3834471,3590276,NA,9171171,2018854,NA
2022-01-31,Monday,10,17913288,2683287,1321753,178015,1274043,1248912,11411,5346,56904,10677,3838711,3594164,NA,9191198,2030586,NA
2022-02-01,Tuesday,23,18014468,2706914,1343090,181101,1291905,1285255,11457,5362,57213,10717,3843231,3598752,NA,9213245,2043269,NA
2022-02-02,Wednesday,6,18047788,2721229,1347000,181933,1295426,1294284,11516,5382,57462,10752,3845821,3601428,NA,9224753,2049328,NA
2022-02-03,Thursday,32,18093577,2734028,1352448,183127,1300349,1299014,11561,5395,57714,10785,3847494,3603520,NA,9235353,2055961,NA
2022-02-04,Friday,7,18136053,2745914,1359058,184621,1306305,1303961,11599,5405,57975,10817,3850437,3606932,NA,9249964,2063909,NA
2022-02-07,Monday,3,18179549,2756847,1364884,185696,1311504,1314053,11634,5415,58150,10855,3852946,3610146,NA,9262292,2070283,NA
2022-02-08,Tuesday,14,18256654,2774788,1375279,187395,1320865,1335988,11682,5425,58348,10892,3858044,3616925,NA,9287266,2083058,NA
2022-02-09,Wednesday,10,18287104,2785983,1379102,188231,1324342,1342411,11722,5442,58705,10939,3859922,3619453,NA,9295979,2087152,NA
2022-02-10,Thursday,9,18330462,2797584,1383555,189211,1328414,1346262,11761,5457,58887,10964,3860958,3621375,NA,9303485,2091342,NA
2022-02-11,Friday,11,18367211,2807661,1388401,190123,1332809,1349920,11797,5468,59040,10979,3862952,3624526,NA,9314431,2096870,NA
2022-02-14,Monday,8,18410887,2817353,1392731,191004,1336678,1356572,11830,5477,59219,10994,3864569,3627705,NA,9324074,2101393,NA
2022-02-15,Tuesday,36,18478175,2831376,1399164,192073,1342439,1369052,11862,5484,59406,11014,3867610,3633160,NA,9341724,2110103,NA
2022-02-16,Wednesday,41,18497775,2841035,1400624,192571,1343746,1372175,11903,5496,59621,11054,3868642,3634970,NA,9347480,2112792,NA
2022-02-17,Thursday,38,18533149,2851731,1402439,192997,1345353,1373839,11930,5499,59743,11075,3869659,3637197,NA,9354559,2116241,NA
2022-02-18,Friday,41,18565917,2858506,1404662,193378,1347353,1375508,11961,5512,59853,11092,3870338,3639241,NA,9361496,2120082,NA
2022-02-21,Monday,20,18600838,2865348,1406654,193654,1349144,1379406,11993,5528,59928,11105,3871545,3641904,NA,9369223,2123504,NA
2022-02-22,Tuesday,121,18672599,2882962,1410583,194347,1352632,1388795,12019,5539,60133,11142,3874825,3648957,NA,9389710,2132849,NA
2022-02-24,Thursday,65,18700640,2891676,1411593,194529,1350737,1389641,12066,5552,60212,11151,3875853,3651147,NA,9396066,2135573,NA
2022-02-25,Friday,57,18723951,2897670,1412497,194697,1351568,1390540,12081,5556,60266,11162,3875853,3651147,NA,9400093,2137938,NA
2022-02-28,Monday,43,18750988,2903512,1413576,194908,1352532,1392601,12109,5564,60327,11172,3876956,3654604,NA,9406441,2140585,NA
2022-03-01,Tuesday,66,18798821,2913290,1415652,195185,1354381,1397019,12131,5570,60407,11190,3878905,3659150,NA,9418963,2145978,NA
2022-03-02,Wednesday,52,18817340,2918974,1416191,195290,1354877,1398048,12152,5576,60574,11228,3880020,3661384,NA,9425587,2148956,NA
2022-03-03,Thursday,23,18845272,NA,1417015,195394,1355604,1398659,12172,5586,60614,11238,3880308,3662520,NA,9429719,2151153,NA
2022-03-04,Friday,37,18870979,2931612,1417811,195525,1356313,1399260,12183,5587,60679,11248,3881200,3663890,NA,9434586,2153505,NA
2022-03-07,Monday,25,18895371,2938234,1418694,195746,1357100,1400456,12201,5592,60730,11256,3882027,3665186,NA,9439267,2155724,NA
2022-03-08,Tuesday,2,18938860,2947897,1420149,195950,1358411,1403236,12221,5601,60788,11259,3883726,3668047,2543973,9449146,2160448,NA
2022-03-09,Wednesday,4,18957028,2953353,1420720,196074,1358764,1404071,12238,5609,60880,11275,3884505,3669180,2544135,9453163,2162324,NA
2022-03-10,Thursday,12,18981873,2959920,1421312,196183,1359311,1404496,12255,5617,60933,11278,3884563,3669533,2543500,9455602,2163952,NA
2022-03-11,Friday,26,19004503,2965011,1421869,196267,1359763,1404873,12264,5620,60971,11288,3885959,3671760,2547329,9463571,2167738,NA
2022-03-14,Monday,55,19023778,2970105,1422344,196339,1360190,1405731,12280,5627,61007,11292,3885264,3670663,2545366,9459644,2165878,NA
2022-03-15,Tuesday,12,19062136,2978443,1422815,196445,1360593,1407687,12289,5629,61035,11293,3887121,3673633,2545357,9470459,2171164,NA
2022-03-16,Wednesday,21,19078602,2983919,1423683,196593,1361360,1408191,12302,5636,61123,11311,3887749,3674424,2545130,9473703,2172733,NA
2022-03-17,Thursday,46,19101822,2990473,1424107,196669,1361785,1408424,12312,5641,61164,11321,3887607,3674568,2544291,9475393,2174003,NA
2022-03-18,Friday,32,19124066,2995492,1424613,196748,1362226,1408700,12321,5642,61193,11325,3888220,3675511,2545926,9479103,2175835,NA
2022-03-21,Monday,39,19144060,3000310,1425032,196798,1362656,1409264,12328,5644,61230,11331,3888943,3676480,2548016,9483163,2177810,NA
2022-03-22,Tuesday,37,19179239,3007835,1426056,196969,1363597,1410626,12340,5650,61275,11340,3889891,3677939,2546202,9489041,2180689,NA
2022-03-23,Wednesday,18,19182647,3012456,1426326,197003,1363765,1411004,12342,5650,61344,11357,3890424,3678713,2546134,9492312,2182325,NA
2022-03-24,Thursday,18,19215635,3017643,1426787,197072,1364225,1411231,12362,5659,61388,11367,3890309,3678849,2545710,9494116,2183617,NA
2022-03-28,Monday,13,19252662,3027475,1427734,197231,1365088,1411931,12382,5667,61438,11372,3891613,3680414,2549043,9501384,NA,NA
2022-03-29,Tuesday,14,19291163,3034724,1428704,197337,1366061,1413217,12390,5669,61463,11377,3892614,3681777,2547164,9507142,2190095,NA
2022-03-30,Wednesday,9,19305963,3039849,1429051,197433,1366200,1413606,12401,5672,61525,11383,3893185,3682482,2547075,9510405,2191763,NA
2022-03-31,Thursday,10,19323338,3044555,1429550,197529,1366699,1413859,12408,5676,61553,11390,3892907,3682446,2546268,9511741,2191763,NA
2022-04-01,Friday,7,19343485,3048770,1430089,197639,1367135,1414074,12410,5676,61586,11394,3893564,3683209,2547922,9516485,2192864,NA
2022-04-04,Monday,6,19356213,3050787,1430556,197696,1367594,1414591,12415,5678,61607,11396,3896875,3686012,2551301,9530553,2197695,NA
2022-04-05,Tuesday,5,19391940,3058873,1431643,197837,1368549,1415985,12419,5681,61648,11402,3897872,3687603,2550689,9553704,2200811,NA
2022-04-06,Wednesday,7,19404012,3061594,1432002,197895,1368797,1416396,12429,5685,61698,11412,3898343,3688246,2550652,9561943,2202231,NA
2022-04-07,Thursday,12,19420566,3064952,1432617,198034,1369406,1416664,12434,5687,61732,11416,3898166,3688293,2550112,9571390,2202231,NA
2022-04-08,Friday,4,19436527,3068348,1433225,198120,1369891,1416888,12440,5688,61763,11420,3898715,3689010,2551375,9581812,2204899,NA
2022-04-11,Monday,5,19450704,3071088,1433898,198243,1370552,1417407,12447,5692,61792,11425,3899210,3689725,2552923,9593392,2209221,NA
2022-04-12,Tuesday,5,19479012,3076153,1435232,198468,1371862,1418827,12449,5693,61817,11430,3900266,3691191,2552017,9618578,2212286,NA
2022-04-13,Wednesday,4,NA,NA,1435914,198648,1372273,1419318,12454,5694,61881,11438,3900770,3691833,2552188,9629470,2212286,NA
2022-04-14,Thursday,6,NA,NA,1436766,198798,1373119,1419628,12458,5696,61912,11448,3901329,3692661,2552309,9644288,2214361,NA
2022-04-15,Friday,5,NA,NA,1437638,198944,1373811,1419893,12464,5698,61937,11452,3902067,3693522,2554263,9659582,2215985,NA
2022-04-18,Monday,8,NA,NA,1438566,199122,1374726,1420468,12468,5701,61977,11459,3902632,3694229,2555893,9672490,2217883,NA
2022-04-19,Tuesday,5,NA,NA,1440303,199381,1376260,1422242,12472,5701,62002,11459,3902528,3694409,2553448,9691122,2219136,NA
2022-04-20,Wednesday,2,NA,NA,1441279,199524,1377033,1422848,12479,5704,62085,11469,3902979,3694998,2553234,9699828,2220806,NA
2022-04-21,Thursday,5,NA,NA,1442396,199779,1378136,1423233,12482,5705,62102,11469,3903613,3695710,2553336,9714187,2222416,NA
2022-04-22,Friday,1,NA,NA,1443859,200002,1379376,1423628,12492,5709,62144,11473,3904204,3696538,2554817,9728068,2222416,NA
2022-04-25,Monday,0,NA,NA,1445017,200157,1380514,1424630,12493,5710,62195,11476,3904796,3697262,2556518,9741584,2225882,NA
2022-04-26,Tuesday,5,NA,NA,1447575,200537,1382783,1427341,12494,5710,62228,11480,3904939,3697727,2553821,9759548,2225882,NA
2022-04-27,Wednesday,5,NA,NA,1448939,200795,1383847,1428195,12499,5711,62341,11489,3905386,3698247,2555328,9768160,2228583,NA
2022-04-28,Thursday,6,NA,NA,1450575,201078,1385465,1428770,12503,5714,62386,11497,3905972,3698926,2555495,9779360,2228583,NA
2022-04-29,Friday,7,NA,NA,1452547,201415,1387069,1429059,12508,5715,62454,11502,3906543,3699678,2556840,9791607,2231577,NA
2022-05-02,Monday,5,NA,NA,1454278,201646,1388781,1430467,12511,5716,62497,11506,3907054,3700291,2558105,9801968,2233397,NA
2022-05-03,Tuesday,5,NA,NA,1456778,202086,1390831,1434372,12512,5716,62557,11511,3907328,3700813,2553836,9819039,2234638,NA
2022-05-04,Wednesday,3,NA,NA,1459345,202479,1393072,1435543,12515,5716,62678,11521,3907729,3701315,2553262,9827767,2236070,NA
2022-05-06,Friday,12,NA,NA,1463955,203192,1397118,1436856,12525,5718,62817,11536,3908805,3702618,2553468,9849719,2239135,NA
2022-05-09,Monday,1,NA,NA,1466615,203709,1399765,1438803,12529,5718,62884,11538,3909405,3703300,2554946,9861322,2240738,NA
2022-05-10,Tuesday,1,NA,NA,1471731,204427,1404228,1444050,12534,5721,62938,11544,3909544,3703679,2551700,9876230,2240738,NA
