date,day,cases_removed,total_tests,total_antigen_tests,total_positives_reinfections,total_antigen_positives,total_positives,total_recovered,total_deaths,total_ltc_deaths,total_hosp,total_icu,total_vax_onedose,total_vax_complete,total_vax_boosted,total_vax_doses,total_booster_doses,key_events
2020-10-16,Friday,7,2448315,18861,NA,272,119396,105120,2212,1552,8718,2375,NA,NA,NA,NA,NA,NA
2020-10-17,Saturday,10,2477132,20516,NA,288,121090,106774,2217,1560,8801,2393,NA,NA,NA,NA,NA,NA
2020-10-18,Sunday,10,2509734,20603,NA,304,122812,108316,2234,1574,8866,2405,NA,NA,NA,NA,NA,NA
2020-10-19,Monday,5,2531998,20649,NA,316,124439,109963,2239,1578,8916,2414,NA,NA,NA,NA,NA,NA
2020-10-20,Tuesday,28,2543648,21144,NA,329,125531,111634,2246,1583,9042,2451,NA,NA,NA,NA,NA,NA
2020-10-21,Wednesday,22,2560520,22777,NA,324,126591,113158,2281,1608,9147,2473,NA,NA,NA,NA,NA,NA
2020-10-22,Thursday,13,2587268,23199,NA,352,128152,113976,2301,1621,9226,2485,NA,NA,NA,NA,NA,NA
2020-10-23,Friday,10,2614124,24238,NA,369,129863,114679,2314,1623,9338,2510,NA,NA,NA,NA,NA,NA
2020-10-24,Saturday,9,2649628,25979,NA,371,132122,116693,2328,1633,9444,2533,NA,NA,NA,NA,NA,NA
2020-10-25,Sunday,4,2686302,26163,NA,379,133802,118485,2349,1645,9511,2538,NA,NA,NA,NA,NA,NA
2020-10-26,Monday,8,2710177,26207,NA,390,135372,120421,2353,1649,9588,2558,NA,NA,NA,NA,NA,NA
2020-10-27,Tuesday,15,2724320,26920,NA,500,137536,122100,2368,1653,9729,2589,NA,NA,NA,NA,NA,NA
2020-10-28,Wednesday,8,2739997,27581,NA,522,139444,123529,2387,1669,9855,2609,NA,NA,NA,NA,NA,NA
2020-10-29,Thursday,5,2770450,28643,NA,603,142311,124379,2419,1689,9991,2642,NA,NA,NA,NA,NA,NA
2020-10-30,Friday,11,2803338,30171,NA,641,145465,125052,2437,1701,10119,2665,NA,NA,NA,NA,NA,NA
2020-10-31,Saturday,14,2839304,32466,NA,686,148472,127362,2457,1716,10270,2695,NA,NA,NA,NA,NA,NA
2020-11-01,Sunday,17,2867411,32693,NA,783,150672,129663,2475,1729,10334,2706,NA,NA,NA,NA,NA,NA
2020-11-02,Monday,6,2905229,34654,NA,853,153620,132125,2484,1734,10437,2729,NA,NA,NA,NA,NA,NA
2020-11-03,Tuesday,7,2916431,37178,NA,936,157096,134227,2499,1741,10647,2760,NA,NA,NA,NA,NA,NA
2020-11-04,Wednesday,17,2949591,38143,NA,1077,160923,136457,2530,1760,10849,2805,NA,NA,NA,NA,NA,NA
2020-11-05,Thursday,14,2984331,40019,NA,1277,164865,137824,2555,1777,11016,2839,NA,NA,NA,NA,NA,NA
2020-11-06,Friday,12,3029108,43029,NA,1337,170307,139190,2591,1800,11193,2864,NA,NA,NA,NA,NA,NA
2020-11-07,Saturday,0,3075413,43876,NA,1567,174954,142800,2625,1818,11394,2889,NA,NA,NA,NA,NA,NA
2020-11-08,Sunday,16,3120995,43876,NA,1660,180862,146311,2656,1836,11527,2923,NA,NA,NA,NA,NA,NA
2020-11-09,Monday,4,3146513,50555,NA,2038,184788,149766,2675,1850,11671,2948,NA,NA,NA,NA,NA,NA
2020-11-10,Tuesday,13,3180664,52885,NA,2251,189681,153347,2698,1860,11933,2996,NA,NA,NA,NA,NA,Walz announces 10 p.m. closing time for bars
2020-11-11,Wednesday,11,3205367,53893,NA,2446,194570,157164,2754,1898,12151,3032,NA,NA,NA,NA,NA,NA
2020-11-12,Thursday,3,3253880,57147,NA,2621,201795,159467,2793,1921,12443,3086,NA,NA,NA,NA,NA,NA
2020-11-13,Friday,8,3304436,59141,NA,2860,207339,161756,2839,1954,12644,3119,NA,NA,NA,NA,NA,10 pm. closure takes effect
2020-11-14,Saturday,14,3356392,60931,NA,3036,216028,167234,2874,1981,12915,3155,NA,NA,NA,NA,NA,NA
2020-11-15,Sunday,6,3421682,64747,NA,3397,223581,172873,2905,1999,13074,3176,NA,NA,NA,NA,NA,NA
2020-11-16,Monday,7,3472833,66452,NA,3679,231018,179614,2917,2003,13251,3203,NA,NA,NA,NA,NA,NA
2020-11-17,Tuesday,14,3506178,70895,NA,3984,236949,186680,2943,2015,13594,3247,NA,NA,NA,NA,NA,NA
2020-11-18,Wednesday,8,3543671,71933,NA,4378,242043,193869,3010,2066,13892,3307,NA,NA,NA,NA,NA,"Walz announces closure of bars, restaurants, gyms"
2020-11-19,Thursday,14,3601197,79491,NA,4660,249906,198365,3082,2117,14171,3346,NA,NA,NA,NA,NA,NA
2020-11-20,Friday,18,3659452,80527,NA,4943,256700,202432,3150,2159,14462,3387,NA,NA,NA,NA,NA,"Bars, restaurants, gyms close"
2020-11-21,Saturday,13,3712110,81183,NA,5262,262952,211513,3201,2192,14745,3427,NA,NA,NA,NA,NA,NA
2020-11-22,Sunday,14,3779834,83887,NA,5472,270157,219720,3241,2214,14929,3452,NA,NA,NA,NA,NA,NA
2020-11-23,Monday,10,3837304,83887,NA,5472,276500,227311,3265,2223,15106,3480,NA,NA,NA,NA,NA,NA
2020-11-24,Tuesday,7,3891159,90388,NA,5637,282916,233847,3303,2244,15444,3540,NA,NA,NA,NA,NA,NA
2020-11-25,Wednesday,12,3956949,94651,NA,6095,289303,240720,3375,2292,15766,3611,NA,NA,NA,NA,NA,NA
2020-11-26,Thursday,6,4012524,102683,NA,6366,295001,244982,3476,2355,16043,3638,NA,NA,NA,NA,NA,NA
2020-11-28,Saturday,18,4121906,104184,NA,6670,304023,257485,3521,2378,16423,3715,NA,NA,NA,NA,NA,Two days of data reported in one
2020-11-29,Sunday,7,4219424,104895,NA,6924,312969,265223,3578,2407,16643,3750,NA,NA,NA,NA,NA,NA
2020-11-30,Monday,7,4262806,107730,NA,7176,318763,272608,3593,2413,16791,3779,NA,NA,NA,NA,NA,NA
2020-12-01,Tuesday,21,4284823,112630,NA,7562,322312,279540,3615,2430,17111,3826,NA,NA,NA,NA,NA,NA
2020-12-02,Wednesday,27,4326347,117388,NA,7834,327477,286219,3692,2474,17378,3873,NA,NA,NA,NA,NA,NA
2020-12-03,Thursday,17,4379610,121786,NA,8228,333626,290019,3784,2522,17623,3911,NA,NA,NA,NA,NA,NA
2020-12-04,Friday,24,4439728,128148,NA,8459,338973,293151,3845,2559,17828,3942,NA,NA,NA,NA,NA,NA
2020-12-05,Saturday,29,4492421,128998,NA,8618,345281,301081,3920,2599,18059,3980,NA,NA,NA,NA,NA,NA
2020-12-06,Sunday,7,4559825,131675,NA,8790,350862,308218,3984,2637,18233,3991,NA,NA,NA,NA,NA,NA
2020-12-07,Monday,6,4623492,136408,NA,9129,356152,314138,4005,2645,18358,4015,NA,NA,NA,NA,NA,NA
2020-12-08,Tuesday,29,4650726,139611,NA,9409,359203,314957,4027,2660,18594,4063,NA,NA,NA,NA,NA,NA
2020-12-09,Wednesday,23,4690213,144624,NA,9692,363719,320233,4109,2711,18809,4106,NA,NA,NA,NA,NA,NA
2020-12-10,Thursday,24,4731719,148431,NA,10038,367218,324304,4198,2767,19029,4145,NA,NA,NA,NA,NA,NA
2020-12-11,Friday,23,4789829,153880,NA,10289,370968,327509,4292,2819,19251,4188,NA,NA,NA,NA,NA,NA
2020-12-12,Saturday,17,4840190,157285,NA,10499,375398,335258,4359,2856,19428,4213,NA,NA,NA,NA,NA,NA
2020-12-13,Sunday,14,4888424,158586,NA,10672,378823,341530,4444,2906,19536,4228,NA,NA,NA,NA,NA,NA
2020-12-14,Monday,8,4933794,161618,NA,10910,381841,347077,4462,2917,19638,4255,NA,NA,NA,NA,NA,NA
2020-12-15,Tuesday,17,4965904,167249,NA,11329,384164,351820,4483,2928,19785,4286,NA,NA,NA,NA,NA,NA
2020-12-16,Wednesday,31,4985470,172841,NA,11659,386412,356384,4575,2982,19980,4323,NA,NA,NA,NA,NA,NA
2020-12-17,Thursday,16,5033129,177042,NA,11877,389171,358667,4658,3034,20172,4353,NA,NA,NA,NA,NA,NA
2020-12-18,Friday,19,5096768,183856,NA,12049,391889,360868,4723,3070,20323,4383,NA,NA,NA,NA,NA,NA
2020-12-19,Saturday,26,5133936,185382,NA,12189,394635,365620,4780,3104,20468,4392,NA,NA,NA,NA,NA,NA
2020-12-20,Sunday,21,5199011,187586,NA,12338,397319,369912,4850,3149,20547,4412,NA,NA,NA,NA,NA,NA
2020-12-21,Monday,6,5232347,193195,NA,12637,399311,373301,4872,3160,20629,4424,NA,NA,NA,NA,NA,NA
2020-12-22,Tuesday,14,5264561,197888,NA,12962,401011,376354,4896,3176,20816,4449,NA,NA,NA,NA,NA,NA
2020-12-23,Wednesday,5,5287998,197888,NA,12962,402519,379512,4971,3220,20963,4474,NA,NA,NA,2999,NA,NA
2020-12-24,Thursday,33,5339550,205385,NA,13154,404403,381269,5050,3273,21105,4500,NA,NA,NA,NA,NA,NA
2020-12-25,Friday,28,5392411,210685,NA,13348,406545,382705,5107,3305,21213,4516,NA,NA,NA,NA,NA,NA
2020-12-27,Sunday,18,5480439,211909,NA,13473,409061,388919,5147,3332,21315,4527,NA,NA,NA,NA,NA,Double data day
2020-12-28,Monday,10,5493773,212943,NA,13635,410138,391248,5160,3339,21420,4539,NA,NA,NA,NA,NA,NA
2020-12-29,Tuesday,16,5501277,217907,NA,13944,411110,393506,5196,3351,21605,4575,NA,NA,NA,38014,NA,Vaccines go daily
2020-12-30,Wednesday,22,5527037,223583,NA,14344,413107,395679,5262,3394,21748,4597,NA,NA,NA,38284,NA,NA
2020-12-31,Thursday,9,5574962,223583,NA,14344,415302,397080,5323,3431,21864,4620,NA,NA,NA,44638,NA,NA
2021-01-01,Friday,13,5616567,228631,NA,14682,417832,398199,5377,3464,21984,4638,NA,NA,NA,57017,NA,NA
2021-01-03,Sunday,2,5713240,237044,NA,14858,420544,403419,5430,3499,22095,4658,NA,NA,NA,57017,NA,NA
2021-01-04,Monday,4,5723166,238315,NA,15058,423688,405556,5443,3506,22180,4676,NA,NA,NA,78402,NA,NA
2021-01-05,Tuesday,39,5738715,239412,NA,15225,425261,406667,5461,3513,22337,4708,NA,NA,NA,80857,NA,NA
2021-01-06,Wednesday,20,5762307,249978,NA,15917,427587,406910,5528,3553,22437,4722,NA,NA,NA,81167,NA,NA
2021-01-07,Thursday,21,5803829,255098,NA,16196,429570,408510,5572,3576,22541,4733,NA,NA,NA,91174,NA,NA
2021-01-08,Friday,13,5852830,259861,NA,16432,431944,409727,5620,3605,22617,4742,NA,NA,NA,104226,NA,NA
2021-01-09,Saturday,20,5895442,265515,NA,16649,434413,412546,5663,3626,22699,4762,NA,NA,NA,119744,NA,NA
2021-01-10,Sunday,6,5935902,266495,NA,16836,436572,414756,5707,3653,22763,4770,NA,NA,NA,132280,NA,NA
2021-01-11,Monday,0,5953863,267462,NA,16921,437552,417005,5711,3655,22815,4783,NA,NA,NA,147645,NA,NA
2021-01-12,Tuesday,20,5982456,272733,NA,17125,438867,418610,5724,3660,22931,4811,144503,NA,NA,152849,NA,NA
2021-01-13,Wednesday,17,6006711,276479,NA,17351,440354,419139,5774,3693,23018,4822,146901,7928,NA,154829,NA,NA
2021-01-14,Thursday,17,6043802,281764,NA,17577,441935,420919,5817,3716,23113,4836,153332,15082,NA,168414,NA,NA
2021-01-15,Friday,13,6090114,284894,NA,17729,443562,422289,5850,3734,23185,4850,162040,24745,NA,186785,NA,NA
2021-01-16,Saturday,44,6121001,289418,NA,17861,445047,425253,5887,3756,23291,4868,174110,32131,NA,206241,NA,NA
2021-01-17,Sunday,31,6152636,290447,NA,17957,446380,427468,5927,3779,23367,4879,184943,35800,NA,220743,NA,NA
2021-01-18,Monday,11,6173664,292190,NA,18034,447349,429325,5939,3786,23428,4881,194462,38025,NA,232487,NA,NA
2021-01-19,Tuesday,3,6188091,295842,NA,18254,448268,431096,5945,3790,23517,4895,200130,38258,NA,238388,NA,NA
2021-01-20,Wednesday,13,6206196,301660,NA,18450,449492,432738,5979,3810,23608,4913,200840,38521,NA,239361,NA,NA
2021-01-21,Thursday,22,6247442,304730,NA,18627,450762,433722,6011,3825,23676,4926,203839,41984,NA,245823,NA,NA
2021-01-22,Friday,19,6289662,308475,NA,18784,452268,434515,6032,3836,23767,4945,214050,49604,NA,263654,NA,NA
2021-01-23,Saturday,25,6332647,315498,NA,18967,453808,436544,6063,3853,23865,4961,229163,59715,NA,288878,NA,NA
2021-01-24,Sunday,15,6367721,317567,NA,19099,454989,437827,6095,3875,23884,4965,247415,63185,NA,310600,NA,NA
2021-01-25,Monday,0,6388959,318649,NA,19226,455783,439283,6098,3876,23932,4974,266985,67436,NA,334421,NA,NA
2021-01-26,Tuesday,20,6399553,323843,NA,19375,456490,440596,6106,3877,24014,4995,284441,67567,NA,352008,NA,NA
2021-01-27,Wednesday,24,6420268,329014,NA,19581,457317,441740,6124,3887,24073,5004,301290,73304,NA,374594,NA,NA
2021-01-28,Thursday,19,6467868,332727,NA,19728,458633,442600,6140,3900,24126,5015,320347,85217,NA,405564,NA,NA
2021-01-29,Friday,31,6513797,335624,NA,19880,459747,443253,6168,3911,24200,5024,345636,96842,NA,442478,NA,NA
2021-01-30,Saturday,15,6545968,340162,NA,20029,460819,444782,6187,3922,24269,5034,381204,105361,NA,486565,NA,NA
2021-01-31,Sunday,8,6576802,341986,NA,20138,461807,446137,6200,3929,24308,5040,418299,111715,NA,530014,NA,NA
2021-02-01,Monday,6,6597842,343096,NA,20262,462528,447420,6202,3930,24352,5045,441922,116248,NA,558170,NA,NA
2021-02-02,Tuesday,29,6607932,347181,NA,20392,463132,448595,6210,3933,24447,5056,447610,116928,NA,564538,NA,NA
2021-02-03,Wednesday,35,6628961,353088,NA,20610,463766,449707,6234,3946,24493,5065,458651,122597,NA,581248,NA,NA
2021-02-04,Thursday,0,6679181,356437,NA,20745,465176,450383,6251,3955,24565,5079,475200,128694,NA,603894,NA,NA
2021-02-05,Friday,6,6717419,359988,NA,20908,466224,450924,6273,3960,24617,5092,497843,138212,NA,636055,NA,NA
2021-02-06,Saturday,37,6751744,364727,NA,21047,467217,452183,6289,3966,24686,5098,525236,147321,NA,672557,NA,NA
2021-02-07,Sunday,13,6780024,365407,NA,21081,468118,453225,6299,3971,24745,5101,554102,156638,NA,710740,NA,NA
2021-02-08,Monday,0,6798547,366121,NA,21156,468682,454290,6302,3972,24780,5105,556482,158763,NA,715245,NA,NA
2021-02-09,Tuesday,14,6808634,369634,NA,21280,469254,455280,6308,3977,24863,5121,569164,162132,NA,731296,NA,NA
2021-02-10,Wednesday,26,6828887,373826,NA,21390,469905,456244,6319,3983,24924,5155,583602,168495,NA,752097,NA,NA
2021-02-11,Thursday,9,6871077,378417,NA,21538,470803,456849,6343,3996,24989,5168,599218,177239,NA,776457,NA,NA
2021-02-12,Friday,10,6914135,381199,NA,21669,471851,457359,6362,4011,25047,5176,617896,189902,NA,807798,NA,NA
2021-02-13,Saturday,24,6944687,385398,NA,21806,472791,458492,6369,4014,25116,5183,641844,209010,NA,850854,NA,NA
2021-02-14,Sunday,3,6971879,386181,NA,21861,473567,459525,6376,4016,25156,5190,661187,227551,NA,889831,NA,NA
2021-02-15,Monday,9,6990085,387566,NA,21944,474169,460537,6378,4016,25197,5197,675329,238104,NA,914984,NA,NA
2021-02-16,Tuesday,4,6999322,391083,NA,22055,474621,461406,6380,4016,25243,5206,686210,240027,NA,927384,NA,NA
2021-02-17,Wednesday,25,7021209,393801,NA,22207,475379,462502,6390,4019,25287,5212,695629,246431,NA,943251,NA,NA
2021-02-18,Thursday,15,7055550,399504,NA,22377,476292,463041,6404,4027,25341,5230,710305,264122,NA,975626,NA,NA
2021-02-19,Friday,6,7100497,403179,NA,22538,477287,463454,6412,4029,25368,5240,728081,286543,NA,1016210,NA,NA
2021-02-20,Saturday,14,7132441,406336,NA,22666,478157,464504,6423,4034,25426,5249,742760,315284,NA,1059617,NA,NA
2021-02-21,Sunday,12,7161046,407525,NA,22732,479036,465382,6432,4037,25455,5258,754602,341332,NA,1097679,NA,NA
2021-02-22,Monday,6,7178713,408372,NA,22823,479591,466311,6433,4038,25478,5264,759747,356911,NA,1118532,NA,NA
2021-02-23,Tuesday,13,7187985,411600,NA,22975,480091,467147,6434,4038,25528,5276,762089,362156,NA,1125916,NA,NA
2021-02-24,Wednesday,7,7207381,418488,NA,23178,480845,467969,6443,4040,25579,5284,770021,370981,NA,1142741,NA,NA
2021-02-25,Thursday,10,7249977,422499,NA,23328,481831,468498,6450,4044,25625,5287,783214,386256,NA,1171258,NA,NA
2021-02-26,Friday,12,7289410,425249,NA,23445,482978,469149,6462,4046,25683,5295,804716,405992,NA,1212816,NA,NA
2021-02-27,Saturday,14,7316923,429880,NA,23591,483790,469959,6475,4053,25714,5304,836735,430819,NA,1269572,NA,NA
2021-02-28,Sunday,9,7346457,431055,NA,23703,484594,470819,6483,4055,25719,5306,878346,452562,NA,1338841,NA,NA
2021-03-01,Monday,0,7365792,432472,NA,23797,485230,471647,6486,4057,25727,5308,902242,467300,NA,1371772,NA,NA
2021-03-02,Tuesday,18,7376464,435424,NA,23943,485655,472470,6490,4057,25826,5329,908590,472789,NA,1383609,NA,NA
2021-03-03,Wednesday,9,7396423,441373,NA,24073,486434,473252,6507,4064,25863,5340,928963,484383,NA,1415372,NA,NA
