date,new_deaths,new_deaths_percap,outcome,report_date
2020-03-01,0,0,death,2023-05-11
2020-03-02,0,0,death,2023-05-11
2020-03-03,0,0,death,2023-05-11
2020-03-04,0,0,death,2023-05-11
2020-03-05,0,0,death,2023-05-11
2020-03-06,0,0,death,2023-05-11
2020-03-07,0,0,death,2023-05-11
2020-03-08,0,0,death,2023-05-11
2020-03-09,0,0,death,2023-05-11
2020-03-10,0,0,death,2023-05-11
2020-03-11,0,0,death,2023-05-11
2020-03-12,0,0,death,2023-05-11
2020-03-13,0,0,death,2023-05-11
2020-03-14,0,0,death,2023-05-11
2020-03-15,0,0,death,2023-05-11
2020-03-16,0,0,death,2023-05-11
2020-03-17,0,0,death,2023-05-11
2020-03-18,0,0,death,2023-05-11
2020-03-19,1,0.02,death,2023-05-11
2020-03-20,0,0,death,2023-05-11
2020-03-21,0,0,death,2023-05-11
2020-03-22,0,0,death,2023-05-11
2020-03-23,0,0,death,2023-05-11
2020-03-24,1,0.02,death,2023-05-11
2020-03-25,1,0.02,death,2023-05-11
2020-03-26,2,0.04,death,2023-05-11
2020-03-27,4,0.07,death,2023-05-11
2020-03-28,3,0.05,death,2023-05-11
2020-03-29,0,0,death,2023-05-11
2020-03-30,6,0.11,death,2023-05-11
2020-03-31,2,0.04,death,2023-05-11
2020-04-01,5,0.09,death,2023-05-11
2020-04-02,3,0.05,death,2023-05-11
2020-04-03,1,0.02,death,2023-05-11
2020-04-04,5,0.09,death,2023-05-11
2020-04-05,4,0.07,death,2023-05-11
2020-04-06,10,0.18,death,2023-05-11
2020-04-07,6,0.11,death,2023-05-11
2020-04-08,7,0.13,death,2023-05-11
2020-04-09,8,0.14,death,2023-05-11
2020-04-10,6,0.11,death,2023-05-11
2020-04-11,4,0.07,death,2023-05-11
2020-04-12,4,0.07,death,2023-05-11
2020-04-13,10,0.18,death,2023-05-11
2020-04-14,6,0.11,death,2023-05-11
2020-04-15,17,0.31,death,2023-05-11
2020-04-16,10,0.18,death,2023-05-11
2020-04-17,17,0.31,death,2023-05-11
2020-04-18,17,0.31,death,2023-05-11
2020-04-19,17,0.31,death,2023-05-11
2020-04-20,20,0.36,death,2023-05-11
2020-04-21,27,0.49,death,2023-05-11
2020-04-22,20,0.36,death,2023-05-11
2020-04-23,19,0.34,death,2023-05-11
2020-04-24,23,0.41,death,2023-05-11
2020-04-25,18,0.32,death,2023-05-11
2020-04-26,17,0.31,death,2023-05-11
2020-04-27,22,0.4,death,2023-05-11
2020-04-28,14,0.25,death,2023-05-11
2020-04-29,30,0.54,death,2023-05-11
2020-04-30,18,0.32,death,2023-05-11
2020-05-01,31,0.56,death,2023-05-11
2020-05-02,18,0.32,death,2023-05-11
2020-05-03,28,0.5,death,2023-05-11
2020-05-04,25,0.45,death,2023-05-11
2020-05-05,19,0.34,death,2023-05-11
2020-05-06,25,0.45,death,2023-05-11
2020-05-07,30,0.54,death,2023-05-11
2020-05-08,20,0.36,death,2023-05-11
2020-05-09,25,0.45,death,2023-05-11
2020-05-10,19,0.34,death,2023-05-11
2020-05-11,25,0.45,death,2023-05-11
2020-05-12,20,0.36,death,2023-05-11
2020-05-13,23,0.41,death,2023-05-11
2020-05-14,19,0.34,death,2023-05-11
2020-05-15,21,0.38,death,2023-05-11
2020-05-16,20,0.36,death,2023-05-11
2020-05-17,22,0.4,death,2023-05-11
2020-05-18,22,0.4,death,2023-05-11
2020-05-19,30,0.54,death,2023-05-11
2020-05-20,25,0.45,death,2023-05-11
2020-05-21,17,0.31,death,2023-05-11
2020-05-22,20,0.36,death,2023-05-11
2020-05-23,27,0.49,death,2023-05-11
2020-05-24,24,0.43,death,2023-05-11
2020-05-25,31,0.56,death,2023-05-11
2020-05-26,29,0.52,death,2023-05-11
2020-05-27,24,0.43,death,2023-05-11
2020-05-28,21,0.38,death,2023-05-11
2020-05-29,17,0.31,death,2023-05-11
2020-05-30,11,0.2,death,2023-05-11
2020-05-31,20,0.36,death,2023-05-11
2020-06-01,24,0.43,death,2023-05-11
2020-06-02,22,0.4,death,2023-05-11
2020-06-03,26,0.47,death,2023-05-11
2020-06-04,25,0.45,death,2023-05-11
2020-06-05,19,0.34,death,2023-05-11
2020-06-06,13,0.23,death,2023-05-11
2020-06-07,20,0.36,death,2023-05-11
2020-06-08,11,0.2,death,2023-05-11
2020-06-09,13,0.23,death,2023-05-11
2020-06-10,9,0.16,death,2023-05-11
2020-06-11,13,0.23,death,2023-05-11
2020-06-12,11,0.2,death,2023-05-11
2020-06-13,12,0.22,death,2023-05-11
2020-06-14,11,0.2,death,2023-05-11
2020-06-15,8,0.14,death,2023-05-11
2020-06-16,9,0.16,death,2023-05-11
2020-06-17,17,0.31,death,2023-05-11
2020-06-18,9,0.16,death,2023-05-11
2020-06-19,8,0.14,death,2023-05-11
2020-06-20,12,0.22,death,2023-05-11
2020-06-21,11,0.2,death,2023-05-11
2020-06-22,6,0.11,death,2023-05-11
2020-06-23,10,0.18,death,2023-05-11
2020-06-24,1,0.02,death,2023-05-11
2020-06-25,9,0.16,death,2023-05-11
2020-06-26,6,0.11,death,2023-05-11
2020-06-27,5,0.09,death,2023-05-11
2020-06-28,12,0.22,death,2023-05-11
2020-06-29,6,0.11,death,2023-05-11
2020-06-30,9,0.16,death,2023-05-11
2020-07-01,2,0.04,death,2023-05-11
2020-07-02,3,0.05,death,2023-05-11
2020-07-03,5,0.09,death,2023-05-11
2020-07-04,4,0.07,death,2023-05-11
2020-07-05,6,0.11,death,2023-05-11
2020-07-06,4,0.07,death,2023-05-11
2020-07-07,3,0.05,death,2023-05-11
2020-07-08,8,0.14,death,2023-05-11
2020-07-09,4,0.07,death,2023-05-11
2020-07-10,3,0.05,death,2023-05-11
2020-07-11,4,0.07,death,2023-05-11
2020-07-12,6,0.11,death,2023-05-11
2020-07-13,2,0.04,death,2023-05-11
2020-07-14,6,0.11,death,2023-05-11
2020-07-15,7,0.13,death,2023-05-11
2020-07-16,3,0.05,death,2023-05-11
2020-07-17,7,0.13,death,2023-05-11
2020-07-18,6,0.11,death,2023-05-11
2020-07-19,5,0.09,death,2023-05-11
2020-07-20,3,0.05,death,2023-05-11
2020-07-21,6,0.11,death,2023-05-11
2020-07-22,5,0.09,death,2023-05-11
2020-07-23,8,0.14,death,2023-05-11
2020-07-24,6,0.11,death,2023-05-11
2020-07-25,2,0.04,death,2023-05-11
2020-07-26,5,0.09,death,2023-05-11
2020-07-27,5,0.09,death,2023-05-11
2020-07-28,7,0.13,death,2023-05-11
2020-07-29,3,0.05,death,2023-05-11
2020-07-30,6,0.11,death,2023-05-11
2020-07-31,10,0.18,death,2023-05-11
2020-08-01,4,0.07,death,2023-05-11
2020-08-02,7,0.13,death,2023-05-11
2020-08-03,4,0.07,death,2023-05-11
2020-08-04,8,0.14,death,2023-05-11
2020-08-05,8,0.14,death,2023-05-11
2020-08-06,8,0.14,death,2023-05-11
2020-08-07,7,0.13,death,2023-05-11
2020-08-08,6,0.11,death,2023-05-11
2020-08-09,10,0.18,death,2023-05-11
2020-08-10,3,0.05,death,2023-05-11
2020-08-11,9,0.16,death,2023-05-11
2020-08-12,7,0.13,death,2023-05-11
2020-08-13,5,0.09,death,2023-05-11
2020-08-14,9,0.16,death,2023-05-11
2020-08-15,13,0.23,death,2023-05-11
2020-08-16,13,0.23,death,2023-05-11
2020-08-17,5,0.09,death,2023-05-11
2020-08-18,12,0.22,death,2023-05-11
2020-08-19,3,0.05,death,2023-05-11
2020-08-20,10,0.18,death,2023-05-11
2020-08-21,12,0.22,death,2023-05-11
2020-08-22,9,0.16,death,2023-05-11
2020-08-23,7,0.13,death,2023-05-11
2020-08-24,10,0.18,death,2023-05-11
2020-08-25,4,0.07,death,2023-05-11
2020-08-26,2,0.04,death,2023-05-11
2020-08-27,8,0.14,death,2023-05-11
2020-08-28,6,0.11,death,2023-05-11
2020-08-29,3,0.05,death,2023-05-11
2020-08-30,5,0.09,death,2023-05-11
2020-08-31,9,0.16,death,2023-05-11
2020-09-01,2,0.04,death,2023-05-11
2020-09-02,7,0.13,death,2023-05-11
2020-09-03,12,0.22,death,2023-05-11
2020-09-04,4,0.07,death,2023-05-11
2020-09-05,6,0.11,death,2023-05-11
2020-09-06,12,0.22,death,2023-05-11
2020-09-07,3,0.05,death,2023-05-11
2020-09-08,6,0.11,death,2023-05-11
2020-09-09,10,0.18,death,2023-05-11
2020-09-10,9,0.16,death,2023-05-11
2020-09-11,11,0.2,death,2023-05-11
2020-09-12,8,0.14,death,2023-05-11
2020-09-13,8,0.14,death,2023-05-11
2020-09-14,2,0.04,death,2023-05-11
2020-09-15,7,0.13,death,2023-05-11
2020-09-16,9,0.16,death,2023-05-11
2020-09-17,5,0.09,death,2023-05-11
2020-09-18,6,0.11,death,2023-05-11
2020-09-19,4,0.07,death,2023-05-11
2020-09-20,9,0.16,death,2023-05-11
2020-09-21,8,0.14,death,2023-05-11
2020-09-22,6,0.11,death,2023-05-11
2020-09-23,10,0.18,death,2023-05-11
2020-09-24,8,0.14,death,2023-05-11
2020-09-25,11,0.2,death,2023-05-11
2020-09-26,10,0.18,death,2023-05-11
2020-09-27,13,0.23,death,2023-05-11
2020-09-28,11,0.2,death,2023-05-11
2020-09-29,5,0.09,death,2023-05-11
2020-09-30,17,0.31,death,2023-05-11
2020-10-01,8,0.14,death,2023-05-11
2020-10-02,13,0.23,death,2023-05-11
2020-10-03,9,0.16,death,2023-05-11
2020-10-04,7,0.13,death,2023-05-11
2020-10-05,10,0.18,death,2023-05-11
2020-10-06,13,0.23,death,2023-05-11
2020-10-07,20,0.36,death,2023-05-11
2020-10-08,9,0.16,death,2023-05-11
2020-10-09,17,0.31,death,2023-05-11
2020-10-10,16,0.29,death,2023-05-11
2020-10-11,16,0.29,death,2023-05-11
2020-10-12,20,0.36,death,2023-05-11
2020-10-13,14,0.25,death,2023-05-11
2020-10-14,10,0.18,death,2023-05-11
2020-10-15,9,0.16,death,2023-05-11
2020-10-16,12,0.22,death,2023-05-11
2020-10-17,18,0.32,death,2023-05-11
2020-10-18,25,0.45,death,2023-05-11
2020-10-19,18,0.32,death,2023-05-11
2020-10-20,15,0.27,death,2023-05-11
2020-10-21,24,0.43,death,2023-05-11
2020-10-22,18,0.32,death,2023-05-11
2020-10-23,19,0.34,death,2023-05-11
2020-10-24,8,0.14,death,2023-05-11
2020-10-25,17,0.31,death,2023-05-11
2020-10-26,25,0.45,death,2023-05-11
2020-10-27,23,0.41,death,2023-05-11
2020-10-28,29,0.52,death,2023-05-11
2020-10-29,18,0.32,death,2023-05-11
2020-10-30,28,0.5,death,2023-05-11
2020-10-31,24,0.43,death,2023-05-11
2020-11-01,21,0.38,death,2023-05-11
2020-11-02,25,0.45,death,2023-05-11
2020-11-03,25,0.45,death,2023-05-11
2020-11-04,35,0.63,death,2023-05-11
2020-11-05,36,0.65,death,2023-05-11
2020-11-06,40,0.72,death,2023-05-11
2020-11-07,42,0.76,death,2023-05-11
2020-11-08,46,0.83,death,2023-05-11
2020-11-09,36,0.65,death,2023-05-11
2020-11-10,35,0.63,death,2023-05-11
2020-11-11,44,0.79,death,2023-05-11
2020-11-12,44,0.79,death,2023-05-11
2020-11-13,40,0.72,death,2023-05-11
2020-11-14,49,0.88,death,2023-05-11
2020-11-15,47,0.84,death,2023-05-11
2020-11-16,60,1.08,death,2023-05-11
2020-11-17,56,1.01,death,2023-05-11
2020-11-18,62,1.11,death,2023-05-11
2020-11-19,63,1.13,death,2023-05-11
2020-11-20,62,1.11,death,2023-05-11
2020-11-21,57,1.02,death,2023-05-11
2020-11-22,66,1.19,death,2023-05-11
2020-11-23,59,1.06,death,2023-05-11
2020-11-24,68,1.22,death,2023-05-11
2020-11-25,73,1.31,death,2023-05-11
2020-11-26,54,0.97,death,2023-05-11
2020-11-27,69,1.24,death,2023-05-11
2020-11-28,62,1.11,death,2023-05-11
2020-11-29,70,1.26,death,2023-05-11
2020-11-30,61,1.1,death,2023-05-11
2020-12-01,64,1.15,death,2023-05-11
2020-12-02,74,1.33,death,2023-05-11
2020-12-03,87,1.56,death,2023-05-11
2020-12-04,64,1.15,death,2023-05-11
2020-12-05,75,1.35,death,2023-05-11
2020-12-06,80,1.44,death,2023-05-11
2020-12-07,75,1.35,death,2023-05-11
2020-12-08,61,1.1,death,2023-05-11
2020-12-09,71,1.28,death,2023-05-11
2020-12-10,74,1.33,death,2023-05-11
2020-12-11,70,1.26,death,2023-05-11
2020-12-12,72,1.29,death,2023-05-11
2020-12-13,56,1.01,death,2023-05-11
2020-12-14,44,0.79,death,2023-05-11
2020-12-15,66,1.19,death,2023-05-11
2020-12-16,74,1.33,death,2023-05-11
2020-12-17,60,1.08,death,2023-05-11
2020-12-18,60,1.08,death,2023-05-11
2020-12-19,56,1.01,death,2023-05-11
2020-12-20,62,1.11,death,2023-05-11
2020-12-21,57,1.02,death,2023-05-11
2020-12-22,33,0.59,death,2023-05-11
2020-12-23,46,0.83,death,2023-05-11
2020-12-24,52,0.93,death,2023-05-11
2020-12-25,36,0.65,death,2023-05-11
2020-12-26,42,0.76,death,2023-05-11
2020-12-27,41,0.74,death,2023-05-11
2020-12-28,36,0.65,death,2023-05-11
2020-12-29,37,0.67,death,2023-05-11
2020-12-30,47,0.84,death,2023-05-11
2020-12-31,36,0.65,death,2023-05-11
2021-01-01,28,0.5,death,2023-05-11
2021-01-02,47,0.84,death,2023-05-11
2021-01-03,37,0.67,death,2023-05-11
2021-01-04,33,0.59,death,2023-05-11
2021-01-05,39,0.7,death,2023-05-11
2021-01-06,32,0.58,death,2023-05-11
2021-01-07,37,0.67,death,2023-05-11
2021-01-08,32,0.58,death,2023-05-11
2021-01-09,26,0.47,death,2023-05-11
2021-01-10,29,0.52,death,2023-05-11
2021-01-11,27,0.49,death,2023-05-11
2021-01-12,32,0.58,death,2023-05-11
2021-01-13,23,0.41,death,2023-05-11
2021-01-14,41,0.74,death,2023-05-11
2021-01-15,27,0.49,death,2023-05-11
2021-01-16,29,0.52,death,2023-05-11
2021-01-17,21,0.38,death,2023-05-11
2021-01-18,19,0.34,death,2023-05-11
2021-01-19,14,0.25,death,2023-05-11
2021-01-20,27,0.49,death,2023-05-11
2021-01-21,16,0.29,death,2023-05-11
2021-01-22,13,0.23,death,2023-05-11
2021-01-23,17,0.31,death,2023-05-11
2021-01-24,24,0.43,death,2023-05-11
2021-01-25,20,0.36,death,2023-05-11
2021-01-26,21,0.38,death,2023-05-11
2021-01-27,11,0.2,death,2023-05-11
2021-01-28,12,0.22,death,2023-05-11
2021-01-29,14,0.25,death,2023-05-11
2021-01-30,13,0.23,death,2023-05-11
2021-01-31,16,0.29,death,2023-05-11
2021-02-01,17,0.31,death,2023-05-11
2021-02-02,10,0.18,death,2023-05-11
2021-02-03,11,0.2,death,2023-05-11
2021-02-04,11,0.2,death,2023-05-11
2021-02-05,13,0.23,death,2023-05-11
2021-02-06,11,0.2,death,2023-05-11
2021-02-07,19,0.34,death,2023-05-11
2021-02-08,11,0.2,death,2023-05-11
2021-02-09,14,0.25,death,2023-05-11
2021-02-10,15,0.27,death,2023-05-11
2021-02-11,7,0.13,death,2023-05-11
2021-02-12,14,0.25,death,2023-05-11
2021-02-13,8,0.14,death,2023-05-11
2021-02-14,10,0.18,death,2023-05-11
2021-02-15,9,0.16,death,2023-05-11
2021-02-16,12,0.22,death,2023-05-11
2021-02-17,10,0.18,death,2023-05-11
2021-02-18,7,0.13,death,2023-05-11
2021-02-19,6,0.11,death,2023-05-11
2021-02-20,7,0.13,death,2023-05-11
2021-02-21,4,0.07,death,2023-05-11
2021-02-22,5,0.09,death,2023-05-11
2021-02-23,9,0.16,death,2023-05-11
2021-02-24,5,0.09,death,2023-05-11
2021-02-25,5,0.09,death,2023-05-11
2021-02-26,7,0.13,death,2023-05-11
2021-02-27,6,0.11,death,2023-05-11
2021-02-28,8,0.14,death,2023-05-11
2021-03-01,7,0.13,death,2023-05-11
2021-03-02,3,0.05,death,2023-05-11
2021-03-03,10,0.18,death,2023-05-11
2021-03-04,6,0.11,death,2023-05-11
2021-03-05,11,0.2,death,2023-05-11
2021-03-06,4,0.07,death,2023-05-11
2021-03-07,9,0.16,death,2023-05-11
2021-03-08,5,0.09,death,2023-05-11
2021-03-09,7,0.13,death,2023-05-11
2021-03-10,5,0.09,death,2023-05-11
2021-03-11,4,0.07,death,2023-05-11
2021-03-12,12,0.22,death,2023-05-11
2021-03-13,5,0.09,death,2023-05-11
2021-03-14,5,0.09,death,2023-05-11
2021-03-15,2,0.04,death,2023-05-11
2021-03-16,6,0.11,death,2023-05-11
2021-03-17,4,0.07,death,2023-05-11
2021-03-18,5,0.09,death,2023-05-11
2021-03-19,5,0.09,death,2023-05-11
2021-03-20,9,0.16,death,2023-05-11
2021-03-21,5,0.09,death,2023-05-11
2021-03-22,4,0.07,death,2023-05-11
2021-03-23,5,0.09,death,2023-05-11
2021-03-24,1,0.02,death,2023-05-11
2021-03-25,5,0.09,death,2023-05-11
2021-03-26,3,0.05,death,2023-05-11
2021-03-27,7,0.13,death,2023-05-11
2021-03-28,6,0.11,death,2023-05-11
2021-03-29,5,0.09,death,2023-05-11
2021-03-30,6,0.11,death,2023-05-11
2021-03-31,8,0.14,death,2023-05-11
2021-04-01,6,0.11,death,2023-05-11
2021-04-02,9,0.16,death,2023-05-11
2021-04-03,8,0.14,death,2023-05-11
2021-04-04,6,0.11,death,2023-05-11
2021-04-05,8,0.14,death,2023-05-11
2021-04-06,7,0.13,death,2023-05-11
2021-04-07,6,0.11,death,2023-05-11
2021-04-08,10,0.18,death,2023-05-11
2021-04-09,7,0.13,death,2023-05-11
2021-04-10,7,0.13,death,2023-05-11
2021-04-11,8,0.14,death,2023-05-11
2021-04-12,10,0.18,death,2023-05-11
2021-04-13,7,0.13,death,2023-05-11
2021-04-14,8,0.14,death,2023-05-11
2021-04-15,14,0.25,death,2023-05-11
2021-04-16,9,0.16,death,2023-05-11
2021-04-17,8,0.14,death,2023-05-11
2021-04-18,9,0.16,death,2023-05-11
2021-04-19,9,0.16,death,2023-05-11
2021-04-20,5,0.09,death,2023-05-11
2021-04-21,8,0.14,death,2023-05-11
2021-04-22,3,0.05,death,2023-05-11
2021-04-23,15,0.27,death,2023-05-11
2021-04-24,11,0.2,death,2023-05-11
2021-04-25,15,0.27,death,2023-05-11
2021-04-26,15,0.27,death,2023-05-11
2021-04-27,7,0.13,death,2023-05-11
2021-04-28,14,0.25,death,2023-05-11
2021-04-29,7,0.13,death,2023-05-11
2021-04-30,12,0.22,death,2023-05-11
2021-05-01,7,0.13,death,2023-05-11
2021-05-02,8,0.14,death,2023-05-11
2021-05-03,5,0.09,death,2023-05-11
2021-05-04,13,0.23,death,2023-05-11
2021-05-05,9,0.16,death,2023-05-11
2021-05-06,5,0.09,death,2023-05-11
2021-05-07,8,0.14,death,2023-05-11
2021-05-08,7,0.13,death,2023-05-11
2021-05-09,9,0.16,death,2023-05-11
2021-05-10,8,0.14,death,2023-05-11
2021-05-11,6,0.11,death,2023-05-11
2021-05-12,9,0.16,death,2023-05-11
2021-05-13,9,0.16,death,2023-05-11
2021-05-14,11,0.2,death,2023-05-11
2021-05-15,10,0.18,death,2023-05-11
2021-05-16,6,0.11,death,2023-05-11
2021-05-17,6,0.11,death,2023-05-11
2021-05-18,7,0.13,death,2023-05-11
2021-05-19,2,0.04,death,2023-05-11
2021-05-20,5,0.09,death,2023-05-11
2021-05-21,7,0.13,death,2023-05-11
2021-05-22,12,0.22,death,2023-05-11
2021-05-23,5,0.09,death,2023-05-11
2021-05-24,6,0.11,death,2023-05-11
2021-05-25,5,0.09,death,2023-05-11
2021-05-26,3,0.05,death,2023-05-11
2021-05-27,7,0.13,death,2023-05-11
2021-05-28,2,0.04,death,2023-05-11
2021-05-29,6,0.11,death,2023-05-11
2021-05-30,4,0.07,death,2023-05-11
2021-05-31,3,0.05,death,2023-05-11
2021-06-01,5,0.09,death,2023-05-11
2021-06-02,8,0.14,death,2023-05-11
2021-06-03,4,0.07,death,2023-05-11
2021-06-04,4,0.07,death,2023-05-11
2021-06-05,2,0.04,death,2023-05-11
2021-06-06,5,0.09,death,2023-05-11
2021-06-07,4,0.07,death,2023-05-11
2021-06-08,4,0.07,death,2023-05-11
2021-06-09,4,0.07,death,2023-05-11
2021-06-10,6,0.11,death,2023-05-11
2021-06-11,6,0.11,death,2023-05-11
2021-06-12,6,0.11,death,2023-05-11
2021-06-13,3,0.05,death,2023-05-11
2021-06-14,3,0.05,death,2023-05-11
2021-06-15,2,0.04,death,2023-05-11
2021-06-16,2,0.04,death,2023-05-11
2021-06-17,4,0.07,death,2023-05-11
2021-06-18,2,0.04,death,2023-05-11
2021-06-19,6,0.11,death,2023-05-11
2021-06-20,1,0.02,death,2023-05-11
2021-06-21,5,0.09,death,2023-05-11
2021-06-22,3,0.05,death,2023-05-11
2021-06-23,4,0.07,death,2023-05-11
2021-06-24,3,0.05,death,2023-05-11
2021-06-25,3,0.05,death,2023-05-11
2021-06-26,4,0.07,death,2023-05-11
2021-06-27,2,0.04,death,2023-05-11
2021-06-28,2,0.04,death,2023-05-11
2021-06-29,2,0.04,death,2023-05-11
2021-06-30,2,0.04,death,2023-05-11
2021-07-01,0,0,death,2023-05-11
2021-07-02,2,0.04,death,2023-05-11
2021-07-03,2,0.04,death,2023-05-11
2021-07-04,3,0.05,death,2023-05-11
2021-07-05,1,0.02,death,2023-05-11
2021-07-06,5,0.09,death,2023-05-11
2021-07-07,1,0.02,death,2023-05-11
2021-07-08,1,0.02,death,2023-05-11
2021-07-09,0,0,death,2023-05-11
2021-07-10,2,0.04,death,2023-05-11
2021-07-11,3,0.05,death,2023-05-11
2021-07-12,1,0.02,death,2023-05-11
2021-07-13,2,0.04,death,2023-05-11
2021-07-14,2,0.04,death,2023-05-11
2021-07-15,2,0.04,death,2023-05-11
2021-07-16,1,0.02,death,2023-05-11
2021-07-17,1,0.02,death,2023-05-11
2021-07-18,0,0,death,2023-05-11
2021-07-19,0,0,death,2023-05-11
2021-07-20,2,0.04,death,2023-05-11
2021-07-21,3,0.05,death,2023-05-11
2021-07-22,2,0.04,death,2023-05-11
2021-07-23,3,0.05,death,2023-05-11
2021-07-24,0,0,death,2023-05-11
2021-07-25,2,0.04,death,2023-05-11
2021-07-26,1,0.02,death,2023-05-11
2021-07-27,2,0.04,death,2023-05-11
2021-07-28,3,0.05,death,2023-05-11
2021-07-29,2,0.04,death,2023-05-11
2021-07-30,5,0.09,death,2023-05-11
2021-07-31,4,0.07,death,2023-05-11
2021-08-01,1,0.02,death,2023-05-11
2021-08-02,3,0.05,death,2023-05-11
2021-08-03,2,0.04,death,2023-05-11
2021-08-04,3,0.05,death,2023-05-11
