date,day,new_cases,new_antigen_cases,new_tests,new_antigen_tests,positivity,new_hosp,new_icu,new_deaths,new_ltc_deaths,new_recovered,new_vax_doses,new_vax_onedose,new_vax_complete,new_vax_boosted,active_cases
2022-01-10,Monday,10964,2258,88590,19079,0.12376114685630432,267,33,44,4,8172,24878,4200,4646,16252,46809
2022-01-11,Tuesday,29487,3886,140891,27799,0.20928945071012342,400,23,28,2,30624,59148,9592,9573,39890,45623
2022-01-12,Wednesday,10719,2075,70089,19525,0.15293412661045241,391,30,49,8,4343,17222,3182,2900,11572,51935
2022-01-13,Thursday,11510,1823,72298,23766,0.159202190931976,266,44,52,8,2280,18739,3008,2542,12868,61102
2022-01-14,Friday,11560,1890,35173,22243,0.32866118898018365,259,40,32,9,5214,22148,4149,3419,15017,67405
2022-01-17,Monday,10651,1752,123235,19281,0.08642836856412545,358,35,29,6,13675,22062,4064,3247,14561,64343
2022-01-19,Wednesday,44626,10659,217918,55865,0.20478345065575124,678,65,37,11,61508,59153,11122,7695,40359,47414
2022-01-20,Thursday,11440,2553,69852,22279,0.1637748382293993,296,32,78,20,7291,17634,3361,2668,11445,51470
2022-01-21,Friday,11828,2341,85653,21511,0.13809206916278471,281,43,36,8,6172,15637,2513,2426,10521,57067
2022-01-24,Monday,12722,2400,77063,18617,0.1650857090951559,241,43,42,9,16925,20999,4273,3552,0,52810
2022-01-25,Tuesday,35504,5685,134691,28637,0.26359593439799245,310,30,37,10,46058,27294,5279,3948,30837,42206
2022-01-26,Wednesday,15572,2463,53457,19476,0.2912995491703612,335,37,52,14,10894,12639,2519,2374,7649,46825
2022-01-27,Thursday,14633,2735,55902,18312,0.2617616543236378,347,38,57,14,6319,12323,1992,1737,8398,55066
2022-01-28,Friday,14565,2411,53137,12963,0.2741027908989969,297,30,43,16,6228,16270,4111,2794,9189,63343
2022-01-31,Monday,12098,2373,52717,14916,0.22948953847904852,283,24,29,10,13972,20027,4240,3888,11732,61430
2022-02-01,Tuesday,21360,3086,101180,23627,0.21110891480529748,309,40,46,16,36343,22047,4520,4588,12683,46378
2022-02-02,Wednesday,3916,832,33320,14315,0.11752701080432174,249,35,59,20,9029,11508,2590,2676,6059,41200
2022-02-03,Thursday,5480,1194,45789,12799,0.11967939898228833,252,33,45,13,4730,10600,1673,2092,6633,41873
2022-02-04,Friday,6617,1494,42476,11886,0.15578208870891797,261,32,38,10,4947,14611,2943,3412,7948,43498
2022-02-07,Monday,5829,1075,43496,10933,0.13401232297222734,175,38,35,10,10092,12328,2509,3214,6374,39197
2022-02-08,Tuesday,10409,1699,77105,17941,0.13499773036768042,198,37,48,10,21935,24974,5098,6779,12775,27609
2022-02-09,Wednesday,3833,836,30450,11195,0.12587848932676518,357,47,40,17,6423,8713,1878,2528,4094,24969
2022-02-10,Thursday,4462,980,43358,11601,0.10291065086027953,182,25,39,15,3851,7506,1036,1922,4190,25532
2022-02-11,Friday,4857,912,36749,10077,0.1321668616833111,153,15,36,11,3658,10946,1994,3151,5528,26684
2022-02-14,Monday,4338,881,43676,9692,0.09932228226028024,179,15,33,9,6652,9643,1617,3179,4523,24329
2022-02-15,Tuesday,6469,1069,67288,14023,0.09613898466294139,187,20,32,7,12480,17650,3041,5455,8710,18250
2022-02-16,Wednesday,1501,498,19600,9659,0.07658163265306123,215,40,41,12,3123,5756,1032,1810,2689,16546
2022-02-17,Thursday,1853,426,35374,10696,0.05238310623621869,122,21,27,3,1664,7079,1017,2227,3449,16670
2022-02-18,Friday,2264,381,32768,6775,0.069091796875,110,17,31,13,1669,6937,679,2044,3841,17193
2022-02-21,Monday,2012,276,34921,6842,0.057615761289768336,75,13,32,16,3898,7727,1207,2663,3422,15255
2022-02-22,Tuesday,4050,693,71761,17614,0.056437340616769555,205,37,26,11,9389,20487,3280,7053,9345,9769
2022-02-24,Thursday,1075,182,28041,8714,0.03833672122962804,79,9,47,13,846,6356,1028,2190,2724,9886
2022-02-25,Friday,961,168,23311,5994,0.041225172665265326,54,11,15,4,899,4027,0,0,2365,9876
2022-02-28,Monday,1122,211,27037,5842,0.041498686984502715,61,10,28,8,2061,6348,1103,3457,2647,8866
2022-03-01,Tuesday,2142,277,47833,9778,0.044780799866201156,80,18,22,6,4418,12522,1949,4546,5393,6502
2022-03-02,Wednesday,591,105,18519,5684,0.0319131702575733,167,38,21,6,1029,6624,1115,2234,2978,5991
2022-03-03,Thursday,847,104,27932,NA,0.030323643133323787,40,10,20,10,611,4132,288,1136,2197,6184
2022-03-04,Friday,833,131,25707,NA,0.03240362547166142,65,10,11,1,601,4867,892,1370,2352,6368
2022-03-07,Monday,908,221,24392,6622,0.03722531977697606,51,8,18,5,1196,4681,827,1296,2219,6037
2022-03-08,Tuesday,1457,204,43489,9663,0.03350272482696774,58,3,20,9,2780,9879,1699,2861,4724,4692
2022-03-09,Wednesday,575,124,18168,5456,0.031649053280493174,92,16,17,8,835,4017,779,1133,1876,4411
2022-03-10,Thursday,604,109,24845,6567,0.024310726504326825,53,3,17,8,425,2439,58,353,1628,4561
2022-03-11,Friday,583,84,22630,5091,0.025762262483429076,38,10,9,3,377,7969,1396,2227,3786,4732
2022-03-14,Monday,530,72,19275,5094,0.02749675745784695,36,4,16,7,858,-3927,-695,-1097,-1860,4333
2022-03-15,Tuesday,483,106,38358,8338,0.012591897387767871,28,1,9,2,1956,10815,1857,2970,5286,2839
2022-03-16,Wednesday,889,148,16466,5476,0.053990040082594434,88,18,13,7,504,3244,628,791,1569,3190
2022-03-17,Thursday,470,76,23220,6554,0.020241171403962102,41,10,10,5,233,1690,-142,144,1270,3371
2022-03-18,Friday,538,79,22244,5019,0.024186297428520052,29,4,9,1,276,3710,613,943,1832,3592
2022-03-21,Monday,458,50,19994,4818,0.022906872061618486,37,6,7,2,564,4060,723,969,1975,3440
2022-03-22,Tuesday,1061,171,35179,7525,0.0301600386594275,45,9,12,6,1362,5878,948,1459,2879,3090
2022-03-23,Wednesday,288,34,3408,4621,0.08450704225352113,69,17,2,0,378,3271,533,774,1636,2980
2022-03-24,Thursday,479,69,32988,5187,0.014520431672123196,44,10,20,9,227,1804,-115,136,1292,3194
2022-03-28,Monday,960,159,37027,9832,0.025927026224106732,50,5,20,8,700,7268,1304,1565,NA,3421
2022-03-29,Tuesday,984,106,38501,7249,0.02555777772005922,25,5,8,2,1286,5758,1001,1363,NA,3097
2022-03-30,Wednesday,356,96,14800,5125,0.024054054054054055,62,6,11,3,389,3263,571,705,1668,3044
2022-03-31,Thursday,509,96,17375,4706,0.029294964028776977,28,7,7,4,253,1336,-278,-36,0,3283
2022-04-01,Friday,546,110,20147,4215,0.02710080905345709,33,4,2,0,215,4744,657,763,1101,3605
2022-04-04,Monday,473,57,12728,2017,0.037162162162162164,21,2,5,2,517,14068,3311,2803,4831,3550
2022-04-05,Tuesday,1092,141,35727,8086,0.0305651188177009,41,6,4,3,1394,23151,997,1591,3116,3239
2022-04-06,Wednesday,366,58,12072,2721,0.030318091451292245,50,10,10,4,411,8239,471,643,1420,3177
2022-04-07,Thursday,627,139,16554,3358,0.03787604204421892,34,4,5,2,268,9447,-177,47,0,3519
2022-04-08,Friday,612,86,15961,3396,0.038343462189085895,31,4,6,1,224,10422,549,717,2668,3897
2022-04-11,Monday,678,123,14177,2740,0.047823940184806374,29,5,7,4,519,11580,495,715,4322,4044
2022-04-12,Tuesday,1339,225,28308,5065,0.047301116292214215,25,5,2,1,1420,25186,1056,1466,3065,3956
2022-04-13,Wednesday,686,180,NA,NA,0,64,8,5,1,491,10892,504,642,0,4142
2022-04-14,Thursday,858,150,NA,NA,0,31,10,4,2,310,14818,559,828,2075,4680
2022-04-15,Friday,877,146,NA,NA,0,25,4,6,2,265,15294,738,861,1624,5281
2022-04-18,Monday,936,178,NA,NA,0,40,7,4,3,575,12908,565,707,1898,5630
2022-04-19,Tuesday,1742,259,NA,NA,0,25,0,4,0,1774,18632,-104,180,1253,5589
2022-04-20,Wednesday,978,143,NA,NA,0,83,10,7,3,606,8706,451,589,1670,5952
2022-04-21,Thursday,1122,255,NA,NA,0,17,0,3,1,385,14359,634,712,1610,6681
2022-04-22,Friday,1464,223,NA,NA,0,42,4,10,4,395,13881,591,828,0,7739
2022-04-25,Monday,1158,155,NA,NA,0,51,3,1,1,1002,13516,592,724,3466,7894
2022-04-26,Tuesday,2563,380,NA,NA,0,33,4,1,0,2711,17964,143,465,0,7740
2022-04-27,Wednesday,1369,258,NA,NA,0,113,9,5,1,854,8612,447,520,2701,8245
2022-04-28,Thursday,1642,283,NA,NA,0,45,8,4,3,575,11200,586,679,0,9302
2022-04-29,Friday,1979,337,NA,NA,0,68,5,5,1,289,12247,571,752,2994,10980
2022-05-02,Monday,1736,231,NA,NA,0,43,4,3,1,1408,10361,511,613,1820,11300
2022-05-03,Tuesday,2505,440,NA,NA,0,60,5,1,0,3905,17071,274,522,1241,9894
2022-05-04,Wednesday,2570,393,NA,NA,0,121,10,3,0,1171,8728,401,502,1432,11287
2022-05-06,Friday,4622,713,NA,NA,0,139,15,10,2,1313,21952,1076,1303,3065,14574
2022-05-09,Monday,2661,517,NA,NA,0,67,2,4,0,1947,11603,600,682,1603,15283
2022-05-10,Tuesday,5117,718,NA,NA,0,54,6,5,3,5247,14908,139,379,0,15147
2022-05-11,Wednesday,1794,521,NA,NA,0,172,21,2,2,1681,8258,484,530,2722,15254
2022-05-12,Thursday,2614,495,NA,NA,0,100,9,11,7,948,11220,568,674,1514,16907
2022-05-13,Friday,2919,472,NA,NA,0,85,12,12,3,871,11099,624,735,1441,18938
2022-05-16,Monday,2590,427,NA,NA,0,73,5,4,3,2450,11017,508,598,0,19064
2022-05-17,Tuesday,4581,667,NA,NA,0,68,8,6,2,7197,13326,130,262,1665,16442
2022-05-18,Wednesday,2120,410,NA,NA,0,191,21,6,4,2134,7795,465,544,1226,16419
2022-05-19,Thursday,2131,421,NA,NA,0,85,10,9,3,1184,9711,498,605,2783,17346
2022-05-20,Friday,2424,385,NA,NA,0,72,6,3,1,1154,10649,645,686,1718,18607
2022-05-23,Monday,2152,360,NA,NA,0,85,6,9,3,2970,11915,598,697,0,17774
2022-05-24,Tuesday,4033,642,NA,NA,0,73,11,5,1,7527,16643,256,299,2332,14271
2022-05-25,Wednesday,1522,335,NA,NA,0,151,16,9,6,1992,9736,564,576,3800,13788
2022-05-26,Thursday,2170,505,NA,NA,0,71,7,9,4,1115,12459,575,690,0,14826
2022-05-27,Friday,2269,353,NA,NA,0,51,5,9,6,988,12742,630,749,4266,16093
2022-05-31,Tuesday,2188,371,NA,NA,0,101,11,5,4,2531,10316,528,616,1906,15743
2022-06-01,Wednesday,1783,284,NA,NA,0,92,18,5,3,8111,15786,293,423,0,9407
2022-06-02,Thursday,4813,864,NA,NA,0,221,10,11,4,847,6560,420,511,3374,13361
2022-06-03,Friday,1968,493,NA,NA,0,100,14,15,9,929,9422,610,647,3054,14381
2022-06-06,Monday,2155,387,NA,NA,0,82,12,10,4,2284,9094,490,520,0,14239
2022-06-07,Tuesday,4058,640,NA,NA,0,57,8,8,3,6120,0,0,0,4510,12168
2022-06-08,Wednesday,1375,280,NA,NA,0,162,17,10,5,1727,18319,507,733,1708,11805
2022-06-09,Thursday,1816,320,NA,NA,0,86,11,9,4,912,0,0,0,1442,12695
2022-06-10,Friday,2028,313,NA,NA,0,64,7,12,6,881,16725,1076,1169,2080,13829
