date,day,new_cases,new_antigen_cases,new_tests,new_antigen_tests,positivity,new_hosp,new_icu,new_deaths,new_ltc_deaths,new_recovered,new_vax_doses,new_vax_onedose,new_vax_complete,new_vax_boosted,active_cases
2020-03-07,Saturday,1,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-08,Sunday,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-09,Monday,1,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-10,Tuesday,1,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-11,Wednesday,2,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-12,Thursday,4,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-13,Friday,5,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-14,Saturday,7,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-15,Sunday,14,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-16,Monday,19,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-17,Tuesday,6,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-18,Wednesday,17,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2020-03-19,Thursday,12,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA
2020-03-20,Friday,26,NA,NA,NA,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA
2020-03-21,Saturday,22,NA,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA
2020-03-22,Sunday,32,NA,NA,NA,0,5,0,0,NA,NA,NA,NA,NA,NA,NA
2020-03-23,Monday,66,NA,NA,NA,0,4,2,0,NA,NA,NA,NA,NA,NA,NA
2020-03-24,Tuesday,27,NA,NA,NA,0,4,5,0,NA,NA,NA,NA,NA,NA,NA
2020-03-25,Wednesday,25,NA,NA,NA,0,10,1,0,NA,NA,NA,NA,NA,NA,199
2020-03-26,Thursday,59,NA,NA,NA,0,6,4,1,NA,33,NA,NA,NA,NA,224
2020-03-27,Friday,52,NA,NA,NA,0,3,0,2,NA,10,NA,NA,NA,NA,264
2020-03-28,Saturday,43,NA,NA,NA,0,13,7,1,NA,85,NA,NA,NA,NA,221
2020-03-29,Sunday,62,NA,NA,NA,0,18,1,4,NA,28,NA,NA,NA,NA,251
2020-03-30,Monday,73,NA,1209,NA,0.060380479735318446,17,7,1,NA,7,NA,NA,NA,NA,316
2020-03-31,Tuesday,53,NA,1045,NA,0.050717703349282293,20,8,2,NA,26,NA,NA,NA,NA,341
2020-04-01,Wednesday,60,NA,1517,NA,0.03955174686882004,10,9,5,NA,49,NA,NA,NA,NA,347
2020-04-02,Thursday,53,NA,1002,NA,0.05289421157684631,16,-17,1,NA,30,NA,NA,NA,NA,369
2020-04-03,Friday,47,NA,1982,NA,0.023713420787083755,18,37,4,NA,33,NA,NA,NA,NA,379
2020-04-04,Saturday,76,NA,1347,NA,0.05642167780252413,24,8,2,NA,28,NA,NA,NA,NA,425
2020-04-05,Sunday,70,NA,1662,NA,0.0421179302045728,22,13,5,NA,6,NA,NA,NA,NA,484
2020-04-06,Monday,51,NA,1465,NA,0.0348122866894198,21,10,1,NA,18,NA,NA,NA,NA,516
2020-04-07,Tuesday,83,NA,1179,NA,0.07039864291772689,19,5,4,NA,75,NA,NA,NA,NA,520
2020-04-08,Wednesday,85,NA,1551,NA,0.0548033526756931,29,14,5,NA,78,NA,NA,NA,NA,522
2020-04-09,Thursday,88,NA,1453,NA,0.060564349621472814,22,12,11,NA,32,NA,NA,NA,NA,567
2020-04-10,Friday,94,NA,1830,NA,0.05136612021857923,24,7,7,NA,50,NA,NA,NA,NA,604
2020-04-11,Saturday,91,NA,1756,NA,0.051822323462414575,23,8,7,NA,54,NA,NA,NA,NA,634
2020-04-12,Sunday,109,NA,1625,NA,0.06707692307692308,21,0,6,NA,28,NA,NA,NA,NA,709
2020-04-13,Monday,114,NA,1190,NA,0.0957983193277311,0,9,0,NA,15,NA,NA,NA,NA,808
2020-04-14,Tuesday,45,NA,784,NA,0.05739795918367347,44,20,9,NA,58,NA,NA,NA,NA,786
2020-04-15,Wednesday,114,NA,1191,NA,0.09571788413098237,40,13,8,NA,23,NA,NA,NA,NA,869
2020-04-16,Thursday,103,NA,1695,NA,0.0607669616519174,30,14,7,NA,73,NA,NA,NA,NA,892
2020-04-17,Friday,159,NA,1455,NA,0.10927835051546392,43,13,17,NA,29,NA,NA,NA,NA,1005
2020-04-18,Saturday,142,NA,1466,NA,0.09686221009549795,43,11,10,NA,42,NA,NA,NA,NA,1095
2020-04-19,Sunday,143,NA,1480,NA,0.09662162162162162,13,15,13,NA,29,NA,NA,NA,NA,1196
2020-04-20,Monday,114,NA,1231,NA,0.0926076360682372,28,12,9,NA,33,NA,NA,NA,NA,1268
2020-04-21,Tuesday,97,NA,840,NA,0.11547619047619048,27,9,17,NA,35,NA,NA,NA,NA,1313
2020-04-22,Wednesday,154,NA,1749,NA,0.0880503144654088,31,12,19,NA,44,NA,NA,NA,NA,1404
2020-04-23,Thursday,221,NA,2129,NA,0.10380460310004697,52,7,21,NA,198,NA,NA,NA,NA,1406
2020-04-24,Friday,243,NA,2488,NA,0.09766881028938906,44,10,21,NA,37,NA,NA,NA,NA,1591
2020-04-25,Saturday,261,NA,3090,NA,0.08446601941747572,41,10,23,NA,37,NA,NA,NA,NA,1792
2020-04-26,Sunday,156,NA,2618,NA,0.059587471352177235,32,15,28,NA,92,NA,NA,NA,NA,1828
2020-04-27,Monday,214,NA,2563,NA,0.08349590323839251,32,8,14,NA,54,NA,NA,NA,NA,1974
2020-04-28,Tuesday,365,NA,2017,NA,0.18096182449181952,51,13,15,NA,55,NA,NA,NA,NA,2269
2020-04-29,Wednesday,463,NA,3347,NA,0.13833283537496266,38,21,18,NA,113,NA,NA,NA,NA,2601
2020-04-30,Thursday,492,NA,7075,NA,0.06954063604240282,94,22,24,NA,105,NA,NA,NA,NA,2964
2020-05-01,Friday,594,NA,4345,NA,0.13670886075949368,52,24,28,NA,82,NA,NA,NA,NA,3448
2020-05-02,Saturday,498,NA,4483,NA,0.11108632612090118,63,22,24,NA,91,NA,NA,NA,NA,3831
2020-05-03,Sunday,435,NA,3836,NA,0.11339937434827946,40,18,24,21,594,NA,NA,NA,NA,3648
2020-05-04,Monday,571,NA,3162,NA,0.1805819101834282,72,31,9,7,1188,NA,NA,NA,NA,3022
2020-05-05,Tuesday,617,NA,4067,NA,0.15170887632161298,79,13,27,23,375,NA,NA,NA,NA,3237
2020-05-06,Wednesday,728,NA,3166,NA,0.229943145925458,55,24,29,23,362,NA,NA,NA,NA,3574
2020-05-07,Thursday,786,NA,4480,NA,0.17544642857142856,54,28,23,16,280,NA,NA,NA,NA,4057
2020-05-08,Friday,723,NA,5010,NA,0.144311377245509,90,16,26,27,363,NA,NA,NA,NA,4391
2020-05-09,Saturday,702,NA,4874,NA,0.1440295445219532,63,25,24,15,601,NA,NA,NA,NA,4468
2020-05-10,Sunday,481,NA,4911,NA,0.09794339238444309,45,19,20,15,540,NA,NA,NA,NA,4389
2020-05-11,Monday,528,NA,5296,NA,0.09969788519637462,59,25,13,8,641,NA,NA,NA,NA,4263
2020-05-12,Tuesday,695,NA,5302,NA,0.13108261033572238,83,22,23,29,664,NA,NA,NA,NA,4271
2020-05-13,Wednesday,423,NA,4015,NA,0.10535491905354918,52,16,24,16,540,NA,NA,NA,NA,4130
2020-05-14,Thursday,518,NA,7294,NA,0.0710172744721689,64,16,25,20,324,NA,NA,NA,NA,4299
2020-05-15,Friday,805,NA,6732,NA,0.11957813428401663,70,21,20,17,347,NA,NA,NA,NA,4737
2020-05-16,Saturday,729,NA,9230,NA,0.0789815817984832,54,16,17,14,751,NA,NA,NA,NA,4698
2020-05-17,Sunday,699,NA,7993,NA,0.08745152008007007,51,15,22,19,604,NA,NA,NA,NA,4771
2020-05-18,Monday,704,NA,5980,NA,0.1177257525083612,38,19,9,8,588,NA,NA,NA,NA,4878
2020-05-19,Tuesday,657,NA,6386,NA,0.10288130284998434,93,23,17,13,776,NA,NA,NA,NA,4742
2020-05-20,Wednesday,641,NA,6371,NA,0.10061214879924658,87,14,29,27,687,NA,NA,NA,NA,4667
2020-05-21,Thursday,530,NA,6954,NA,0.07621512798389417,72,19,32,28,261,NA,NA,NA,NA,4904
2020-05-22,Friday,805,NA,8256,NA,0.09750484496124032,52,26,33,25,208,NA,NA,NA,NA,5468
2020-05-23,Saturday,840,NA,9715,NA,0.08646423057128153,102,9,10,9,789,NA,NA,NA,NA,5509
2020-05-24,Sunday,728,NA,8896,NA,0.08183453237410072,54,28,17,12,630,NA,NA,NA,NA,5590
2020-05-25,Monday,742,NA,6978,NA,0.10633419317856119,88,17,12,8,701,NA,NA,NA,NA,5619
2020-05-26,Tuesday,645,NA,6648,NA,0.0970216606498195,33,16,18,15,707,NA,NA,NA,NA,5539
2020-05-27,Wednesday,504,NA,6933,NA,0.07269580268282129,87,22,33,27,791,NA,NA,NA,NA,5219
2020-05-28,Thursday,483,NA,9556,NA,0.05054416073670992,84,14,35,28,341,NA,NA,NA,NA,5326
2020-05-29,Friday,584,NA,9941,NA,0.05874660496931898,56,22,29,24,275,NA,NA,NA,NA,5606
2020-05-30,Saturday,659,NA,10380,NA,0.06348747591522158,75,11,30,26,934,NA,NA,NA,NA,5301
2020-05-31,Sunday,660,NA,8434,NA,0.07825468342423524,36,10,14,11,831,NA,NA,NA,NA,5116
2020-06-01,Monday,358,NA,6888,NA,0.051974448315911734,39,22,10,7,746,NA,NA,NA,NA,4718
2020-06-02,Tuesday,300,NA,4180,NA,0.07177033492822966,48,19,22,11,940,NA,NA,NA,NA,4056
2020-06-03,Wednesday,362,NA,7678,NA,0.04714769471216462,69,11,14,10,788,NA,NA,NA,NA,3616
2020-06-04,Thursday,403,NA,15912,NA,0.025326797385620915,50,11,29,20,321,NA,NA,NA,NA,3669
2020-06-05,Friday,707,NA,11118,NA,0.06359057384421658,36,0,33,26,374,NA,NA,NA,NA,3969
2020-06-06,Saturday,521,NA,11156,NA,0.046701326640372895,47,-1,22,14,389,NA,NA,NA,NA,4079
2020-06-07,Sunday,385,NA,10550,NA,0.036492890995260666,31,9,16,13,739,NA,NA,NA,NA,3709
2020-06-08,Monday,338,NA,9604,NA,0.03519366930445648,34,16,11,6,665,NA,NA,NA,NA,3371
2020-06-09,Tuesday,299,NA,8178,NA,0.03656150648080215,40,15,20,13,564,NA,NA,NA,NA,3086
2020-06-10,Wednesday,346,NA,8895,NA,0.0388982574480045,41,8,19,16,454,NA,NA,NA,NA,2959
2020-06-11,Thursday,447,NA,12069,NA,0.037037037037037035,40,2,12,10,195,NA,NA,NA,NA,3199
2020-06-12,Friday,479,NA,13662,NA,0.0350607524520568,35,11,25,21,158,NA,NA,NA,NA,3495
2020-06-13,Saturday,377,NA,12932,NA,0.02915248994741726,24,6,9,4,592,NA,NA,NA,NA,3271
2020-06-14,Sunday,311,NA,9991,NA,0.031128015213692323,29,11,14,11,470,NA,NA,NA,NA,3086
2020-06-15,Monday,230,NA,5095,NA,0.045142296368989206,20,7,6,4,519,NA,NA,NA,NA,2783
2020-06-16,Tuesday,197,NA,6453,NA,0.03052843638617697,28,8,9,7,397,NA,NA,NA,NA,2566
2020-06-17,Wednesday,419,NA,19573,NA,0.021407040310631995,31,8,12,10,398,NA,NA,NA,NA,2570
2020-06-18,Thursday,387,NA,12661,NA,0.030566305978990602,29,6,19,13,162,NA,NA,NA,NA,2768
2020-06-19,Friday,362,NA,14328,NA,0.025265214963707427,30,5,17,13,143,NA,NA,NA,NA,2964
2020-06-20,Saturday,438,NA,16866,NA,0.025969405905371754,19,8,12,8,496,NA,NA,NA,NA,2892
2020-06-21,Sunday,461,NA,12351,NA,0.037324912962513154,30,17,8,8,458,NA,NA,NA,NA,2879
2020-06-22,Monday,308,NA,8790,NA,0.035039817974971556,33,11,4,2,402,NA,NA,NA,NA,2780
2020-06-23,Tuesday,245,NA,7385,NA,0.03317535545023697,30,12,9,6,334,NA,NA,NA,NA,2679
2020-06-24,Wednesday,304,NA,9772,NA,0.031109291854277528,37,15,5,1,308,NA,NA,NA,NA,2660
2020-06-25,Thursday,365,NA,12947,NA,0.02819185911794238,46,3,9,5,147,NA,NA,NA,NA,2864
2020-06-26,Friday,498,NA,14744,NA,0.033776451437873035,23,12,5,5,154,NA,NA,NA,NA,3198
2020-06-27,Saturday,427,NA,13022,NA,0.03279066195668868,20,8,6,4,393,NA,NA,NA,NA,3216
2020-06-28,Sunday,526,NA,15115,NA,0.03479986768111148,24,8,8,7,408,NA,NA,NA,NA,3316
2020-06-29,Monday,315,NA,7797,NA,0.040400153905348214,21,9,10,6,416,NA,NA,NA,NA,3202
2020-06-30,Tuesday,442,NA,12435,NA,0.035544833132287894,23,0,6,2,376,NA,NA,NA,NA,3262
2020-07-01,Wednesday,426,NA,11950,NA,0.035648535564853555,27,8,4,4,346,NA,NA,NA,NA,3325
2020-07-02,Thursday,500,NA,13630,NA,0.036683785766691124,31,11,13,8,216,NA,NA,NA,NA,3590
2020-07-03,Friday,423,NA,14728,NA,0.02872080391091798,27,0,8,7,184,NA,NA,NA,NA,3812
2020-07-05,Sunday,521,NA,28798,NA,0.01809153413431488,31,10,5,5,1061,NA,NA,NA,NA,3258
2020-07-06,Monday,434,NA,5991,NA,0.07244199632782507,49,3,3,1,499,NA,NA,NA,NA,3189
2020-07-07,Tuesday,569,NA,5895,NA,0.09652247667514843,33,5,3,1,470,NA,NA,NA,NA,3280
2020-07-08,Wednesday,463,NA,7601,NA,0.06091303775818971,20,7,8,4,525,NA,NA,NA,NA,3203
2020-07-09,Thursday,589,NA,13923,NA,0.04230410112763054,33,10,5,4,291,NA,NA,NA,NA,3481
2020-07-10,Friday,609,NA,19483,NA,0.03125801981214392,24,8,5,1,249,NA,NA,NA,NA,3831
2020-07-11,Saturday,806,NA,16181,NA,0.04981150732340399,37,5,4,4,570,NA,NA,NA,NA,4061
2020-07-12,Sunday,715,NA,14800,NA,0.04831081081081081,33,10,3,1,570,NA,NA,NA,NA,4198
2020-07-13,Monday,499,NA,12069,NA,0.041345596155439555,25,3,2,1,617,NA,NA,NA,NA,4070
2020-07-14,Tuesday,403,NA,8917,NA,0.045194572165526525,28,10,6,3,550,NA,NA,NA,NA,3912
2020-07-15,Wednesday,578,NA,12400,NA,0.046612903225806454,43,5,8,5,430,NA,NA,NA,NA,4046
2020-07-16,Thursday,611,NA,14867,NA,0.041097733234680835,31,4,8,-1,111,NA,NA,NA,NA,4532
2020-07-17,Friday,669,NA,14850,NA,0.04505050505050505,37,12,7,4,278,NA,NA,NA,NA,4913
2020-07-18,Saturday,464,NA,16609,NA,0.02793666084652899,39,8,5,3,742,NA,NA,NA,NA,4623
2020-07-19,Sunday,737,NA,16993,NA,0.04337079974106985,25,12,3,1,691,NA,NA,NA,NA,4663
2020-07-20,Monday,922,NA,14321,NA,0.06438097898191467,51,8,4,0,471,NA,NA,NA,NA,5091
2020-07-21,Tuesday,352,NA,9651,NA,0.03647290436224226,45,15,3,2,1039,NA,NA,NA,NA,4399
2020-07-22,Wednesday,506,NA,12548,NA,0.04032515141855276,48,11,4,3,723,NA,NA,NA,NA,4176
2020-07-23,Thursday,763,NA,16590,NA,0.0459915611814346,47,8,9,6,290,NA,NA,NA,NA,4637
2020-07-24,Friday,773,NA,17091,NA,0.045228482827219,34,6,5,1,358,NA,NA,NA,NA,5041
2020-07-25,Saturday,805,NA,18105,NA,0.044462855564761115,37,3,5,5,743,NA,NA,NA,NA,5096
2020-07-26,Sunday,871,NA,16533,NA,0.05268251376035807,31,8,3,1,806,NA,NA,NA,NA,5149
2020-07-27,Monday,650,NA,13717,NA,0.04738645476416126,41,10,2,2,767,NA,NA,NA,NA,5030
2020-07-28,Tuesday,480,NA,9646,NA,0.04976155919552146,67,16,4,3,789,NA,NA,NA,NA,4715
2020-07-29,Wednesday,681,NA,13563,NA,0.050210130502101304,49,10,9,6,649,NA,NA,NA,NA,4723
2020-07-30,Thursday,745,NA,14955,NA,0.04981611501170177,35,6,5,3,329,NA,NA,NA,NA,5134
2020-07-31,Friday,779,NA,16793,NA,0.04638837610909308,43,20,6,4,324,NA,NA,NA,NA,5575
2020-08-01,Saturday,731,NA,15309,NA,0.047749689724998365,53,10,6,3,830,NA,NA,NA,NA,5464
2020-08-02,Sunday,769,NA,15446,NA,0.0497863524537097,33,12,8,5,728,NA,NA,NA,NA,5487
2020-08-03,Monday,622,NA,16062,NA,0.03872494085419002,57,13,2,0,718,NA,NA,NA,NA,5380
2020-08-04,Tuesday,606,NA,8253,NA,0.07342784442021083,48,18,4,2,861,NA,NA,NA,NA,5117
2020-08-05,Wednesday,629,NA,11954,NA,0.05261837041994311,27,12,9,4,797,NA,NA,NA,NA,4928
2020-08-06,Thursday,867,NA,15010,NA,0.05776149233844104,48,8,7,3,381,NA,NA,NA,NA,5401
2020-08-07,Friday,556,NA,16033,NA,0.03467847564398428,37,9,4,1,336,NA,NA,NA,NA,5606
2020-08-08,Saturday,924,NA,17984,NA,0.05137900355871886,48,11,8,4,828,NA,NA,NA,NA,5686
2020-08-09,Sunday,806,NA,20336,NA,0.039634146341463415,49,12,9,4,800,NA,NA,NA,NA,5674
2020-08-10,Monday,625,NA,12810,NA,0.04879000780640125,51,18,3,1,796,NA,NA,NA,NA,5493
2020-08-11,Tuesday,332,NA,6482,NA,0.051218759642085776,55,15,6,1,787,NA,NA,NA,NA,5023
2020-08-12,Wednesday,470,NA,11026,NA,0.04262651913658625,50,9,12,9,704,NA,NA,NA,NA,4771
2020-08-13,Thursday,697,NA,14997,NA,0.046475961859038475,31,14,7,3,491,NA,NA,NA,NA,4963
2020-08-14,Friday,738,NA,16842,NA,0.04381902386889918,41,8,8,6,313,NA,NA,NA,NA,5372
2020-08-15,Saturday,696,NA,17372,NA,0.040064471563435414,39,12,6,4,798,NA,NA,NA,NA,5258
2020-08-16,Sunday,754,NA,16995,NA,0.04436598999705796,29,9,7,6,739,NA,NA,NA,NA,5251
2020-08-17,Monday,567,NA,12956,NA,0.04376350725532572,35,16,6,1,663,NA,NA,NA,NA,5146
2020-08-18,Tuesday,359,NA,7424,NA,0.048356681034482756,46,6,9,7,709,NA,NA,NA,NA,4773
2020-08-19,Wednesday,567,NA,34673,NA,0.01635278170334266,56,5,17,8,674,NA,NA,NA,NA,4639
2020-08-20,Thursday,698,NA,14153,NA,0.04931816575990956,31,7,7,3,363,NA,NA,NA,NA,4959
2020-08-21,Friday,835,NA,19044,NA,0.04384583070783449,45,6,8,4,315,NA,NA,NA,NA,5461
2020-08-22,Saturday,746,NA,16999,NA,0.04388493440790635,49,21,8,4,778,NA,NA,NA,NA,5409
2020-08-23,Sunday,728,NA,16957,NA,0.04293212242731615,38,5,6,4,675,NA,NA,NA,NA,5445
2020-08-24,Monday,717,NA,12694,NA,0.056483377973845915,44,4,4,3,686,NA,NA,NA,NA,5469
2020-08-25,Tuesday,414,NA,8915,NA,0.0464385866517106,43,21,8,2,666,NA,NA,NA,NA,5204
2020-08-26,Wednesday,542,NA,10994,NA,0.04929961797344006,36,5,14,10,649,NA,NA,NA,NA,5070
2020-08-27,Thursday,1158,NA,21482,NA,0.05390559538218043,52,9,13,6,502,NA,NA,NA,NA,5709
2020-08-28,Friday,862,NA,16621,NA,0.051862102159918176,31,8,4,2,328,NA,NA,NA,NA,6227
2020-08-29,Saturday,1032,NA,17414,NA,0.059262662225795334,54,9,4,4,903,NA,NA,NA,NA,6337
2020-08-30,Sunday,934,NA,17770,NA,0.05256049521665729,43,12,2,1,809,NA,NA,NA,NA,6458
2020-08-31,Monday,679,NA,11789,NA,0.057596064127576556,26,5,1,1,740,NA,NA,NA,NA,6392
2020-09-01,Tuesday,502,NA,9200,NA,0.05456521739130435,40,10,6,1,832,NA,NA,NA,NA,6045
2020-09-02,Wednesday,761,NA,27699,NA,0.02747391602584931,46,5,7,5,1033,NA,NA,NA,NA,5735
2020-09-03,Thursday,1047,NA,13927,NA,0.07517771235729159,26,9,7,3,654,NA,NA,NA,NA,6112
2020-09-04,Friday,856,NA,19022,NA,0.045000525707076015,43,8,10,6,362,NA,NA,NA,NA,6583
2020-09-05,Saturday,924,NA,18963,NA,0.048726467331118496,41,7,4,3,970,NA,NA,NA,NA,6523
2020-09-06,Sunday,714,NA,16858,NA,0.04235377862142603,43,13,6,2,956,NA,NA,NA,NA,6268
2020-09-07,Monday,638,NA,15507,NA,0.04114270974398659,24,7,3,2,940,NA,NA,NA,NA,5963
2020-09-08,Tuesday,387,NA,7549,NA,0.05126506822095642,17,5,2,0,832,NA,NA,NA,NA,5512
2020-09-09,Wednesday,282,NA,5456,NA,0.05168621700879766,32,11,7,3,820,NA,NA,NA,NA,4945
2020-09-10,Thursday,391,NA,7903,NA,0.04947488295583955,38,13,15,11,370,NA,NA,NA,NA,4941
2020-09-11,Friday,484,NA,18367,NA,0.02635160886372298,33,11,13,7,332,NA,NA,NA,NA,5063
2020-09-12,Saturday,929,NA,19192,NA,0.048405585660691954,36,11,9,7,893,NA,NA,NA,NA,5033
2020-09-13,Sunday,741,NA,22994,NA,0.03222579803426981,32,8,13,9,811,NA,NA,NA,NA,4932
2020-09-14,Monday,643,NA,17265,NA,0.03724297712134376,23,8,3,0,777,NA,NA,NA,NA,4790
2020-09-15,Tuesday,432,NA,8513,NA,0.05074591800775285,25,6,5,2,715,NA,NA,NA,NA,4472
2020-09-16,Wednesday,513,NA,10319,NA,0.04971411958523113,40,6,7,2,630,NA,NA,NA,NA,4297
2020-09-17,Thursday,931,NA,20124,NA,0.04626316835619161,31,3,9,6,295,NA,NA,NA,NA,4902
2020-09-18,Friday,1099,NA,27945,NA,0.03932724995526928,41,10,8,6,343,NA,NA,NA,NA,5636
2020-09-19,Saturday,924,NA,24094,NA,0.03834979662986636,33,8,13,8,186,NA,NA,NA,NA,6351
2020-09-20,Sunday,1324,NA,22618,NA,0.05853744805022548,39,6,2,1,929,NA,NA,NA,NA,6716
2020-09-21,Monday,937,NA,16916,NA,0.05539134547174273,36,10,4,2,838,NA,NA,NA,NA,6799
2020-09-22,Tuesday,513,NA,8386,NA,0.06117338421178154,54,13,10,5,659,NA,NA,NA,NA,6610
2020-09-23,Wednesday,690,NA,10173,NA,0.06782659982306104,50,18,6,3,674,NA,NA,NA,NA,6608
2020-09-24,Thursday,995,NA,21435,NA,0.04641940751108001,32,4,3,2,355,NA,NA,NA,NA,7162
2020-09-25,Friday,1191,NA,28718,NA,0.041472247370986835,56,18,6,3,394,NA,NA,NA,NA,7939
2020-09-26,Saturday,1478,NA,30695,NA,0.048151164684802086,52,18,10,6,1003,NA,NA,NA,NA,8396
2020-09-27,Sunday,1077,NA,26385,NA,0.04081864695849915,50,10,4,1,993,NA,NA,NA,NA,8474
2020-09-28,Monday,936,NA,22015,NA,0.04251646604587781,53,16,7,2,1078,NA,NA,NA,NA,8293
2020-09-29,Tuesday,817,NA,14235,NA,0.057393747804706706,87,18,5,2,1050,NA,NA,NA,NA,8047
2020-09-30,Wednesday,689,NA,12817,NA,0.05375672934384021,68,17,16,9,1012,NA,NA,NA,NA,7706
2020-10-01,Thursday,1066,NA,25721,NA,0.041444733875043736,57,2,13,7,588,NA,NA,NA,NA,8171
2020-10-02,Friday,1184,NA,31075,NA,0.03810136765888978,35,8,10,7,512,NA,NA,NA,NA,8815
2020-10-03,Saturday,1434,NA,29075,NA,0.0493207222699914,53,14,14,10,1352,NA,NA,NA,NA,8870
2020-10-04,Sunday,1048,NA,30373,NA,0.03450432950317717,41,7,7,4,1304,NA,NA,NA,NA,8598
2020-10-05,Monday,982,NA,23375,NA,0.04201069518716578,53,12,3,1,1268,NA,NA,NA,NA,8300
2020-10-06,Tuesday,954,NA,13184,NA,0.07236043689320389,80,23,4,1,1198,NA,NA,NA,NA,8039
2020-10-07,Wednesday,918,NA,12912,NA,0.07109665427509294,69,11,14,9,1002,NA,NA,NA,NA,7934
2020-10-08,Thursday,1276,NA,28312,NA,0.04506922859564849,98,22,6,4,638,NA,NA,NA,NA,8561
2020-10-09,Friday,1414,NA,31971,NA,0.04422758124550374,64,22,14,12,461,NA,NA,NA,NA,9476
2020-10-10,Saturday,1537,NA,32497,NA,0.04729667353909592,51,10,10,5,1339,NA,NA,NA,NA,9643
2020-10-11,Sunday,1450,NA,30148,NA,0.048096059440095526,52,14,10,3,1117,NA,NA,NA,NA,9956
2020-10-12,Monday,1178,NA,18312,NA,0.06432940148536478,67,20,3,1,1205,NA,NA,NA,NA,9919
2020-10-13,Tuesday,1150,NA,18002,NA,0.06388179091212087,79,17,7,2,1248,NA,NA,NA,NA,9799
2020-10-14,Wednesday,1394,NA,28403,NA,0.04907932260676689,85,18,29,11,1206,NA,NA,NA,NA,9933
2020-10-15,Thursday,1169,61,20284,780,0.05763163084204299,67,16,19,11,717,NA,NA,NA,NA,10360
2020-10-16,Friday,2297,31,44504,1898,0.05161333812690994,66,13,13,6,573,NA,NA,NA,NA,12064
2020-10-17,Saturday,1704,16,28817,1655,0.05913176250130132,83,18,5,8,1654,NA,NA,NA,NA,12099
2020-10-18,Sunday,1732,16,32602,87,0.05312557511809091,65,12,17,14,1542,NA,NA,NA,NA,12262
2020-10-19,Monday,1632,12,22264,46,0.07330219187926698,50,9,5,4,1647,NA,NA,NA,NA,12237
2020-10-20,Tuesday,1120,13,11650,495,0.096137339055794,126,37,7,5,1671,NA,NA,NA,NA,11651
2020-10-21,Wednesday,1082,-5,16872,1633,0.06412991939307729,105,22,35,25,1524,NA,NA,NA,NA,11152
2020-10-22,Thursday,1574,28,26748,422,0.058845521160460594,79,12,20,13,818,NA,NA,NA,NA,11875
2020-10-23,Friday,1721,17,26856,1039,0.06408251414953828,112,25,13,2,703,NA,NA,NA,NA,12870
2020-10-24,Saturday,2268,2,35504,1741,0.0638801261829653,106,23,14,10,2014,NA,NA,NA,NA,13101
2020-10-25,Sunday,1684,8,36674,184,0.04591808910945084,67,5,21,12,1792,NA,NA,NA,NA,12968
2020-10-26,Monday,1578,11,23875,44,0.06609424083769634,77,20,4,4,1936,NA,NA,NA,NA,12598
2020-10-27,Tuesday,2179,110,14143,713,0.15406915081665842,141,31,15,4,1679,NA,NA,NA,NA,13068
2020-10-28,Wednesday,1916,22,15677,661,0.12221726095553996,126,20,19,16,1429,NA,NA,NA,NA,13528
2020-10-29,Thursday,2872,81,30453,1062,0.09430926345516041,136,33,32,20,850,NA,NA,NA,NA,15513
2020-10-30,Friday,3165,38,32888,1528,0.0962357090732182,128,23,18,12,673,NA,NA,NA,NA,17976
2020-10-31,Saturday,3021,45,35966,2295,0.08399599621865095,151,30,20,15,2310,NA,NA,NA,NA,18653
2020-11-01,Sunday,2217,97,28107,227,0.07887714804141317,64,11,18,13,2301,NA,NA,NA,NA,18534
2020-11-02,Monday,2954,70,37818,1961,0.0781109524565022,103,23,9,5,2462,NA,NA,NA,NA,19011
2020-11-03,Tuesday,3483,83,11202,2524,0.31092662024638457,210,31,15,7,2102,NA,NA,NA,NA,20370
2020-11-04,Wednesday,3844,141,33160,965,0.11592279855247285,202,45,31,19,2230,NA,NA,NA,NA,21936
2020-11-05,Thursday,3956,200,34740,1876,0.11387449625791594,167,34,25,17,1367,NA,NA,NA,NA,24486
2020-11-06,Friday,5454,60,44777,3010,0.12180360452911093,177,25,36,23,1366,NA,NA,NA,NA,28526
