year,week,variant_cat,new_cases,mmwr_startdate,mmwr_enddate,report_date
2021,10,Delta,0,2021-03-07,2021-03-13,2022-10-13
2021,10,Gamma,0,2021-03-07,2021-03-13,2022-10-13
2021,10,Omicron,0,2021-03-07,2021-03-13,2022-10-13
2021,10,Other,181,2021-03-07,2021-03-13,2022-10-13
2021,10,VOI,122,2021-03-07,2021-03-13,2022-10-13
2021,11,Alpha,1056,2021-03-14,2021-03-20,2022-10-13
2021,11,Beta,6,2021-03-14,2021-03-20,2022-10-13
2021,11,Delta,3,2021-03-14,2021-03-20,2022-10-13
2021,11,Gamma,6,2021-03-14,2021-03-20,2022-10-13
2021,11,Omicron,0,2021-03-14,2021-03-20,2022-10-13
2021,11,Other,489,2021-03-14,2021-03-20,2022-10-13
2021,11,VOI,286,2021-03-14,2021-03-20,2022-10-13
2021,12,Alpha,1144,2021-03-21,2021-03-27,2022-10-13
2021,12,Beta,21,2021-03-21,2021-03-27,2022-10-13
2021,12,Delta,0,2021-03-21,2021-03-27,2022-10-13
2021,12,Gamma,9,2021-03-21,2021-03-27,2022-10-13
2021,12,Omicron,0,2021-03-21,2021-03-27,2022-10-13
2021,12,Other,324,2021-03-21,2021-03-27,2022-10-13
2021,12,VOI,214,2021-03-21,2021-03-27,2022-10-13
2021,13,Alpha,2208,2021-03-28,2021-04-03,2022-10-13
2021,13,Beta,35,2021-03-28,2021-04-03,2022-10-13
2021,13,Delta,1,2021-03-28,2021-04-03,2022-10-13
2021,13,Gamma,36,2021-03-28,2021-04-03,2022-10-13
2021,13,Omicron,0,2021-03-28,2021-04-03,2022-10-13
2021,13,Other,383,2021-03-28,2021-04-03,2022-10-13
2021,13,VOI,330,2021-03-28,2021-04-03,2022-10-13
2021,14,Alpha,2241,2021-04-04,2021-04-10,2022-10-13
2021,14,Beta,36,2021-04-04,2021-04-10,2022-10-13
2021,14,Delta,2,2021-04-04,2021-04-10,2022-10-13
2021,14,Gamma,23,2021-04-04,2021-04-10,2022-10-13
2021,14,Omicron,0,2021-04-04,2021-04-10,2022-10-13
2021,14,Other,354,2021-04-04,2021-04-10,2022-10-13
2021,14,VOI,327,2021-04-04,2021-04-10,2022-10-13
2021,15,Alpha,2223,2021-04-11,2021-04-17,2022-10-13
2021,15,Beta,44,2021-04-11,2021-04-17,2022-10-13
2021,15,Delta,2,2021-04-11,2021-04-17,2022-10-13
2021,15,Gamma,39,2021-04-11,2021-04-17,2022-10-13
2021,15,Omicron,0,2021-04-11,2021-04-17,2022-10-13
2021,15,Other,266,2021-04-11,2021-04-17,2022-10-13
2021,15,VOI,282,2021-04-11,2021-04-17,2022-10-13
2021,16,Alpha,2158,2021-04-18,2021-04-24,2022-10-13
2021,16,Beta,32,2021-04-18,2021-04-24,2022-10-13
2021,16,Delta,4,2021-04-18,2021-04-24,2022-10-13
2021,16,Gamma,43,2021-04-18,2021-04-24,2022-10-13
2021,16,Omicron,0,2021-04-18,2021-04-24,2022-10-13
2021,16,Other,181,2021-04-18,2021-04-24,2022-10-13
2021,16,VOI,285,2021-04-18,2021-04-24,2022-10-13
2021,17,Alpha,2099,2021-04-25,2021-05-01,2022-10-13
2021,17,Beta,22,2021-04-25,2021-05-01,2022-10-13
2021,17,Delta,16,2021-04-25,2021-05-01,2022-10-13
2021,17,Gamma,62,2021-04-25,2021-05-01,2022-10-13
2021,17,Omicron,0,2021-04-25,2021-05-01,2022-10-13
2021,17,Other,160,2021-04-25,2021-05-01,2022-10-13
2021,17,VOI,259,2021-04-25,2021-05-01,2022-10-13
2021,18,Alpha,1402,2021-05-02,2021-05-08,2022-10-13
2021,18,Beta,15,2021-05-02,2021-05-08,2022-10-13
2021,18,Delta,13,2021-05-02,2021-05-08,2022-10-13
2021,18,Gamma,67,2021-05-02,2021-05-08,2022-10-13
2021,18,Omicron,0,2021-05-02,2021-05-08,2022-10-13
2021,18,Other,95,2021-05-02,2021-05-08,2022-10-13
2021,18,VOI,151,2021-05-02,2021-05-08,2022-10-13
2021,19,Alpha,1038,2021-05-09,2021-05-15,2022-10-13
2021,19,Beta,13,2021-05-09,2021-05-15,2022-10-13
2021,19,Delta,10,2021-05-09,2021-05-15,2022-10-13
2021,19,Gamma,66,2021-05-09,2021-05-15,2022-10-13
2021,19,Omicron,0,2021-05-09,2021-05-15,2022-10-13
2021,19,Other,89,2021-05-09,2021-05-15,2022-10-13
2021,19,VOI,105,2021-05-09,2021-05-15,2022-10-13
2021,20,Alpha,697,2021-05-16,2021-05-22,2022-10-13
2021,20,Beta,14,2021-05-16,2021-05-22,2022-10-13
2021,20,Delta,7,2021-05-16,2021-05-22,2022-10-13
2021,20,Gamma,47,2021-05-16,2021-05-22,2022-10-13
2021,20,Omicron,0,2021-05-16,2021-05-22,2022-10-13
2021,20,Other,68,2021-05-16,2021-05-22,2022-10-13
2021,20,VOI,60,2021-05-16,2021-05-22,2022-10-13
2021,21,Alpha,378,2021-05-23,2021-05-29,2022-10-13
2021,21,Beta,1,2021-05-23,2021-05-29,2022-10-13
2021,21,Delta,12,2021-05-23,2021-05-29,2022-10-13
2021,21,Gamma,38,2021-05-23,2021-05-29,2022-10-13
2021,21,Omicron,0,2021-05-23,2021-05-29,2022-10-13
2021,21,Other,57,2021-05-23,2021-05-29,2022-10-13
2021,21,VOI,26,2021-05-23,2021-05-29,2022-10-13
2021,22,Alpha,199,2021-05-30,2021-06-05,2022-10-13
2021,22,Beta,0,2021-05-30,2021-06-05,2022-10-13
2021,22,Delta,7,2021-05-30,2021-06-05,2022-10-13
2021,22,Gamma,26,2021-05-30,2021-06-05,2022-10-13
2021,22,Omicron,0,2021-05-30,2021-06-05,2022-10-13
2021,22,Other,19,2021-05-30,2021-06-05,2022-10-13
2021,22,VOI,26,2021-05-30,2021-06-05,2022-10-13
2021,23,Alpha,117,2021-06-06,2021-06-12,2022-10-13
2021,23,Beta,2,2021-06-06,2021-06-12,2022-10-13
2021,23,Delta,19,2021-06-06,2021-06-12,2022-10-13
2021,23,Gamma,18,2021-06-06,2021-06-12,2022-10-13
2021,23,Omicron,0,2021-06-06,2021-06-12,2022-10-13
2021,23,Other,8,2021-06-06,2021-06-12,2022-10-13
2021,23,VOI,6,2021-06-06,2021-06-12,2022-10-13
2021,24,Alpha,70,2021-06-13,2021-06-19,2022-10-13
2021,24,Beta,0,2021-06-13,2021-06-19,2022-10-13
2021,24,Delta,38,2021-06-13,2021-06-19,2022-10-13
2021,24,Gamma,7,2021-06-13,2021-06-19,2022-10-13
2021,24,Omicron,0,2021-06-13,2021-06-19,2022-10-13
2021,24,Other,8,2021-06-13,2021-06-19,2022-10-13
2021,24,VOI,6,2021-06-13,2021-06-19,2022-10-13
2021,25,Alpha,23,2021-06-20,2021-06-26,2022-10-13
2021,25,Beta,0,2021-06-20,2021-06-26,2022-10-13
2021,25,Delta,27,2021-06-20,2021-06-26,2022-10-13
2021,25,Gamma,8,2021-06-20,2021-06-26,2022-10-13
2021,25,Omicron,0,2021-06-20,2021-06-26,2022-10-13
2021,25,Other,2,2021-06-20,2021-06-26,2022-10-13
2021,25,VOI,4,2021-06-20,2021-06-26,2022-10-13
2021,26,Alpha,30,2021-06-27,2021-07-03,2022-10-13
2021,26,Beta,0,2021-06-27,2021-07-03,2022-10-13
2021,26,Delta,95,2021-06-27,2021-07-03,2022-10-13
2021,26,Gamma,6,2021-06-27,2021-07-03,2022-10-13
2021,26,Omicron,0,2021-06-27,2021-07-03,2022-10-13
2021,26,Other,2,2021-06-27,2021-07-03,2022-10-13
2021,26,VOI,2,2021-06-27,2021-07-03,2022-10-13
2021,27,Alpha,12,2021-07-04,2021-07-10,2022-10-13
2021,27,Beta,0,2021-07-04,2021-07-10,2022-10-13
2021,27,Delta,131,2021-07-04,2021-07-10,2022-10-13
2021,27,Gamma,7,2021-07-04,2021-07-10,2022-10-13
2021,27,Omicron,0,2021-07-04,2021-07-10,2022-10-13
2021,27,Other,7,2021-07-04,2021-07-10,2022-10-13
2021,27,VOI,2,2021-07-04,2021-07-10,2022-10-13
2021,28,Alpha,8,2021-07-11,2021-07-17,2022-10-13
2021,28,Beta,0,2021-07-11,2021-07-17,2022-10-13
2021,28,Delta,288,2021-07-11,2021-07-17,2022-10-13
2021,28,Gamma,9,2021-07-11,2021-07-17,2022-10-13
2021,28,Omicron,0,2021-07-11,2021-07-17,2022-10-13
2021,28,Other,2,2021-07-11,2021-07-17,2022-10-13
2021,28,VOI,3,2021-07-11,2021-07-17,2022-10-13
2021,29,Alpha,4,2021-07-18,2021-07-24,2022-10-13
2021,29,Beta,0,2021-07-18,2021-07-24,2022-10-13
2021,29,Delta,649,2021-07-18,2021-07-24,2022-10-13
2021,29,Gamma,10,2021-07-18,2021-07-24,2022-10-13
2021,29,Omicron,0,2021-07-18,2021-07-24,2022-10-13
2021,29,Other,3,2021-07-18,2021-07-24,2022-10-13
2021,29,VOI,8,2021-07-18,2021-07-24,2022-10-13
2021,30,Alpha,4,2021-07-25,2021-07-31,2022-10-13
2021,30,Beta,0,2021-07-25,2021-07-31,2022-10-13
2021,30,Delta,1272,2021-07-25,2021-07-31,2022-10-13
2021,30,Gamma,9,2021-07-25,2021-07-31,2022-10-13
2021,30,Omicron,0,2021-07-25,2021-07-31,2022-10-13
2021,30,Other,2,2021-07-25,2021-07-31,2022-10-13
2021,30,VOI,8,2021-07-25,2021-07-31,2022-10-13
2021,31,Alpha,0,2021-08-01,2021-08-07,2022-10-13
2021,31,Beta,0,2021-08-01,2021-08-07,2022-10-13
2021,31,Delta,1806,2021-08-01,2021-08-07,2022-10-13
2021,31,Gamma,10,2021-08-01,2021-08-07,2022-10-13
2021,31,Omicron,0,2021-08-01,2021-08-07,2022-10-13
2021,31,Other,8,2021-08-01,2021-08-07,2022-10-13
2021,31,VOI,2,2021-08-01,2021-08-07,2022-10-13
2021,32,Alpha,0,2021-08-08,2021-08-14,2022-10-13
2021,32,Beta,0,2021-08-08,2021-08-14,2022-10-13
2021,32,Delta,1696,2021-08-08,2021-08-14,2022-10-13
2021,32,Gamma,6,2021-08-08,2021-08-14,2022-10-13
2021,32,Omicron,0,2021-08-08,2021-08-14,2022-10-13
2021,32,Other,1,2021-08-08,2021-08-14,2022-10-13
2021,32,VOI,1,2021-08-08,2021-08-14,2022-10-13
2021,33,Alpha,1,2021-08-15,2021-08-21,2022-10-13
2021,33,Beta,0,2021-08-15,2021-08-21,2022-10-13
2021,33,Delta,1962,2021-08-15,2021-08-21,2022-10-13
2021,33,Gamma,5,2021-08-15,2021-08-21,2022-10-13
2021,33,Omicron,0,2021-08-15,2021-08-21,2022-10-13
2021,33,Other,2,2021-08-15,2021-08-21,2022-10-13
2021,33,VOI,0,2021-08-15,2021-08-21,2022-10-13
2021,34,Alpha,1,2021-08-22,2021-08-28,2022-10-13
2021,34,Beta,0,2021-08-22,2021-08-28,2022-10-13
2021,34,Delta,1387,2021-08-22,2021-08-28,2022-10-13
2021,34,Gamma,1,2021-08-22,2021-08-28,2022-10-13
2021,34,Omicron,0,2021-08-22,2021-08-28,2022-10-13
2021,34,Other,5,2021-08-22,2021-08-28,2022-10-13
2021,34,VOI,0,2021-08-22,2021-08-28,2022-10-13
2021,35,Alpha,0,2021-08-29,2021-09-04,2022-10-13
2021,35,Beta,0,2021-08-29,2021-09-04,2022-10-13
2021,35,Delta,2469,2021-08-29,2021-09-04,2022-10-13
2021,35,Gamma,0,2021-08-29,2021-09-04,2022-10-13
2021,35,Omicron,0,2021-08-29,2021-09-04,2022-10-13
2021,35,Other,1,2021-08-29,2021-09-04,2022-10-13
2021,35,VOI,1,2021-08-29,2021-09-04,2022-10-13
2021,36,Alpha,0,2021-09-05,2021-09-11,2022-10-13
2021,36,Beta,0,2021-09-05,2021-09-11,2022-10-13
2021,36,Delta,2218,2021-09-05,2021-09-11,2022-10-13
2021,36,Gamma,0,2021-09-05,2021-09-11,2022-10-13
2021,36,Omicron,0,2021-09-05,2021-09-11,2022-10-13
2021,36,Other,7,2021-09-05,2021-09-11,2022-10-13
2021,36,VOI,0,2021-09-05,2021-09-11,2022-10-13
2021,37,Alpha,1,2021-09-12,2021-09-18,2022-10-13
2021,37,Beta,0,2021-09-12,2021-09-18,2022-10-13
2021,37,Delta,2794,2021-09-12,2021-09-18,2022-10-13
2021,37,Gamma,0,2021-09-12,2021-09-18,2022-10-13
2021,37,Omicron,0,2021-09-12,2021-09-18,2022-10-13
2021,37,Other,9,2021-09-12,2021-09-18,2022-10-13
2021,37,VOI,0,2021-09-12,2021-09-18,2022-10-13
2021,38,Alpha,0,2021-09-19,2021-09-25,2022-10-13
2021,38,Beta,0,2021-09-19,2021-09-25,2022-10-13
2021,38,Delta,2612,2021-09-19,2021-09-25,2022-10-13
2021,38,Gamma,0,2021-09-19,2021-09-25,2022-10-13
2021,38,Omicron,0,2021-09-19,2021-09-25,2022-10-13
2021,38,Other,18,2021-09-19,2021-09-25,2022-10-13
2021,38,VOI,0,2021-09-19,2021-09-25,2022-10-13
2021,39,Alpha,0,2021-09-26,2021-10-02,2022-10-13
2021,39,Beta,0,2021-09-26,2021-10-02,2022-10-13
2021,39,Delta,3588,2021-09-26,2021-10-02,2022-10-13
2021,39,Gamma,0,2021-09-26,2021-10-02,2022-10-13
2021,39,Omicron,3,2021-09-26,2021-10-02,2022-10-13
2021,39,Other,41,2021-09-26,2021-10-02,2022-10-13
2021,39,VOI,0,2021-09-26,2021-10-02,2022-10-13
2021,40,Alpha,0,2021-10-03,2021-10-09,2022-10-13
2021,40,Beta,0,2021-10-03,2021-10-09,2022-10-13
2021,40,Delta,3952,2021-10-03,2021-10-09,2022-10-13
2021,40,Gamma,0,2021-10-03,2021-10-09,2022-10-13
2021,40,Omicron,0,2021-10-03,2021-10-09,2022-10-13
2021,40,Other,17,2021-10-03,2021-10-09,2022-10-13
2021,40,VOI,0,2021-10-03,2021-10-09,2022-10-13
2021,41,Alpha,0,2021-10-10,2021-10-16,2022-10-13
2021,41,Beta,0,2021-10-10,2021-10-16,2022-10-13
2021,41,Delta,3075,2021-10-10,2021-10-16,2022-10-13
2021,41,Gamma,0,2021-10-10,2021-10-16,2022-10-13
2021,41,Omicron,4,2021-10-10,2021-10-16,2022-10-13
2021,41,Other,9,2021-10-10,2021-10-16,2022-10-13
2021,41,VOI,0,2021-10-10,2021-10-16,2022-10-13
2021,42,Alpha,0,2021-10-17,2021-10-23,2022-10-13
2021,42,Beta,0,2021-10-17,2021-10-23,2022-10-13
2021,42,Delta,2531,2021-10-17,2021-10-23,2022-10-13
2021,42,Gamma,0,2021-10-17,2021-10-23,2022-10-13
2021,42,Omicron,2,2021-10-17,2021-10-23,2022-10-13
2021,42,Other,15,2021-10-17,2021-10-23,2022-10-13
2021,42,VOI,0,2021-10-17,2021-10-23,2022-10-13
2021,43,Alpha,0,2021-10-24,2021-10-30,2022-10-13
2021,43,Beta,0,2021-10-24,2021-10-30,2022-10-13
2021,43,Delta,3062,2021-10-24,2021-10-30,2022-10-13
2021,43,Gamma,0,2021-10-24,2021-10-30,2022-10-13
2021,43,Omicron,2,2021-10-24,2021-10-30,2022-10-13
2021,43,Other,11,2021-10-24,2021-10-30,2022-10-13
2021,43,VOI,0,2021-10-24,2021-10-30,2022-10-13
2021,44,Alpha,0,2021-10-31,2021-11-06,2022-10-13
2021,44,Beta,0,2021-10-31,2021-11-06,2022-10-13
2021,44,Delta,3801,2021-10-31,2021-11-06,2022-10-13
2021,44,Gamma,0,2021-10-31,2021-11-06,2022-10-13
2021,44,Omicron,8,2021-10-31,2021-11-06,2022-10-13
2021,44,Other,16,2021-10-31,2021-11-06,2022-10-13
2021,44,VOI,1,2021-10-31,2021-11-06,2022-10-13
2021,45,Alpha,0,2021-11-07,2021-11-13,2022-10-13
2021,45,Beta,0,2021-11-07,2021-11-13,2022-10-13
2021,45,Delta,3051,2021-11-07,2021-11-13,2022-10-13
2021,45,Gamma,0,2021-11-07,2021-11-13,2022-10-13
2021,45,Omicron,10,2021-11-07,2021-11-13,2022-10-13
2021,45,Other,25,2021-11-07,2021-11-13,2022-10-13
2021,45,VOI,0,2021-11-07,2021-11-13,2022-10-13
2021,46,Alpha,0,2021-11-14,2021-11-20,2022-10-13
2021,46,Beta,0,2021-11-14,2021-11-20,2022-10-13
2021,46,Delta,3203,2021-11-14,2021-11-20,2022-10-13
2021,46,Gamma,0,2021-11-14,2021-11-20,2022-10-13
2021,46,Omicron,15,2021-11-14,2021-11-20,2022-10-13
2021,46,Other,21,2021-11-14,2021-11-20,2022-10-13
2021,46,VOI,0,2021-11-14,2021-11-20,2022-10-13
2021,47,Alpha,1,2021-11-21,2021-11-27,2022-10-13
2021,47,Beta,0,2021-11-21,2021-11-27,2022-10-13
2021,47,Delta,2722,2021-11-21,2021-11-27,2022-10-13
2021,47,Gamma,0,2021-11-21,2021-11-27,2022-10-13
2021,47,Omicron,7,2021-11-21,2021-11-27,2022-10-13
2021,47,Other,5,2021-11-21,2021-11-27,2022-10-13
2021,47,VOI,0,2021-11-21,2021-11-27,2022-10-13
2021,48,Alpha,0,2021-11-28,2021-12-04,2022-10-13
2021,48,Beta,0,2021-11-28,2021-12-04,2022-10-13
2021,48,Delta,4632,2021-11-28,2021-12-04,2022-10-13
2021,48,Gamma,0,2021-11-28,2021-12-04,2022-10-13
2021,48,Omicron,12,2021-11-28,2021-12-04,2022-10-13
2021,48,Other,3,2021-11-28,2021-12-04,2022-10-13
2021,48,VOI,0,2021-11-28,2021-12-04,2022-10-13
2021,49,Alpha,0,2021-12-05,2021-12-11,2022-10-13
2021,49,Beta,0,2021-12-05,2021-12-11,2022-10-13
2021,49,Delta,3336,2021-12-05,2021-12-11,2022-10-13
2021,49,Gamma,0,2021-12-05,2021-12-11,2022-10-13
2021,49,Omicron,89,2021-12-05,2021-12-11,2022-10-13
2021,49,Other,1,2021-12-05,2021-12-11,2022-10-13
2021,49,VOI,0,2021-12-05,2021-12-11,2022-10-13
2021,50,Alpha,0,2021-12-12,2021-12-18,2022-10-13
2021,50,Beta,0,2021-12-12,2021-12-18,2022-10-13
2021,50,Delta,1287,2021-12-12,2021-12-18,2022-10-13
2021,50,Gamma,0,2021-12-12,2021-12-18,2022-10-13
2021,50,Omicron,147,2021-12-12,2021-12-18,2022-10-13
2021,50,Other,3,2021-12-12,2021-12-18,2022-10-13
2021,50,VOI,0,2021-12-12,2021-12-18,2022-10-13
2021,51,Alpha,0,2021-12-19,2021-12-25,2022-10-13
2021,51,Beta,0,2021-12-19,2021-12-25,2022-10-13
2021,51,Delta,391,2021-12-19,2021-12-25,2022-10-13
2021,51,Gamma,0,2021-12-19,2021-12-25,2022-10-13
2021,51,Omicron,239,2021-12-19,2021-12-25,2022-10-13
2021,51,Other,2,2021-12-19,2021-12-25,2022-10-13
2021,51,VOI,0,2021-12-19,2021-12-25,2022-10-13
2021,52,Alpha,0,2021-12-26,2022-01-01,2022-10-13
2021,52,Beta,0,2021-12-26,2022-01-01,2022-10-13
2021,52,Delta,312,2021-12-26,2022-01-01,2022-10-13
2021,52,Gamma,0,2021-12-26,2022-01-01,2022-10-13
2021,52,Omicron,1840,2021-12-26,2022-01-01,2022-10-13
2021,52,Other,5,2021-12-26,2022-01-01,2022-10-13
2021,52,VOI,0,2021-12-26,2022-01-01,2022-10-13
2022,1,Alpha,0,2022-01-02,2022-01-08,2022-10-13
2022,1,Beta,0,2022-01-02,2022-01-08,2022-10-13
2022,1,Delta,74,2022-01-02,2022-01-08,2022-10-13
2022,1,Gamma,0,2022-01-02,2022-01-08,2022-10-13
2022,1,Omicron,559,2022-01-02,2022-01-08,2022-10-13
2022,1,Other,3,2022-01-02,2022-01-08,2022-10-13
2022,1,VOI,1,2022-01-02,2022-01-08,2022-10-13
2022,2,Alpha,0,2022-01-09,2022-01-15,2022-10-13
2022,2,Beta,0,2022-01-09,2022-01-15,2022-10-13
2022,2,Delta,68,2022-01-09,2022-01-15,2022-10-13
2022,2,Gamma,0,2022-01-09,2022-01-15,2022-10-13
2022,2,Omicron,2216,2022-01-09,2022-01-15,2022-10-13
2022,2,Other,4,2022-01-09,2022-01-15,2022-10-13
2022,2,VOI,0,2022-01-09,2022-01-15,2022-10-13
2022,3,Alpha,0,2022-01-16,2022-01-22,2022-10-13
2022,3,Beta,0,2022-01-16,2022-01-22,2022-10-13
2022,3,Delta,24,2022-01-16,2022-01-22,2022-10-13
2022,3,Gamma,0,2022-01-16,2022-01-22,2022-10-13
2022,3,Omicron,1489,2022-01-16,2022-01-22,2022-10-13
2022,3,Other,4,2022-01-16,2022-01-22,2022-10-13
2022,3,VOI,0,2022-01-16,2022-01-22,2022-10-13
2022,4,Alpha,0,2022-01-23,2022-01-29,2022-10-13
2022,4,Beta,0,2022-01-23,2022-01-29,2022-10-13
2022,4,Delta,6,2022-01-23,2022-01-29,2022-10-13
2022,4,Gamma,0,2022-01-23,2022-01-29,2022-10-13
2022,4,Omicron,934,2022-01-23,2022-01-29,2022-10-13
2022,4,Other,0,2022-01-23,2022-01-29,2022-10-13
2022,4,VOI,0,2022-01-23,2022-01-29,2022-10-13
2022,5,Alpha,0,2022-01-30,2022-02-05,2022-10-13
2022,5,Beta,0,2022-01-30,2022-02-05,2022-10-13
2022,5,Delta,4,2022-01-30,2022-02-05,2022-10-13
2022,5,Gamma,0,2022-01-30,2022-02-05,2022-10-13
2022,5,Omicron,2068,2022-01-30,2022-02-05,2022-10-13
2022,5,Other,0,2022-01-30,2022-02-05,2022-10-13
2022,5,VOI,0,2022-01-30,2022-02-05,2022-10-13
2022,6,Alpha,0,2022-02-06,2022-02-12,2022-10-13
2022,6,Beta,0,2022-02-06,2022-02-12,2022-10-13
2022,6,Delta,4,2022-02-06,2022-02-12,2022-10-13
2022,6,Gamma,0,2022-02-06,2022-02-12,2022-10-13
2022,6,Omicron,1682,2022-02-06,2022-02-12,2022-10-13
2022,6,Other,0,2022-02-06,2022-02-12,2022-10-13
2022,6,VOI,0,2022-02-06,2022-02-12,2022-10-13
2022,7,Alpha,0,2022-02-13,2022-02-19,2022-10-13
2022,7,Beta,0,2022-02-13,2022-02-19,2022-10-13
2022,7,Delta,1,2022-02-13,2022-02-19,2022-10-13
2022,7,Gamma,0,2022-02-13,2022-02-19,2022-10-13
2022,7,Omicron,1015,2022-02-13,2022-02-19,2022-10-13
2022,7,Other,0,2022-02-13,2022-02-19,2022-10-13
2022,7,VOI,0,2022-02-13,2022-02-19,2022-10-13
2022,8,Alpha,0,2022-02-20,2022-02-26,2022-10-13
2022,8,Beta,0,2022-02-20,2022-02-26,2022-10-13
2022,8,Delta,0,2022-02-20,2022-02-26,2022-10-13
2022,8,Gamma,0,2022-02-20,2022-02-26,2022-10-13
2022,8,Omicron,551,2022-02-20,2022-02-26,2022-10-13
2022,8,Other,1,2022-02-20,2022-02-26,2022-10-13
2022,8,VOI,0,2022-02-20,2022-02-26,2022-10-13
2022,9,Alpha,0,2022-02-27,2022-03-05,2022-10-13
2022,9,Beta,0,2022-02-27,2022-03-05,2022-10-13
2022,9,Delta,2,2022-02-27,2022-03-05,2022-10-13
2022,9,Gamma,0,2022-02-27,2022-03-05,2022-10-13
2022,9,Omicron,389,2022-02-27,2022-03-05,2022-10-13
2022,9,Other,0,2022-02-27,2022-03-05,2022-10-13
2022,9,VOI,0,2022-02-27,2022-03-05,2022-10-13
2022,10,Alpha,0,2022-03-06,2022-03-12,2022-10-13
2022,10,Beta,0,2022-03-06,2022-03-12,2022-10-13
2022,10,Delta,0,2022-03-06,2022-03-12,2022-10-13
2022,10,Gamma,0,2022-03-06,2022-03-12,2022-10-13
2022,10,Omicron,138,2022-03-06,2022-03-12,2022-10-13
2022,10,Other,0,2022-03-06,2022-03-12,2022-10-13
2022,10,VOI,0,2022-03-06,2022-03-12,2022-10-13
2022,11,Alpha,0,2022-03-13,2022-03-19,2022-10-13
2022,11,Beta,0,2022-03-13,2022-03-19,2022-10-13
2022,11,Delta,1,2022-03-13,2022-03-19,2022-10-13
2022,11,Gamma,0,2022-03-13,2022-03-19,2022-10-13
2022,11,Omicron,192,2022-03-13,2022-03-19,2022-10-13
2022,11,Other,0,2022-03-13,2022-03-19,2022-10-13
2022,11,VOI,0,2022-03-13,2022-03-19,2022-10-13
2022,12,Alpha,0,2022-03-20,2022-03-26,2022-10-13
2022,12,Beta,0,2022-03-20,2022-03-26,2022-10-13
2022,12,Delta,1,2022-03-20,2022-03-26,2022-10-13
2022,12,Gamma,0,2022-03-20,2022-03-26,2022-10-13
2022,12,Omicron,290,2022-03-20,2022-03-26,2022-10-13
2022,12,Other,0,2022-03-20,2022-03-26,2022-10-13
2022,12,VOI,0,2022-03-20,2022-03-26,2022-10-13
2022,13,Alpha,0,2022-03-27,2022-04-02,2022-10-13
2022,13,Beta,0,2022-03-27,2022-04-02,2022-10-13
2022,13,Delta,0,2022-03-27,2022-04-02,2022-10-13
2022,13,Gamma,0,2022-03-27,2022-04-02,2022-10-13
2022,13,Omicron,322,2022-03-27,2022-04-02,2022-10-13
2022,13,Other,0,2022-03-27,2022-04-02,2022-10-13
2022,13,VOI,0,2022-03-27,2022-04-02,2022-10-13
2022,14,Alpha,0,2022-04-03,2022-04-09,2022-10-13
2022,14,Beta,0,2022-04-03,2022-04-09,2022-10-13
2022,14,Delta,0,2022-04-03,2022-04-09,2022-10-13
2022,14,Gamma,0,2022-04-03,2022-04-09,2022-10-13
2022,14,Omicron,522,2022-04-03,2022-04-09,2022-10-13
2022,14,Other,0,2022-04-03,2022-04-09,2022-10-13
2022,14,VOI,0,2022-04-03,2022-04-09,2022-10-13
2022,15,Alpha,0,2022-04-10,2022-04-16,2022-10-13
2022,15,Beta,0,2022-04-10,2022-04-16,2022-10-13
2022,15,Delta,0,2022-04-10,2022-04-16,2022-10-13
2022,15,Gamma,0,2022-04-10,2022-04-16,2022-10-13
2022,15,Omicron,312,2022-04-10,2022-04-16,2022-10-13
2022,15,Other,0,2022-04-10,2022-04-16,2022-10-13
2022,15,VOI,0,2022-04-10,2022-04-16,2022-10-13
2022,16,Alpha,0,2022-04-17,2022-04-23,2022-10-13
2022,16,Beta,0,2022-04-17,2022-04-23,2022-10-13
2022,16,Delta,0,2022-04-17,2022-04-23,2022-10-13
2022,16,Gamma,0,2022-04-17,2022-04-23,2022-10-13
2022,16,Omicron,397,2022-04-17,2022-04-23,2022-10-13
2022,16,Other,0,2022-04-17,2022-04-23,2022-10-13
2022,16,VOI,0,2022-04-17,2022-04-23,2022-10-13
2022,17,Alpha,0,2022-04-24,2022-04-30,2022-10-13
2022,17,Beta,0,2022-04-24,2022-04-30,2022-10-13
2022,17,Delta,0,2022-04-24,2022-04-30,2022-10-13
2022,17,Gamma,0,2022-04-24,2022-04-30,2022-10-13
2022,17,Omicron,508,2022-04-24,2022-04-30,2022-10-13
2022,17,Other,0,2022-04-24,2022-04-30,2022-10-13
2022,17,VOI,0,2022-04-24,2022-04-30,2022-10-13
2022,18,Alpha,0,2022-05-01,2022-05-07,2022-10-13
2022,18,Beta,0,2022-05-01,2022-05-07,2022-10-13
2022,18,Delta,0,2022-05-01,2022-05-07,2022-10-13
2022,18,Gamma,0,2022-05-01,2022-05-07,2022-10-13
2022,18,Omicron,526,2022-05-01,2022-05-07,2022-10-13
2022,18,Other,0,2022-05-01,2022-05-07,2022-10-13
2022,18,VOI,0,2022-05-01,2022-05-07,2022-10-13
2022,19,Alpha,0,2022-05-08,2022-05-14,2022-10-13
2022,19,Beta,0,2022-05-08,2022-05-14,2022-10-13
2022,19,Delta,1,2022-05-08,2022-05-14,2022-10-13
2022,19,Gamma,0,2022-05-08,2022-05-14,2022-10-13
2022,19,Omicron,578,2022-05-08,2022-05-14,2022-10-13
2022,19,Other,0,2022-05-08,2022-05-14,2022-10-13
