year,week,variant_cat,new_cases,mmwr_startdate,mmwr_enddate,report_date
2022,19,VOI,0,2022-05-08,2022-05-14,2022-10-13
2022,20,Alpha,0,2022-05-15,2022-05-21,2022-10-13
2022,20,Beta,0,2022-05-15,2022-05-21,2022-10-13
2022,20,Delta,0,2022-05-15,2022-05-21,2022-10-13
2022,20,Gamma,0,2022-05-15,2022-05-21,2022-10-13
2022,20,Omicron,447,2022-05-15,2022-05-21,2022-10-13
2022,20,Other,0,2022-05-15,2022-05-21,2022-10-13
2022,20,VOI,0,2022-05-15,2022-05-21,2022-10-13
2022,21,Alpha,0,2022-05-22,2022-05-28,2022-10-13
2022,21,Beta,0,2022-05-22,2022-05-28,2022-10-13
2022,21,Delta,0,2022-05-22,2022-05-28,2022-10-13
2022,21,Gamma,0,2022-05-22,2022-05-28,2022-10-13
2022,21,Omicron,439,2022-05-22,2022-05-28,2022-10-13
2022,21,Other,0,2022-05-22,2022-05-28,2022-10-13
2022,21,VOI,0,2022-05-22,2022-05-28,2022-10-13
2022,22,Alpha,0,2022-05-29,2022-06-04,2022-10-13
2022,22,Beta,0,2022-05-29,2022-06-04,2022-10-13
2022,22,Delta,0,2022-05-29,2022-06-04,2022-10-13
2022,22,Gamma,0,2022-05-29,2022-06-04,2022-10-13
2022,22,Omicron,433,2022-05-29,2022-06-04,2022-10-13
2022,22,Other,0,2022-05-29,2022-06-04,2022-10-13
2022,22,VOI,0,2022-05-29,2022-06-04,2022-10-13
2022,23,Alpha,0,2022-06-05,2022-06-11,2022-10-13
2022,23,Beta,0,2022-06-05,2022-06-11,2022-10-13
2022,23,Delta,0,2022-06-05,2022-06-11,2022-10-13
2022,23,Gamma,0,2022-06-05,2022-06-11,2022-10-13
2022,23,Omicron,471,2022-06-05,2022-06-11,2022-10-13
2022,23,Other,0,2022-06-05,2022-06-11,2022-10-13
2022,23,VOI,0,2022-06-05,2022-06-11,2022-10-13
2022,24,Alpha,0,2022-06-12,2022-06-18,2022-10-13
2022,24,Beta,0,2022-06-12,2022-06-18,2022-10-13
2022,24,Delta,0,2022-06-12,2022-06-18,2022-10-13
2022,24,Gamma,0,2022-06-12,2022-06-18,2022-10-13
2022,24,Omicron,497,2022-06-12,2022-06-18,2022-10-13
2022,24,Other,0,2022-06-12,2022-06-18,2022-10-13
2022,24,VOI,0,2022-06-12,2022-06-18,2022-10-13
2022,25,Alpha,0,2022-06-19,2022-06-25,2022-10-13
2022,25,Beta,0,2022-06-19,2022-06-25,2022-10-13
2022,25,Delta,0,2022-06-19,2022-06-25,2022-10-13
2022,25,Gamma,0,2022-06-19,2022-06-25,2022-10-13
2022,25,Omicron,403,2022-06-19,2022-06-25,2022-10-13
2022,25,Other,0,2022-06-19,2022-06-25,2022-10-13
2022,25,VOI,0,2022-06-19,2022-06-25,2022-10-13
2022,26,Alpha,0,2022-06-26,2022-07-02,2022-10-13
2022,26,Beta,0,2022-06-26,2022-07-02,2022-10-13
2022,26,Delta,0,2022-06-26,2022-07-02,2022-10-13
2022,26,Gamma,0,2022-06-26,2022-07-02,2022-10-13
2022,26,Omicron,407,2022-06-26,2022-07-02,2022-10-13
2022,26,Other,0,2022-06-26,2022-07-02,2022-10-13
2022,26,VOI,0,2022-06-26,2022-07-02,2022-10-13
2022,27,Alpha,0,2022-07-03,2022-07-09,2022-10-13
2022,27,Beta,0,2022-07-03,2022-07-09,2022-10-13
2022,27,Delta,0,2022-07-03,2022-07-09,2022-10-13
2022,27,Gamma,0,2022-07-03,2022-07-09,2022-10-13
2022,27,Omicron,395,2022-07-03,2022-07-09,2022-10-13
2022,27,Other,0,2022-07-03,2022-07-09,2022-10-13
2022,27,VOI,0,2022-07-03,2022-07-09,2022-10-13
2022,28,Alpha,0,2022-07-10,2022-07-16,2022-10-13
2022,28,Beta,0,2022-07-10,2022-07-16,2022-10-13
2022,28,Delta,0,2022-07-10,2022-07-16,2022-10-13
2022,28,Gamma,0,2022-07-10,2022-07-16,2022-10-13
2022,28,Omicron,379,2022-07-10,2022-07-16,2022-10-13
2022,28,Other,0,2022-07-10,2022-07-16,2022-10-13
2022,28,VOI,0,2022-07-10,2022-07-16,2022-10-13
2022,29,Alpha,0,2022-07-17,2022-07-23,2022-10-13
2022,29,Beta,0,2022-07-17,2022-07-23,2022-10-13
2022,29,Delta,0,2022-07-17,2022-07-23,2022-10-13
2022,29,Gamma,0,2022-07-17,2022-07-23,2022-10-13
2022,29,Omicron,407,2022-07-17,2022-07-23,2022-10-13
2022,29,Other,0,2022-07-17,2022-07-23,2022-10-13
2022,29,VOI,0,2022-07-17,2022-07-23,2022-10-13
2022,30,Alpha,0,2022-07-24,2022-07-30,2022-10-13
2022,30,Beta,0,2022-07-24,2022-07-30,2022-10-13
2022,30,Delta,0,2022-07-24,2022-07-30,2022-10-13
2022,30,Gamma,0,2022-07-24,2022-07-30,2022-10-13
2022,30,Omicron,376,2022-07-24,2022-07-30,2022-10-13
2022,30,Other,0,2022-07-24,2022-07-30,2022-10-13
2022,30,VOI,0,2022-07-24,2022-07-30,2022-10-13
2022,31,Alpha,0,2022-07-31,2022-08-06,2022-10-13
2022,31,Beta,0,2022-07-31,2022-08-06,2022-10-13
2022,31,Delta,0,2022-07-31,2022-08-06,2022-10-13
2022,31,Gamma,0,2022-07-31,2022-08-06,2022-10-13
2022,31,Omicron,444,2022-07-31,2022-08-06,2022-10-13
2022,31,Other,0,2022-07-31,2022-08-06,2022-10-13
2022,31,VOI,0,2022-07-31,2022-08-06,2022-10-13
2022,32,Alpha,0,2022-08-07,2022-08-13,2022-10-13
2022,32,Beta,0,2022-08-07,2022-08-13,2022-10-13
2022,32,Delta,0,2022-08-07,2022-08-13,2022-10-13
2022,32,Gamma,0,2022-08-07,2022-08-13,2022-10-13
2022,32,Omicron,486,2022-08-07,2022-08-13,2022-10-13
2022,32,Other,0,2022-08-07,2022-08-13,2022-10-13
2022,32,VOI,0,2022-08-07,2022-08-13,2022-10-13
2022,33,Alpha,0,2022-08-14,2022-08-20,2022-10-13
2022,33,Beta,0,2022-08-14,2022-08-20,2022-10-13
2022,33,Delta,0,2022-08-14,2022-08-20,2022-10-13
2022,33,Gamma,0,2022-08-14,2022-08-20,2022-10-13
2022,33,Omicron,519,2022-08-14,2022-08-20,2022-10-13
2022,33,Other,0,2022-08-14,2022-08-20,2022-10-13
2022,33,VOI,0,2022-08-14,2022-08-20,2022-10-13
2022,34,Alpha,0,2022-08-21,2022-08-27,2022-10-13
2022,34,Beta,0,2022-08-21,2022-08-27,2022-10-13
2022,34,Delta,0,2022-08-21,2022-08-27,2022-10-13
2022,34,Gamma,0,2022-08-21,2022-08-27,2022-10-13
2022,34,Omicron,437,2022-08-21,2022-08-27,2022-10-13
2022,34,Other,0,2022-08-21,2022-08-27,2022-10-13
2022,34,VOI,0,2022-08-21,2022-08-27,2022-10-13
2022,35,Alpha,0,2022-08-28,2022-09-03,2022-10-13
2022,35,Beta,0,2022-08-28,2022-09-03,2022-10-13
2022,35,Delta,0,2022-08-28,2022-09-03,2022-10-13
2022,35,Gamma,0,2022-08-28,2022-09-03,2022-10-13
2022,35,Omicron,501,2022-08-28,2022-09-03,2022-10-13
2022,35,Other,0,2022-08-28,2022-09-03,2022-10-13
2022,35,VOI,0,2022-08-28,2022-09-03,2022-10-13
2022,36,Alpha,0,2022-09-04,2022-09-10,2022-10-13
2022,36,Beta,0,2022-09-04,2022-09-10,2022-10-13
2022,36,Delta,0,2022-09-04,2022-09-10,2022-10-13
2022,36,Gamma,0,2022-09-04,2022-09-10,2022-10-13
2022,36,Omicron,367,2022-09-04,2022-09-10,2022-10-13
2022,36,Other,0,2022-09-04,2022-09-10,2022-10-13
2022,36,VOI,0,2022-09-04,2022-09-10,2022-10-13
2022,37,Alpha,0,2022-09-11,2022-09-17,2022-10-13
2022,37,Beta,0,2022-09-11,2022-09-17,2022-10-13
2022,37,Delta,0,2022-09-11,2022-09-17,2022-10-13
2022,37,Gamma,0,2022-09-11,2022-09-17,2022-10-13
2022,37,Omicron,234,2022-09-11,2022-09-17,2022-10-13
2022,37,Other,0,2022-09-11,2022-09-17,2022-10-13
2022,37,VOI,0,2022-09-11,2022-09-17,2022-10-13
2022,38,Alpha,0,2022-09-18,2022-09-24,2022-10-13
2022,38,Beta,0,2022-09-18,2022-09-24,2022-10-13
2022,38,Delta,0,2022-09-18,2022-09-24,2022-10-13
2022,38,Gamma,0,2022-09-18,2022-09-24,2022-10-13
2022,38,Omicron,185,2022-09-18,2022-09-24,2022-10-13
2022,38,Other,0,2022-09-18,2022-09-24,2022-10-13
2022,38,VOI,0,2022-09-18,2022-09-24,2022-10-13
2022,39,Alpha,0,2022-09-25,2022-10-01,2022-10-13
2022,39,Beta,0,2022-09-25,2022-10-01,2022-10-13
2022,39,Delta,0,2022-09-25,2022-10-01,2022-10-13
2022,39,Gamma,0,2022-09-25,2022-10-01,2022-10-13
2022,39,Omicron,17,2022-09-25,2022-10-01,2022-10-13
2022,39,Other,0,2022-09-25,2022-10-01,2022-10-13
2022,39,VOI,0,2022-09-25,2022-10-01,2022-10-13
2022,40,Alpha,0,2022-10-02,2022-10-08,2022-10-13
2022,40,Beta,0,2022-10-02,2022-10-08,2022-10-13
2022,40,Delta,0,2022-10-02,2022-10-08,2022-10-13
2022,40,Gamma,0,2022-10-02,2022-10-08,2022-10-13
2022,40,Omicron,0,2022-10-02,2022-10-08,2022-10-13
2022,40,Other,0,2022-10-02,2022-10-08,2022-10-13
2022,40,VOI,0,2022-10-02,2022-10-08,2022-10-13
2022,41,Alpha,0,2022-10-09,2022-10-15,2022-10-13
2022,41,Beta,0,2022-10-09,2022-10-15,2022-10-13
2022,41,Delta,0,2022-10-09,2022-10-15,2022-10-13
2022,41,Gamma,0,2022-10-09,2022-10-15,2022-10-13
2022,41,Omicron,0,2022-10-09,2022-10-15,2022-10-13
2022,41,Other,0,2022-10-09,2022-10-15,2022-10-13
2022,41,VOI,0,2022-10-09,2022-10-15,2022-10-13
