year,week,mmwr_startdate,mmwr_enddate,report_date,sex,pop_size,new_deaths,new_deaths_7day
2022,22,2022-05-29,2022-06-04,2022-12-29,Total,5563378,41,0.7
2022,23,2022-06-05,2022-06-11,2022-12-29,Female,2792505,16,0.6
2022,23,2022-06-05,2022-06-11,2022-12-29,Male,2770873,14,0.5
2022,23,2022-06-05,2022-06-11,2022-12-29,Total,5563378,30,0.5
2022,24,2022-06-12,2022-06-18,2022-12-29,Female,2792505,26,0.9
2022,24,2022-06-12,2022-06-18,2022-12-29,Male,2770873,11,0.4
2022,24,2022-06-12,2022-06-18,2022-12-29,Total,5563378,37,0.7
2022,25,2022-06-19,2022-06-25,2022-12-29,Female,2792505,18,0.6
2022,25,2022-06-19,2022-06-25,2022-12-29,Male,2770873,19,0.7
2022,25,2022-06-19,2022-06-25,2022-12-29,Total,5563378,37,0.7
2022,26,2022-06-26,2022-07-02,2022-12-29,Female,2792505,17,0.6
2022,26,2022-06-26,2022-07-02,2022-12-29,Male,2770873,14,0.5
2022,26,2022-06-26,2022-07-02,2022-12-29,Total,5563378,31,0.6
2022,27,2022-07-03,2022-07-09,2022-12-29,Female,2792505,17,0.6
2022,27,2022-07-03,2022-07-09,2022-12-29,Male,2770873,17,0.6
2022,27,2022-07-03,2022-07-09,2022-12-29,Total,5563378,34,0.6
2022,28,2022-07-10,2022-07-16,2022-12-29,Female,2792505,22,0.8
2022,28,2022-07-10,2022-07-16,2022-12-29,Male,2770873,15,0.5
2022,28,2022-07-10,2022-07-16,2022-12-29,Total,5563378,37,0.7
2022,29,2022-07-17,2022-07-23,2022-12-29,Female,2792505,26,0.9
2022,29,2022-07-17,2022-07-23,2022-12-29,Male,2770873,19,0.7
2022,29,2022-07-17,2022-07-23,2022-12-29,Total,5563378,45,0.8
2022,30,2022-07-24,2022-07-30,2022-12-29,Female,2792505,14,0.5
2022,30,2022-07-24,2022-07-30,2022-12-29,Male,2770873,12,0.4
2022,30,2022-07-24,2022-07-30,2022-12-29,Total,5563378,26,0.5
2022,31,2022-07-31,2022-08-06,2022-12-29,Female,2792505,12,0.4
2022,31,2022-07-31,2022-08-06,2022-12-29,Male,2770873,16,0.6
2022,31,2022-07-31,2022-08-06,2022-12-29,Total,5563378,28,0.5
2022,32,2022-08-07,2022-08-13,2022-12-29,Female,2792505,20,0.7
2022,32,2022-08-07,2022-08-13,2022-12-29,Male,2770873,16,0.6
2022,32,2022-08-07,2022-08-13,2022-12-29,Total,5563378,36,0.6
2022,33,2022-08-14,2022-08-20,2022-12-29,Female,2792505,17,0.6
2022,33,2022-08-14,2022-08-20,2022-12-29,Male,2770873,12,0.4
2022,33,2022-08-14,2022-08-20,2022-12-29,Total,5563378,29,0.5
2022,34,2022-08-21,2022-08-27,2022-12-29,Female,2792505,29,1
2022,34,2022-08-21,2022-08-27,2022-12-29,Male,2770873,21,0.8
2022,34,2022-08-21,2022-08-27,2022-12-29,Total,5563378,50,0.9
2022,35,2022-08-28,2022-09-03,2022-12-29,Female,2792505,24,0.9
2022,35,2022-08-28,2022-09-03,2022-12-29,Male,2770873,15,0.5
2022,35,2022-08-28,2022-09-03,2022-12-29,Total,5563378,39,0.7
2022,36,2022-09-04,2022-09-10,2022-12-29,Female,2792505,22,0.8
2022,36,2022-09-04,2022-09-10,2022-12-29,Male,2770873,22,0.8
2022,36,2022-09-04,2022-09-10,2022-12-29,Total,5563378,44,0.8
2022,37,2022-09-11,2022-09-17,2022-12-29,Female,2792505,24,0.9
2022,37,2022-09-11,2022-09-17,2022-12-29,Male,2770873,15,0.5
2022,37,2022-09-11,2022-09-17,2022-12-29,Total,5563378,39,0.7
2022,38,2022-09-18,2022-09-24,2022-12-29,Female,2792505,15,0.5
2022,38,2022-09-18,2022-09-24,2022-12-29,Male,2770873,22,0.8
2022,38,2022-09-18,2022-09-24,2022-12-29,Total,5563378,37,0.7
2022,39,2022-09-25,2022-10-01,2022-12-29,Female,2792505,16,0.6
2022,39,2022-09-25,2022-10-01,2022-12-29,Male,2770873,21,0.8
2022,39,2022-09-25,2022-10-01,2022-12-29,Total,5563378,37,0.7
2022,40,2022-10-02,2022-10-08,2022-12-29,Female,2792505,22,0.8
2022,40,2022-10-02,2022-10-08,2022-12-29,Male,2770873,17,0.6
2022,40,2022-10-02,2022-10-08,2022-12-29,Total,5563378,39,0.7
2022,41,2022-10-09,2022-10-15,2022-12-29,Female,2792505,15,0.5
2022,41,2022-10-09,2022-10-15,2022-12-29,Male,2770873,28,1
2022,41,2022-10-09,2022-10-15,2022-12-29,Total,5563378,43,0.8
2022,42,2022-10-16,2022-10-22,2022-12-29,Female,2792505,14,0.5
2022,42,2022-10-16,2022-10-22,2022-12-29,Male,2770873,21,0.8
2022,42,2022-10-16,2022-10-22,2022-12-29,Total,5563378,35,0.6
2022,43,2022-10-23,2022-10-29,2022-12-29,Female,2792505,25,0.9
2022,43,2022-10-23,2022-10-29,2022-12-29,Male,2770873,34,1.2
2022,43,2022-10-23,2022-10-29,2022-12-29,Total,5563378,59,1.1
2022,44,2022-10-30,2022-11-05,2022-12-29,Female,2792505,24,0.9
2022,44,2022-10-30,2022-11-05,2022-12-29,Male,2770873,32,1.2
2022,44,2022-10-30,2022-11-05,2022-12-29,Total,5563378,56,1
2022,45,2022-11-06,2022-11-12,2022-12-29,Female,2792505,25,0.9
2022,45,2022-11-06,2022-11-12,2022-12-29,Male,2770873,30,1.1
2022,45,2022-11-06,2022-11-12,2022-12-29,Total,5563378,55,1
2022,46,2022-11-13,2022-11-19,2022-12-29,Female,2792505,25,0.9
2022,46,2022-11-13,2022-11-19,2022-12-29,Male,2770873,30,1.1
2022,46,2022-11-13,2022-11-19,2022-12-29,Total,5563378,55,1
2022,47,2022-11-20,2022-11-26,2022-12-29,Female,2792505,29,1
2022,47,2022-11-20,2022-11-26,2022-12-29,Male,2770873,28,1
2022,47,2022-11-20,2022-11-26,2022-12-29,Total,5563378,57,1
2022,48,2022-11-27,2022-12-03,2022-12-29,Female,2792505,33,1.2
2022,48,2022-11-27,2022-12-03,2022-12-29,Male,2770873,18,0.6
2022,48,2022-11-27,2022-12-03,2022-12-29,Total,5563378,51,0.9
2022,49,2022-12-04,2022-12-10,2022-12-29,Female,2792505,31,1.1
2022,49,2022-12-04,2022-12-10,2022-12-29,Male,2770873,26,0.9
2022,49,2022-12-04,2022-12-10,2022-12-29,Total,5563378,57,1
2022,50,2022-12-11,2022-12-17,2022-12-29,Female,2792505,24,0.9
2022,50,2022-12-11,2022-12-17,2022-12-29,Male,2770873,24,0.9
2022,50,2022-12-11,2022-12-17,2022-12-29,Total,5563378,48,0.9
2022,51,2022-12-18,2022-12-24,2022-12-29,Female,2792505,18,0.6
2022,51,2022-12-18,2022-12-24,2022-12-29,Male,2770873,13,0.5
2022,51,2022-12-18,2022-12-24,2022-12-29,Total,5563378,31,0.6
2022,52,2022-12-25,2022-12-31,2022-12-29,Female,2792505,9,0.3
2022,52,2022-12-25,2022-12-31,2022-12-29,Male,2770873,7,0.3
2022,52,2022-12-25,2022-12-31,2022-12-29,Total,5563378,16,0.3
2023,1,2023-01-01,2023-01-07,2022-12-29,Female,2792505,0,0
2023,1,2023-01-01,2023-01-07,2022-12-29,Male,2770873,0,0
2023,1,2023-01-01,2023-01-07,2022-12-29,Total,5563378,0,0
