date,outcome,new_cases,total_pop,new_cases_percap,report_date
2022-01-14,case,11328,5562663,203.6,2022-12-22
2022-01-15,case,5951,5562663,107,2022-12-22
2022-01-16,case,5670,5562663,101.9,2022-12-22
2022-01-17,case,14173,5562663,254.8,2022-12-22
2022-01-18,case,13898,5562663,249.8,2022-12-22
2022-01-19,case,12788,5562663,229.9,2022-12-22
2022-01-20,case,10362,5562663,186.3,2022-12-22
2022-01-21,case,8721,5562663,156.8,2022-12-22
2022-01-22,case,3960,5562663,71.2,2022-12-22
2022-01-23,case,3539,5562663,63.6,2022-12-22
2022-01-24,case,9481,5562663,170.4,2022-12-22
2022-01-25,case,8168,5562663,146.8,2022-12-22
2022-01-26,case,6920,5562663,124.4,2022-12-22
2022-01-27,case,6128,5562663,110.2,2022-12-22
2022-01-28,case,5083,5562663,91.4,2022-12-22
2022-01-29,case,2374,5562663,42.7,2022-12-22
2022-01-30,case,2096,5562663,37.7,2022-12-22
2022-01-31,case,5812,5562663,104.5,2022-12-22
2022-02-01,case,4676,5562663,84.1,2022-12-22
2022-02-02,case,4053,5562663,72.9,2022-12-22
2022-02-03,case,3330,5562663,59.9,2022-12-22
2022-02-04,case,2932,5562663,52.7,2022-12-22
2022-02-05,case,1393,5562663,25,2022-12-22
2022-02-06,case,1284,5562663,23.1,2022-12-22
2022-02-07,case,3537,5562663,63.6,2022-12-22
2022-02-08,case,2951,5562663,53.1,2022-12-22
2022-02-09,case,2539,5562663,45.6,2022-12-22
2022-02-10,case,2096,5562663,37.7,2022-12-22
2022-02-11,case,1789,5562663,32.2,2022-12-22
2022-02-12,case,887,5562663,15.9,2022-12-22
2022-02-13,case,859,5562663,15.4,2022-12-22
2022-02-14,case,1991,5562663,35.8,2022-12-22
2022-02-15,case,1594,5562663,28.7,2022-12-22
2022-02-16,case,1524,5562663,27.4,2022-12-22
2022-02-17,case,1269,5562663,22.8,2022-12-22
2022-02-18,case,1022,5562663,18.4,2022-12-22
2022-02-19,case,520,5562663,9.3,2022-12-22
2022-02-20,case,490,5562663,8.8,2022-12-22
2022-02-21,case,1076,5562663,19.3,2022-12-22
2022-02-22,case,765,5562663,13.8,2022-12-22
2022-02-23,case,989,5562663,17.8,2022-12-22
2022-02-24,case,902,5562663,16.2,2022-12-22
2022-02-25,case,685,5562663,12.3,2022-12-22
2022-02-26,case,343,5562663,6.2,2022-12-22
2022-02-27,case,330,5562663,5.9,2022-12-22
2022-02-28,case,889,5562663,16,2022-12-22
2022-03-01,case,644,5562663,11.6,2022-12-22
2022-03-02,case,655,5562663,11.8,2022-12-22
2022-03-03,case,628,5562663,11.3,2022-12-22
2022-03-04,case,507,5562663,9.1,2022-12-22
2022-03-05,case,248,5562663,4.5,2022-12-22
2022-03-06,case,241,5562663,4.3,2022-12-22
2022-03-07,case,588,5562663,10.6,2022-12-22
2022-03-08,case,502,5562663,9,2022-12-22
2022-03-09,case,464,5562663,8.3,2022-12-22
2022-03-10,case,418,5562663,7.5,2022-12-22
2022-03-11,case,391,5562663,7,2022-12-22
2022-03-12,case,235,5562663,4.2,2022-12-22
2022-03-13,case,203,5562663,3.6,2022-12-22
2022-03-14,case,496,5562663,8.9,2022-12-22
2022-03-15,case,429,5562663,7.7,2022-12-22
2022-03-16,case,461,5562663,8.3,2022-12-22
2022-03-17,case,422,5562663,7.6,2022-12-22
2022-03-18,case,395,5562663,7.1,2022-12-22
2022-03-19,case,226,5562663,4.1,2022-12-22
2022-03-20,case,189,5562663,3.4,2022-12-22
2022-03-21,case,517,5562663,9.3,2022-12-22
2022-03-22,case,459,5562663,8.3,2022-12-22
2022-03-23,case,489,5562663,8.8,2022-12-22
2022-03-24,case,446,5562663,8,2022-12-22
2022-03-25,case,408,5562663,7.3,2022-12-22
2022-03-26,case,216,5562663,3.9,2022-12-22
2022-03-27,case,206,5562663,3.7,2022-12-22
2022-03-28,case,506,5562663,9.1,2022-12-22
2022-03-29,case,493,5562663,8.9,2022-12-22
2022-03-30,case,487,5562663,8.8,2022-12-22
2022-03-31,case,429,5562663,7.7,2022-12-22
2022-04-01,case,450,5562663,8.1,2022-12-22
2022-04-02,case,285,5562663,5.1,2022-12-22
2022-04-03,case,260,5562663,4.7,2022-12-22
2022-04-04,case,587,5562663,10.6,2022-12-22
2022-04-05,case,618,5562663,11.1,2022-12-22
2022-04-06,case,595,5562663,10.7,2022-12-22
2022-04-07,case,567,5562663,10.2,2022-12-22
2022-04-08,case,588,5562663,10.6,2022-12-22
2022-04-09,case,383,5562663,6.9,2022-12-22
2022-04-10,case,380,5562663,6.8,2022-12-22
2022-04-11,case,959,5562663,17.2,2022-12-22
2022-04-12,case,807,5562663,14.5,2022-12-22
2022-04-13,case,1014,5562663,18.2,2022-12-22
2022-04-14,case,889,5562663,16,2022-12-22
2022-04-15,case,858,5562663,15.4,2022-12-22
2022-04-16,case,567,5562663,10.2,2022-12-22
2022-04-17,case,282,5562663,5.1,2022-12-22
2022-04-18,case,1402,5562663,25.2,2022-12-22
2022-04-19,case,1275,5562663,22.9,2022-12-22
2022-04-20,case,1356,5562663,24.4,2022-12-22
2022-04-21,case,1299,5562663,23.4,2022-12-22
2022-04-22,case,1193,5562663,21.4,2022-12-22
2022-04-23,case,675,5562663,12.1,2022-12-22
2022-04-24,case,636,5562663,11.4,2022-12-22
2022-04-25,case,1966,5562663,35.3,2022-12-22
2022-04-26,case,1841,5562663,33.1,2022-12-22
2022-04-27,case,1710,5562663,30.7,2022-12-22
2022-04-28,case,1768,5562663,31.8,2022-12-22
2022-04-29,case,1701,5562663,30.6,2022-12-22
2022-04-30,case,962,5562663,17.3,2022-12-22
2022-05-01,case,876,5562663,15.7,2022-12-22
2022-05-02,case,2507,5562663,45.1,2022-12-22
2022-05-03,case,2460,5562663,44.2,2022-12-22
2022-05-04,case,2458,5562663,44.2,2022-12-22
2022-05-05,case,2333,5562663,41.9,2022-12-22
2022-05-06,case,2155,5562663,38.7,2022-12-22
2022-05-07,case,1168,5562663,21,2022-12-22
2022-05-08,case,1156,5562663,20.8,2022-12-22
2022-05-09,case,2980,5562663,53.6,2022-12-22
2022-05-10,case,2686,5562663,48.3,2022-12-22
2022-05-11,case,2601,5562663,46.8,2022-12-22
2022-05-12,case,2295,5562663,41.3,2022-12-22
2022-05-13,case,2002,5562663,36,2022-12-22
2022-05-14,case,1106,5562663,19.9,2022-12-22
2022-05-15,case,959,5562663,17.2,2022-12-22
2022-05-16,case,2543,5562663,45.7,2022-12-22
2022-05-17,case,2393,5562663,43,2022-12-22
2022-05-18,case,2089,5562663,37.6,2022-12-22
2022-05-19,case,1955,5562663,35.1,2022-12-22
2022-05-20,case,1781,5562663,32,2022-12-22
2022-05-21,case,829,5562663,14.9,2022-12-22
2022-05-22,case,911,5562663,16.4,2022-12-22
2022-05-23,case,2270,5562663,40.8,2022-12-22
2022-05-24,case,2117,5562663,38.1,2022-12-22
2022-05-25,case,2096,5562663,37.7,2022-12-22
2022-05-26,case,1945,5562663,35,2022-12-22
2022-05-27,case,1741,5562663,31.3,2022-12-22
2022-05-28,case,904,5562663,16.3,2022-12-22
2022-05-29,case,884,5562663,15.9,2022-12-22
2022-05-30,case,628,5562663,11.3,2022-12-22
2022-05-31,case,2763,5562663,49.7,2022-12-22
2022-06-01,case,2134,5562663,38.4,2022-12-22
2022-06-02,case,1699,5562663,30.5,2022-12-22
2022-06-03,case,1549,5562663,27.8,2022-12-22
2022-06-04,case,855,5562663,15.4,2022-12-22
2022-06-05,case,835,5562663,15,2022-12-22
2022-06-06,case,2164,5562663,38.9,2022-12-22
2022-06-07,case,1756,5562663,31.6,2022-12-22
2022-06-08,case,1673,5562663,30.1,2022-12-22
2022-06-09,case,1525,5562663,27.4,2022-12-22
2022-06-10,case,1605,5562663,28.9,2022-12-22
2022-06-11,case,880,5562663,15.8,2022-12-22
2022-06-12,case,805,5562663,14.5,2022-12-22
2022-06-13,case,1913,5562663,34.4,2022-12-22
2022-06-14,case,1640,5562663,29.5,2022-12-22
2022-06-15,case,1644,5562663,29.6,2022-12-22
2022-06-16,case,1539,5562663,27.7,2022-12-22
2022-06-17,case,1403,5562663,25.2,2022-12-22
2022-06-18,case,830,5562663,14.9,2022-12-22
2022-06-19,case,743,5562663,13.4,2022-12-22
2022-06-20,case,1692,5562663,30.4,2022-12-22
2022-06-21,case,1666,5562663,29.9,2022-12-22
2022-06-22,case,1510,5562663,27.1,2022-12-22
2022-06-23,case,1505,5562663,27.1,2022-12-22
2022-06-24,case,1311,5562663,23.6,2022-12-22
2022-06-25,case,740,5562663,13.3,2022-12-22
2022-06-26,case,788,5562663,14.2,2022-12-22
2022-06-27,case,1868,5562663,33.6,2022-12-22
2022-06-28,case,1606,5562663,28.9,2022-12-22
2022-06-29,case,1716,5562663,30.8,2022-12-22
2022-06-30,case,1426,5562663,25.6,2022-12-22
2022-07-01,case,1357,5562663,24.4,2022-12-22
2022-07-02,case,810,5562663,14.6,2022-12-22
2022-07-03,case,654,5562663,11.8,2022-12-22
2022-07-04,case,496,5562663,8.9,2022-12-22
2022-07-05,case,1995,5562663,35.9,2022-12-22
2022-07-06,case,1769,5562663,31.8,2022-12-22
2022-07-07,case,1501,5562663,27,2022-12-22
2022-07-08,case,1431,5562663,25.7,2022-12-22
2022-07-09,case,818,5562663,14.7,2022-12-22
2022-07-10,case,842,5562663,15.1,2022-12-22
2022-07-11,case,1738,5562663,31.2,2022-12-22
2022-07-12,case,1676,5562663,30.1,2022-12-22
2022-07-13,case,1495,5562663,26.9,2022-12-22
2022-07-14,case,1500,5562663,27,2022-12-22
2022-07-15,case,1382,5562663,24.8,2022-12-22
2022-07-16,case,826,5562663,14.8,2022-12-22
2022-07-17,case,762,5562663,13.7,2022-12-22
2022-07-18,case,1883,5562663,33.9,2022-12-22
2022-07-19,case,1806,5562663,32.5,2022-12-22
2022-07-20,case,1707,5562663,30.7,2022-12-22
2022-07-21,case,1517,5562663,27.3,2022-12-22
2022-07-22,case,1481,5562663,26.6,2022-12-22
2022-07-23,case,857,5562663,15.4,2022-12-22
2022-07-24,case,847,5562663,15.2,2022-12-22
2022-07-25,case,1988,5562663,35.7,2022-12-22
2022-07-26,case,1731,5562663,31.1,2022-12-22
2022-07-27,case,1758,5562663,31.6,2022-12-22
2022-07-28,case,1635,5562663,29.4,2022-12-22
2022-07-29,case,1523,5562663,27.4,2022-12-22
2022-07-30,case,847,5562663,15.2,2022-12-22
2022-07-31,case,870,5562663,15.6,2022-12-22
2022-08-01,case,2022,5562663,36.3,2022-12-22
2022-08-02,case,1885,5562663,33.9,2022-12-22
2022-08-03,case,1726,5562663,31,2022-12-22
2022-08-04,case,1505,5562663,27.1,2022-12-22
2022-08-05,case,1467,5562663,26.4,2022-12-22
2022-08-06,case,802,5562663,14.4,2022-12-22
2022-08-07,case,811,5562663,14.6,2022-12-22
2022-08-08,case,1816,5562663,32.6,2022-12-22
2022-08-09,case,1811,5562663,32.6,2022-12-22
2022-08-10,case,1798,5562663,32.3,2022-12-22
2022-08-11,case,1637,5562663,29.4,2022-12-22
2022-08-12,case,1349,5562663,24.3,2022-12-22
2022-08-13,case,861,5562663,15.5,2022-12-22
2022-08-14,case,759,5562663,13.6,2022-12-22
2022-08-15,case,1904,5562663,34.2,2022-12-22
2022-08-16,case,1669,5562663,30,2022-12-22
2022-08-17,case,1655,5562663,29.8,2022-12-22
2022-08-18,case,1511,5562663,27.2,2022-12-22
2022-08-19,case,1341,5562663,24.1,2022-12-22
2022-08-20,case,783,5562663,14.1,2022-12-22
2022-08-21,case,729,5562663,13.1,2022-12-22
2022-08-22,case,1735,5562663,31.2,2022-12-22
2022-08-23,case,1557,5562663,28,2022-12-22
2022-08-24,case,1472,5562663,26.5,2022-12-22
2022-08-25,case,1231,5562663,22.1,2022-12-22
2022-08-26,case,1103,5562663,19.8,2022-12-22
2022-08-27,case,601,5562663,10.8,2022-12-22
2022-08-28,case,628,5562663,11.3,2022-12-22
2022-08-29,case,1419,5562663,25.5,2022-12-22
2022-08-30,case,1252,5562663,22.5,2022-12-22
2022-08-31,case,1176,5562663,21.1,2022-12-22
2022-09-01,case,1036,5562663,18.6,2022-12-22
2022-09-02,case,925,5562663,16.6,2022-12-22
2022-09-03,case,565,5562663,10.2,2022-12-22
2022-09-04,case,460,5562663,8.3,2022-12-22
2022-09-05,case,384,5562663,6.9,2022-12-22
2022-09-06,case,1472,5562663,26.5,2022-12-22
2022-09-07,case,1084,5562663,19.5,2022-12-22
2022-09-08,case,1038,5562663,18.7,2022-12-22
2022-09-09,case,914,5562663,16.4,2022-12-22
2022-09-10,case,465,5562663,8.4,2022-12-22
2022-09-11,case,493,5562663,8.9,2022-12-22
2022-09-12,case,1190,5562663,21.4,2022-12-22
2022-09-13,case,1224,5562663,22,2022-12-22
2022-09-14,case,1061,5562663,19.1,2022-12-22
2022-09-15,case,1063,5562663,19.1,2022-12-22
2022-09-16,case,993,5562663,17.9,2022-12-22
2022-09-17,case,511,5562663,9.2,2022-12-22
2022-09-18,case,586,5562663,10.5,2022-12-22
2022-09-19,case,1336,5562663,24,2022-12-22
2022-09-20,case,1146,5562663,20.6,2022-12-22
2022-09-21,case,1009,5562663,18.1,2022-12-22
2022-09-22,case,950,5562663,17.1,2022-12-22
2022-09-23,case,817,5562663,14.7,2022-12-22
2022-09-24,case,451,5562663,8.1,2022-12-22
2022-09-25,case,459,5562663,8.3,2022-12-22
2022-09-26,case,1157,5562663,20.8,2022-12-22
2022-09-27,case,984,5562663,17.7,2022-12-22
2022-09-28,case,919,5562663,16.5,2022-12-22
2022-09-29,case,925,5562663,16.6,2022-12-22
2022-09-30,case,926,5562663,16.6,2022-12-22
2022-10-01,case,478,5562663,8.6,2022-12-22
2022-10-02,case,474,5562663,8.5,2022-12-22
2022-10-03,case,1192,5562663,21.4,2022-12-22
2022-10-04,case,1009,5562663,18.1,2022-12-22
2022-10-05,case,922,5562663,16.6,2022-12-22
2022-10-06,case,767,5562663,13.8,2022-12-22
2022-10-07,case,726,5562663,13.1,2022-12-22
2022-10-08,case,373,5562663,6.7,2022-12-22
2022-10-09,case,384,5562663,6.9,2022-12-22
2022-10-10,case,955,5562663,17.2,2022-12-22
2022-10-11,case,839,5562663,15.1,2022-12-22
2022-10-12,case,853,5562663,15.3,2022-12-22
2022-10-13,case,739,5562663,13.3,2022-12-22
2022-10-14,case,704,5562663,12.7,2022-12-22
2022-10-15,case,430,5562663,7.7,2022-12-22
2022-10-16,case,381,5562663,6.8,2022-12-22
2022-10-17,case,987,5562663,17.7,2022-12-22
2022-10-18,case,865,5562663,15.6,2022-12-22
2022-10-19,case,888,5562663,16,2022-12-22
2022-10-20,case,804,5562663,14.5,2022-12-22
2022-10-21,case,794,5562663,14.3,2022-12-22
2022-10-22,case,518,5562663,9.3,2022-12-22
2022-10-23,case,493,5562663,8.9,2022-12-22
2022-10-24,case,1187,5562663,21.3,2022-12-22
2022-10-25,case,930,5562663,16.7,2022-12-22
2022-10-26,case,955,5562663,17.2,2022-12-22
2022-10-27,case,764,5562663,13.7,2022-12-22
2022-10-28,case,808,5562663,14.5,2022-12-22
2022-10-29,case,466,5562663,8.4,2022-12-22
2022-10-30,case,437,5562663,7.9,2022-12-22
2022-10-31,case,1079,5562663,19.4,2022-12-22
2022-11-01,case,884,5562663,15.9,2022-12-22
2022-11-02,case,933,5562663,16.8,2022-12-22
2022-11-03,case,880,5562663,15.8,2022-12-22
2022-11-04,case,741,5562663,13.3,2022-12-22
2022-11-05,case,459,5562663,8.3,2022-12-22
2022-11-06,case,404,5562663,7.3,2022-12-22
2022-11-07,case,1038,5562663,18.7,2022-12-22
2022-11-08,case,871,5562663,15.7,2022-12-22
2022-11-09,case,867,5562663,15.6,2022-12-22
2022-11-10,case,762,5562663,13.7,2022-12-22
2022-11-11,case,667,5562663,12,2022-12-22
2022-11-12,case,436,5562663,7.8,2022-12-22
2022-11-13,case,464,5562663,8.3,2022-12-22
2022-11-14,case,956,5562663,17.2,2022-12-22
2022-11-15,case,889,5562663,16,2022-12-22
2022-11-16,case,903,5562663,16.2,2022-12-22
2022-11-17,case,845,5562663,15.2,2022-12-22
2022-11-18,case,788,5562663,14.2,2022-12-22
2022-11-19,case,445,5562663,8,2022-12-22
2022-11-20,case,470,5562663,8.4,2022-12-22
2022-11-21,case,1102,5562663,19.8,2022-12-22
2022-11-22,case,919,5562663,16.5,2022-12-22
2022-11-23,case,953,5562663,17.1,2022-12-22
2022-11-24,case,308,5562663,5.5,2022-12-22
2022-11-25,case,784,5562663,14.1,2022-12-22
2022-11-26,case,583,5562663,10.5,2022-12-22
2022-11-27,case,636,5562663,11.4,2022-12-22
2022-11-28,case,1348,5562663,24.2,2022-12-22
2022-11-29,case,1005,5562663,18.1,2022-12-22
2022-11-30,case,1074,5562663,19.3,2022-12-22
2022-12-01,case,980,5562663,17.6,2022-12-22
2022-12-02,case,884,5562663,15.9,2022-12-22
2022-12-03,case,450,5562663,8.1,2022-12-22
2022-12-04,case,511,5562663,9.2,2022-12-22
2022-12-05,case,1159,5562663,20.8,2022-12-22
2022-12-06,case,971,5562663,17.5,2022-12-22
2022-12-07,case,863,5562663,15.5,2022-12-22
2022-12-08,case,899,5562663,16.2,2022-12-22
2022-12-09,case,835,5562663,15,2022-12-22
2022-12-10,case,457,5562663,8.2,2022-12-22
2022-12-11,case,460,5562663,8.3,2022-12-22
2022-12-12,case,1163,5562663,20.9,2022-12-22
2022-12-13,case,910,5562663,16.4,2022-12-22
2022-12-14,case,933,5562663,16.8,2022-12-22
2022-12-15,case,777,5562663,14,2022-12-22
2022-12-16,case,877,5562663,15.8,2022-12-22
2022-12-17,case,482,5562663,8.7,2022-12-22
2022-12-18,case,420,5562663,7.6,2022-12-22
2022-12-19,case,285,5562663,5.1,2022-12-22
2022-12-20,case,0,5562663,0,2022-12-22
