date,geoid,county,region,pop,cases,deaths
2020-08-02,27001,Aitkin,Northeast,15902,28,0
2020-08-02,27003,Anoka,Metro suburbs,353813,3327,112
2020-08-02,27005,Becker,West Central,34371,142,1
2020-08-02,27007,Beltrami,Northwest,46847,191,0
2020-08-02,27009,Benton,East Central,40545,304,3
2020-08-02,27011,Big Stone,Southwest,4989,22,0
2020-08-02,27013,Blue Earth,Southeast,67427,848,5
2020-08-02,27015,Brown,Southeast,25111,83,2
2020-08-02,27017,Carlton,Northeast,35837,124,0
2020-08-02,27019,Carver,Metro suburbs,103551,769,2
2020-08-02,27021,Cass,East Central,29519,58,2
2020-08-02,27023,Chippewa,Southwest,11924,97,1
2020-08-02,27025,Chisago,East Central,55922,176,1
2020-08-02,27027,Clay,West Central,63955,743,40
2020-08-02,27029,Clearwater,Northwest,8810,14,0
2020-08-02,27031,Cook,Northeast,5393,2,0
2020-08-02,27033,Cottonwood,Southwest,11277,171,0
2020-08-02,27035,Crow Wing,East Central,64889,206,13
2020-08-02,27037,Dakota,Metro suburbs,425423,3942,102
2020-08-02,27039,Dodge,Southeast,20822,122,0
2020-08-02,27041,Douglas,West Central,37964,129,0
2020-08-02,27043,Faribault,Southeast,13758,82,0
2020-08-02,27045,Fillmore,Southeast,21058,61,0
2020-08-02,27047,Freeborn,Southeast,30444,354,1
2020-08-02,27049,Goodhue,Southeast,46403,175,8
2020-08-02,27051,Grant,West Central,6021,49,1
2020-08-02,27053,Hennepin,Hennepin/Ramsey,1259428,17789,819
2020-08-02,27055,Houston,Southeast,18578,40,0
2020-08-02,27057,Hubbard,Northwest,21332,28,0
2020-08-02,27059,Isanti,East Central,39966,108,0
2020-08-02,27061,Itasca,Northeast,45108,129,12
2020-08-02,27063,Jackson,Southwest,9911,70,0
2020-08-02,27065,Kanabec,East Central,16207,28,1
2020-08-02,27067,Kandiyohi,Southwest,42855,670,1
2020-08-02,27069,Kittson,Northwest,4248,4,0
2020-08-02,27071,Koochiching,Northeast,12440,73,3
2020-08-02,27073,Lac qui Parle,Southwest,6658,6,0
2020-08-02,27075,Lake,Northeast,10658,17,0
2020-08-02,27077,Lake of the Woods,Northwest,3758,1,0
2020-08-02,27079,Le Sueur,Southeast,28494,199,1
2020-08-02,27081,Lincoln,Southwest,5673,54,0
2020-08-02,27083,Lyon,Southwest,25629,415,3
2020-08-02,27087,Mahnomen,Northwest,5519,23,1
2020-08-02,27089,Marshall,Northwest,9390,28,0
2020-08-02,27091,Martin,Southeast,19785,203,5
2020-08-02,27085,McLeod,Southwest,35873,135,0
2020-08-02,27093,Meeker,Southwest,23141,83,2
2020-08-02,27095,Mille Lacs,East Central,26139,64,3
2020-08-02,27097,Morrison,East Central,33169,83,1
2020-08-02,27099,Mower,Southeast,40011,1078,2
2020-08-02,27101,Murray,Southwest,8276,122,1
2020-08-02,27103,Nicollet,Southeast,34220,307,13
2020-08-02,27105,Nobles,Southwest,21924,1745,6
2020-08-02,27107,Norman,Northwest,6475,34,0
2020-08-02,27109,Olmsted,Southeast,156277,1620,23
2020-08-02,27111,Otter Tail,West Central,58812,175,3
2020-08-02,27113,Pennington,Northwest,14178,70,1
2020-08-02,27115,Pine,East Central,29483,126,0
2020-08-02,27117,Pipestone,Southwest,9047,143,9
2020-08-02,27119,Polk,Northwest,31529,129,3
2020-08-02,27121,Pope,West Central,11097,39,0
2020-08-02,27123,Ramsey,Hennepin/Ramsey,550210,6861,261
2020-08-02,27125,Red Lake,Northwest,3999,19,0
2020-08-02,27127,Redwood,Southwest,15249,30,0
2020-08-02,27129,Renville,Southwest,14612,58,5
2020-08-02,27131,Rice,Southeast,66523,989,8
2020-08-02,27133,Rock,Southwest,9414,73,0
2020-08-02,27135,Roseau,Northwest,15150,45,0
2020-08-02,27139,Scott,Metro suburbs,147381,1362,14
2020-08-02,27141,Sherburne,East Central,96036,638,7
2020-08-02,27143,Sibley,Southeast,15028,78,2
2020-08-02,27137,St. Louis,Northeast,199754,427,19
2020-08-02,27145,Stearns,East Central,159256,2817,20
2020-08-02,27147,Steele,Southeast,36803,327,1
2020-08-02,27149,Stevens,West Central,9753,15,0
2020-08-02,27151,Swift,Southwest,9345,52,1
2020-08-02,27153,Todd,East Central,24582,418,2
2020-08-02,27155,Traverse,West Central,3308,10,0
2020-08-02,27157,Wabasha,Southeast,21645,78,0
2020-08-02,27159,Wadena,East Central,13773,23,0
2020-08-02,27161,Waseca,Southeast,18691,128,0
2020-08-02,27163,Washington,Metro suburbs,259201,1886,43
2020-08-02,27165,Watonwan,Southeast,10980,298,0
2020-08-02,27167,Wilkin,West Central,6254,28,3
2020-08-02,27169,Winona,Southeast,50825,245,16
2020-08-02,27171,Wright,East Central,136349,801,5
2020-08-02,27173,Yellow Medicine,Southwest,9795,49,0
