date,geoid,county,region,pop,cases,deaths
2020-05-06,27001,Aitkin,Northeast,15902,1,0
2020-05-06,27003,Anoka,Metro suburbs,353813,382,24
2020-05-06,27005,Becker,West Central,34371,16,0
2020-05-06,27007,Beltrami,Northwest,46847,6,0
2020-05-06,27009,Benton,East Central,40545,59,1
2020-05-06,27011,Big Stone,Southwest,4989,2,0
2020-05-06,27013,Blue Earth,Southeast,67427,53,0
2020-05-06,27015,Brown,Southeast,25111,9,1
2020-05-06,27017,Carlton,Northeast,35837,61,0
2020-05-06,27019,Carver,Metro suburbs,103551,51,0
2020-05-06,27021,Cass,East Central,29519,7,0
2020-05-06,27023,Chippewa,Southwest,11924,4,0
2020-05-06,27025,Chisago,East Central,55922,14,1
2020-05-06,27027,Clay,West Central,63955,215,14
2020-05-06,27029,Clearwater,Northwest,8810,2,0
2020-05-06,27031,Cook,Northeast,5393,0,0
2020-05-06,27033,Cottonwood,Southwest,11277,42,0
2020-05-06,27035,Crow Wing,East Central,64889,21,1
2020-05-06,27037,Dakota,Metro suburbs,425423,292,12
2020-05-06,27039,Dodge,Southeast,20822,21,0
2020-05-06,27041,Douglas,West Central,37964,12,0
2020-05-06,27043,Faribault,Southeast,13758,8,0
2020-05-06,27045,Fillmore,Southeast,21058,12,1
2020-05-06,27047,Freeborn,Southeast,30444,38,0
2020-05-06,27049,Goodhue,Southeast,46403,23,0
2020-05-06,27051,Grant,West Central,6021,1,0
2020-05-06,27053,Hennepin,Hennepin/Ramsey,1259428,2764,325
2020-05-06,27055,Houston,Southeast,18578,1,0
2020-05-06,27057,Hubbard,Northwest,21332,0,0
2020-05-06,27059,Isanti,East Central,39966,7,0
2020-05-06,27061,Itasca,Northeast,45108,24,0
2020-05-06,27063,Jackson,Southwest,9911,25,0
2020-05-06,27065,Kanabec,East Central,16207,2,0
2020-05-06,27067,Kandiyohi,Southwest,42855,211,1
2020-05-06,27069,Kittson,Northwest,4248,1,0
2020-05-06,27071,Koochiching,Northeast,12440,1,0
2020-05-06,27073,Lac qui Parle,Southwest,6658,2,0
2020-05-06,27075,Lake,Northeast,10658,0,0
2020-05-06,27077,Lake of the Woods,Northwest,3758,0,0
2020-05-06,27079,Le Sueur,Southeast,28494,26,0
2020-05-06,27081,Lincoln,Southwest,5673,3,0
2020-05-06,27083,Lyon,Southwest,25629,11,0
2020-05-06,27087,Mahnomen,Northwest,5519,2,1
2020-05-06,27089,Marshall,Northwest,9390,7,0
2020-05-06,27091,Martin,Southeast,19785,111,4
2020-05-06,27085,McLeod,Southwest,35873,6,0
2020-05-06,27093,Meeker,Southwest,23141,18,0
2020-05-06,27095,Mille Lacs,East Central,26139,5,1
2020-05-06,27097,Morrison,East Central,33169,9,0
2020-05-06,27099,Mower,Southeast,40011,35,0
2020-05-06,27101,Murray,Southwest,8276,20,0
2020-05-06,27103,Nicollet,Southeast,34220,17,2
2020-05-06,27105,Nobles,Southwest,21924,1082,2
2020-05-06,27107,Norman,Northwest,6475,9,0
2020-05-06,27109,Olmsted,Southeast,156277,322,8
2020-05-06,27111,Otter Tail,West Central,58812,19,0
2020-05-06,27113,Pennington,Northwest,14178,1,0
2020-05-06,27115,Pine,East Central,29483,61,0
2020-05-06,27117,Pipestone,Southwest,9047,4,0
2020-05-06,27119,Polk,Northwest,31529,43,0
2020-05-06,27121,Pope,West Central,11097,1,0
2020-05-06,27123,Ramsey,Hennepin/Ramsey,550210,656,38
2020-05-06,27125,Red Lake,Northwest,3999,1,0
2020-05-06,27127,Redwood,Southwest,15249,3,0
2020-05-06,27129,Renville,Southwest,14612,6,0
2020-05-06,27131,Rice,Southeast,66523,30,1
2020-05-06,27133,Rock,Southwest,9414,18,0
2020-05-06,27135,Roseau,Northwest,15150,1,0
2020-05-06,27139,Scott,Metro suburbs,147381,90,1
2020-05-06,27141,Sherburne,East Central,96036,80,1
2020-05-06,27143,Sibley,Southeast,15028,2,0
2020-05-06,27137,St. Louis,Northeast,199754,86,11
2020-05-06,27145,Stearns,East Central,159256,975,3
2020-05-06,27147,Steele,Southeast,36803,29,0
2020-05-06,27149,Stevens,West Central,9753,0,0
2020-05-06,27151,Swift,Southwest,9345,2,0
2020-05-06,27153,Todd,East Central,24582,18,0
2020-05-06,27155,Traverse,West Central,3308,2,0
2020-05-06,27157,Wabasha,Southeast,21645,10,0
2020-05-06,27159,Wadena,East Central,13773,3,0
2020-05-06,27161,Waseca,Southeast,18691,7,0
2020-05-06,27163,Washington,Metro suburbs,259201,181,12
2020-05-06,27165,Watonwan,Southeast,10980,15,0
2020-05-06,27167,Wilkin,West Central,6254,11,3
2020-05-06,27169,Winona,Southeast,50825,68,15
2020-05-06,27171,Wright,East Central,136349,69,1
2020-05-06,27173,Yellow Medicine,Southwest,9795,3,0
