date,geoid,county,region,pop,cases,deaths
2021-09-17,27001,Aitkin,Northeast,15902,1550,38
2021-09-17,27003,Anoka,Metro suburbs,353813,48037,479
2021-09-17,27005,Becker,West Central,34371,4345,59
2021-09-17,27007,Beltrami,Northwest,46847,5046,72
2021-09-17,27009,Benton,East Central,40545,6439,101
2021-09-17,27011,Big Stone,Southwest,4989,681,4
2021-09-17,27013,Blue Earth,Southeast,67427,8663,47
2021-09-17,27015,Brown,Southeast,25111,3464,43
2021-09-17,27017,Carlton,Northeast,35837,3895,59
2021-09-17,27019,Carver,Metro suburbs,103551,12069,52
2021-09-17,27021,Cass,East Central,29519,3430,35
2021-09-17,27023,Chippewa,Southwest,11924,1712,39
2021-09-17,27025,Chisago,East Central,55922,7116,58
2021-09-17,27027,Clay,West Central,63955,9152,95
2021-09-17,27029,Clearwater,Northwest,8810,1019,18
2021-09-17,27031,Cook,Northeast,5393,212,0
2021-09-17,27033,Cottonwood,Southwest,11277,1766,24
2021-09-17,27035,Crow Wing,East Central,64889,7797,102
2021-09-17,27037,Dakota,Metro suburbs,425423,52093,497
2021-09-17,27039,Dodge,Southeast,20822,2406,4
2021-09-17,27041,Douglas,West Central,37964,5354,84
2021-09-17,27043,Faribault,Southeast,13758,1797,25
2021-09-17,27045,Fillmore,Southeast,21058,1947,10
2021-09-17,27047,Freeborn,Southeast,30444,4295,38
2021-09-17,27049,Goodhue,Southeast,46403,5500,80
2021-09-17,27051,Grant,West Central,6021,671,8
2021-09-17,27053,Hennepin,Hennepin/Ramsey,1259428,140392,1855
2021-09-17,27055,Houston,Southeast,18578,2038,16
2021-09-17,27057,Hubbard,Northwest,21332,2322,41
2021-09-17,27059,Isanti,East Central,39966,4901,70
2021-09-17,27061,Itasca,Northeast,45108,5166,71
2021-09-17,27063,Jackson,Southwest,9911,1347,12
2021-09-17,27065,Kanabec,East Central,16207,1641,29
2021-09-17,27067,Kandiyohi,Southwest,42855,7441,88
2021-09-17,27069,Kittson,Northwest,4248,533,22
2021-09-17,27071,Koochiching,Northeast,12440,1165,19
2021-09-17,27073,Lac qui Parle,Southwest,6658,848,24
2021-09-17,27075,Lake,Northeast,10658,910,21
2021-09-17,27077,Lake of the Woods,Northwest,3758,388,4
2021-09-17,27079,Le Sueur,Southeast,28494,3408,29
2021-09-17,27081,Lincoln,Southwest,5673,652,4
2021-09-17,27083,Lyon,Southwest,25629,3942,54
2021-09-17,27087,Mahnomen,Northwest,5519,681,9
2021-09-17,27089,Marshall,Northwest,9390,1035,18
2021-09-17,27091,Martin,Southeast,19785,2619,33
2021-09-17,27085,McLeod,Southwest,35873,5014,63
2021-09-17,27093,Meeker,Southwest,23141,3047,49
2021-09-17,27095,Mille Lacs,East Central,26139,3543,60
2021-09-17,27097,Morrison,East Central,33169,4675,63
2021-09-17,27099,Mower,Southeast,40011,5580,38
2021-09-17,27101,Murray,Southwest,8276,1151,10
2021-09-17,27103,Nicollet,Southeast,34220,3776,47
2021-09-17,27105,Nobles,Southwest,21924,4486,50
2021-09-17,27107,Norman,Northwest,6475,650,9
2021-09-17,27109,Olmsted,Southeast,156277,15792,110
2021-09-17,27111,Otter Tail,West Central,58812,6666,91
2021-09-17,27113,Pennington,Northwest,14178,1902,21
2021-09-17,27115,Pine,East Central,29483,3737,26
2021-09-17,27117,Pipestone,Southwest,9047,1250,26
2021-09-17,27119,Polk,Northwest,31529,4336,75
2021-09-17,27121,Pope,West Central,11097,1305,8
2021-09-17,27123,Ramsey,Hennepin/Ramsey,550210,58542,944
2021-09-17,27125,Red Lake,Northwest,3999,477,7
2021-09-17,27127,Redwood,Southwest,15249,1982,42
2021-09-17,27129,Renville,Southwest,14612,1995,48
2021-09-17,27131,Rice,Southeast,66523,9104,120
2021-09-17,27133,Rock,Southwest,9414,1385,19
2021-09-17,27135,Roseau,Northwest,15150,2317,23
2021-09-17,27139,Scott,Metro suburbs,147381,19626,145
2021-09-17,27141,Sherburne,East Central,96036,13522,100
2021-09-17,27143,Sibley,Southeast,15028,1758,10
2021-09-17,27137,St. Louis,Northeast,199754,20269,335
2021-09-17,27145,Stearns,East Central,159256,24839,240
2021-09-17,27147,Steele,Southeast,36803,5009,21
2021-09-17,27149,Stevens,West Central,9753,1122,11
2021-09-17,27151,Swift,Southwest,9345,1171,19
2021-09-17,27153,Todd,East Central,24582,3217,34
2021-09-17,27155,Traverse,West Central,3308,421,5
2021-09-17,27157,Wabasha,Southeast,21645,2433,4
2021-09-17,27159,Wadena,East Central,13773,1851,26
2021-09-17,27161,Waseca,Southeast,18691,2886,25
2021-09-17,27163,Washington,Metro suburbs,259201,30637,309
2021-09-17,27165,Watonwan,Southeast,10980,1550,11
2021-09-17,27167,Wilkin,West Central,6254,896,14
2021-09-17,27169,Winona,Southeast,50825,5544,52
2021-09-17,27171,Wright,East Central,136349,18499,163
2021-09-17,27173,Yellow Medicine,Southwest,9795,1251,20
