date,geoid,county,region,pop,cases,deaths
2021-07-13,27001,Aitkin,Northeast,15902,1389,37
2021-07-13,27003,Anoka,Metro suburbs,353813,42978,463
2021-07-13,27005,Becker,West Central,34371,3881,56
2021-07-13,27007,Beltrami,Northwest,46847,4086,63
2021-07-13,27009,Benton,East Central,40545,5837,98
2021-07-13,27011,Big Stone,Southwest,4989,606,4
2021-07-13,27013,Blue Earth,Southeast,67427,7660,44
2021-07-13,27015,Brown,Southeast,25111,3086,40
2021-07-13,27017,Carlton,Northeast,35837,3555,57
2021-07-13,27019,Carver,Metro suburbs,103551,10703,49
2021-07-13,27021,Cass,East Central,29519,2873,33
2021-07-13,27023,Chippewa,Southwest,11924,1540,38
2021-07-13,27025,Chisago,East Central,55922,6233,52
2021-07-13,27027,Clay,West Central,63955,8279,92
2021-07-13,27029,Clearwater,Northwest,8810,891,17
2021-07-13,27031,Cook,Northeast,5393,173,0
2021-07-13,27033,Cottonwood,Southwest,11277,1675,24
2021-07-13,27035,Crow Wing,East Central,64889,6847,98
2021-07-13,27037,Dakota,Metro suburbs,425423,47031,475
2021-07-13,27039,Dodge,Southeast,20822,1882,3
2021-07-13,27041,Douglas,West Central,37964,4766,81
2021-07-13,27043,Faribault,Southeast,13758,1565,19
2021-07-13,27045,Fillmore,Southeast,21058,1585,10
2021-07-13,27047,Freeborn,Southeast,30444,3490,34
2021-07-13,27049,Goodhue,Southeast,46403,4844,74
2021-07-13,27051,Grant,West Central,6021,594,8
2021-07-13,27053,Hennepin,Hennepin/Ramsey,1259428,125597,1793
2021-07-13,27055,Houston,Southeast,18578,1751,16
2021-07-13,27057,Hubbard,Northwest,21332,1974,41
2021-07-13,27059,Isanti,East Central,39966,4426,65
2021-07-13,27061,Itasca,Northeast,45108,4619,66
2021-07-13,27063,Jackson,Southwest,9911,1229,12
2021-07-13,27065,Kanabec,East Central,16207,1470,28
2021-07-13,27067,Kandiyohi,Southwest,42855,6693,85
2021-07-13,27069,Kittson,Northwest,4248,490,22
2021-07-13,27071,Koochiching,Northeast,12440,958,19
2021-07-13,27073,Lac qui Parle,Southwest,6658,760,22
2021-07-13,27075,Lake,Northeast,10658,834,20
2021-07-13,27077,Lake of the Woods,Northwest,3758,345,4
2021-07-13,27079,Le Sueur,Southeast,28494,2985,27
2021-07-13,27081,Lincoln,Southwest,5673,584,3
2021-07-13,27083,Lyon,Southwest,25629,3646,54
2021-07-13,27087,Mahnomen,Northwest,5519,565,9
2021-07-13,27089,Marshall,Northwest,9390,888,17
2021-07-13,27091,Martin,Southeast,19785,2356,33
2021-07-13,27085,McLeod,Southwest,35873,4329,61
2021-07-13,27093,Meeker,Southwest,23141,2645,44
2021-07-13,27095,Mille Lacs,East Central,26139,3128,55
2021-07-13,27097,Morrison,East Central,33169,4260,62
2021-07-13,27099,Mower,Southeast,40011,4750,33
2021-07-13,27101,Murray,Southwest,8276,1071,10
2021-07-13,27103,Nicollet,Southeast,34220,3324,45
2021-07-13,27105,Nobles,Southwest,21924,4085,50
2021-07-13,27107,Norman,Northwest,6475,548,9
2021-07-13,27109,Olmsted,Southeast,156277,13466,102
2021-07-13,27111,Otter Tail,West Central,58812,5882,87
2021-07-13,27113,Pennington,Northwest,14178,1538,20
2021-07-13,27115,Pine,East Central,29483,3360,23
2021-07-13,27117,Pipestone,Southwest,9047,1169,26
2021-07-13,27119,Polk,Northwest,31529,3896,72
2021-07-13,27121,Pope,West Central,11097,1130,6
2021-07-13,27123,Ramsey,Hennepin/Ramsey,550210,52730,908
2021-07-13,27125,Red Lake,Northwest,3999,403,7
2021-07-13,27127,Redwood,Southwest,15249,1768,41
2021-07-13,27129,Renville,Southwest,14612,1828,46
2021-07-13,27131,Rice,Southeast,66523,8232,111
2021-07-13,27133,Rock,Southwest,9414,1286,19
2021-07-13,27135,Roseau,Northwest,15150,2113,21
2021-07-13,27139,Scott,Metro suburbs,147381,17596,139
2021-07-13,27141,Sherburne,East Central,96036,12065,95
2021-07-13,27143,Sibley,Southeast,15028,1470,10
2021-07-13,27137,St. Louis,Northeast,199754,18181,318
2021-07-13,27145,Stearns,East Central,159256,22611,227
2021-07-13,27147,Steele,Southeast,36803,3997,19
2021-07-13,27149,Stevens,West Central,9753,926,11
2021-07-13,27151,Swift,Southwest,9345,1072,18
2021-07-13,27153,Todd,East Central,24582,2869,33
2021-07-13,27155,Traverse,West Central,3308,378,5
2021-07-13,27157,Wabasha,Southeast,21645,2081,3
2021-07-13,27159,Wadena,East Central,13773,1643,23
2021-07-13,27161,Waseca,Southeast,18691,2396,23
2021-07-13,27163,Washington,Metro suburbs,259201,27532,295
2021-07-13,27165,Watonwan,Southeast,10980,1356,9
2021-07-13,27167,Wilkin,West Central,6254,835,13
2021-07-13,27169,Winona,Southeast,50825,4629,52
2021-07-13,27171,Wright,East Central,136349,16442,151
2021-07-13,27173,Yellow Medicine,Southwest,9795,1151,20
