date,geoid,county,region,pop,cases,deaths
2020-11-26,27001,Aitkin,Northeast,15902,717,29
2020-11-26,27003,Anoka,Metro suburbs,353813,20851,224
2020-11-26,27005,Becker,West Central,34371,1940,15
2020-11-26,27007,Beltrami,Northwest,46847,2025,17
2020-11-26,27009,Benton,East Central,40545,2858,47
2020-11-26,27011,Big Stone,Southwest,4989,296,2
2020-11-26,27013,Blue Earth,Southeast,67427,3958,13
2020-11-26,27015,Brown,Southeast,25111,1312,15
2020-11-26,27017,Carlton,Northeast,35837,1704,14
2020-11-26,27019,Carver,Metro suburbs,103551,4432,13
2020-11-26,27021,Cass,East Central,29519,1333,10
2020-11-26,27023,Chippewa,Southwest,11924,815,7
2020-11-26,27025,Chisago,East Central,55922,2979,9
2020-11-26,27027,Clay,West Central,63955,4733,56
2020-11-26,27029,Clearwater,Northwest,8810,481,7
2020-11-26,27031,Cook,Northeast,5393,63,0
2020-11-26,27033,Cottonwood,Southwest,11277,794,2
2020-11-26,27035,Crow Wing,East Central,64889,3447,31
2020-11-26,27037,Dakota,Metro suburbs,425423,20527,189
2020-11-26,27039,Dodge,Southeast,20822,823,0
2020-11-26,27041,Douglas,West Central,37964,2422,35
2020-11-26,27043,Faribault,Southeast,13758,525,1
2020-11-26,27045,Fillmore,Southeast,21058,651,0
2020-11-26,27047,Freeborn,Southeast,30444,1479,5
2020-11-26,27049,Goodhue,Southeast,46403,1906,28
2020-11-26,27051,Grant,West Central,6021,256,6
2020-11-26,27053,Hennepin,Hennepin/Ramsey,1259428,62433,1107
2020-11-26,27055,Houston,Southeast,18578,653,4
2020-11-26,27057,Hubbard,Northwest,21332,1075,23
2020-11-26,27059,Isanti,East Central,39966,1790,16
2020-11-26,27061,Itasca,Northeast,45108,1791,23
2020-11-26,27063,Jackson,Southwest,9911,458,1
2020-11-26,27065,Kanabec,East Central,16207,557,13
2020-11-26,27067,Kandiyohi,Southwest,42855,3787,19
2020-11-26,27069,Kittson,Northwest,4248,202,7
2020-11-26,27071,Koochiching,Northeast,12440,367,5
2020-11-26,27073,Lac qui Parle,Southwest,6658,351,3
2020-11-26,27075,Lake,Northeast,10658,391,6
2020-11-26,27077,Lake of the Woods,Northwest,3758,94,1
2020-11-26,27079,Le Sueur,Southeast,28494,1411,11
2020-11-26,27081,Lincoln,Southwest,5673,333,1
2020-11-26,27083,Lyon,Southwest,25629,2067,11
2020-11-26,27087,Mahnomen,Northwest,5519,283,4
2020-11-26,27089,Marshall,Northwest,9390,450,8
2020-11-26,27091,Martin,Southeast,19785,1055,20
2020-11-26,27085,McLeod,Southwest,35873,1985,11
2020-11-26,27093,Meeker,Southwest,23141,1163,8
2020-11-26,27095,Mille Lacs,East Central,26139,1451,31
2020-11-26,27097,Morrison,East Central,33169,2240,27
2020-11-26,27099,Mower,Southeast,40011,2485,23
2020-11-26,27101,Murray,Southwest,8276,562,3
2020-11-26,27103,Nicollet,Southeast,34220,1549,25
2020-11-26,27105,Nobles,Southwest,21924,3014,29
2020-11-26,27107,Norman,Northwest,6475,330,7
2020-11-26,27109,Olmsted,Southeast,156277,6399,34
2020-11-26,27111,Otter Tail,West Central,58812,2888,20
2020-11-26,27113,Pennington,Northwest,14178,613,7
2020-11-26,27115,Pine,East Central,29483,1278,8
2020-11-26,27117,Pipestone,Southwest,9047,696,18
2020-11-26,27119,Polk,Northwest,31529,2382,23
2020-11-26,27121,Pope,West Central,11097,507,1
2020-11-26,27123,Ramsey,Hennepin/Ramsey,550210,26238,493
2020-11-26,27125,Red Lake,Northwest,3999,203,3
2020-11-26,27127,Redwood,Southwest,15249,875,18
2020-11-26,27129,Renville,Southwest,14612,773,22
2020-11-26,27131,Rice,Southeast,66523,3933,35
2020-11-26,27133,Rock,Southwest,9414,714,9
2020-11-26,27135,Roseau,Northwest,15150,1107,4
2020-11-26,27139,Scott,Metro suburbs,147381,7981,54
2020-11-26,27141,Sherburne,East Central,96036,5522,41
2020-11-26,27143,Sibley,Southeast,15028,756,4
2020-11-26,27137,St. Louis,Northeast,199754,8141,108
2020-11-26,27145,Stearns,East Central,159256,13245,106
2020-11-26,27147,Steele,Southeast,36803,1833,6
2020-11-26,27149,Stevens,West Central,9753,481,3
2020-11-26,27151,Swift,Southwest,9345,544,8
2020-11-26,27153,Todd,East Central,24582,1739,12
2020-11-26,27155,Traverse,West Central,3308,139,1
2020-11-26,27157,Wabasha,Southeast,21645,994,1
2020-11-26,27159,Wadena,East Central,13773,747,6
2020-11-26,27161,Waseca,Southeast,18691,1359,11
2020-11-26,27163,Washington,Metro suburbs,259201,13220,111
2020-11-26,27165,Watonwan,Southeast,10980,810,4
2020-11-26,27167,Wilkin,West Central,6254,360,5
2020-11-26,27169,Winona,Southeast,50825,2666,29
2020-11-26,27171,Wright,East Central,136349,7203,38
2020-11-26,27173,Yellow Medicine,Southwest,9795,615,11
