date,geoid,county,region,pop,cases,deaths
2020-09-04,27001,Aitkin,Northeast,15902,55,1
2020-09-04,27003,Anoka,Metro suburbs,353813,4923,123
2020-09-04,27005,Becker,West Central,34371,205,2
2020-09-04,27007,Beltrami,Northwest,46847,329,1
2020-09-04,27009,Benton,East Central,40545,419,3
2020-09-04,27011,Big Stone,Southwest,4989,38,0
2020-09-04,27013,Blue Earth,Southeast,67427,1363,5
2020-09-04,27015,Brown,Southeast,25111,136,2
2020-09-04,27017,Carlton,Northeast,35837,202,1
2020-09-04,27019,Carver,Metro suburbs,103551,1169,5
2020-09-04,27021,Cass,East Central,29519,105,3
2020-09-04,27023,Chippewa,Southwest,11924,149,1
2020-09-04,27025,Chisago,East Central,55922,329,1
2020-09-04,27027,Clay,West Central,63955,960,40
2020-09-04,27029,Clearwater,Northwest,8810,20,0
2020-09-04,27031,Cook,Northeast,5393,6,0
2020-09-04,27033,Cottonwood,Southwest,11277,202,0
2020-09-04,27035,Crow Wing,East Central,64889,327,16
2020-09-04,27037,Dakota,Metro suburbs,425423,6303,113
2020-09-04,27039,Dodge,Southeast,20822,160,0
2020-09-04,27041,Douglas,West Central,37964,179,1
2020-09-04,27043,Faribault,Southeast,13758,117,0
2020-09-04,27045,Fillmore,Southeast,21058,88,0
2020-09-04,27047,Freeborn,Southeast,30444,413,1
2020-09-04,27049,Goodhue,Southeast,46403,269,9
2020-09-04,27051,Grant,West Central,6021,56,4
2020-09-04,27053,Hennepin,Hennepin/Ramsey,1259428,23798,888
2020-09-04,27055,Houston,Southeast,18578,83,0
2020-09-04,27057,Hubbard,Northwest,21332,46,0
2020-09-04,27059,Isanti,East Central,39966,187,0
2020-09-04,27061,Itasca,Northeast,45108,212,13
2020-09-04,27063,Jackson,Southwest,9911,98,1
2020-09-04,27065,Kanabec,East Central,16207,71,6
2020-09-04,27067,Kandiyohi,Southwest,42855,842,1
2020-09-04,27069,Kittson,Northwest,4248,8,0
2020-09-04,27071,Koochiching,Northeast,12440,90,3
2020-09-04,27073,Lac qui Parle,Southwest,6658,20,0
2020-09-04,27075,Lake,Northeast,10658,37,0
2020-09-04,27077,Lake of the Woods,Northwest,3758,14,1
2020-09-04,27079,Le Sueur,Southeast,28494,401,2
2020-09-04,27081,Lincoln,Southwest,5673,71,0
2020-09-04,27083,Lyon,Southwest,25629,556,3
2020-09-04,27087,Mahnomen,Northwest,5519,36,1
2020-09-04,27089,Marshall,Northwest,9390,44,1
2020-09-04,27091,Martin,Southeast,19785,248,9
2020-09-04,27085,McLeod,Southwest,35873,375,1
2020-09-04,27093,Meeker,Southwest,23141,119,2
2020-09-04,27095,Mille Lacs,East Central,26139,107,3
2020-09-04,27097,Morrison,East Central,33169,125,1
2020-09-04,27099,Mower,Southeast,40011,1198,3
2020-09-04,27101,Murray,Southwest,8276,144,2
2020-09-04,27103,Nicollet,Southeast,34220,452,15
2020-09-04,27105,Nobles,Southwest,21924,1882,13
2020-09-04,27107,Norman,Northwest,6475,48,0
2020-09-04,27109,Olmsted,Southeast,156277,2080,25
2020-09-04,27111,Otter Tail,West Central,58812,310,4
2020-09-04,27113,Pennington,Northwest,14178,98,1
2020-09-04,27115,Pine,East Central,29483,160,0
2020-09-04,27117,Pipestone,Southwest,9047,193,9
2020-09-04,27119,Polk,Northwest,31529,218,4
2020-09-04,27121,Pope,West Central,11097,67,0
2020-09-04,27123,Ramsey,Hennepin/Ramsey,550210,9492,301
2020-09-04,27125,Red Lake,Northwest,3999,32,0
2020-09-04,27127,Redwood,Southwest,15249,73,0
2020-09-04,27129,Renville,Southwest,14612,91,6
2020-09-04,27131,Rice,Southeast,66523,1216,8
2020-09-04,27133,Rock,Southwest,9414,112,0
2020-09-04,27135,Roseau,Northwest,15150,76,0
2020-09-04,27139,Scott,Metro suburbs,147381,2141,32
2020-09-04,27141,Sherburne,East Central,96036,947,13
2020-09-04,27143,Sibley,Southeast,15028,144,3
2020-09-04,27137,St. Louis,Northeast,199754,947,24
2020-09-04,27145,Stearns,East Central,159256,3384,22
2020-09-04,27147,Steele,Southeast,36803,458,2
2020-09-04,27149,Stevens,West Central,9753,64,1
2020-09-04,27151,Swift,Southwest,9345,70,1
2020-09-04,27153,Todd,East Central,24582,452,2
2020-09-04,27155,Traverse,West Central,3308,21,0
2020-09-04,27157,Wabasha,Southeast,21645,129,0
2020-09-04,27159,Wadena,East Central,13773,49,0
2020-09-04,27161,Waseca,Southeast,18691,298,3
2020-09-04,27163,Washington,Metro suburbs,259201,3168,54
2020-09-04,27165,Watonwan,Southeast,10980,449,4
2020-09-04,27167,Wilkin,West Central,6254,51,3
2020-09-04,27169,Winona,Southeast,50825,550,17
2020-09-04,27171,Wright,East Central,136349,1321,6
2020-09-04,27173,Yellow Medicine,Southwest,9795,105,1
