date,geoid,county,region,pop,cases,deaths
2021-07-29,27001,Aitkin,Northeast,15902,1400,37
2021-07-29,27003,Anoka,Metro suburbs,353813,43426,465
2021-07-29,27005,Becker,West Central,34371,3899,57
2021-07-29,27007,Beltrami,Northwest,46847,4115,63
2021-07-29,27009,Benton,East Central,40545,5877,98
2021-07-29,27011,Big Stone,Southwest,4989,611,4
2021-07-29,27013,Blue Earth,Southeast,67427,7724,44
2021-07-29,27015,Brown,Southeast,25111,3091,40
2021-07-29,27017,Carlton,Northeast,35837,3571,58
2021-07-29,27019,Carver,Metro suburbs,103551,10783,49
2021-07-29,27021,Cass,East Central,29519,2889,33
2021-07-29,27023,Chippewa,Southwest,11924,1542,38
2021-07-29,27025,Chisago,East Central,55922,6293,55
2021-07-29,27027,Clay,West Central,63955,8304,92
2021-07-29,27029,Clearwater,Northwest,8810,895,17
2021-07-29,27031,Cook,Northeast,5393,174,0
2021-07-29,27033,Cottonwood,Southwest,11277,1682,24
2021-07-29,27035,Crow Wing,East Central,64889,6912,99
2021-07-29,27037,Dakota,Metro suburbs,425423,47414,477
2021-07-29,27039,Dodge,Southeast,20822,1913,3
2021-07-29,27041,Douglas,West Central,37964,4803,81
2021-07-29,27043,Faribault,Southeast,13758,1574,20
2021-07-29,27045,Fillmore,Southeast,21058,1601,10
2021-07-29,27047,Freeborn,Southeast,30444,3531,34
2021-07-29,27049,Goodhue,Southeast,46403,4872,74
2021-07-29,27051,Grant,West Central,6021,595,8
2021-07-29,27053,Hennepin,Hennepin/Ramsey,1259428,126920,1801
2021-07-29,27055,Houston,Southeast,18578,1760,16
2021-07-29,27057,Hubbard,Northwest,21332,1987,41
2021-07-29,27059,Isanti,East Central,39966,4472,67
2021-07-29,27061,Itasca,Northeast,45108,4637,68
2021-07-29,27063,Jackson,Southwest,9911,1231,12
2021-07-29,27065,Kanabec,East Central,16207,1480,28
2021-07-29,27067,Kandiyohi,Southwest,42855,6722,85
2021-07-29,27069,Kittson,Northwest,4248,492,22
2021-07-29,27071,Koochiching,Northeast,12440,968,19
2021-07-29,27073,Lac qui Parle,Southwest,6658,762,22
2021-07-29,27075,Lake,Northeast,10658,850,20
2021-07-29,27077,Lake of the Woods,Northwest,3758,350,4
2021-07-29,27079,Le Sueur,Southeast,28494,3010,28
2021-07-29,27081,Lincoln,Southwest,5673,586,3
2021-07-29,27083,Lyon,Southwest,25629,3661,54
2021-07-29,27087,Mahnomen,Northwest,5519,566,9
2021-07-29,27089,Marshall,Northwest,9390,890,17
2021-07-29,27091,Martin,Southeast,19785,2374,33
2021-07-29,27085,McLeod,Southwest,35873,4358,61
2021-07-29,27093,Meeker,Southwest,23141,2673,44
2021-07-29,27095,Mille Lacs,East Central,26139,3157,56
2021-07-29,27097,Morrison,East Central,33169,4292,62
2021-07-29,27099,Mower,Southeast,40011,4786,34
2021-07-29,27101,Murray,Southwest,8276,1076,10
2021-07-29,27103,Nicollet,Southeast,34220,3350,45
2021-07-29,27105,Nobles,Southwest,21924,4109,50
2021-07-29,27107,Norman,Northwest,6475,550,9
2021-07-29,27109,Olmsted,Southeast,156277,13567,103
2021-07-29,27111,Otter Tail,West Central,58812,5919,87
2021-07-29,27113,Pennington,Northwest,14178,1541,20
2021-07-29,27115,Pine,East Central,29483,3381,23
2021-07-29,27117,Pipestone,Southwest,9047,1172,26
2021-07-29,27119,Polk,Northwest,31529,3912,72
2021-07-29,27121,Pope,West Central,11097,1141,6
2021-07-29,27123,Ramsey,Hennepin/Ramsey,550210,53281,911
2021-07-29,27125,Red Lake,Northwest,3999,403,7
2021-07-29,27127,Redwood,Southwest,15249,1787,41
2021-07-29,27129,Renville,Southwest,14612,1842,46
2021-07-29,27131,Rice,Southeast,66523,8283,112
2021-07-29,27133,Rock,Southwest,9414,1297,19
2021-07-29,27135,Roseau,Northwest,15150,2127,21
2021-07-29,27139,Scott,Metro suburbs,147381,17747,139
2021-07-29,27141,Sherburne,East Central,96036,12170,96
2021-07-29,27143,Sibley,Southeast,15028,1474,10
2021-07-29,27137,St. Louis,Northeast,199754,18329,319
2021-07-29,27145,Stearns,East Central,159256,22738,227
2021-07-29,27147,Steele,Southeast,36803,4016,19
2021-07-29,27149,Stevens,West Central,9753,926,11
2021-07-29,27151,Swift,Southwest,9345,1077,18
2021-07-29,27153,Todd,East Central,24582,2892,33
2021-07-29,27155,Traverse,West Central,3308,383,5
2021-07-29,27157,Wabasha,Southeast,21645,2087,3
2021-07-29,27159,Wadena,East Central,13773,1652,23
2021-07-29,27161,Waseca,Southeast,18691,2417,23
2021-07-29,27163,Washington,Metro suburbs,259201,27780,296
2021-07-29,27165,Watonwan,Southeast,10980,1362,9
2021-07-29,27167,Wilkin,West Central,6254,842,13
2021-07-29,27169,Winona,Southeast,50825,4654,52
2021-07-29,27171,Wright,East Central,136349,16603,153
2021-07-29,27173,Yellow Medicine,Southwest,9795,1156,20
