date,geoid,county,region,pop,cases,deaths
2022-03-21,27001,Aitkin,Northeast,15697,2934,60
2022-03-21,27003,Anoka,Metro suburbs,363887,98008,788
2022-03-21,27005,Becker,West Central,35183,8742,90
2022-03-21,27007,Beltrami,Northwest,46228,11930,124
2022-03-21,27009,Benton,East Central,41379,13969,174
2022-03-21,27011,Big Stone,Southwest,5166,1377,8
2022-03-21,27013,Blue Earth,Southeast,69112,17785,98
2022-03-21,27015,Brown,Southeast,25912,6513,79
2022-03-21,27017,Carlton,Northeast,36207,8830,96
2022-03-21,27019,Carver,Metro suburbs,106922,26491,116
2022-03-21,27021,Cass,East Central,30066,6970,79
2022-03-21,27023,Chippewa,Southwest,12598,3066,47
2022-03-21,27025,Chisago,East Central,56621,14455,120
2022-03-21,27027,Clay,West Central,65318,19707,122
2022-03-21,27029,Clearwater,Northwest,8524,2145,30
2022-03-21,27031,Cook,Northeast,5600,548,4
2022-03-21,27033,Cottonwood,Southwest,11517,3207,41
2022-03-21,27035,Crow Wing,East Central,66123,15859,165
2022-03-21,27037,Dakota,Metro suburbs,439882,109310,762
2022-03-21,27039,Dodge,Southeast,20867,5644,21
2022-03-21,27041,Douglas,West Central,39006,10843,116
2022-03-21,27043,Faribault,Southeast,13921,3738,50
2022-03-21,27045,Fillmore,Southeast,21228,4736,24
2022-03-21,27047,Freeborn,Southeast,30895,9037,72
2022-03-21,27049,Goodhue,Southeast,47582,12989,127
2022-03-21,27051,Grant,West Central,6074,1464,12
2022-03-21,27053,Hennepin,Hennepin/Ramsey,1281565,296362,2543
2022-03-21,27055,Houston,Southeast,18843,4493,18
2022-03-21,27057,Hubbard,Northwest,21344,4914,59
2022-03-21,27059,Isanti,East Central,41135,10060,117
2022-03-21,27061,Itasca,Northeast,45014,10976,144
2022-03-21,27063,Jackson,Southwest,9989,2136,17
2022-03-21,27065,Kanabec,East Central,16032,3475,55
2022-03-21,27067,Kandiyohi,Southwest,43732,13383,137
2022-03-21,27069,Kittson,Northwest,4207,1036,27
2022-03-21,27071,Koochiching,Northeast,12062,2693,37
2022-03-21,27073,Lac Qui Parle,Southwest,6719,1736,28
2022-03-21,27075,Lake,Northeast,10905,2060,28
2022-03-21,27077,Lake Of The Woods,Northwest,3763,762,6
2022-03-21,27079,Le Sueur,Southeast,28674,6446,49
2022-03-21,27081,Lincoln,Southwest,5640,1212,6
2022-03-21,27083,Lyon,Southwest,25269,7031,72
2022-03-21,27087,Mahnomen,Northwest,5411,1750,17
2022-03-21,27089,Marshall,Northwest,9040,2080,23
2022-03-21,27091,Martin,Southeast,20025,5562,64
2022-03-21,27085,Mcleod,Southwest,36771,10527,107
2022-03-21,27093,Meeker,Southwest,23400,5914,74
2022-03-21,27095,Mille Lacs,East Central,26459,7199,111
2022-03-21,27097,Morrison,East Central,34010,9053,104
2022-03-21,27099,Mower,Southeast,40029,11790,71
2022-03-21,27101,Murray,Southwest,8179,2025,15
2022-03-21,27103,Nicollet,Southeast,34454,7947,66
2022-03-21,27105,Nobles,Southwest,22290,6924,59
2022-03-21,27107,Norman,Northwest,6441,1489,13
2022-03-21,27109,Olmsted,Southeast,162847,40437,175
2022-03-21,27111,Otter Tail,West Central,60081,13476,164
2022-03-21,27113,Pennington,Northwest,13992,3532,41
2022-03-21,27115,Pine,East Central,28876,6983,67
2022-03-21,27117,Pipestone,Southwest,9424,1982,34
2022-03-21,27119,Polk,Northwest,31192,8825,103
2022-03-21,27121,Pope,West Central,11308,3019,17
2022-03-21,27123,Ramsey,Hennepin/Ramsey,552352,123237,1322
2022-03-21,27125,Red Lake,Northwest,3935,930,13
2022-03-21,27127,Redwood,Southwest,15425,3877,53
2022-03-21,27129,Renville,Southwest,14723,3723,56
2022-03-21,27131,Rice,Southeast,67097,17794,172
2022-03-21,27133,Rock,Southwest,9704,2324,33
2022-03-21,27135,Roseau,Northwest,15331,4458,44
2022-03-21,27139,Scott,Metro suburbs,150928,39969,254
2022-03-21,27141,Sherburne,East Central,97183,27156,178
2022-03-21,27143,Sibley,Southeast,14836,3485,23
2022-03-21,27137,St. Louis,Northeast,200231,46519,523
2022-03-21,27145,Stearns,East Central,158292,50608,362
2022-03-21,27147,Steele,Southeast,37406,10272,58
2022-03-21,27149,Stevens,West Central,9671,2619,13
2022-03-21,27151,Swift,Southwest,9838,2280,33
2022-03-21,27153,Todd,East Central,25262,6726,56
2022-03-21,27155,Traverse,West Central,3360,850,10
2022-03-21,27157,Wabasha,Southeast,21387,5538,16
2022-03-21,27159,Wadena,East Central,14065,4198,53
2022-03-21,27161,Waseca,Southeast,18968,5470,39
2022-03-21,27163,Washington,Metro suburbs,267568,66404,474
2022-03-21,27165,Watonwan,Southeast,11253,2969,23
2022-03-21,27167,Wilkin,West Central,6506,1648,22
2022-03-21,27169,Winona,Southeast,49671,12625,72
2022-03-21,27171,Wright,East Central,141337,36395,304
2022-03-21,27173,Yellow Medicine,Southwest,9528,2518,29
